iamc_r10,year,CO2
LAM,1841,0
LAM,1842,0
LAM,1843,0
LAM,1844,0
LAM,1845,0
LAM,1846,0
LAM,1847,0
LAM,1848,0
LAM,1849,0
LAM,1850,0
LAM,1851,0
LAM,1852,0
LAM,1853,0
LAM,1854,0
LAM,1855,0
LAM,1856,0
LAM,1857,0
LAM,1858,0
LAM,1859,0
LAM,1860,0
LAM,1861,0
LAM,1862,0
LAM,1863,0
LAM,1864,0
LAM,1865,0
LAM,1866,0
LAM,1867,0
LAM,1868,0
LAM,1869,0
LAM,1870,0
LAM,1871,0
LAM,1872,0
LAM,1873,0
LAM,1874,0
LAM,1875,0
LAM,1876,0
LAM,1877,0
LAM,1878,0
LAM,1879,0
LAM,1880,0
LAM,1881,0
LAM,1882,0
LAM,1883,0
LAM,1884,3.6640000000000004e-6
LAM,1885,3.6640000000000004e-6
LAM,1886,7.328000000000001e-6
LAM,1887,0.001091872
LAM,1888,8.976800000000001e-4
LAM,1889,0.001762384
LAM,1890,0.001381328
LAM,1891,0.001505904
LAM,1892,0.002029856
LAM,1893,0.002132448
LAM,1894,0.0025721280000000003
LAM,1895,0.0033232480000000004
LAM,1896,0.003458816
LAM,1897,0.0034478239999999995
LAM,1898,0.0039131520000000005
LAM,1899,0.00447008
LAM,1900,0.004165968
LAM,1901,0.00771272
LAM,1902,0.008804592
LAM,1903,0.00923328
LAM,1904,0.010383775999999999
LAM,1905,0.01091872
LAM,1906,0.014249296000000002
LAM,1907,0.01494912
LAM,1908,0.018657088
LAM,1909,0.017125536
LAM,1910,0.021467376
LAM,1911,0.027688848000000002
LAM,1912,0.028821024
LAM,1913,0.033089584
LAM,1914,0.02762656
LAM,1915,0.029737024
LAM,1916,0.03121728
LAM,1917,0.037526688
LAM,1918,0.0424108
LAM,1919,0.054633904
LAM,1920,0.09174655999999999
LAM,1921,0.105717392
LAM,1922,0.103694864
LAM,1923,0.093006976
LAM,1924,0.09386068800000001
LAM,1925,0.085415168
LAM,1926,0.07406085
LAM,1927,0.064012863
LAM,1928,0.058828499
LAM,1929,0.060273747
LAM,1930,0.053289242
LAM,1931,0.045487086
LAM,1932,0.048521678000000006
LAM,1933,0.05382707
LAM,1934,0.061059962
LAM,1935,0.067741758
LAM,1936,0.067456433
LAM,1937,0.08249593599999999
LAM,1938,0.079076717
LAM,1939,0.07936717800000001
LAM,1940,0.084812147
LAM,1941,0.083393034
LAM,1942,0.07792697900000001
LAM,1943,0.078091861
LAM,1944,0.084993287
LAM,1945,0.088046501
LAM,1946,0.155636043
LAM,1947,0.103814339
LAM,1948,0.113050439
LAM,1949,0.113614567
LAM,1950,0.148919913
LAM,1951,0.17294403
LAM,1952,0.186147899
LAM,1953,0.185217316
LAM,1954,0.195855242
LAM,1955,0.218921798
LAM,1956,0.23640721199999998
LAM,1957,0.25244444
LAM,1958,0.24417074500000002
LAM,1959,0.267053029
LAM,1960,0.27345499500000003
LAM,1961,0.281396234
LAM,1962,0.29721480699999997
LAM,1963,0.298913457
LAM,1964,0.322904734
LAM,1965,0.334467261
LAM,1966,0.351902678
LAM,1967,0.378253466
LAM,1968,0.40382933600000004
LAM,1969,0.436998437
LAM,1970,0.48339703
LAM,1971,0.509705903
LAM,1972,0.534573004
LAM,1973,0.583835038
LAM,1974,0.61819004
LAM,1975,0.625031904
LAM,1976,0.656991306
LAM,1977,0.685364765
LAM,1978,0.739915702
LAM,1979,0.792536985
LAM,1980,0.8344831100000001
LAM,1981,0.824656307
LAM,1982,0.844998181
LAM,1983,0.8128659020000001
LAM,1984,0.816506514
LAM,1985,0.841149936
LAM,1986,0.8720235860000001
LAM,1987,0.916873288
LAM,1988,0.937625888
LAM,1989,0.957614492
LAM,1990,0.972685851
LAM,1991,0.995784927
LAM,1992,1.016360179
LAM,1993,1.055593945
LAM,1994,1.074546994
LAM,1995,1.092326339
LAM,1996,1.1387500959999999
LAM,1997,1.211542646
LAM,1998,1.2951883
LAM,1999,1.289565869
LAM,2000,1.3013057000000001
LAM,2001,1.302448912
LAM,2002,1.337721729
LAM,2003,1.370463468
LAM,2004,1.406755481
LAM,2005,1.463888858
LAM,2006,1.512106136
LAM,2007,1.5505741180000001
LAM,2008,1.591552693
LAM,2009,1.550335716
LAM,2010,1.660738305
LAM,2011,1.707966423
LAM,2012,1.778535401
LAM,2013,1.839348757
LAM,2014,1.850610343
LAM,2015,1.815675433
LAM,2016,1.770143311
LAM,2017,1.739486731
LAM,2018,1.680297918
LAM,2019,1.68686065
LAM,2020,1.532428892
LAM,2021,1.6917209590000002
LAM,2022,1.7336680409999998
MEA,1750,0
MEA,1751,0
MEA,1752,0
MEA,1753,0
MEA,1754,0
MEA,1755,0
MEA,1756,0
MEA,1757,0
MEA,1758,0
MEA,1759,0
MEA,1760,0
MEA,1761,0
MEA,1762,0
MEA,1763,0
MEA,1764,0
MEA,1765,0
MEA,1766,0
MEA,1767,0
MEA,1768,0
MEA,1769,0
MEA,1770,0
MEA,1771,0
MEA,1772,0
MEA,1773,0
MEA,1774,0
MEA,1775,0
MEA,1776,0
MEA,1777,0
MEA,1778,0
MEA,1779,0
MEA,1780,0
MEA,1781,0
MEA,1782,0
MEA,1783,0
MEA,1784,0
MEA,1785,0
MEA,1786,0
MEA,1787,0
MEA,1788,0
MEA,1789,0
MEA,1790,0
MEA,1791,0
MEA,1792,0
MEA,1793,0
MEA,1794,0
MEA,1795,0
MEA,1796,0
MEA,1797,0
MEA,1798,0
MEA,1799,0
MEA,1800,0
MEA,1801,0
MEA,1802,0
MEA,1803,0
MEA,1804,0
MEA,1805,0
MEA,1806,0
MEA,1807,0
MEA,1808,0
MEA,1809,0
MEA,1810,0
MEA,1811,0
MEA,1812,0
MEA,1813,0
MEA,1814,0
MEA,1815,0
MEA,1816,0
MEA,1817,0
MEA,1818,0
MEA,1819,0
MEA,1820,0
MEA,1821,0
MEA,1822,0
MEA,1823,0
MEA,1824,0
MEA,1825,0
MEA,1826,0
MEA,1827,0
MEA,1828,0
MEA,1829,0
MEA,1830,0
MEA,1831,0
MEA,1832,0
MEA,1833,0
MEA,1834,0
MEA,1835,0
MEA,1836,0
MEA,1837,0
MEA,1838,0
MEA,1839,0
MEA,1840,0
MEA,1841,0
MEA,1842,0
MEA,1843,0
MEA,1844,0
MEA,1845,0
MEA,1846,0
MEA,1847,0
MEA,1848,0
MEA,1849,0
MEA,1850,0
MEA,1851,0
MEA,1852,0
MEA,1853,0
MEA,1854,0
MEA,1855,0
MEA,1856,0
MEA,1857,0
MEA,1858,0
MEA,1859,0
MEA,1860,0
MEA,1861,0
MEA,1862,0
MEA,1863,0
MEA,1864,0
MEA,1865,0
MEA,1866,0
MEA,1867,0
MEA,1868,0
MEA,1869,0
MEA,1870,0
MEA,1871,0
MEA,1872,0
MEA,1873,0
MEA,1874,0
MEA,1875,0
MEA,1876,0
MEA,1877,0
MEA,1878,0
MEA,1879,0
MEA,1880,0
MEA,1881,0
MEA,1882,0
MEA,1883,0
MEA,1884,0
MEA,1885,0
MEA,1886,0
MEA,1887,0
MEA,1888,0
MEA,1889,0
MEA,1890,0
MEA,1891,0
MEA,1892,0
MEA,1893,0
MEA,1894,0
MEA,1895,0
MEA,1896,0
MEA,1897,0
MEA,1898,0
MEA,1899,0
MEA,1900,0
MEA,1901,0
MEA,1902,0
MEA,1903,0
MEA,1904,0
MEA,1905,0
MEA,1906,3.6640000000000004e-6
MEA,1907,0
MEA,1908,0
MEA,1909,0
MEA,1910,0
MEA,1911,1.35568e-4
MEA,1912,2.52816e-4
MEA,1913,8.537120000000001e-4
MEA,1914,0.00117248
MEA,1915,0.0014033119999999999
MEA,1916,0.002007872
MEA,1917,0.002799296
MEA,1918,0.0034478240000000004
MEA,1919,0.0043198559999999995
MEA,1920,0.005437376000000001
MEA,1921,0.00725472
MEA,1922,0.009225951999999999
MEA,1923,0.01157824
MEA,1924,0.013505504
MEA,1925,0.014201664
MEA,1926,0.01505904
MEA,1927,0.016839744
MEA,1928,0.017968256
MEA,1929,0.017393007999999998
MEA,1930,0.018924233000000002
MEA,1931,0.018337933
MEA,1932,0.020536126
MEA,1933,0.022543819
MEA,1934,0.026559681999999998
MEA,1935,0.029750402000000002
MEA,1936,0.033465639
MEA,1937,0.041416192000000004
MEA,1938,0.041548364
MEA,1939,0.047216572000000005
MEA,1940,0.040049967
MEA,1941,0.030391841
MEA,1942,0.042523649999999996
MEA,1943,0.046322526
MEA,1944,0.060681622
MEA,1945,0.079067694
MEA,1946,0.105781324
MEA,1947,0.126596122
MEA,1948,0.10101451900000001
MEA,1949,0.033841372
MEA,1950,0.022333688
MEA,1951,0.015982203
MEA,1952,0.01309458
MEA,1953,0.014277311
MEA,1954,0.019303273
MEA,1955,0.036639571
MEA,1956,0.044897041
MEA,1957,0.045800383
MEA,1958,0.051130791
MEA,1959,0.053575932
MEA,1960,0.073477114
MEA,1961,0.077142971
MEA,1962,0.087690737
MEA,1963,0.100953228
MEA,1964,0.118466167
MEA,1965,0.145442118
MEA,1966,0.16744518800000002
MEA,1967,0.172059741
MEA,1968,0.20041726399999998
MEA,1969,0.229710095
MEA,1970,0.24278087
MEA,1971,0.286793879
MEA,1972,0.307115818
MEA,1973,0.369197583
MEA,1974,0.38279594100000003
MEA,1975,0.36903519700000004
MEA,1976,0.434659559
MEA,1977,0.453180447
MEA,1978,0.459554204
MEA,1979,0.494299582
MEA,1980,0.47914739900000003
MEA,1981,0.472927624
MEA,1982,0.47790569099999997
MEA,1983,0.504650379
MEA,1984,0.5275442220000001
MEA,1985,0.565141475
MEA,1986,0.598049
MEA,1987,0.601129323
MEA,1988,0.652454174
MEA,1989,0.6842172400000001
MEA,1990,0.692793486
MEA,1991,0.773899984
MEA,1992,0.8557149260000001
MEA,1993,0.9359684260000001
MEA,1994,0.9981474530000001
MEA,1995,0.9458019200000001
MEA,1996,0.946532633
MEA,1997,0.91859751
MEA,1998,0.9581383370000001
MEA,1999,1.050998992
MEA,2000,1.161779349
MEA,2001,1.1936749420000001
MEA,2002,1.204391314
MEA,2003,1.281418107
MEA,2004,1.391072329
MEA,2005,1.435411921
MEA,2006,1.5279084520000001
MEA,2007,1.489796278
MEA,2008,1.6336337189999999
MEA,2009,1.706778274
MEA,2010,1.8188194739999999
MEA,2011,1.8382861680000002
MEA,2012,1.9702623460000002
MEA,2013,1.9325615370000002
MEA,2014,2.0265462480000003
MEA,2015,2.1227076350000003
MEA,2016,2.163032435
MEA,2017,2.215085026
MEA,2018,2.24819099
MEA,2019,2.270500978
MEA,2020,2.109056732
MEA,2021,2.1880616620000004
MEA,2022,2.241896735
NAM,1750,0
NAM,1751,0
NAM,1752,0
NAM,1753,0
NAM,1754,0
NAM,1755,0
NAM,1756,0
NAM,1757,0
NAM,1758,0
NAM,1759,0
NAM,1760,0
NAM,1761,0
NAM,1762,0
NAM,1763,0
NAM,1764,0
NAM,1765,0
NAM,1766,0
NAM,1767,0
NAM,1768,0
NAM,1769,0
NAM,1770,0
NAM,1771,0
NAM,1772,0
NAM,1773,0
NAM,1774,0
NAM,1775,0
NAM,1776,0
NAM,1777,0
NAM,1778,0
NAM,1779,0
NAM,1780,0
NAM,1781,0
NAM,1782,0
NAM,1783,0
NAM,1784,0
NAM,1785,3.6640000000000004e-6
NAM,1786,3.6640000000000004e-6
NAM,1787,3.6640000000000004e-6
NAM,1788,3.6640000000000004e-6
NAM,1789,3.6640000000000004e-6
NAM,1790,3.6640000000000004e-6
NAM,1791,3.6640000000000004e-6
NAM,1792,3.6640000000000004e-6
NAM,1793,3.6640000000000004e-6
NAM,1794,3.6640000000000004e-6
NAM,1795,3.6640000000000004e-6
NAM,1796,3.6640000000000004e-6
NAM,1797,3.6640000000000004e-6
NAM,1798,3.6640000000000004e-6
NAM,1799,3.6640000000000004e-6
NAM,1800,2.5648e-4
NAM,1801,2.71136e-4
NAM,1802,2.9312e-4
NAM,1803,3.0044800000000003e-4
NAM,1804,3.3708800000000004e-4
NAM,1805,3.44416e-4
NAM,1806,3.3708800000000004e-4
NAM,1807,3.81056e-4
NAM,1808,3.9571200000000005e-4
NAM,1809,4.0670400000000003e-4
NAM,1810,4.2136e-4
NAM,1811,4.5067200000000005e-4
NAM,1812,4.8731200000000005e-4
NAM,1813,5.23952e-4
NAM,1814,5.64256e-4
NAM,1815,6.0456e-4
NAM,1816,6.66848e-4
NAM,1817,7.21808e-4
NAM,1818,7.840960000000001e-4
NAM,1819,7.65776e-4
NAM,1820,7.95088e-4
NAM,1821,8.31728e-4
NAM,1822,8.68368e-4
NAM,1823,9.050080000000001e-4
NAM,1824,0.001018592
NAM,1825,0.001139504
NAM,1826,0.00131904
NAM,1827,0.001450944
NAM,1828,0.001597504
NAM,1829,0.0017990240000000002
NAM,1830,0.002092144
NAM,1831,0.0022680160000000003
NAM,1832,0.0030264640000000004
NAM,1833,0.003532096
NAM,1834,0.003385536
NAM,1835,0.0043198559999999995
NAM,1836,0.0047338879999999995
NAM,1837,0.005309136
NAM,1838,0.0050343359999999995
NAM,1839,0.005521648
NAM,1840,0.005877055999999999
NAM,1841,0.006217808
NAM,1842,0.0069212959999999995
NAM,1843,0.00776768
NAM,1844,0.009310224
NAM,1845,0.011208176
NAM,1846,0.012736064
NAM,1847,0.015103008000000001
NAM,1848,0.016825088
NAM,1849,0.018268704
NAM,1850,0.019851552
NAM,1851,0.024702688
NAM,1852,0.02687544
NAM,1853,0.03026464
NAM,1854,0.033283776
NAM,1855,0.038310783999999994
NAM,1856,0.040216063999999996
NAM,1857,0.041271296
NAM,1858,0.041912496
NAM,1859,0.04563512
NAM,1860,0.047818863999999996
NAM,1861,0.046137088
NAM,1862,0.048009392
NAM,1863,0.055513264
NAM,1864,0.059499696
NAM,1865,0.059840448
NAM,1866,0.06047432
NAM,1867,0.074459808
NAM,1868,0.083297376
NAM,1869,0.094380976
NAM,1870,0.09984399999999999
NAM,1871,0.10480139200000001
NAM,1872,0.128152064
NAM,1873,0.141115296
NAM,1874,0.135919744
NAM,1875,0.137623504
NAM,1876,0.13467764799999998
NAM,1877,0.14919808
NAM,1878,0.14583819200000003
NAM,1879,0.177652704
NAM,1880,0.203916428
NAM,1881,0.21578416
NAM,1882,0.242011134
NAM,1883,0.26131316400000004
NAM,1884,0.276188989
NAM,1885,0.280406265
NAM,1886,0.2962604220000001
NAM,1887,0.317530124
NAM,1888,0.387186413
NAM,1889,0.346834822
NAM,1890,0.414160905
NAM,1891,0.44136612399999997
NAM,1892,0.46433944800000004
NAM,1893,0.46894869699999997
NAM,1894,0.439230023
NAM,1895,0.493479238
NAM,1896,0.495531143
NAM,1897,0.515086034
NAM,1898,0.561029023
NAM,1899,0.6447040740000001
NAM,1900,0.683366707
NAM,1901,0.74537285
NAM,1902,0.790143758
NAM,1903,0.922366916
NAM,1904,0.915154451
NAM,1905,1.0218693540000001
NAM,1906,1.072858703
NAM,1907,1.2508522219999998
NAM,1908,1.100221391
NAM,1909,1.211092095
NAM,1910,1.32320417
NAM,1911,1.318935703
NAM,1912,1.4108365640000002
NAM,1913,1.52182372
NAM,1914,1.386361486
NAM,1915,1.42881252
NAM,1916,1.59543737
NAM,1917,1.756213581
NAM,1918,1.8372369629999998
NAM,1919,1.555249142
NAM,1920,1.822624002
NAM,1921,1.504152045
NAM,1922,1.504967599
NAM,1923,1.989717125
NAM,1924,1.775703954
NAM,1925,1.833432943
NAM,1926,1.9908040640000002
NAM,1927,1.9548384650000001
NAM,1928,1.9247415669999999
NAM,1929,2.062536293
NAM,1930,1.83926404
NAM,1931,1.5608083990000001
NAM,1932,1.328020691
NAM,1933,1.4183593939999999
NAM,1934,1.516151937
NAM,1935,1.5711167220000002
NAM,1936,1.7995748070000002
NAM,1937,1.886092885
NAM,1938,1.60129337
NAM,1939,1.765924302
NAM,1940,1.983606863
NAM,1941,2.163736737
NAM,1942,2.3293423850000003
NAM,1943,2.4101212029999997
NAM,1944,2.585310705
NAM,1945,2.490072368
NAM,1946,2.395915919
NAM,1947,2.629402289
NAM,1948,2.74106506
NAM,1949,2.3098843010000003
NAM,1950,2.695619017
NAM,1951,2.781389646
NAM,1952,2.7106281589999996
NAM,1953,2.7735792790000002
NAM,1954,2.6524297270000003
NAM,1955,2.8979850799999998
NAM,1956,3.0497972009999996
NAM,1957,3.018583564
NAM,1958,2.929262847
NAM,1959,3.016404471
NAM,1960,3.090031435
NAM,1961,3.080873394
NAM,1962,3.2008928020000003
NAM,1963,3.3373982460000002
NAM,1964,3.501891538
NAM,1965,3.6514637510000005
NAM,1966,3.8304956850000003
NAM,1967,3.9870979889999996
NAM,1968,4.144180896
NAM,1969,4.342264545
NAM,1970,4.680863221
NAM,1971,4.717752658
NAM,1972,4.953807064
NAM,1973,5.166376191
NAM,1974,5.010716686
NAM,1975,4.875061733999999
NAM,1976,5.146779675
NAM,1977,5.297455744
NAM,1978,5.356951316
NAM,1979,5.45031854
NAM,1980,5.25140323
NAM,1981,5.116049918
NAM,1982,4.861752863
NAM,1983,4.837761553
NAM,1984,5.087407821
NAM,1985,5.074351684
NAM,1986,5.068137595
NAM,1987,5.2566937099999995
NAM,1988,5.506212492
NAM,1989,5.595091429
NAM,1990,5.579460302000001
NAM,1991,5.513116320000001
NAM,1992,5.638240338999999
NAM,1993,5.737404979
NAM,1994,5.843312287999999
NAM,1995,5.917085393000001
NAM,1996,6.1211794159999995
NAM,1997,6.210719801000001
NAM,1998,6.263556823000001
NAM,1999,6.348399913
NAM,2000,6.577232028999999
NAM,2001,6.4668869749999995
NAM,2002,6.510681980999999
NAM,2003,6.5915726349999995
NAM,2004,6.692344006000001
NAM,2005,6.706946916000001
NAM,2006,6.6212707239999995
NAM,2007,6.723878014
NAM,2008,6.491927122
NAM,2009,6.024865392000001
NAM,2010,6.235777348
NAM,2011,6.1113700799999995
NAM,2012,5.909867708
NAM,2013,6.04969628
NAM,2014,6.095034084000001
NAM,2015,5.947153456000001
NAM,2016,5.810621901999999
NAM,2017,5.778814237
NAM,2018,5.954863638
NAM,2019,5.840732792
NAM,2020,5.237473327999999
NAM,2021,5.569386556
NAM,2022,5.605247723
PAO,1750,0
PAO,1751,0
PAO,1752,0
PAO,1753,0
PAO,1754,0
PAO,1755,0
PAO,1756,0
PAO,1757,0
PAO,1758,0
PAO,1759,0
PAO,1760,0
PAO,1761,0
PAO,1762,0
PAO,1763,0
PAO,1764,0
PAO,1765,0
PAO,1766,0
PAO,1767,0
PAO,1768,0
PAO,1769,0
PAO,1770,0
PAO,1771,0
PAO,1772,0
PAO,1773,0
PAO,1774,0
PAO,1775,0
PAO,1776,0
PAO,1777,0
PAO,1778,0
PAO,1779,0
PAO,1780,0
PAO,1781,0
PAO,1782,0
PAO,1783,0
PAO,1784,0
PAO,1785,0
PAO,1786,0
PAO,1787,0
PAO,1788,0
PAO,1789,0
PAO,1790,0
PAO,1791,0
PAO,1792,0
PAO,1793,0
PAO,1794,0
PAO,1795,0
PAO,1796,0
PAO,1797,0
PAO,1798,0
PAO,1799,0
PAO,1800,0
PAO,1801,0
PAO,1802,0
PAO,1803,0
PAO,1804,0
PAO,1805,2.36e-7
PAO,1806,6.61e-7
PAO,1807,6.29e-7
PAO,1808,7.87e-7
PAO,1809,1.259e-6
PAO,1810,1.259e-6
PAO,1811,2.2030000000000003e-6
PAO,1812,2.2030000000000003e-6
PAO,1813,2.8319999999999997e-6
PAO,1814,3.451e-6
PAO,1815,2.7529999999999997e-6
PAO,1816,2.2810000000000003e-6
PAO,1817,2.045e-6
PAO,1818,1.888e-6
PAO,1819,3.5400000000000004e-6
PAO,1820,6.1599999999999995e-6
PAO,1821,3.147e-6
PAO,1822,3.934e-6
PAO,1823,4.7200000000000005e-6
PAO,1824,4.7200000000000005e-6
PAO,1825,2.87e-6
PAO,1826,6.36e-6
PAO,1827,5.902e-6
PAO,1828,3.786e-6
PAO,1829,6.031e-6
PAO,1830,5.748e-6
PAO,1831,1.421e-6
PAO,1832,1.1239e-5
PAO,1833,1.0718e-5
PAO,1834,1.3358e-5
PAO,1835,1.9498000000000002e-5
PAO,1836,1.9897000000000003e-5
PAO,1837,2.5305000000000003e-5
PAO,1838,2.7094000000000002e-5
PAO,1839,3.3487000000000007e-5
PAO,1840,4.7605e-5
PAO,1841,5.4819e-5
PAO,1842,6.2779e-5
PAO,1843,4.0692e-5
PAO,1844,3.6373999999999994e-5
PAO,1845,3.512500000000001e-5
PAO,1846,6.1308e-5
PAO,1847,6.408800000000001e-5
PAO,1848,7.1507e-5
PAO,1849,7.633600000000001e-5
PAO,1850,1.12052e-4
PAO,1851,1.06379e-4
PAO,1852,1.06055e-4
PAO,1853,1.5232100000000002e-4
PAO,1854,1.83526e-4
PAO,1855,2.1567800000000002e-4
PAO,1856,2.98886e-4
PAO,1857,3.311e-4
PAO,1858,3.40483e-4
PAO,1859,4.84948e-4
PAO,1860,5.99769e-4
PAO,1861,5.60575e-4
PAO,1862,7.87635e-4
PAO,1863,7.204500000000001e-4
PAO,1864,9.0316e-4
PAO,1865,9.735080000000001e-4
PAO,1866,0.00128006
PAO,1867,0.001239852
PAO,1868,0.001543251
PAO,1869,0.0014830040000000002
PAO,1870,0.001420711
PAO,1871,0.001466558
PAO,1872,0.001669586
PAO,1873,0.0019708530000000003
PAO,1874,0.002711869
PAO,1875,0.003582688
PAO,1876,0.0035614730000000003
PAO,1877,0.003661825
PAO,1878,0.0047747
PAO,1879,0.005399155
PAO,1880,0.005421963
PAO,1881,0.006056153
PAO,1882,0.006791333000000001
PAO,1883,0.007785103
PAO,1884,0.008547672
PAO,1885,0.00934873
PAO,1886,0.009614485
PAO,1887,0.010734994
PAO,1888,0.012142152
PAO,1889,0.013816456
PAO,1890,0.013628899
PAO,1891,0.016499013
PAO,1892,0.016037241
PAO,1893,0.015889406
PAO,1894,0.019155190000000002
PAO,1895,0.020600725
PAO,1896,0.021852521
PAO,1897,0.023324829000000002
PAO,1898,0.027782892
PAO,1899,0.028145115000000002
PAO,1900,0.032019696
PAO,1901,0.037453408
PAO,1902,0.039380672
PAO,1903,0.040181
PAO,1904,0.044029014000000005
PAO,1905,0.045523073000000004
PAO,1906,0.051075006000000006
PAO,1907,0.054644153
PAO,1908,0.058576328000000004
PAO,1909,0.057100849
PAO,1910,0.061993788
PAO,1911,0.06834593
PAO,1912,0.075354091
PAO,1913,0.08133003600000001
PAO,1914,0.0880202
PAO,1915,0.080043372
PAO,1916,0.08348997799999999
PAO,1917,0.093434669
PAO,1918,0.09945125099999999
PAO,1919,0.10550835800000001
PAO,1920,0.10414412399999999
PAO,1921,0.09409381
PAO,1922,0.09991273300000002
PAO,1923,0.10542768
PAO,1924,0.111528329
PAO,1925,0.115732267
PAO,1926,0.11646432599999999
PAO,1927,0.125247039
PAO,1928,0.12612388400000002
PAO,1929,0.126680699
PAO,1930,0.11693030200000001
PAO,1931,0.10469400200000001
PAO,1932,0.10457023300000001
PAO,1933,0.11967006499999999
PAO,1934,0.13139431399999998
PAO,1935,0.139491217
PAO,1936,0.15253909799999998
PAO,1937,0.163568181
PAO,1938,0.169677546
PAO,1939,0.170192307
PAO,1940,0.19334941300000003
PAO,1941,0.198939752
PAO,1942,0.194914677
PAO,1943,0.197201681
PAO,1944,0.18522911499999997
PAO,1945,0.12141439200000001
PAO,1946,0.100978441
PAO,1947,0.12026020400000001
PAO,1948,0.140597383
PAO,1949,0.152092942
PAO,1950,0.166848213
PAO,1951,0.192749531
PAO,1952,0.20217274799999999
PAO,1953,0.21735631099999997
PAO,1954,0.219543768
PAO,1955,0.22323606499999998
PAO,1956,0.24579297200000003
PAO,1957,0.27385069700000003
PAO,1958,0.26927719
PAO,1959,0.286011012
PAO,1960,0.331475687
PAO,1961,0.381551549
PAO,1962,0.394971327
PAO,1963,0.433047799
PAO,1964,0.47552780100000003
PAO,1965,0.513761358
PAO,1966,0.548981611
PAO,1967,0.625214801
PAO,1968,0.704153723
PAO,1969,0.80388601
PAO,1970,0.930004115
PAO,1971,0.96270934
PAO,1972,1.02195806
PAO,1973,1.102609361
PAO,1974,1.099248923
PAO,1975,1.059882569
PAO,1976,1.096196119
PAO,1977,1.1354657540000002
PAO,1978,1.1106657000000002
PAO,1979,1.161887701
PAO,1980,1.166717646
PAO,1981,1.1572063830000001
PAO,1982,1.133678935
PAO,1983,1.106552873
PAO,1984,1.173922749
PAO,1985,1.1588146529999999
PAO,1986,1.159246194
PAO,1987,1.161295455
PAO,1988,1.251650656
PAO,1989,1.303971576
PAO,1990,1.4608583709999998
PAO,1991,1.4746137780000002
PAO,1992,1.4913702500000001
PAO,1993,1.4883211570000003
PAO,1994,1.548302968
PAO,1995,1.5721068839999999
PAO,1996,1.592790371
PAO,1997,1.5958621020000001
PAO,1998,1.5683962900000001
PAO,1999,1.616460859
PAO,2000,1.646008002
PAO,2001,1.641324057
PAO,2002,1.675865291
PAO,2003,1.692975277
PAO,2004,1.701394985
PAO,2005,1.713773431
PAO,2006,1.696884244
PAO,2007,1.738922892
PAO,2008,1.673778305
PAO,2009,1.6051542640000003
PAO,2010,1.655030092
PAO,2011,1.703153025
PAO,2012,1.74840758
PAO,2013,1.749720258
PAO,2014,1.6925592859999998
PAO,2015,1.660359214
PAO,2016,1.6468611690000001
PAO,2017,1.6361449090000002
PAO,2018,1.592723798
PAO,2019,1.5572300270000001
PAO,2020,1.4707183920000002
PAO,2021,1.4830541740000003
PAO,2022,1.47828895
PAS,1750,0
PAS,1751,0
PAS,1752,0
PAS,1753,0
PAS,1754,0
PAS,1755,0
PAS,1756,0
PAS,1757,0
PAS,1758,0
PAS,1759,0
PAS,1760,0
PAS,1761,0
PAS,1762,0
PAS,1763,0
PAS,1764,0
PAS,1765,0
PAS,1766,0
PAS,1767,0
PAS,1768,0
PAS,1769,0
PAS,1770,0
PAS,1771,0
PAS,1772,0
PAS,1773,0
PAS,1774,0
PAS,1775,0
PAS,1776,0
PAS,1777,0
PAS,1778,0
PAS,1779,0
PAS,1780,0
PAS,1781,0
PAS,1782,0
PAS,1783,0
PAS,1784,0
PAS,1785,0
PAS,1786,0
PAS,1787,0
PAS,1788,0
PAS,1789,0
PAS,1790,0
PAS,1791,0
PAS,1792,0
PAS,1793,0
PAS,1794,0
PAS,1795,0
PAS,1796,0
PAS,1797,0
PAS,1798,0
PAS,1799,0
PAS,1800,0
PAS,1801,0
PAS,1802,0
PAS,1803,0
PAS,1804,0
PAS,1805,0
PAS,1806,0
PAS,1807,0
PAS,1808,0
PAS,1809,0
PAS,1810,0
PAS,1811,0
PAS,1812,0
PAS,1813,0
PAS,1814,0
PAS,1815,0
PAS,1816,0
PAS,1817,0
PAS,1818,0
PAS,1819,0
PAS,1820,0
PAS,1821,0
PAS,1822,0
PAS,1823,0
PAS,1824,0
PAS,1825,0
PAS,1826,0
PAS,1827,0
PAS,1828,0
PAS,1829,0
PAS,1830,0
PAS,1831,0
PAS,1832,0
PAS,1833,0
PAS,1834,0
PAS,1835,0
PAS,1836,0
PAS,1837,0
PAS,1838,0
PAS,1839,0
PAS,1840,0
PAS,1841,0
PAS,1842,0
PAS,1843,0
PAS,1844,0
PAS,1845,0
PAS,1846,0
PAS,1847,0
PAS,1848,0
PAS,1849,0
PAS,1850,0
PAS,1851,0
PAS,1852,0
PAS,1853,0
PAS,1854,0
PAS,1855,0
PAS,1856,0
PAS,1857,0
PAS,1858,0
PAS,1859,0
PAS,1860,0
PAS,1861,0
PAS,1862,0
PAS,1863,0
PAS,1864,0
PAS,1865,0
PAS,1866,0
PAS,1867,0
PAS,1868,0
PAS,1869,0
PAS,1870,0
PAS,1871,0
PAS,1872,0
PAS,1873,0
PAS,1874,0
PAS,1875,0
PAS,1876,0
PAS,1877,0
PAS,1878,0
PAS,1879,0
PAS,1880,0
PAS,1881,0
PAS,1882,0
