model,case,aggregate,r10,year,gtco2
REMIND-MAgPIE,A,Max,R10AFRICA,1990,0.6203940129999999
REMIND-MAgPIE,A,Max,R10AFRICA,1991,0.6439194160000001
REMIND-MAgPIE,A,Max,R10AFRICA,1992,0.628668031
REMIND-MAgPIE,A,Max,R10AFRICA,1993,0.6668827170000001
REMIND-MAgPIE,A,Max,R10AFRICA,1994,0.737002182
REMIND-MAgPIE,A,Max,R10AFRICA,1995,0.7879878130000001
REMIND-MAgPIE,A,Max,R10AFRICA,1996,0.8162823270000004
REMIND-MAgPIE,A,Max,R10AFRICA,1997,0.840131252
REMIND-MAgPIE,A,Max,R10AFRICA,1998,0.8590072900000001
REMIND-MAgPIE,A,Max,R10AFRICA,1999,0.8475767960000001
REMIND-MAgPIE,A,Max,R10AFRICA,2000,0.8749373870000001
REMIND-MAgPIE,A,Max,R10AFRICA,2001,0.8644201339999997
REMIND-MAgPIE,A,Max,R10AFRICA,2002,0.8445582490000001
REMIND-MAgPIE,A,Max,R10AFRICA,2003,0.9307120349999999
REMIND-MAgPIE,A,Max,R10AFRICA,2004,0.9853536709999999
REMIND-MAgPIE,A,Max,R10AFRICA,2005,0.999874251
REMIND-MAgPIE,A,Max,R10AFRICA,2006,1.033914027
REMIND-MAgPIE,A,Max,R10AFRICA,2007,1.068367312
REMIND-MAgPIE,A,Max,R10AFRICA,2008,1.1194434449999997
REMIND-MAgPIE,A,Max,R10AFRICA,2009,1.1169304440000003
REMIND-MAgPIE,A,Max,R10AFRICA,2010,1.1514113
REMIND-MAgPIE,A,Max,R10AFRICA,2011,1.196333747
REMIND-MAgPIE,A,Max,R10AFRICA,2012,1.197590235
REMIND-MAgPIE,A,Max,R10AFRICA,2013,1.2189429870000001
REMIND-MAgPIE,A,Max,R10AFRICA,2014,1.281124503
REMIND-MAgPIE,A,Max,R10AFRICA,2015,1.2616301189999999
REMIND-MAgPIE,A,Max,R10AFRICA,2016,1.3003773620000003
REMIND-MAgPIE,A,Max,R10AFRICA,2017,1.3130372259999998
REMIND-MAgPIE,A,Max,R10AFRICA,2018,1.299446408
REMIND-MAgPIE,A,Max,R10AFRICA,2019,1.383366146
REMIND-MAgPIE,A,Max,R10AFRICA,2020,1.3058101700000002
REMIND-MAgPIE,A,Max,R10AFRICA,2021,1.3674128170000002
REMIND-MAgPIE,A,Max,R10AFRICA,2022,1.3498112890000002
REMIND-MAgPIE,A,Max,R10AFRICA,2023,1.4410009259677783
REMIND-MAgPIE,A,Max,R10AFRICA,2024,1.535108100207644
REMIND-MAgPIE,A,Max,R10AFRICA,2025,1.6321328117195975
REMIND-MAgPIE,A,Max,R10AFRICA,2026,1.7320750605036384
REMIND-MAgPIE,A,Max,R10AFRICA,2027,1.8349348465597672
REMIND-MAgPIE,A,Max,R10AFRICA,2028,1.9407121698879841
REMIND-MAgPIE,A,Max,R10AFRICA,2029,2.0494070304882883
REMIND-MAgPIE,A,Max,R10AFRICA,2030,2.1610194283606807
REMIND-MAgPIE,A,Max,R10AFRICA,2031,2.1850230137645608
REMIND-MAgPIE,A,Max,R10AFRICA,2032,2.209026599168441
REMIND-MAgPIE,A,Max,R10AFRICA,2033,2.2330301845723213
REMIND-MAgPIE,A,Max,R10AFRICA,2034,2.2570337699762013
REMIND-MAgPIE,A,Max,R10AFRICA,2035,2.2810373553800813
REMIND-MAgPIE,A,Max,R10AFRICA,2036,2.3050409407839614
REMIND-MAgPIE,A,Max,R10AFRICA,2037,2.3290445261878414
REMIND-MAgPIE,A,Max,R10AFRICA,2038,2.353048111591722
REMIND-MAgPIE,A,Max,R10AFRICA,2039,2.377051696995602
REMIND-MAgPIE,A,Max,R10AFRICA,2040,2.401055282399482
REMIND-MAgPIE,A,Max,R10AFRICA,2041,2.5545929375004355
REMIND-MAgPIE,A,Max,R10AFRICA,2042,2.708130592601389
REMIND-MAgPIE,A,Max,R10AFRICA,2043,2.861668247702343
REMIND-MAgPIE,A,Max,R10AFRICA,2044,3.0152059028032965
REMIND-MAgPIE,A,Max,R10AFRICA,2045,3.16874355790425
REMIND-MAgPIE,A,Max,R10AFRICA,2046,3.3222812130052035
REMIND-MAgPIE,A,Max,R10AFRICA,2047,3.475818868106157
REMIND-MAgPIE,A,Max,R10AFRICA,2048,3.6293565232071106
REMIND-MAgPIE,A,Max,R10AFRICA,2049,3.782894178308064
REMIND-MAgPIE,A,Max,R10AFRICA,2050,3.9364318334090176
REMIND-MAgPIE,A,Max,R10AFRICA,2051,4.0823508987765535
REMIND-MAgPIE,A,Max,R10AFRICA,2052,4.228269964144089
REMIND-MAgPIE,A,Max,R10AFRICA,2053,4.374189029511625
REMIND-MAgPIE,A,Max,R10AFRICA,2054,4.52010809487916
REMIND-MAgPIE,A,Max,R10AFRICA,2055,4.666027160246695
REMIND-MAgPIE,A,Max,R10AFRICA,2056,4.81194622561423
REMIND-MAgPIE,A,Max,R10AFRICA,2057,4.957865290981766
REMIND-MAgPIE,A,Max,R10AFRICA,2058,5.103784356349301
REMIND-MAgPIE,A,Max,R10AFRICA,2059,5.249703421716836
REMIND-MAgPIE,A,Max,R10AFRICA,2060,5.395622487084371
REMIND-MAgPIE,A,Max,R10AFRICA,2061,5.430912869679009
REMIND-MAgPIE,A,Max,R10AFRICA,2062,5.466203252273647
REMIND-MAgPIE,A,Max,R10AFRICA,2063,5.501493634868284
REMIND-MAgPIE,A,Max,R10AFRICA,2064,5.536784017462922
REMIND-MAgPIE,A,Max,R10AFRICA,2065,5.572074400057559
REMIND-MAgPIE,A,Max,R10AFRICA,2066,5.607364782652198
REMIND-MAgPIE,A,Max,R10AFRICA,2067,5.642655165246835
REMIND-MAgPIE,A,Max,R10AFRICA,2068,5.677945547841473
REMIND-MAgPIE,A,Max,R10AFRICA,2069,5.7132359304361104
REMIND-MAgPIE,A,Max,R10AFRICA,2070,5.748526313030748
REMIND-MAgPIE,A,Max,R10AFRICA,2071,5.905704567658798
REMIND-MAgPIE,A,Max,R10AFRICA,2072,6.0628828222868485
REMIND-MAgPIE,A,Max,R10AFRICA,2073,6.220061076914899
REMIND-MAgPIE,A,Max,R10AFRICA,2074,6.377239331542949
REMIND-MAgPIE,A,Max,R10AFRICA,2075,6.534417586170999
REMIND-MAgPIE,A,Max,R10AFRICA,2076,6.6915958407990495
REMIND-MAgPIE,A,Max,R10AFRICA,2077,6.8487740954271
REMIND-MAgPIE,A,Max,R10AFRICA,2078,7.005952350055151
REMIND-MAgPIE,A,Max,R10AFRICA,2079,7.163130604683201
REMIND-MAgPIE,A,Max,R10AFRICA,2080,7.320308859311251
REMIND-MAgPIE,A,Max,R10AFRICA,2081,7.4723582309870284
REMIND-MAgPIE,A,Max,R10AFRICA,2082,7.624407602662806
REMIND-MAgPIE,A,Max,R10AFRICA,2083,7.776456974338583
REMIND-MAgPIE,A,Max,R10AFRICA,2084,7.928506346014361
REMIND-MAgPIE,A,Max,R10AFRICA,2085,8.080555717690137
REMIND-MAgPIE,A,Max,R10AFRICA,2086,8.232605089365915
REMIND-MAgPIE,A,Max,R10AFRICA,2087,8.384654461041691
REMIND-MAgPIE,A,Max,R10AFRICA,2088,8.53670383271747
REMIND-MAgPIE,A,Max,R10AFRICA,2089,8.688753204393247
REMIND-MAgPIE,A,Max,R10AFRICA,2090,8.840802576069024
REMIND-MAgPIE,A,Max,R10AFRICA,2091,8.996734708241007
REMIND-MAgPIE,A,Max,R10AFRICA,2092,9.15266684041299
REMIND-MAgPIE,A,Max,R10AFRICA,2093,9.308598972584974
REMIND-MAgPIE,A,Max,R10AFRICA,2094,9.464531104756958
REMIND-MAgPIE,A,Max,R10AFRICA,2095,9.620463236928941
REMIND-MAgPIE,A,Max,R10AFRICA,2096,9.776395369100927
REMIND-MAgPIE,A,Max,R10AFRICA,2097,9.93232750127291
REMIND-MAgPIE,A,Max,R10AFRICA,2098,10.088259633444894
REMIND-MAgPIE,A,Max,R10AFRICA,2099,10.244191765616877
REMIND-MAgPIE,A,Max,R10AFRICA,2100,10.40012389778886
REMIND-MAgPIE,A,Median,R10AFRICA,1990,0.6203940129999999
REMIND-MAgPIE,A,Median,R10AFRICA,1991,0.6439194160000001
REMIND-MAgPIE,A,Median,R10AFRICA,1992,0.628668031
REMIND-MAgPIE,A,Median,R10AFRICA,1993,0.6668827170000001
REMIND-MAgPIE,A,Median,R10AFRICA,1994,0.737002182
REMIND-MAgPIE,A,Median,R10AFRICA,1995,0.7879878130000001
REMIND-MAgPIE,A,Median,R10AFRICA,1996,0.8162823270000004
REMIND-MAgPIE,A,Median,R10AFRICA,1997,0.840131252
REMIND-MAgPIE,A,Median,R10AFRICA,1998,0.8590072900000001
REMIND-MAgPIE,A,Median,R10AFRICA,1999,0.8475767960000001
REMIND-MAgPIE,A,Median,R10AFRICA,2000,0.8749373870000001
REMIND-MAgPIE,A,Median,R10AFRICA,2001,0.8644201339999997
REMIND-MAgPIE,A,Median,R10AFRICA,2002,0.8445582490000001
REMIND-MAgPIE,A,Median,R10AFRICA,2003,0.9307120349999999
REMIND-MAgPIE,A,Median,R10AFRICA,2004,0.9853536709999999
REMIND-MAgPIE,A,Median,R10AFRICA,2005,0.999874251
REMIND-MAgPIE,A,Median,R10AFRICA,2006,1.033914027
REMIND-MAgPIE,A,Median,R10AFRICA,2007,1.068367312
REMIND-MAgPIE,A,Median,R10AFRICA,2008,1.1194434449999997
REMIND-MAgPIE,A,Median,R10AFRICA,2009,1.1169304440000003
REMIND-MAgPIE,A,Median,R10AFRICA,2010,1.1514113
REMIND-MAgPIE,A,Median,R10AFRICA,2011,1.196333747
REMIND-MAgPIE,A,Median,R10AFRICA,2012,1.197590235
REMIND-MAgPIE,A,Median,R10AFRICA,2013,1.2189429870000001
REMIND-MAgPIE,A,Median,R10AFRICA,2014,1.281124503
REMIND-MAgPIE,A,Median,R10AFRICA,2015,1.2616301189999999
REMIND-MAgPIE,A,Median,R10AFRICA,2016,1.3003773620000003
REMIND-MAgPIE,A,Median,R10AFRICA,2017,1.3130372259999998
REMIND-MAgPIE,A,Median,R10AFRICA,2018,1.299446408
REMIND-MAgPIE,A,Median,R10AFRICA,2019,1.383366146
REMIND-MAgPIE,A,Median,R10AFRICA,2020,1.3058101700000002
REMIND-MAgPIE,A,Median,R10AFRICA,2021,1.3674128170000002
REMIND-MAgPIE,A,Median,R10AFRICA,2022,1.3498112890000002
REMIND-MAgPIE,A,Median,R10AFRICA,2023,1.4322353843084477
REMIND-MAgPIE,A,Median,R10AFRICA,2024,1.5170732595517273
REMIND-MAgPIE,A,Median,R10AFRICA,2025,1.604324914729839
REMIND-MAgPIE,A,Median,R10AFRICA,2026,1.6939903498427826
REMIND-MAgPIE,A,Median,R10AFRICA,2027,1.7860695648905585
REMIND-MAgPIE,A,Median,R10AFRICA,2028,1.8805625598731666
REMIND-MAgPIE,A,Median,R10AFRICA,2029,1.9774693347906067
REMIND-MAgPIE,A,Median,R10AFRICA,2030,2.0767898896428787
REMIND-MAgPIE,A,Median,R10AFRICA,2031,2.125244744286458
REMIND-MAgPIE,A,Median,R10AFRICA,2032,2.173699598930038
REMIND-MAgPIE,A,Median,R10AFRICA,2033,2.2221544535736175
REMIND-MAgPIE,A,Median,R10AFRICA,2034,2.2706093082171974
REMIND-MAgPIE,A,Median,R10AFRICA,2035,2.319064162860777
REMIND-MAgPIE,A,Median,R10AFRICA,2036,2.3675190175043563
REMIND-MAgPIE,A,Median,R10AFRICA,2037,2.4159738721479362
REMIND-MAgPIE,A,Median,R10AFRICA,2038,2.4644287267915157
REMIND-MAgPIE,A,Median,R10AFRICA,2039,2.5128835814350956
REMIND-MAgPIE,A,Median,R10AFRICA,2040,2.561338436078675
REMIND-MAgPIE,A,Median,R10AFRICA,2041,2.590950437631328
REMIND-MAgPIE,A,Median,R10AFRICA,2042,2.620562439183981
REMIND-MAgPIE,A,Median,R10AFRICA,2043,2.6501744407366337
REMIND-MAgPIE,A,Median,R10AFRICA,2044,2.6797864422892865
REMIND-MAgPIE,A,Median,R10AFRICA,2045,2.7093984438419394
REMIND-MAgPIE,A,Median,R10AFRICA,2046,2.7390104453945923
REMIND-MAgPIE,A,Median,R10AFRICA,2047,2.768622446947245
REMIND-MAgPIE,A,Median,R10AFRICA,2048,2.7982344484998976
REMIND-MAgPIE,A,Median,R10AFRICA,2049,2.8278464500525504
REMIND-MAgPIE,A,Median,R10AFRICA,2050,2.8574584516052033
REMIND-MAgPIE,A,Median,R10AFRICA,2051,3.123794860326032
REMIND-MAgPIE,A,Median,R10AFRICA,2052,3.39013126904686
REMIND-MAgPIE,A,Median,R10AFRICA,2053,3.6564676777676888
REMIND-MAgPIE,A,Median,R10AFRICA,2054,3.922804086488517
REMIND-MAgPIE,A,Median,R10AFRICA,2055,4.189140495209346
REMIND-MAgPIE,A,Median,R10AFRICA,2056,4.455476903930173
REMIND-MAgPIE,A,Median,R10AFRICA,2057,4.721813312651001
REMIND-MAgPIE,A,Median,R10AFRICA,2058,4.98814972137183
REMIND-MAgPIE,A,Median,R10AFRICA,2059,5.254486130092658
REMIND-MAgPIE,A,Median,R10AFRICA,2060,5.520822538813486
REMIND-MAgPIE,A,Median,R10AFRICA,2061,5.688114577859553
REMIND-MAgPIE,A,Median,R10AFRICA,2062,5.85540661690562
REMIND-MAgPIE,A,Median,R10AFRICA,2063,6.022698655951687
REMIND-MAgPIE,A,Median,R10AFRICA,2064,6.1899906949977535
REMIND-MAgPIE,A,Median,R10AFRICA,2065,6.357282734043821
REMIND-MAgPIE,A,Median,R10AFRICA,2066,6.5245747730898875
REMIND-MAgPIE,A,Median,R10AFRICA,2067,6.691866812135954
REMIND-MAgPIE,A,Median,R10AFRICA,2068,6.859158851182022
REMIND-MAgPIE,A,Median,R10AFRICA,2069,7.026450890228088
REMIND-MAgPIE,A,Median,R10AFRICA,2070,7.193742929274155
REMIND-MAgPIE,A,Median,R10AFRICA,2071,7.279361804603071
REMIND-MAgPIE,A,Median,R10AFRICA,2072,7.364980679931986
REMIND-MAgPIE,A,Median,R10AFRICA,2073,7.450599555260903
REMIND-MAgPIE,A,Median,R10AFRICA,2074,7.536218430589818
REMIND-MAgPIE,A,Median,R10AFRICA,2075,7.621837305918734
REMIND-MAgPIE,A,Median,R10AFRICA,2076,7.70745618124765
REMIND-MAgPIE,A,Median,R10AFRICA,2077,7.793075056576566
REMIND-MAgPIE,A,Median,R10AFRICA,2078,7.878693931905482
REMIND-MAgPIE,A,Median,R10AFRICA,2079,7.964312807234397
REMIND-MAgPIE,A,Median,R10AFRICA,2080,8.049931682563313
REMIND-MAgPIE,A,Median,R10AFRICA,2081,8.144232075590851
REMIND-MAgPIE,A,Median,R10AFRICA,2082,8.238532468618388
REMIND-MAgPIE,A,Median,R10AFRICA,2083,8.332832861645926
REMIND-MAgPIE,A,Median,R10AFRICA,2084,8.427133254673464
REMIND-MAgPIE,A,Median,R10AFRICA,2085,8.521433647701002
REMIND-MAgPIE,A,Median,R10AFRICA,2086,8.615734040728539
REMIND-MAgPIE,A,Median,R10AFRICA,2087,8.710034433756077
REMIND-MAgPIE,A,Median,R10AFRICA,2088,8.804334826783615
REMIND-MAgPIE,A,Median,R10AFRICA,2089,8.898635219811151
REMIND-MAgPIE,A,Median,R10AFRICA,2090,8.99293561283869
REMIND-MAgPIE,A,Median,R10AFRICA,2091,9.090582087867048
REMIND-MAgPIE,A,Median,R10AFRICA,2092,9.188228562895405
REMIND-MAgPIE,A,Median,R10AFRICA,2093,9.285875037923764
REMIND-MAgPIE,A,Median,R10AFRICA,2094,9.383521512952122
REMIND-MAgPIE,A,Median,R10AFRICA,2095,9.48116798798048
REMIND-MAgPIE,A,Median,R10AFRICA,2096,9.57881446300884
REMIND-MAgPIE,A,Median,R10AFRICA,2097,9.676460938037197
REMIND-MAgPIE,A,Median,R10AFRICA,2098,9.774107413065556
REMIND-MAgPIE,A,Median,R10AFRICA,2099,9.871753888093913
REMIND-MAgPIE,A,Median,R10AFRICA,2100,9.969400363122272
REMIND-MAgPIE,A,Min,R10AFRICA,1990,0.6203940129999999
REMIND-MAgPIE,A,Min,R10AFRICA,1991,0.6439194160000001
REMIND-MAgPIE,A,Min,R10AFRICA,1992,0.628668031
REMIND-MAgPIE,A,Min,R10AFRICA,1993,0.6668827170000001
REMIND-MAgPIE,A,Min,R10AFRICA,1994,0.737002182
REMIND-MAgPIE,A,Min,R10AFRICA,1995,0.7879878130000001
REMIND-MAgPIE,A,Min,R10AFRICA,1996,0.8162823270000004
REMIND-MAgPIE,A,Min,R10AFRICA,1997,0.840131252
REMIND-MAgPIE,A,Min,R10AFRICA,1998,0.8590072900000001
REMIND-MAgPIE,A,Min,R10AFRICA,1999,0.8475767960000001
REMIND-MAgPIE,A,Min,R10AFRICA,2000,0.8749373870000001
REMIND-MAgPIE,A,Min,R10AFRICA,2001,0.8644201339999997
REMIND-MAgPIE,A,Min,R10AFRICA,2002,0.8445582490000001
REMIND-MAgPIE,A,Min,R10AFRICA,2003,0.9307120349999999
REMIND-MAgPIE,A,Min,R10AFRICA,2004,0.9853536709999999
REMIND-MAgPIE,A,Min,R10AFRICA,2005,0.999874251
REMIND-MAgPIE,A,Min,R10AFRICA,2006,1.033914027
REMIND-MAgPIE,A,Min,R10AFRICA,2007,1.068367312
REMIND-MAgPIE,A,Min,R10AFRICA,2008,1.1194434449999997
REMIND-MAgPIE,A,Min,R10AFRICA,2009,1.1169304440000003
REMIND-MAgPIE,A,Min,R10AFRICA,2010,1.1514113
REMIND-MAgPIE,A,Min,R10AFRICA,2011,1.196333747
REMIND-MAgPIE,A,Min,R10AFRICA,2012,1.197590235
REMIND-MAgPIE,A,Min,R10AFRICA,2013,1.2189429870000001
REMIND-MAgPIE,A,Min,R10AFRICA,2014,1.281124503
REMIND-MAgPIE,A,Min,R10AFRICA,2015,1.2616301189999999
REMIND-MAgPIE,A,Min,R10AFRICA,2016,1.3003773620000003
REMIND-MAgPIE,A,Min,R10AFRICA,2017,1.3130372259999998
REMIND-MAgPIE,A,Min,R10AFRICA,2018,1.299446408
REMIND-MAgPIE,A,Min,R10AFRICA,2019,1.383366146
REMIND-MAgPIE,A,Min,R10AFRICA,2020,1.3058101700000002
REMIND-MAgPIE,A,Min,R10AFRICA,2021,1.3674128170000002
REMIND-MAgPIE,A,Min,R10AFRICA,2022,1.3498112890000002
REMIND-MAgPIE,A,Min,R10AFRICA,2023,1.421011897593293
REMIND-MAgPIE,A,Min,R10AFRICA,2024,1.4940384303390535
REMIND-MAgPIE,A,Min,R10AFRICA,2025,1.568890887237282
REMIND-MAgPIE,A,Min,R10AFRICA,2026,1.645569268287978
REMIND-MAgPIE,A,Min,R10AFRICA,2027,1.7240735734911412
REMIND-MAgPIE,A,Min,R10AFRICA,2028,1.8044038028467728
REMIND-MAgPIE,A,Min,R10AFRICA,2029,1.8865599563548716
REMIND-MAgPIE,A,Min,R10AFRICA,2030,1.9705420340154385
REMIND-MAgPIE,A,Min,R10AFRICA,2031,1.9926177104199443
REMIND-MAgPIE,A,Min,R10AFRICA,2032,2.01469338682445
REMIND-MAgPIE,A,Min,R10AFRICA,2033,2.036769063228956
REMIND-MAgPIE,A,Min,R10AFRICA,2034,2.0588447396334617
REMIND-MAgPIE,A,Min,R10AFRICA,2035,2.0809204160379675
REMIND-MAgPIE,A,Min,R10AFRICA,2036,2.1029960924424733
REMIND-MAgPIE,A,Min,R10AFRICA,2037,2.125071768846979
REMIND-MAgPIE,A,Min,R10AFRICA,2038,2.147147445251485
REMIND-MAgPIE,A,Min,R10AFRICA,2039,2.1692231216559907
REMIND-MAgPIE,A,Min,R10AFRICA,2040,2.1912987980604965
REMIND-MAgPIE,A,Min,R10AFRICA,2041,2.208938018426464
REMIND-MAgPIE,A,Min,R10AFRICA,2042,2.226577238792432
REMIND-MAgPIE,A,Min,R10AFRICA,2043,2.2442164591584
REMIND-MAgPIE,A,Min,R10AFRICA,2044,2.2618556795243676
REMIND-MAgPIE,A,Min,R10AFRICA,2045,2.2794948998903353
REMIND-MAgPIE,A,Min,R10AFRICA,2046,2.297134120256303
REMIND-MAgPIE,A,Min,R10AFRICA,2047,2.3147733406222706
REMIND-MAgPIE,A,Min,R10AFRICA,2048,2.3324125609882382
REMIND-MAgPIE,A,Min,R10AFRICA,2049,2.350051781354206
REMIND-MAgPIE,A,Min,R10AFRICA,2050,2.3676910017201735
REMIND-MAgPIE,A,Min,R10AFRICA,2051,2.4550707519000805
REMIND-MAgPIE,A,Min,R10AFRICA,2052,2.542450502079988
REMIND-MAgPIE,A,Min,R10AFRICA,2053,2.629830252259895
REMIND-MAgPIE,A,Min,R10AFRICA,2054,2.717210002439802
REMIND-MAgPIE,A,Min,R10AFRICA,2055,2.8045897526197088
REMIND-MAgPIE,A,Min,R10AFRICA,2056,2.8919695027996157
REMIND-MAgPIE,A,Min,R10AFRICA,2057,2.9793492529795227
REMIND-MAgPIE,A,Min,R10AFRICA,2058,3.0667290031594296
REMIND-MAgPIE,A,Min,R10AFRICA,2059,3.1541087533393366
REMIND-MAgPIE,A,Min,R10AFRICA,2060,3.2414885035192436
REMIND-MAgPIE,A,Min,R10AFRICA,2061,3.3774229515513583
REMIND-MAgPIE,A,Min,R10AFRICA,2062,3.513357399583473
REMIND-MAgPIE,A,Min,R10AFRICA,2063,3.649291847615588
REMIND-MAgPIE,A,Min,R10AFRICA,2064,3.7852262956477025
REMIND-MAgPIE,A,Min,R10AFRICA,2065,3.9211607436798173
REMIND-MAgPIE,A,Min,R10AFRICA,2066,4.057095191711932
REMIND-MAgPIE,A,Min,R10AFRICA,2067,4.193029639744046
REMIND-MAgPIE,A,Min,R10AFRICA,2068,4.3289640877761615
REMIND-MAgPIE,A,Min,R10AFRICA,2069,4.464898535808276
REMIND-MAgPIE,A,Min,R10AFRICA,2070,4.600832983840391
REMIND-MAgPIE,A,Min,R10AFRICA,2071,4.715850548604044
REMIND-MAgPIE,A,Min,R10AFRICA,2072,4.830868113367695
REMIND-MAgPIE,A,Min,R10AFRICA,2073,4.945885678131348
REMIND-MAgPIE,A,Min,R10AFRICA,2074,5.060903242895
REMIND-MAgPIE,A,Min,R10AFRICA,2075,5.1759208076586525
REMIND-MAgPIE,A,Min,R10AFRICA,2076,5.290938372422305
REMIND-MAgPIE,A,Min,R10AFRICA,2077,5.405955937185957
REMIND-MAgPIE,A,Min,R10AFRICA,2078,5.52097350194961
REMIND-MAgPIE,A,Min,R10AFRICA,2079,5.635991066713261
REMIND-MAgPIE,A,Min,R10AFRICA,2080,5.751008631476914
REMIND-MAgPIE,A,Min,R10AFRICA,2081,5.815173318937149
REMIND-MAgPIE,A,Min,R10AFRICA,2082,5.879338006397385
REMIND-MAgPIE,A,Min,R10AFRICA,2083,5.94350269385762
REMIND-MAgPIE,A,Min,R10AFRICA,2084,6.007667381317855
REMIND-MAgPIE,A,Min,R10AFRICA,2085,6.0718320687780905
REMIND-MAgPIE,A,Min,R10AFRICA,2086,6.135996756238326
REMIND-MAgPIE,A,Min,R10AFRICA,2087,6.200161443698561
REMIND-MAgPIE,A,Min,R10AFRICA,2088,6.264326131158796
REMIND-MAgPIE,A,Min,R10AFRICA,2089,6.328490818619032
REMIND-MAgPIE,A,Min,R10AFRICA,2090,6.392655506079267
REMIND-MAgPIE,A,Min,R10AFRICA,2091,6.382081252376963
REMIND-MAgPIE,A,Min,R10AFRICA,2092,6.37150699867466
REMIND-MAgPIE,A,Min,R10AFRICA,2093,6.360932744972358
REMIND-MAgPIE,A,Min,R10AFRICA,2094,6.350358491270054
REMIND-MAgPIE,A,Min,R10AFRICA,2095,6.33978423756775
REMIND-MAgPIE,A,Min,R10AFRICA,2096,6.329209983865447
REMIND-MAgPIE,A,Min,R10AFRICA,2097,6.318635730163145
REMIND-MAgPIE,A,Min,R10AFRICA,2098,6.308061476460841
REMIND-MAgPIE,A,Min,R10AFRICA,2099,6.297487222758537
REMIND-MAgPIE,A,Min,R10AFRICA,2100,6.286912969056234
REMIND-MAgPIE,E,Max,R10AFRICA,1990,0.6203940129999999
REMIND-MAgPIE,E,Max,R10AFRICA,1991,0.6439194160000001
REMIND-MAgPIE,E,Max,R10AFRICA,1992,0.628668031
REMIND-MAgPIE,E,Max,R10AFRICA,1993,0.6668827170000001
REMIND-MAgPIE,E,Max,R10AFRICA,1994,0.737002182
REMIND-MAgPIE,E,Max,R10AFRICA,1995,0.7879878130000001
REMIND-MAgPIE,E,Max,R10AFRICA,1996,0.8162823270000004
REMIND-MAgPIE,E,Max,R10AFRICA,1997,0.840131252
REMIND-MAgPIE,E,Max,R10AFRICA,1998,0.8590072900000001
REMIND-MAgPIE,E,Max,R10AFRICA,1999,0.8475767960000001
REMIND-MAgPIE,E,Max,R10AFRICA,2000,0.8749373870000001
REMIND-MAgPIE,E,Max,R10AFRICA,2001,0.8644201339999997
REMIND-MAgPIE,E,Max,R10AFRICA,2002,0.8445582490000001
REMIND-MAgPIE,E,Max,R10AFRICA,2003,0.9307120349999999
REMIND-MAgPIE,E,Max,R10AFRICA,2004,0.9853536709999999
REMIND-MAgPIE,E,Max,R10AFRICA,2005,0.999874251
REMIND-MAgPIE,E,Max,R10AFRICA,2006,1.033914027
REMIND-MAgPIE,E,Max,R10AFRICA,2007,1.068367312
REMIND-MAgPIE,E,Max,R10AFRICA,2008,1.1194434449999997
REMIND-MAgPIE,E,Max,R10AFRICA,2009,1.1169304440000003
REMIND-MAgPIE,E,Max,R10AFRICA,2010,1.1514113
REMIND-MAgPIE,E,Max,R10AFRICA,2011,1.196333747
REMIND-MAgPIE,E,Max,R10AFRICA,2012,1.197590235
REMIND-MAgPIE,E,Max,R10AFRICA,2013,1.2189429870000001
REMIND-MAgPIE,E,Max,R10AFRICA,2014,1.281124503
REMIND-MAgPIE,E,Max,R10AFRICA,2015,1.2616301189999999
REMIND-MAgPIE,E,Max,R10AFRICA,2016,1.3003773620000003
REMIND-MAgPIE,E,Max,R10AFRICA,2017,1.3130372259999998
REMIND-MAgPIE,E,Max,R10AFRICA,2018,1.299446408
REMIND-MAgPIE,E,Max,R10AFRICA,2019,1.383366146
REMIND-MAgPIE,E,Max,R10AFRICA,2020,1.3058101700000002
REMIND-MAgPIE,E,Max,R10AFRICA,2021,1.3674128170000002
REMIND-MAgPIE,E,Max,R10AFRICA,2022,1.3498112890000002
REMIND-MAgPIE,E,Max,R10AFRICA,2023,1.4334980663515846
REMIND-MAgPIE,E,Max,R10AFRICA,2024,1.5196687664647632
REMIND-MAgPIE,E,Max,R10AFRICA,2025,1.6083233893395363
REMIND-MAgPIE,E,Max,R10AFRICA,2026,1.6994619349759033
REMIND-MAgPIE,E,Max,R10AFRICA,2027,1.7930844033738649
REMIND-MAgPIE,E,Max,R10AFRICA,2028,1.8891907945334208
REMIND-MAgPIE,E,Max,R10AFRICA,2029,1.9877811084545711
REMIND-MAgPIE,E,Max,R10AFRICA,2030,2.0888553451373153
REMIND-MAgPIE,E,Max,R10AFRICA,2031,2.104948086998164
REMIND-MAgPIE,E,Max,R10AFRICA,2032,2.1210408288590132
REMIND-MAgPIE,E,Max,R10AFRICA,2033,2.137133570719862
REMIND-MAgPIE,E,Max,R10AFRICA,2034,2.153226312580711
REMIND-MAgPIE,E,Max,R10AFRICA,2035,2.16931905444156
REMIND-MAgPIE,E,Max,R10AFRICA,2036,2.1854117963024087
REMIND-MAgPIE,E,Max,R10AFRICA,2037,2.201504538163258
REMIND-MAgPIE,E,Max,R10AFRICA,2038,2.2175972800241066
REMIND-MAgPIE,E,Max,R10AFRICA,2039,2.233690021884956
REMIND-MAgPIE,E,Max,R10AFRICA,2040,2.2497827637458045
REMIND-MAgPIE,E,Max,R10AFRICA,2041,2.2451229790732525
REMIND-MAgPIE,E,Max,R10AFRICA,2042,2.2404631944007005
