model,case,aggregate,r10,year,gtco2
REMIND-MAgPIE,A,Max,NAM,2043,5.654624329479106
REMIND-MAgPIE,A,Max,NAM,2044,5.640468204885509
REMIND-MAgPIE,A,Max,NAM,2045,5.626312080291911
REMIND-MAgPIE,A,Max,NAM,2046,5.612155955698314
REMIND-MAgPIE,A,Max,NAM,2047,5.597999831104716
REMIND-MAgPIE,A,Max,NAM,2048,5.583843706511118
REMIND-MAgPIE,A,Max,NAM,2049,5.5696875819175204
REMIND-MAgPIE,A,Max,NAM,2050,5.555531457323923
REMIND-MAgPIE,A,Max,NAM,2051,5.541430939733739
REMIND-MAgPIE,A,Max,NAM,2052,5.527330422143554
REMIND-MAgPIE,A,Max,NAM,2053,5.51322990455337
REMIND-MAgPIE,A,Max,NAM,2054,5.499129386963185
REMIND-MAgPIE,A,Max,NAM,2055,5.485028869373001
REMIND-MAgPIE,A,Max,NAM,2056,5.470928351782816
REMIND-MAgPIE,A,Max,NAM,2057,5.456827834192632
REMIND-MAgPIE,A,Max,NAM,2058,5.442727316602447
REMIND-MAgPIE,A,Max,NAM,2059,5.428626799012263
REMIND-MAgPIE,A,Max,NAM,2060,5.414526281422078
REMIND-MAgPIE,A,Max,NAM,2061,5.370292563684045
REMIND-MAgPIE,A,Max,NAM,2062,5.3260588459460125
REMIND-MAgPIE,A,Max,NAM,2063,5.281825128207981
REMIND-MAgPIE,A,Max,NAM,2064,5.237591410469948
REMIND-MAgPIE,A,Max,NAM,2065,5.193357692731915
REMIND-MAgPIE,A,Max,NAM,2066,5.149123974993882
REMIND-MAgPIE,A,Max,NAM,2067,5.10489025725585
REMIND-MAgPIE,A,Max,NAM,2068,5.060656539517818
REMIND-MAgPIE,A,Max,NAM,2069,5.016422821779785
REMIND-MAgPIE,A,Max,NAM,2070,4.972189104041752
REMIND-MAgPIE,A,Max,NAM,2071,4.9115087566247775
REMIND-MAgPIE,A,Max,NAM,2072,4.850828409207803
REMIND-MAgPIE,A,Max,NAM,2073,4.790148061790829
REMIND-MAgPIE,A,Max,NAM,2074,4.729467714373854
REMIND-MAgPIE,A,Max,NAM,2075,4.668787366956879
REMIND-MAgPIE,A,Max,NAM,2076,4.608107019539904
REMIND-MAgPIE,A,Max,NAM,2077,4.5474266721229295
REMIND-MAgPIE,A,Max,NAM,2078,4.486746324705956
REMIND-MAgPIE,A,Max,NAM,2079,4.426065977288981
REMIND-MAgPIE,A,Max,NAM,2080,4.365385629872006
REMIND-MAgPIE,A,Max,NAM,2081,4.282237778460347
REMIND-MAgPIE,A,Max,NAM,2082,4.1990899270486874
REMIND-MAgPIE,A,Max,NAM,2083,4.115942075637029
REMIND-MAgPIE,A,Max,NAM,2084,4.032794224225369
REMIND-MAgPIE,A,Max,NAM,2085,3.94964637281371
REMIND-MAgPIE,A,Max,NAM,2086,3.866498521402051
REMIND-MAgPIE,A,Max,NAM,2087,3.7833506699903916
REMIND-MAgPIE,A,Max,NAM,2088,3.7002028185787323
REMIND-MAgPIE,A,Max,NAM,2089,3.617054967167073
REMIND-MAgPIE,A,Max,NAM,2090,3.533907115755414
REMIND-MAgPIE,A,Max,NAM,2091,3.4645210021068875
REMIND-MAgPIE,A,Max,NAM,2092,3.3951348884583608
REMIND-MAgPIE,A,Max,NAM,2093,3.3257487748098344
REMIND-MAgPIE,A,Max,NAM,2094,3.2563626611613077
REMIND-MAgPIE,A,Max,NAM,2095,3.1869765475127814
REMIND-MAgPIE,A,Max,NAM,2096,3.117590433864255
REMIND-MAgPIE,A,Max,NAM,2097,3.0482043202157283
REMIND-MAgPIE,A,Max,NAM,2098,2.978818206567202
REMIND-MAgPIE,A,Max,NAM,2099,2.909432092918675
REMIND-MAgPIE,A,Max,NAM,2100,2.840045979270149
REMIND-MAgPIE,A,Median,NAM,1990,5.579460302000001
REMIND-MAgPIE,A,Median,NAM,1991,5.513116320000001
REMIND-MAgPIE,A,Median,NAM,1992,5.638240338999999
REMIND-MAgPIE,A,Median,NAM,1993,5.737404979
REMIND-MAgPIE,A,Median,NAM,1994,5.843312287999999
REMIND-MAgPIE,A,Median,NAM,1995,5.917085393000001
REMIND-MAgPIE,A,Median,NAM,1996,6.1211794159999995
REMIND-MAgPIE,A,Median,NAM,1997,6.210719801000001
REMIND-MAgPIE,A,Median,NAM,1998,6.263556823000001
REMIND-MAgPIE,A,Median,NAM,1999,6.348399913
REMIND-MAgPIE,A,Median,NAM,2000,6.577232028999999
REMIND-MAgPIE,A,Median,NAM,2001,6.4668869749999995
REMIND-MAgPIE,A,Median,NAM,2002,6.510681980999999
REMIND-MAgPIE,A,Median,NAM,2003,6.5915726349999995
REMIND-MAgPIE,A,Median,NAM,2004,6.692344006000001
REMIND-MAgPIE,A,Median,NAM,2005,6.706946916000001
REMIND-MAgPIE,A,Median,NAM,2006,6.6212707239999995
REMIND-MAgPIE,A,Median,NAM,2007,6.723878014
REMIND-MAgPIE,A,Median,NAM,2008,6.491927122
REMIND-MAgPIE,A,Median,NAM,2009,6.024865392000001
REMIND-MAgPIE,A,Median,NAM,2010,6.235777348
REMIND-MAgPIE,A,Median,NAM,2011,6.1113700799999995
REMIND-MAgPIE,A,Median,NAM,2012,5.909867708
REMIND-MAgPIE,A,Median,NAM,2013,6.04969628
REMIND-MAgPIE,A,Median,NAM,2014,6.095034084000001
REMIND-MAgPIE,A,Median,NAM,2015,5.947153456000001
REMIND-MAgPIE,A,Median,NAM,2016,5.810621901999999
REMIND-MAgPIE,A,Median,NAM,2017,5.778814237
REMIND-MAgPIE,A,Median,NAM,2018,5.954863638
REMIND-MAgPIE,A,Median,NAM,2019,5.840732792
REMIND-MAgPIE,A,Median,NAM,2020,5.237473327999999
REMIND-MAgPIE,A,Median,NAM,2021,5.569386556
REMIND-MAgPIE,A,Median,NAM,2022,5.605247723
REMIND-MAgPIE,A,Median,NAM,2023,5.571134758792101
REMIND-MAgPIE,A,Median,NAM,2024,5.5370217945842
REMIND-MAgPIE,A,Median,NAM,2025,5.502908830376302
REMIND-MAgPIE,A,Median,NAM,2026,5.468795866168403
REMIND-MAgPIE,A,Median,NAM,2027,5.434682901960503
REMIND-MAgPIE,A,Median,NAM,2028,5.4005699377526035
REMIND-MAgPIE,A,Median,NAM,2029,5.366456973544704
REMIND-MAgPIE,A,Median,NAM,2030,5.332344009336805
REMIND-MAgPIE,A,Median,NAM,2031,5.310830856726463
REMIND-MAgPIE,A,Median,NAM,2032,5.289317704116121
REMIND-MAgPIE,A,Median,NAM,2033,5.267804551505779
REMIND-MAgPIE,A,Median,NAM,2034,5.246291398895437
REMIND-MAgPIE,A,Median,NAM,2035,5.224778246285094
REMIND-MAgPIE,A,Median,NAM,2036,5.203265093674752
REMIND-MAgPIE,A,Median,NAM,2037,5.181751941064411
REMIND-MAgPIE,A,Median,NAM,2038,5.160238788454069
REMIND-MAgPIE,A,Median,NAM,2039,5.138725635843726
REMIND-MAgPIE,A,Median,NAM,2040,5.117212483233384
REMIND-MAgPIE,A,Median,NAM,2041,5.116453209306447
REMIND-MAgPIE,A,Median,NAM,2042,5.115693935379509
REMIND-MAgPIE,A,Median,NAM,2043,5.114934661452571
REMIND-MAgPIE,A,Median,NAM,2044,5.114175387525633
REMIND-MAgPIE,A,Median,NAM,2045,5.113416113598696
REMIND-MAgPIE,A,Median,NAM,2046,5.112656839671758
REMIND-MAgPIE,A,Median,NAM,2047,5.111897565744821
REMIND-MAgPIE,A,Median,NAM,2048,5.111138291817882
REMIND-MAgPIE,A,Median,NAM,2049,5.110379017890945
REMIND-MAgPIE,A,Median,NAM,2050,5.109619743964007
REMIND-MAgPIE,A,Median,NAM,2051,5.097397291694332
REMIND-MAgPIE,A,Median,NAM,2052,5.085174839424656
REMIND-MAgPIE,A,Median,NAM,2053,5.072952387154981
REMIND-MAgPIE,A,Median,NAM,2054,5.060729934885305
REMIND-MAgPIE,A,Median,NAM,2055,5.04850748261563
REMIND-MAgPIE,A,Median,NAM,2056,5.0362850303459545
REMIND-MAgPIE,A,Median,NAM,2057,5.024062578076278
REMIND-MAgPIE,A,Median,NAM,2058,5.011840125806603
REMIND-MAgPIE,A,Median,NAM,2059,4.999617673536927
REMIND-MAgPIE,A,Median,NAM,2060,4.987395221267252
REMIND-MAgPIE,A,Median,NAM,2061,4.951285913881692
REMIND-MAgPIE,A,Median,NAM,2062,4.91517660649613
REMIND-MAgPIE,A,Median,NAM,2063,4.87906729911057
REMIND-MAgPIE,A,Median,NAM,2064,4.84295799172501
REMIND-MAgPIE,A,Median,NAM,2065,4.80684868433945
REMIND-MAgPIE,A,Median,NAM,2066,4.770739376953888
REMIND-MAgPIE,A,Median,NAM,2067,4.734630069568328
REMIND-MAgPIE,A,Median,NAM,2068,4.698520762182768
REMIND-MAgPIE,A,Median,NAM,2069,4.662411454797207
REMIND-MAgPIE,A,Median,NAM,2070,4.626302147411646
REMIND-MAgPIE,A,Median,NAM,2071,4.585525086803091
REMIND-MAgPIE,A,Median,NAM,2072,4.544748026194534
REMIND-MAgPIE,A,Median,NAM,2073,4.503970965585978
REMIND-MAgPIE,A,Median,NAM,2074,4.463193904977422
REMIND-MAgPIE,A,Median,NAM,2075,4.4224168443688665
REMIND-MAgPIE,A,Median,NAM,2076,4.38163978376031
REMIND-MAgPIE,A,Median,NAM,2077,4.340862723151754
REMIND-MAgPIE,A,Median,NAM,2078,4.300085662543198
REMIND-MAgPIE,A,Median,NAM,2079,4.259308601934642
REMIND-MAgPIE,A,Median,NAM,2080,4.218531541326086
REMIND-MAgPIE,A,Median,NAM,2081,4.148585969324518
REMIND-MAgPIE,A,Median,NAM,2082,4.078640397322951
REMIND-MAgPIE,A,Median,NAM,2083,4.008694825321383
REMIND-MAgPIE,A,Median,NAM,2084,3.9387492533198154
REMIND-MAgPIE,A,Median,NAM,2085,3.868803681318248
REMIND-MAgPIE,A,Median,NAM,2086,3.7988581093166798
REMIND-MAgPIE,A,Median,NAM,2087,3.728912537315112
REMIND-MAgPIE,A,Median,NAM,2088,3.6589669653135446
REMIND-MAgPIE,A,Median,NAM,2089,3.589021393311977
REMIND-MAgPIE,A,Median,NAM,2090,3.5190758213104094
REMIND-MAgPIE,A,Median,NAM,2091,3.449301517910369
REMIND-MAgPIE,A,Median,NAM,2092,3.3795272145103286
REMIND-MAgPIE,A,Median,NAM,2093,3.309752911110288
REMIND-MAgPIE,A,Median,NAM,2094,3.2399786077102477
REMIND-MAgPIE,A,Median,NAM,2095,3.1702043043102073
REMIND-MAgPIE,A,Median,NAM,2096,3.1004300009101664
REMIND-MAgPIE,A,Median,NAM,2097,3.030655697510126
REMIND-MAgPIE,A,Median,NAM,2098,2.9608813941100856
REMIND-MAgPIE,A,Median,NAM,2099,2.891107090710045
REMIND-MAgPIE,A,Median,NAM,2100,2.8213327873100047
REMIND-MAgPIE,A,Min,NAM,1990,5.579460302000001
REMIND-MAgPIE,A,Min,NAM,1991,5.513116320000001
REMIND-MAgPIE,A,Min,NAM,1992,5.638240338999999
REMIND-MAgPIE,A,Min,NAM,1993,5.737404979
REMIND-MAgPIE,A,Min,NAM,1994,5.843312287999999
REMIND-MAgPIE,A,Min,NAM,1995,5.917085393000001
REMIND-MAgPIE,A,Min,NAM,1996,6.1211794159999995
REMIND-MAgPIE,A,Min,NAM,1997,6.210719801000001
REMIND-MAgPIE,A,Min,NAM,1998,6.263556823000001
REMIND-MAgPIE,A,Min,NAM,1999,6.348399913
REMIND-MAgPIE,A,Min,NAM,2000,6.577232028999999
REMIND-MAgPIE,A,Min,NAM,2001,6.4668869749999995
REMIND-MAgPIE,A,Min,NAM,2002,6.510681980999999
REMIND-MAgPIE,A,Min,NAM,2003,6.5915726349999995
REMIND-MAgPIE,A,Min,NAM,2004,6.692344006000001
REMIND-MAgPIE,A,Min,NAM,2005,6.706946916000001
REMIND-MAgPIE,A,Min,NAM,2006,6.6212707239999995
REMIND-MAgPIE,A,Min,NAM,2007,6.723878014
REMIND-MAgPIE,A,Min,NAM,2008,6.491927122
REMIND-MAgPIE,A,Min,NAM,2009,6.024865392000001
REMIND-MAgPIE,A,Min,NAM,2010,6.235777348
REMIND-MAgPIE,A,Min,NAM,2011,6.1113700799999995
REMIND-MAgPIE,A,Min,NAM,2012,5.909867708
REMIND-MAgPIE,A,Min,NAM,2013,6.04969628
REMIND-MAgPIE,A,Min,NAM,2014,6.095034084000001
REMIND-MAgPIE,A,Min,NAM,2015,5.947153456000001
REMIND-MAgPIE,A,Min,NAM,2016,5.810621901999999
REMIND-MAgPIE,A,Min,NAM,2017,5.778814237
REMIND-MAgPIE,A,Min,NAM,2018,5.954863638
REMIND-MAgPIE,A,Min,NAM,2019,5.840732792
REMIND-MAgPIE,A,Min,NAM,2020,5.237473327999999
REMIND-MAgPIE,A,Min,NAM,2021,5.569386556
REMIND-MAgPIE,A,Min,NAM,2022,5.605247723
REMIND-MAgPIE,A,Min,NAM,2023,5.5104678171984975
REMIND-MAgPIE,A,Min,NAM,2024,5.415687911396996
REMIND-MAgPIE,A,Min,NAM,2025,5.320908005595495
REMIND-MAgPIE,A,Min,NAM,2026,5.226128099793993
REMIND-MAgPIE,A,Min,NAM,2027,5.1313481939924905
REMIND-MAgPIE,A,Min,NAM,2028,5.036568288190989
REMIND-MAgPIE,A,Min,NAM,2029,4.941788382389488
REMIND-MAgPIE,A,Min,NAM,2030,4.847008476587986
REMIND-MAgPIE,A,Min,NAM,2031,4.786609709432124
REMIND-MAgPIE,A,Min,NAM,2032,4.726210942276262
REMIND-MAgPIE,A,Min,NAM,2033,4.665812175120401
REMIND-MAgPIE,A,Min,NAM,2034,4.605413407964539
REMIND-MAgPIE,A,Min,NAM,2035,4.545014640808677
REMIND-MAgPIE,A,Min,NAM,2036,4.4846158736528166
REMIND-MAgPIE,A,Min,NAM,2037,4.424217106496955
REMIND-MAgPIE,A,Min,NAM,2038,4.363818339341093
REMIND-MAgPIE,A,Min,NAM,2039,4.3034195721852315
REMIND-MAgPIE,A,Min,NAM,2040,4.24302080502937
REMIND-MAgPIE,A,Min,NAM,2041,4.167147321517261
REMIND-MAgPIE,A,Min,NAM,2042,4.091273838005151
REMIND-MAgPIE,A,Min,NAM,2043,4.015400354493042
REMIND-MAgPIE,A,Min,NAM,2044,3.939526870980932
REMIND-MAgPIE,A,Min,NAM,2045,3.8636533874688226
REMIND-MAgPIE,A,Min,NAM,2046,3.787779903956713
REMIND-MAgPIE,A,Min,NAM,2047,3.7119064204446035
REMIND-MAgPIE,A,Min,NAM,2048,3.6360329369324944
REMIND-MAgPIE,A,Min,NAM,2049,3.560159453420385
REMIND-MAgPIE,A,Min,NAM,2050,3.4842859699082753
REMIND-MAgPIE,A,Min,NAM,2051,3.46006587957029
REMIND-MAgPIE,A,Min,NAM,2052,3.435845789232305
REMIND-MAgPIE,A,Min,NAM,2053,3.4116256988943197
REMIND-MAgPIE,A,Min,NAM,2054,3.387405608556334
REMIND-MAgPIE,A,Min,NAM,2055,3.3631855182183488
REMIND-MAgPIE,A,Min,NAM,2056,3.338965427880363
REMIND-MAgPIE,A,Min,NAM,2057,3.314745337542378
REMIND-MAgPIE,A,Min,NAM,2058,3.290525247204392
REMIND-MAgPIE,A,Min,NAM,2059,3.266305156866407
REMIND-MAgPIE,A,Min,NAM,2060,3.2420850665284213
REMIND-MAgPIE,A,Min,NAM,2061,3.2118010570389286
REMIND-MAgPIE,A,Min,NAM,2062,3.1815170475494354
REMIND-MAgPIE,A,Min,NAM,2063,3.1512330380599423
REMIND-MAgPIE,A,Min,NAM,2064,3.1209490285704495
REMIND-MAgPIE,A,Min,NAM,2065,3.090665019080957
REMIND-MAgPIE,A,Min,NAM,2066,3.0603810095914636
REMIND-MAgPIE,A,Min,NAM,2067,3.0300970001019705
REMIND-MAgPIE,A,Min,NAM,2068,2.9998129906124777
REMIND-MAgPIE,A,Min,NAM,2069,2.969528981122985
REMIND-MAgPIE,A,Min,NAM,2070,2.939244971633492
REMIND-MAgPIE,A,Min,NAM,2071,2.911617416194833
REMIND-MAgPIE,A,Min,NAM,2072,2.883989860756174
REMIND-MAgPIE,A,Min,NAM,2073,2.8563623053175156
REMIND-MAgPIE,A,Min,NAM,2074,2.8287347498788566
REMIND-MAgPIE,A,Min,NAM,2075,2.8011071944401977
REMIND-MAgPIE,A,Min,NAM,2076,2.773479639001539
REMIND-MAgPIE,A,Min,NAM,2077,2.74585208356288
REMIND-MAgPIE,A,Min,NAM,2078,2.7182245281242214
REMIND-MAgPIE,A,Min,NAM,2079,2.6905969726855625
REMIND-MAgPIE,A,Min,NAM,2080,2.6629694172469036
REMIND-MAgPIE,A,Min,NAM,2081,2.6118016189564592
REMIND-MAgPIE,A,Min,NAM,2082,2.5606338206660144
REMIND-MAgPIE,A,Min,NAM,2083,2.50946602237557
REMIND-MAgPIE,A,Min,NAM,2084,2.4582982240851257
REMIND-MAgPIE,A,Min,NAM,2085,2.407130425794681
REMIND-MAgPIE,A,Min,NAM,2086,2.3559626275042365
REMIND-MAgPIE,A,Min,NAM,2087,2.304794829213792
REMIND-MAgPIE,A,Min,NAM,2088,2.2536270309233473
REMIND-MAgPIE,A,Min,NAM,2089,2.202459232632903
REMIND-MAgPIE,A,Min,NAM,2090,2.1512914343424585
REMIND-MAgPIE,A,Min,NAM,2091,2.091479257335319
REMIND-MAgPIE,A,Min,NAM,2092,2.031667080328179
REMIND-MAgPIE,A,Min,NAM,2093,1.9718549033210393
REMIND-MAgPIE,A,Min,NAM,2094,1.9120427263138997
REMIND-MAgPIE,A,Min,NAM,2095,1.85223054930676
REMIND-MAgPIE,A,Min,NAM,2096,1.79241837229962
REMIND-MAgPIE,A,Min,NAM,2097,1.7326061952924805
REMIND-MAgPIE,A,Min,NAM,2098,1.6727940182853407
REMIND-MAgPIE,A,Min,NAM,2099,1.6129818412782009
REMIND-MAgPIE,A,Min,NAM,2100,1.5531696642710613
REMIND-MAgPIE,C,Max,NAM,1990,5.579460302000001
REMIND-MAgPIE,C,Max,NAM,1991,5.513116320000001
REMIND-MAgPIE,C,Max,NAM,1992,5.638240338999999
REMIND-MAgPIE,C,Max,NAM,1993,5.737404979
REMIND-MAgPIE,C,Max,NAM,1994,5.843312287999999
REMIND-MAgPIE,C,Max,NAM,1995,5.917085393000001
REMIND-MAgPIE,C,Max,NAM,1996,6.1211794159999995
REMIND-MAgPIE,C,Max,NAM,1997,6.210719801000001
REMIND-MAgPIE,C,Max,NAM,1998,6.263556823000001
REMIND-MAgPIE,C,Max,NAM,1999,6.348399913
REMIND-MAgPIE,C,Max,NAM,2000,6.577232028999999
REMIND-MAgPIE,C,Max,NAM,2001,6.4668869749999995
REMIND-MAgPIE,C,Max,NAM,2002,6.510681980999999
REMIND-MAgPIE,C,Max,NAM,2003,6.5915726349999995
REMIND-MAgPIE,C,Max,NAM,2004,6.692344006000001
REMIND-MAgPIE,C,Max,NAM,2005,6.706946916000001
REMIND-MAgPIE,C,Max,NAM,2006,6.6212707239999995
REMIND-MAgPIE,C,Max,NAM,2007,6.723878014
REMIND-MAgPIE,C,Max,NAM,2008,6.491927122
REMIND-MAgPIE,C,Max,NAM,2009,6.024865392000001
REMIND-MAgPIE,C,Max,NAM,2010,6.235777348
REMIND-MAgPIE,C,Max,NAM,2011,6.1113700799999995
REMIND-MAgPIE,C,Max,NAM,2012,5.909867708
REMIND-MAgPIE,C,Max,NAM,2013,6.04969628
REMIND-MAgPIE,C,Max,NAM,2014,6.095034084000001
REMIND-MAgPIE,C,Max,NAM,2015,5.947153456000001
REMIND-MAgPIE,C,Max,NAM,2016,5.810621901999999
REMIND-MAgPIE,C,Max,NAM,2017,5.778814237
REMIND-MAgPIE,C,Max,NAM,2018,5.954863638
REMIND-MAgPIE,C,Max,NAM,2019,5.840732792
REMIND-MAgPIE,C,Max,NAM,2020,5.237473327999999
REMIND-MAgPIE,C,Max,NAM,2021,5.569386556
REMIND-MAgPIE,C,Max,NAM,2022,5.605247723
REMIND-MAgPIE,C,Max,NAM,2023,5.608611523494103
REMIND-MAgPIE,C,Max,NAM,2024,5.611975323988208
REMIND-MAgPIE,C,Max,NAM,2025,5.615339124482311
REMIND-MAgPIE,C,Max,NAM,2026,5.618702924976415
REMIND-MAgPIE,C,Max,NAM,2027,5.6220667254705194
REMIND-MAgPIE,C,Max,NAM,2028,5.625430525964624
REMIND-MAgPIE,C,Max,NAM,2029,5.628794326458728
REMIND-MAgPIE,C,Max,NAM,2030,5.632158126952832
REMIND-MAgPIE,C,Max,NAM,2031,5.343586959801033
REMIND-MAgPIE,C,Max,NAM,2032,5.055015792649233
REMIND-MAgPIE,C,Max,NAM,2033,4.766444625497434
REMIND-MAgPIE,C,Max,NAM,2034,4.477873458345635
REMIND-MAgPIE,C,Max,NAM,2035,4.189302291193837
REMIND-MAgPIE,C,Max,NAM,2036,3.9007311240420375
REMIND-MAgPIE,C,Max,NAM,2037,3.6121599568902383
REMIND-MAgPIE,C,Max,NAM,2038,3.3235887897384386
REMIND-MAgPIE,C,Max,NAM,2039,3.03501762258664
REMIND-MAgPIE,C,Max,NAM,2040,2.7464464554348407
REMIND-MAgPIE,C,Max,NAM,2041,2.3925839156434385
REMIND-MAgPIE,C,Max,NAM,2042,2.0387213758520364
REMIND-MAgPIE,C,Max,NAM,2043,1.6848588360606345
REMIND-MAgPIE,C,Max,NAM,2044,1.3309962962692323
REMIND-MAgPIE,C,Max,NAM,2045,0.9771337564778304
REMIND-MAgPIE,C,Max,NAM,2046,0.6232712166864283
REMIND-MAgPIE,C,Max,NAM,2047,0.26940867689502623
REMIND-MAgPIE,C,Max,NAM,2048,-0.0844538628963758
REMIND-MAgPIE,C,Max,NAM,2049,-0.43831640268777794
REMIND-MAgPIE,C,Max,NAM,2050,-0.79217894247918
REMIND-MAgPIE,C,Max,NAM,2051,-0.7852229355660068
REMIND-MAgPIE,C,Max,NAM,2052,-0.7782669286528336
REMIND-MAgPIE,C,Max,NAM,2053,-0.7713109217396604
REMIND-MAgPIE,C,Max,NAM,2054,-0.7643549148264872
REMIND-MAgPIE,C,Max,NAM,2055,-0.757398907913314
REMIND-MAgPIE,C,Max,NAM,2056,-0.7504429010001408
REMIND-MAgPIE,C,Max,NAM,2057,-0.7434868940869674
REMIND-MAgPIE,C,Max,NAM,2058,-0.7365308871737942
REMIND-MAgPIE,C,Max,NAM,2059,-0.729574880260621
REMIND-MAgPIE,C,Max,NAM,2060,-0.7226188733474478
REMIND-MAgPIE,C,Max,NAM,2061,-0.719458221944995
REMIND-MAgPIE,C,Max,NAM,2062,-0.7162975705425421
REMIND-MAgPIE,C,Max,NAM,2063,-0.7131369191400891
REMIND-MAgPIE,C,Max,NAM,2064,-0.7099762677376363
REMIND-MAgPIE,C,Max,NAM,2065,-0.7068156163351835
REMIND-MAgPIE,C,Max,NAM,2066,-0.7036549649327306
REMIND-MAgPIE,C,Max,NAM,2067,-0.7004943135302777
REMIND-MAgPIE,C,Max,NAM,2068,-0.6973336621278249
REMIND-MAgPIE,C,Max,NAM,2069,-0.6941730107253721
REMIND-MAgPIE,C,Max,NAM,2070,-0.6910123593229192
REMIND-MAgPIE,C,Max,NAM,2071,-0.6880617626945057
REMIND-MAgPIE,C,Max,NAM,2072,-0.6851111660660922
REMIND-MAgPIE,C,Max,NAM,2073,-0.6821605694376787
REMIND-MAgPIE,C,Max,NAM,2074,-0.6792099728092652
REMIND-MAgPIE,C,Max,NAM,2075,-0.6762593761808517
REMIND-MAgPIE,C,Max,NAM,2076,-0.6733087795524383
REMIND-MAgPIE,C,Max,NAM,2077,-0.6703581829240248
REMIND-MAgPIE,C,Max,NAM,2078,-0.6674075862956113
REMIND-MAgPIE,C,Max,NAM,2079,-0.6644569896671978
REMIND-MAgPIE,C,Max,NAM,2080,-0.6615063930387843
REMIND-MAgPIE,C,Max,NAM,2081,-0.6579844235149555
REMIND-MAgPIE,C,Max,NAM,2082,-0.6544624539911267
REMIND-MAgPIE,C,Max,NAM,2083,-0.6509404844672979
REMIND-MAgPIE,C,Max,NAM,2084,-0.647418514943469
REMIND-MAgPIE,C,Max,NAM,2085,-0.6438965454196401
REMIND-MAgPIE,C,Max,NAM,2086,-0.6403745758958114
REMIND-MAgPIE,C,Max,NAM,2087,-0.6368526063719826
REMIND-MAgPIE,C,Max,NAM,2088,-0.6333306368481537
REMIND-MAgPIE,C,Max,NAM,2089,-0.6298086673243248
REMIND-MAgPIE,C,Max,NAM,2090,-0.6262866978004961
REMIND-MAgPIE,C,Max,NAM,2091,-0.6237566450223687
REMIND-MAgPIE,C,Max,NAM,2092,-0.6212265922442413
REMIND-MAgPIE,C,Max,NAM,2093,-0.6186965394661139
REMIND-MAgPIE,C,Max,NAM,2094,-0.6161664866879866
REMIND-MAgPIE,C,Max,NAM,2095,-0.6136364339098592
REMIND-MAgPIE,C,Max,NAM,2096,-0.6111063811317318
REMIND-MAgPIE,C,Max,NAM,2097,-0.6085763283536044
REMIND-MAgPIE,C,Max,NAM,2098,-0.6060462755754771
REMIND-MAgPIE,C,Max,NAM,2099,-0.6035162227973496
REMIND-MAgPIE,C,Max,NAM,2100,-0.6009861700192223
REMIND-MAgPIE,C,Median,NAM,1990,5.579460302000001
REMIND-MAgPIE,C,Median,NAM,1991,5.513116320000001
REMIND-MAgPIE,C,Median,NAM,1992,5.638240338999999
REMIND-MAgPIE,C,Median,NAM,1993,5.737404979
REMIND-MAgPIE,C,Median,NAM,1994,5.843312287999999
REMIND-MAgPIE,C,Median,NAM,1995,5.917085393000001
REMIND-MAgPIE,C,Median,NAM,1996,6.1211794159999995
REMIND-MAgPIE,C,Median,NAM,1997,6.210719801000001
REMIND-MAgPIE,C,Median,NAM,1998,6.263556823000001
REMIND-MAgPIE,C,Median,NAM,1999,6.348399913
REMIND-MAgPIE,C,Median,NAM,2000,6.577232028999999
REMIND-MAgPIE,C,Median,NAM,2001,6.4668869749999995
REMIND-MAgPIE,C,Median,NAM,2002,6.510681980999999
REMIND-MAgPIE,C,Median,NAM,2003,6.5915726349999995
REMIND-MAgPIE,C,Median,NAM,2004,6.692344006000001
REMIND-MAgPIE,C,Median,NAM,2005,6.706946916000001
REMIND-MAgPIE,C,Median,NAM,2006,6.6212707239999995
REMIND-MAgPIE,C,Median,NAM,2007,6.723878014
REMIND-MAgPIE,C,Median,NAM,2008,6.491927122
REMIND-MAgPIE,C,Median,NAM,2009,6.024865392000001
REMIND-MAgPIE,C,Median,NAM,2010,6.235777348
REMIND-MAgPIE,C,Median,NAM,2011,6.1113700799999995
REMIND-MAgPIE,C,Median,NAM,2012,5.909867708
REMIND-MAgPIE,C,Median,NAM,2013,6.04969628
REMIND-MAgPIE,C,Median,NAM,2014,6.095034084000001
REMIND-MAgPIE,C,Median,NAM,2015,5.947153456000001
REMIND-MAgPIE,C,Median,NAM,2016,5.810621901999999
REMIND-MAgPIE,C,Median,NAM,2017,5.778814237
REMIND-MAgPIE,C,Median,NAM,2018,5.954863638
REMIND-MAgPIE,C,Median,NAM,2019,5.840732792
REMIND-MAgPIE,C,Median,NAM,2020,5.237473327999999
REMIND-MAgPIE,C,Median,NAM,2021,5.569386556
REMIND-MAgPIE,C,Median,NAM,2022,5.605247723
REMIND-MAgPIE,C,Median,NAM,2023,5.571134758792101
REMIND-MAgPIE,C,Median,NAM,2024,5.5370217945842
REMIND-MAgPIE,C,Median,NAM,2025,5.502908830376302
REMIND-MAgPIE,C,Median,NAM,2026,5.468795866168403
REMIND-MAgPIE,C,Median,NAM,2027,5.434682901960503
REMIND-MAgPIE,C,Median,NAM,2028,5.4005699377526035
REMIND-MAgPIE,C,Median,NAM,2029,5.366456973544704
REMIND-MAgPIE,C,Median,NAM,2030,5.332344009336805
REMIND-MAgPIE,C,Median,NAM,2031,5.01879598539028
