model,case,aggregate,r10,year,gtco2
REMIND-MAgPIE,A,Min,EAS,1997,4.254397181
REMIND-MAgPIE,A,Min,EAS,1998,4.049650375000001
REMIND-MAgPIE,A,Min,EAS,1999,4.291294826000001
REMIND-MAgPIE,A,Min,EAS,2000,4.434591671
REMIND-MAgPIE,A,Min,EAS,2001,4.532876685000001
REMIND-MAgPIE,A,Min,EAS,2002,4.934273716000001
REMIND-MAgPIE,A,Min,EAS,2003,5.6973835390000005
REMIND-MAgPIE,A,Min,EAS,2004,6.090130516
REMIND-MAgPIE,A,Min,EAS,2005,6.776375369000001
REMIND-MAgPIE,A,Min,EAS,2006,7.4029609139999994
REMIND-MAgPIE,A,Min,EAS,2007,7.905456764
REMIND-MAgPIE,A,Min,EAS,2008,8.426912608
REMIND-MAgPIE,A,Min,EAS,2009,8.791372539
REMIND-MAgPIE,A,Min,EAS,2010,9.590275010000001
REMIND-MAgPIE,A,Min,EAS,2011,10.534131748
REMIND-MAgPIE,A,Min,EAS,2012,10.796475624000001
REMIND-MAgPIE,A,Min,EAS,2013,10.980617765
REMIND-MAgPIE,A,Min,EAS,2014,11.011366334
REMIND-MAgPIE,A,Min,EAS,2015,10.869072091
REMIND-MAgPIE,A,Min,EAS,2016,10.781022151
REMIND-MAgPIE,A,Min,EAS,2017,11.081165533000002
REMIND-MAgPIE,A,Min,EAS,2018,11.444307410000002
REMIND-MAgPIE,A,Min,EAS,2019,11.784229938
REMIND-MAgPIE,A,Min,EAS,2020,11.904856679000002
REMIND-MAgPIE,A,Min,EAS,2021,12.366947520999998
REMIND-MAgPIE,A,Min,EAS,2022,12.396064366000001
REMIND-MAgPIE,A,Min,EAS,2023,12.331824833280121
REMIND-MAgPIE,A,Min,EAS,2024,12.267585300560246
REMIND-MAgPIE,A,Min,EAS,2025,12.203345767840366
REMIND-MAgPIE,A,Min,EAS,2026,12.139106235120487
REMIND-MAgPIE,A,Min,EAS,2027,12.07486670240061
REMIND-MAgPIE,A,Min,EAS,2028,12.010627169680731
REMIND-MAgPIE,A,Min,EAS,2029,11.946387636960855
REMIND-MAgPIE,A,Min,EAS,2030,11.882148104240976
REMIND-MAgPIE,A,Min,EAS,2031,11.643772822481568
REMIND-MAgPIE,A,Min,EAS,2032,11.405397540722158
REMIND-MAgPIE,A,Min,EAS,2033,11.16702225896275
REMIND-MAgPIE,A,Min,EAS,2034,10.92864697720334
REMIND-MAgPIE,A,Min,EAS,2035,10.690271695443931
REMIND-MAgPIE,A,Min,EAS,2036,10.451896413684523
REMIND-MAgPIE,A,Min,EAS,2037,10.213521131925113
REMIND-MAgPIE,A,Min,EAS,2038,9.975145850165704
REMIND-MAgPIE,A,Min,EAS,2039,9.736770568406294
REMIND-MAgPIE,A,Min,EAS,2040,9.498395286646886
REMIND-MAgPIE,A,Min,EAS,2041,9.325324948594146
REMIND-MAgPIE,A,Min,EAS,2042,9.152254610541403
REMIND-MAgPIE,A,Min,EAS,2043,8.979184272488663
REMIND-MAgPIE,A,Min,EAS,2044,8.80611393443592
REMIND-MAgPIE,A,Min,EAS,2045,8.63304359638318
REMIND-MAgPIE,A,Min,EAS,2046,8.45997325833044
REMIND-MAgPIE,A,Min,EAS,2047,8.286902920277697
REMIND-MAgPIE,A,Min,EAS,2048,8.113832582224955
REMIND-MAgPIE,A,Min,EAS,2049,7.940762244172214
REMIND-MAgPIE,A,Min,EAS,2050,7.767691906119473
REMIND-MAgPIE,A,Min,EAS,2051,7.596599201837106
REMIND-MAgPIE,A,Min,EAS,2052,7.425506497554739
REMIND-MAgPIE,A,Min,EAS,2053,7.254413793272372
REMIND-MAgPIE,A,Min,EAS,2054,7.0833210889900045
REMIND-MAgPIE,A,Min,EAS,2055,6.912228384707636
REMIND-MAgPIE,A,Min,EAS,2056,6.741135680425269
REMIND-MAgPIE,A,Min,EAS,2057,6.570042976142902
REMIND-MAgPIE,A,Min,EAS,2058,6.398950271860533
REMIND-MAgPIE,A,Min,EAS,2059,6.227857567578166
REMIND-MAgPIE,A,Min,EAS,2060,6.056764863295799
REMIND-MAgPIE,A,Min,EAS,2061,5.898155941935112
REMIND-MAgPIE,A,Min,EAS,2062,5.739547020574426
REMIND-MAgPIE,A,Min,EAS,2063,5.58093809921374
REMIND-MAgPIE,A,Min,EAS,2064,5.422329177853054
REMIND-MAgPIE,A,Min,EAS,2065,5.263720256492367
REMIND-MAgPIE,A,Min,EAS,2066,5.105111335131681
REMIND-MAgPIE,A,Min,EAS,2067,4.946502413770995
REMIND-MAgPIE,A,Min,EAS,2068,4.7878934924103085
REMIND-MAgPIE,A,Min,EAS,2069,4.629284571049622
REMIND-MAgPIE,A,Min,EAS,2070,4.4706756496889355
REMIND-MAgPIE,A,Min,EAS,2071,4.356883801707554
REMIND-MAgPIE,A,Min,EAS,2072,4.243091953726174
REMIND-MAgPIE,A,Min,EAS,2073,4.129300105744793
REMIND-MAgPIE,A,Min,EAS,2074,4.015508257763412
REMIND-MAgPIE,A,Min,EAS,2075,3.901716409782032
REMIND-MAgPIE,A,Min,EAS,2076,3.7879245618006507
REMIND-MAgPIE,A,Min,EAS,2077,3.67413271381927
REMIND-MAgPIE,A,Min,EAS,2078,3.5603408658378894
REMIND-MAgPIE,A,Min,EAS,2079,3.4465490178565084
REMIND-MAgPIE,A,Min,EAS,2080,3.3327571698751277
REMIND-MAgPIE,A,Min,EAS,2081,3.224542176330518
REMIND-MAgPIE,A,Min,EAS,2082,3.1163271827859087
REMIND-MAgPIE,A,Min,EAS,2083,3.0081121892412996
REMIND-MAgPIE,A,Min,EAS,2084,2.89989719569669
REMIND-MAgPIE,A,Min,EAS,2085,2.7916822021520806
REMIND-MAgPIE,A,Min,EAS,2086,2.683467208607471
REMIND-MAgPIE,A,Min,EAS,2087,2.5752522150628616
REMIND-MAgPIE,A,Min,EAS,2088,2.467037221518252
REMIND-MAgPIE,A,Min,EAS,2089,2.358822227973643
REMIND-MAgPIE,A,Min,EAS,2090,2.2506072344290335
REMIND-MAgPIE,A,Min,EAS,2091,2.168822837983752
REMIND-MAgPIE,A,Min,EAS,2092,2.0870384415384713
REMIND-MAgPIE,A,Min,EAS,2093,2.00525404509319
REMIND-MAgPIE,A,Min,EAS,2094,1.923469648647909
REMIND-MAgPIE,A,Min,EAS,2095,1.8416852522026277
REMIND-MAgPIE,A,Min,EAS,2096,1.7599008557573468
REMIND-MAgPIE,A,Min,EAS,2097,1.6781164593120654
REMIND-MAgPIE,A,Min,EAS,2098,1.5963320628667843
REMIND-MAgPIE,A,Min,EAS,2099,1.5145476664215032
REMIND-MAgPIE,A,Min,EAS,2100,1.432763269976222
REMIND-MAgPIE,C,Max,EAS,1990,3.015900572
REMIND-MAgPIE,C,Max,EAS,1991,3.1697221960000004
REMIND-MAgPIE,C,Max,EAS,1992,3.315804664
REMIND-MAgPIE,C,Max,EAS,1993,3.5403651450000004
REMIND-MAgPIE,C,Max,EAS,1994,3.7424033449999996
REMIND-MAgPIE,C,Max,EAS,1995,4.030607065000001
REMIND-MAgPIE,C,Max,EAS,1996,4.211150671
REMIND-MAgPIE,C,Max,EAS,1997,4.254397181
REMIND-MAgPIE,C,Max,EAS,1998,4.049650375000001
REMIND-MAgPIE,C,Max,EAS,1999,4.291294826000001
REMIND-MAgPIE,C,Max,EAS,2000,4.434591671
REMIND-MAgPIE,C,Max,EAS,2001,4.532876685000001
REMIND-MAgPIE,C,Max,EAS,2002,4.934273716000001
REMIND-MAgPIE,C,Max,EAS,2003,5.6973835390000005
REMIND-MAgPIE,C,Max,EAS,2004,6.090130516
REMIND-MAgPIE,C,Max,EAS,2005,6.776375369000001
REMIND-MAgPIE,C,Max,EAS,2006,7.4029609139999994
REMIND-MAgPIE,C,Max,EAS,2007,7.905456764
REMIND-MAgPIE,C,Max,EAS,2008,8.426912608
REMIND-MAgPIE,C,Max,EAS,2009,8.791372539
REMIND-MAgPIE,C,Max,EAS,2010,9.590275010000001
REMIND-MAgPIE,C,Max,EAS,2011,10.534131748
REMIND-MAgPIE,C,Max,EAS,2012,10.796475624000001
REMIND-MAgPIE,C,Max,EAS,2013,10.980617765
REMIND-MAgPIE,C,Max,EAS,2014,11.011366334
REMIND-MAgPIE,C,Max,EAS,2015,10.869072091
REMIND-MAgPIE,C,Max,EAS,2016,10.781022151
REMIND-MAgPIE,C,Max,EAS,2017,11.081165533000002
REMIND-MAgPIE,C,Max,EAS,2018,11.444307410000002
REMIND-MAgPIE,C,Max,EAS,2019,11.784229938
REMIND-MAgPIE,C,Max,EAS,2020,11.904856679000002
REMIND-MAgPIE,C,Max,EAS,2021,12.366947520999998
REMIND-MAgPIE,C,Max,EAS,2022,12.396064366000001
REMIND-MAgPIE,C,Max,EAS,2023,12.520159086923845
REMIND-MAgPIE,C,Max,EAS,2024,12.64425380784769
REMIND-MAgPIE,C,Max,EAS,2025,12.768348528771536
REMIND-MAgPIE,C,Max,EAS,2026,12.892443249695383
REMIND-MAgPIE,C,Max,EAS,2027,13.016537970619229
REMIND-MAgPIE,C,Max,EAS,2028,13.140632691543072
REMIND-MAgPIE,C,Max,EAS,2029,13.264727412466918
REMIND-MAgPIE,C,Max,EAS,2030,13.388822133390764
REMIND-MAgPIE,C,Max,EAS,2031,12.931253357288943
REMIND-MAgPIE,C,Max,EAS,2032,12.473684581187122
REMIND-MAgPIE,C,Max,EAS,2033,12.016115805085303
REMIND-MAgPIE,C,Max,EAS,2034,11.558547028983481
REMIND-MAgPIE,C,Max,EAS,2035,11.10097825288166
REMIND-MAgPIE,C,Max,EAS,2036,10.643409476779839
REMIND-MAgPIE,C,Max,EAS,2037,10.185840700678018
REMIND-MAgPIE,C,Max,EAS,2038,9.728271924576198
REMIND-MAgPIE,C,Max,EAS,2039,9.270703148474375
REMIND-MAgPIE,C,Max,EAS,2040,8.813134372372556
REMIND-MAgPIE,C,Max,EAS,2041,8.443128657440342
REMIND-MAgPIE,C,Max,EAS,2042,8.073122942508128
REMIND-MAgPIE,C,Max,EAS,2043,7.703117227575915
REMIND-MAgPIE,C,Max,EAS,2044,7.333111512643702
REMIND-MAgPIE,C,Max,EAS,2045,6.9631057977114885
REMIND-MAgPIE,C,Max,EAS,2046,6.593100082779276
REMIND-MAgPIE,C,Max,EAS,2047,6.223094367847062
REMIND-MAgPIE,C,Max,EAS,2048,5.853088652914849
REMIND-MAgPIE,C,Max,EAS,2049,5.483082937982635
REMIND-MAgPIE,C,Max,EAS,2050,5.113077223050422
REMIND-MAgPIE,C,Max,EAS,2051,4.7497059002339945
REMIND-MAgPIE,C,Max,EAS,2052,4.386334577417568
REMIND-MAgPIE,C,Max,EAS,2053,4.02296325460114
REMIND-MAgPIE,C,Max,EAS,2054,3.6595919317847123
REMIND-MAgPIE,C,Max,EAS,2055,3.2962206089682846
REMIND-MAgPIE,C,Max,EAS,2056,2.932849286151857
REMIND-MAgPIE,C,Max,EAS,2057,2.5694779633354288
REMIND-MAgPIE,C,Max,EAS,2058,2.2061066405190006
REMIND-MAgPIE,C,Max,EAS,2059,1.8427353177025734
REMIND-MAgPIE,C,Max,EAS,2060,1.479363994886145
REMIND-MAgPIE,C,Max,EAS,2061,1.4300287653573176
REMIND-MAgPIE,C,Max,EAS,2062,1.38069353582849
REMIND-MAgPIE,C,Max,EAS,2063,1.3313583062996626
REMIND-MAgPIE,C,Max,EAS,2064,1.282023076770835
REMIND-MAgPIE,C,Max,EAS,2065,1.2326878472420075
REMIND-MAgPIE,C,Max,EAS,2066,1.1833526177131801
REMIND-MAgPIE,C,Max,EAS,2067,1.1340173881843525
REMIND-MAgPIE,C,Max,EAS,2068,1.084682158655525
REMIND-MAgPIE,C,Max,EAS,2069,1.0353469291266975
REMIND-MAgPIE,C,Max,EAS,2070,0.98601169959787
REMIND-MAgPIE,C,Max,EAS,2071,0.962075311051772
REMIND-MAgPIE,C,Max,EAS,2072,0.938138922505674
REMIND-MAgPIE,C,Max,EAS,2073,0.914202533959576
REMIND-MAgPIE,C,Max,EAS,2074,0.8902661454134779
REMIND-MAgPIE,C,Max,EAS,2075,0.8663297568673799
REMIND-MAgPIE,C,Max,EAS,2076,0.8423933683212819
REMIND-MAgPIE,C,Max,EAS,2077,0.8184569797751838
REMIND-MAgPIE,C,Max,EAS,2078,0.7945205912290858
REMIND-MAgPIE,C,Max,EAS,2079,0.7705842026829878
REMIND-MAgPIE,C,Max,EAS,2080,0.7466478141368897
REMIND-MAgPIE,C,Max,EAS,2081,0.7261088422383115
REMIND-MAgPIE,C,Max,EAS,2082,0.7055698703397332
REMIND-MAgPIE,C,Max,EAS,2083,0.685030898441155
REMIND-MAgPIE,C,Max,EAS,2084,0.6644919265425766
REMIND-MAgPIE,C,Max,EAS,2085,0.6439529546439984
REMIND-MAgPIE,C,Max,EAS,2086,0.6234139827454201
REMIND-MAgPIE,C,Max,EAS,2087,0.6028750108468418
REMIND-MAgPIE,C,Max,EAS,2088,0.5823360389482636
REMIND-MAgPIE,C,Max,EAS,2089,0.5617970670496852
REMIND-MAgPIE,C,Max,EAS,2090,0.541258095151107
REMIND-MAgPIE,C,Max,EAS,2091,0.5215086256619714
REMIND-MAgPIE,C,Max,EAS,2092,0.5017591561728358
REMIND-MAgPIE,C,Max,EAS,2093,0.48200968668370014
REMIND-MAgPIE,C,Max,EAS,2094,0.46226021719456456
REMIND-MAgPIE,C,Max,EAS,2095,0.442510747705429
REMIND-MAgPIE,C,Max,EAS,2096,0.42276127821629333
REMIND-MAgPIE,C,Max,EAS,2097,0.4030118087271577
REMIND-MAgPIE,C,Max,EAS,2098,0.3832623392380221
REMIND-MAgPIE,C,Max,EAS,2099,0.3635128697488865
REMIND-MAgPIE,C,Max,EAS,2100,0.3437634002597509
REMIND-MAgPIE,C,Median,EAS,1990,3.015900572
REMIND-MAgPIE,C,Median,EAS,1991,3.1697221960000004
REMIND-MAgPIE,C,Median,EAS,1992,3.315804664
REMIND-MAgPIE,C,Median,EAS,1993,3.5403651450000004
REMIND-MAgPIE,C,Median,EAS,1994,3.7424033449999996
REMIND-MAgPIE,C,Median,EAS,1995,4.030607065000001
REMIND-MAgPIE,C,Median,EAS,1996,4.211150671
REMIND-MAgPIE,C,Median,EAS,1997,4.254397181
REMIND-MAgPIE,C,Median,EAS,1998,4.049650375000001
REMIND-MAgPIE,C,Median,EAS,1999,4.291294826000001
REMIND-MAgPIE,C,Median,EAS,2000,4.434591671
REMIND-MAgPIE,C,Median,EAS,2001,4.532876685000001
REMIND-MAgPIE,C,Median,EAS,2002,4.934273716000001
REMIND-MAgPIE,C,Median,EAS,2003,5.6973835390000005
REMIND-MAgPIE,C,Median,EAS,2004,6.090130516
REMIND-MAgPIE,C,Median,EAS,2005,6.776375369000001
REMIND-MAgPIE,C,Median,EAS,2006,7.4029609139999994
REMIND-MAgPIE,C,Median,EAS,2007,7.905456764
REMIND-MAgPIE,C,Median,EAS,2008,8.426912608
REMIND-MAgPIE,C,Median,EAS,2009,8.791372539
REMIND-MAgPIE,C,Median,EAS,2010,9.590275010000001
REMIND-MAgPIE,C,Median,EAS,2011,10.534131748
REMIND-MAgPIE,C,Median,EAS,2012,10.796475624000001
REMIND-MAgPIE,C,Median,EAS,2013,10.980617765
REMIND-MAgPIE,C,Median,EAS,2014,11.011366334
REMIND-MAgPIE,C,Median,EAS,2015,10.869072091
REMIND-MAgPIE,C,Median,EAS,2016,10.781022151
REMIND-MAgPIE,C,Median,EAS,2017,11.081165533000002
REMIND-MAgPIE,C,Median,EAS,2018,11.444307410000002
REMIND-MAgPIE,C,Median,EAS,2019,11.784229938
REMIND-MAgPIE,C,Median,EAS,2020,11.904856679000002
REMIND-MAgPIE,C,Median,EAS,2021,12.366947520999998
REMIND-MAgPIE,C,Median,EAS,2022,12.396064366000001
REMIND-MAgPIE,C,Median,EAS,2023,12.439374809374442
REMIND-MAgPIE,C,Median,EAS,2024,12.482685252748883
REMIND-MAgPIE,C,Median,EAS,2025,12.525995696123324
REMIND-MAgPIE,C,Median,EAS,2026,12.569306139497767
REMIND-MAgPIE,C,Median,EAS,2027,12.61261658287221
REMIND-MAgPIE,C,Median,EAS,2028,12.65592702624665
REMIND-MAgPIE,C,Median,EAS,2029,12.699237469621092
REMIND-MAgPIE,C,Median,EAS,2030,12.742547912995533
REMIND-MAgPIE,C,Median,EAS,2031,12.26807139447244
REMIND-MAgPIE,C,Median,EAS,2032,11.793594875949344
REMIND-MAgPIE,C,Median,EAS,2033,11.31911835742625
REMIND-MAgPIE,C,Median,EAS,2034,10.844641838903154
REMIND-MAgPIE,C,Median,EAS,2035,10.37016532038006
REMIND-MAgPIE,C,Median,EAS,2036,9.895688801856966
REMIND-MAgPIE,C,Median,EAS,2037,9.42121228333387
REMIND-MAgPIE,C,Median,EAS,2038,8.946735764810777
REMIND-MAgPIE,C,Median,EAS,2039,8.472259246287681
REMIND-MAgPIE,C,Median,EAS,2040,7.997782727764587
REMIND-MAgPIE,C,Median,EAS,2041,7.600942888255443
REMIND-MAgPIE,C,Median,EAS,2042,7.204103048746299
REMIND-MAgPIE,C,Median,EAS,2043,6.8072632092371554
REMIND-MAgPIE,C,Median,EAS,2044,6.4104233697280115
REMIND-MAgPIE,C,Median,EAS,2045,6.013583530218868
REMIND-MAgPIE,C,Median,EAS,2046,5.616743690709724
REMIND-MAgPIE,C,Median,EAS,2047,5.21990385120058
REMIND-MAgPIE,C,Median,EAS,2048,4.823064011691437
REMIND-MAgPIE,C,Median,EAS,2049,4.426224172182293
REMIND-MAgPIE,C,Median,EAS,2050,4.029384332673149
REMIND-MAgPIE,C,Median,EAS,2051,3.6896518346661518
REMIND-MAgPIE,C,Median,EAS,2052,3.3499193366591546
REMIND-MAgPIE,C,Median,EAS,2053,3.010186838652157
REMIND-MAgPIE,C,Median,EAS,2054,2.6704543406451595
REMIND-MAgPIE,C,Median,EAS,2055,2.3307218426381624
REMIND-MAgPIE,C,Median,EAS,2056,1.990989344631165
REMIND-MAgPIE,C,Median,EAS,2057,1.6512568466241677
REMIND-MAgPIE,C,Median,EAS,2058,1.3115243486171702
REMIND-MAgPIE,C,Median,EAS,2059,0.971791850610173
REMIND-MAgPIE,C,Median,EAS,2060,0.6320593526031753
REMIND-MAgPIE,C,Median,EAS,2061,0.6038546100558064
REMIND-MAgPIE,C,Median,EAS,2062,0.5756498675084376
REMIND-MAgPIE,C,Median,EAS,2063,0.5474451249610687
REMIND-MAgPIE,C,Median,EAS,2064,0.5192403824136999
REMIND-MAgPIE,C,Median,EAS,2065,0.49103563986633103
REMIND-MAgPIE,C,Median,EAS,2066,0.46283089731896215
REMIND-MAgPIE,C,Median,EAS,2067,0.4346261547715933
REMIND-MAgPIE,C,Median,EAS,2068,0.40642141222422445
REMIND-MAgPIE,C,Median,EAS,2069,0.3782166696768556
REMIND-MAgPIE,C,Median,EAS,2070,0.35001192712948676
REMIND-MAgPIE,C,Median,EAS,2071,0.338030673749567
REMIND-MAgPIE,C,Median,EAS,2072,0.32604942036964735
REMIND-MAgPIE,C,Median,EAS,2073,0.3140681669897276
REMIND-MAgPIE,C,Median,EAS,2074,0.3020869136098079
REMIND-MAgPIE,C,Median,EAS,2075,0.29010566022988815
REMIND-MAgPIE,C,Median,EAS,2076,0.2781244068499685
REMIND-MAgPIE,C,Median,EAS,2077,0.26614315347004874
REMIND-MAgPIE,C,Median,EAS,2078,0.254161900090129
REMIND-MAgPIE,C,Median,EAS,2079,0.24218064671020934
REMIND-MAgPIE,C,Median,EAS,2080,0.2301993933302896
REMIND-MAgPIE,C,Median,EAS,2081,0.22059140846890185
REMIND-MAgPIE,C,Median,EAS,2082,0.2109834236075141
REMIND-MAgPIE,C,Median,EAS,2083,0.20137543874612637
REMIND-MAgPIE,C,Median,EAS,2084,0.19176745388473862
REMIND-MAgPIE,C,Median,EAS,2085,0.18215946902335087
REMIND-MAgPIE,C,Median,EAS,2086,0.17255148416196311
REMIND-MAgPIE,C,Median,EAS,2087,0.1629434993005754
REMIND-MAgPIE,C,Median,EAS,2088,0.15333551443918764
REMIND-MAgPIE,C,Median,EAS,2089,0.14372752957779988
REMIND-MAgPIE,C,Median,EAS,2090,0.13411954471641213
REMIND-MAgPIE,C,Median,EAS,2091,0.12494584359909751
REMIND-MAgPIE,C,Median,EAS,2092,0.11577214248178289
REMIND-MAgPIE,C,Median,EAS,2093,0.10659844136446828
REMIND-MAgPIE,C,Median,EAS,2094,0.09742474024715364
REMIND-MAgPIE,C,Median,EAS,2095,0.08825103912983903
REMIND-MAgPIE,C,Median,EAS,2096,0.07907733801252442
REMIND-MAgPIE,C,Median,EAS,2097,0.0699036368952098
REMIND-MAgPIE,C,Median,EAS,2098,0.060729935777895164
REMIND-MAgPIE,C,Median,EAS,2099,0.051556234660580555
REMIND-MAgPIE,C,Median,EAS,2100,0.04238253354326594
REMIND-MAgPIE,C,Min,EAS,1990,3.015900572
REMIND-MAgPIE,C,Min,EAS,1991,3.1697221960000004
REMIND-MAgPIE,C,Min,EAS,1992,3.315804664
REMIND-MAgPIE,C,Min,EAS,1993,3.5403651450000004
REMIND-MAgPIE,C,Min,EAS,1994,3.7424033449999996
REMIND-MAgPIE,C,Min,EAS,1995,4.030607065000001
REMIND-MAgPIE,C,Min,EAS,1996,4.211150671
REMIND-MAgPIE,C,Min,EAS,1997,4.254397181
REMIND-MAgPIE,C,Min,EAS,1998,4.049650375000001
REMIND-MAgPIE,C,Min,EAS,1999,4.291294826000001
REMIND-MAgPIE,C,Min,EAS,2000,4.434591671
REMIND-MAgPIE,C,Min,EAS,2001,4.532876685000001
REMIND-MAgPIE,C,Min,EAS,2002,4.934273716000001
REMIND-MAgPIE,C,Min,EAS,2003,5.6973835390000005
REMIND-MAgPIE,C,Min,EAS,2004,6.090130516
REMIND-MAgPIE,C,Min,EAS,2005,6.776375369000001
REMIND-MAgPIE,C,Min,EAS,2006,7.4029609139999994
REMIND-MAgPIE,C,Min,EAS,2007,7.905456764
REMIND-MAgPIE,C,Min,EAS,2008,8.426912608
REMIND-MAgPIE,C,Min,EAS,2009,8.791372539
REMIND-MAgPIE,C,Min,EAS,2010,9.590275010000001
REMIND-MAgPIE,C,Min,EAS,2011,10.534131748
REMIND-MAgPIE,C,Min,EAS,2012,10.796475624000001
REMIND-MAgPIE,C,Min,EAS,2013,10.980617765
REMIND-MAgPIE,C,Min,EAS,2014,11.011366334
REMIND-MAgPIE,C,Min,EAS,2015,10.869072091
REMIND-MAgPIE,C,Min,EAS,2016,10.781022151
REMIND-MAgPIE,C,Min,EAS,2017,11.081165533000002
REMIND-MAgPIE,C,Min,EAS,2018,11.444307410000002
REMIND-MAgPIE,C,Min,EAS,2019,11.784229938
REMIND-MAgPIE,C,Min,EAS,2020,11.904856679000002
REMIND-MAgPIE,C,Min,EAS,2021,12.366947520999998
REMIND-MAgPIE,C,Min,EAS,2022,12.396064366000001
REMIND-MAgPIE,C,Min,EAS,2023,12.331824833280121
REMIND-MAgPIE,C,Min,EAS,2024,12.267585300560246
REMIND-MAgPIE,C,Min,EAS,2025,12.203345767840366
REMIND-MAgPIE,C,Min,EAS,2026,12.139106235120487
REMIND-MAgPIE,C,Min,EAS,2027,12.07486670240061
REMIND-MAgPIE,C,Min,EAS,2028,12.010627169680731
REMIND-MAgPIE,C,Min,EAS,2029,11.946387636960855
REMIND-MAgPIE,C,Min,EAS,2030,11.882148104240976
REMIND-MAgPIE,C,Min,EAS,2031,11.34860051257475
REMIND-MAgPIE,C,Min,EAS,2032,10.815052920908526
REMIND-MAgPIE,C,Min,EAS,2033,10.2815053292423
REMIND-MAgPIE,C,Min,EAS,2034,9.747957737576076
REMIND-MAgPIE,C,Min,EAS,2035,9.21441014590985
REMIND-MAgPIE,C,Min,EAS,2036,8.680862554243625
REMIND-MAgPIE,C,Min,EAS,2037,8.1473149625774
REMIND-MAgPIE,C,Min,EAS,2038,7.613767370911175
REMIND-MAgPIE,C,Min,EAS,2039,7.08021977924495
REMIND-MAgPIE,C,Min,EAS,2040,6.546672187578725
REMIND-MAgPIE,C,Min,EAS,2041,6.127032718982412
REMIND-MAgPIE,C,Min,EAS,2042,5.7073932503861
REMIND-MAgPIE,C,Min,EAS,2043,5.287753781789787
REMIND-MAgPIE,C,Min,EAS,2044,4.868114313193475
REMIND-MAgPIE,C,Min,EAS,2045,4.448474844597162
REMIND-MAgPIE,C,Min,EAS,2046,4.028835376000849
REMIND-MAgPIE,C,Min,EAS,2047,3.609195907404536
REMIND-MAgPIE,C,Min,EAS,2048,3.189556438808223
REMIND-MAgPIE,C,Min,EAS,2049,2.76991697021191
REMIND-MAgPIE,C,Min,EAS,2050,2.3502775016155972
REMIND-MAgPIE,C,Min,EAS,2051,2.0774309561034605
REMIND-MAgPIE,C,Min,EAS,2052,1.8045844105913238
REMIND-MAgPIE,C,Min,EAS,2053,1.5317378650791869
REMIND-MAgPIE,C,Min,EAS,2054,1.25889131956705
REMIND-MAgPIE,C,Min,EAS,2055,0.9860447740549132
REMIND-MAgPIE,C,Min,EAS,2056,0.7131982285427764
REMIND-MAgPIE,C,Min,EAS,2057,0.44035168303063954
REMIND-MAgPIE,C,Min,EAS,2058,0.1675051375185026
REMIND-MAgPIE,C,Min,EAS,2059,-0.10534140799363412
REMIND-MAgPIE,C,Min,EAS,2060,-0.37818795350577106
REMIND-MAgPIE,C,Min,EAS,2061,-0.38296325531995623
REMIND-MAgPIE,C,Min,EAS,2062,-0.3877385571341414
REMIND-MAgPIE,C,Min,EAS,2063,-0.3925138589483266
REMIND-MAgPIE,C,Min,EAS,2064,-0.39728916076251175
REMIND-MAgPIE,C,Min,EAS,2065,-0.4020644625766969
REMIND-MAgPIE,C,Min,EAS,2066,-0.40683976439088215
REMIND-MAgPIE,C,Min,EAS,2067,-0.4116150662050673
REMIND-MAgPIE,C,Min,EAS,2068,-0.4163903680192525
REMIND-MAgPIE,C,Min,EAS,2069,-0.4211656698334377
REMIND-MAgPIE,C,Min,EAS,2070,-0.42594097164762285
REMIND-MAgPIE,C,Min,EAS,2071,-0.41829921747529203
REMIND-MAgPIE,C,Min,EAS,2072,-0.41065746330296127
REMIND-MAgPIE,C,Min,EAS,2073,-0.40301570913063045
REMIND-MAgPIE,C,Min,EAS,2074,-0.3953739549582997
REMIND-MAgPIE,C,Min,EAS,2075,-0.3877322007859689
REMIND-MAgPIE,C,Min,EAS,2076,-0.38009044661363806
REMIND-MAgPIE,C,Min,EAS,2077,-0.3724486924413073
REMIND-MAgPIE,C,Min,EAS,2078,-0.3648069382689765
REMIND-MAgPIE,C,Min,EAS,2079,-0.35716518409664566
REMIND-MAgPIE,C,Min,EAS,2080,-0.3495234299243149
REMIND-MAgPIE,C,Min,EAS,2081,-0.34223598361752483
REMIND-MAgPIE,C,Min,EAS,2082,-0.3349485373107347
REMIND-MAgPIE,C,Min,EAS,2083,-0.32766109100394464
REMIND-MAgPIE,C,Min,EAS,2084,-0.32037364469715457
REMIND-MAgPIE,C,Min,EAS,2085,-0.31308619839036445
REMIND-MAgPIE,C,Min,EAS,2086,-0.3057987520835744
REMIND-MAgPIE,C,Min,EAS,2087,-0.2985113057767843
REMIND-MAgPIE,C,Min,EAS,2088,-0.2912238594699942
REMIND-MAgPIE,C,Min,EAS,2089,-0.2839364131632041
REMIND-MAgPIE,C,Min,EAS,2090,-0.27664896685641405
REMIND-MAgPIE,C,Min,EAS,2091,-0.2723863782188598
REMIND-MAgPIE,C,Min,EAS,2092,-0.2681237895813055
REMIND-MAgPIE,C,Min,EAS,2093,-0.2638612009437512
REMIND-MAgPIE,C,Min,EAS,2094,-0.25959861230619696
REMIND-MAgPIE,C,Min,EAS,2095,-0.2553360236686427
REMIND-MAgPIE,C,Min,EAS,2096,-0.2510734350310884
REMIND-MAgPIE,C,Min,EAS,2097,-0.24681084639353415
