model,scen,r10,peakyearbin,netzeroyearbin,gtco2_cmltv,gtco2_orig_cmltv,gtco2_cdr_cmltv,modelledpaths,pkyearbin,nzyearbin
IMAGE 3.2,SSP2_SPA2_45I_D,R10SAS,peak: 2070,net-zero: 2110,399.0428660217567,390.60543778610344,0,29,2070,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10AFRMEA,peak: 2090,net-zero: 2110,573.9737146938708,571.4768897492938,0,20,2090,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10EASPAS,peak: 2040,net-zero: 2110,952.4652002968611,962.9625601708915,0,13,2040,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10EUR,peak: 2020,net-zero: 2110,206.51884983154216,208.17184040055523,0,302,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10FSU,peak: 2030,net-zero: 2110,174.84742370541952,177.39800648854384,0,82,2030,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10LAM,peak: 2070,net-zero: 2110,172.7829635439143,175.05206764647963,0,19,2070,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10NAM,peak: 2020,net-zero: 2110,279.3604632870375,269.5489333136559,0,262,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10PAO,peak: 2020,net-zero: 2110,62.41116833145788,61.49182214241959,0,249,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_LI,R10SAS,peak: 2080,net-zero: 2110,429.2134211109111,420.3418833008841,0,20,2080,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10AFRMEA,peak: 2080,net-zero: 2110,569.2294959428975,566.7672359493575,0,29,2080,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10EASPAS,peak: 2030,net-zero: 2110,960.9071644828147,971.3989437093717,0,74,2030,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10EUR,peak: 2020,net-zero: 2110,198.08700159059913,199.84253347828098,0,302,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10FSU,peak: 2030,net-zero: 2110,164.29837889062867,166.82983009589128,0,82,2030,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10LAM,peak: 2080,net-zero: 2110,175.2888841679419,177.5310646928102,0,14,2080,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10NAM,peak: 2020,net-zero: 2110,243.0442817855889,233.5900238817215,0,262,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10PAO,peak: 2020,net-zero: 2110,59.716563217095334,58.837431556003665,0,249,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_LIRE,R10SAS,peak: 2080,net-zero: 2110,419.39967010978705,410.4496373901531,0,20,2080,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10AFRMEA,peak: 2070,net-zero: 2110,485.61843613798885,483.3146235463156,0,43,2070,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10EASPAS,peak: 2030,net-zero: 2110,837.3302495885564,849.1631355157613,0,74,2030,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10EUR,peak: 2020,net-zero: 2110,181.24925748418997,183.56006008448378,0,302,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10FSU,peak: 2030,net-zero: 2110,150.39321921929127,152.95592394115954,0,82,2030,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10LAM,peak: 2060,net-zero: 2110,154.1879073485854,156.00731088412738,0,13,2060,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10NAM,peak: 2020,net-zero: 2110,212.64601294342313,204.01079867161513,0,262,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10PAO,peak: 2020,net-zero: 2110,53.18019143914415,52.706728990362556,0,249,2020,2110
IMAGE 3.2,SSP2_SPA2_45I_RE,R10SAS,peak: 2070,net-zero: 2110,359.7768573664395,351.5228132049799,0,29,2070,2110
IMAGE 3.2,SSP3-baseline,R10AFRMEA,peak: 2100,net-zero: 2110,735.9403495660684,734.6042964026914,0,69,2100,2110
IMAGE 3.2,SSP3-baseline,R10EASPAS,peak: 2040,net-zero: 2110,1395.9261741637797,1427.3856016417194,0,13,2040,2110
IMAGE 3.2,SSP3-baseline,R10EUR,peak: 2050,net-zero: 2110,283.90577127775305,287.4199050352972,0,6,2050,2110
IMAGE 3.2,SSP3-baseline,R10FSU,peak: 2080,net-zero: 2110,238.88387409735202,242.10028841228765,0,6,2080,2110
IMAGE 3.2,SSP3-baseline,R10LAM,peak: 2100,net-zero: 2110,283.86491564174764,287.25708917044994,0,29,2100,2110
IMAGE 3.2,SSP3-baseline,R10NAM,peak: 2020,net-zero: 2110,397.14601725611675,391.4821726764679,0,262,2020,2110
IMAGE 3.2,SSP3-baseline,R10PAO,peak: 2020,net-zero: 2110,85.39626108991402,85.41354231428299,0,249,2020,2110
IMAGE 3.2,SSP3-baseline,R10SAS,peak: 2090,net-zero: 2110,629.0948220471722,622.4865682711005,0,26,2090,2110
IMAGE 3.2,SSP4-baseline,R10AFRMEA,peak: 2100,net-zero: 2110,520.0677329530489,518.5001362777848,0,69,2100,2110
IMAGE 3.2,SSP4-baseline,R10EASPAS,peak: 2030,net-zero: 2110,984.841694749588,1010.4897981224702,0,74,2030,2110
IMAGE 3.2,SSP4-baseline,R10EUR,peak: 2020,net-zero: 2110,217.9550101785529,220.92194802142959,0,302,2020,2110
IMAGE 3.2,SSP4-baseline,R10FSU,peak: 2030,net-zero: 2110,178.88987483844326,181.74872558777463,0,82,2030,2110
IMAGE 3.2,SSP4-baseline,R10LAM,peak: 2060,net-zero: 2110,167.6178867205179,170.27760733482987,0,13,2060,2110
IMAGE 3.2,SSP4-baseline,R10NAM,peak: 2020,net-zero: 2110,315.35415391466984,309.8337965913773,0,262,2020,2110
IMAGE 3.2,SSP4-baseline,R10PAO,peak: 2020,net-zero: 2110,69.81491692220195,69.7219984406068,0,249,2020,2110
IMAGE 3.2,SSP4-baseline,R10SAS,peak: 2070,net-zero: 2110,572.6615283661413,565.6410439605658,0,29,2070,2110
IMAGE 3.2,SSP5-baseline,R10AFRMEA,peak: 2070,net-zero: 2110,996.8778891367584,995.384683161119,0,43,2070,2110
IMAGE 3.2,SSP5-baseline,R10EASPAS,peak: 2050,net-zero: 2110,1627.4669959371665,1662.023105824126,0,11,2050,2110
IMAGE 3.2,SSP5-baseline,R10EUR,peak: 2060,net-zero: 2110,419.4141437029389,423.8701835075056,0,12,2060,2110
IMAGE 3.2,SSP5-baseline,R10FSU,peak: 2050,net-zero: 2110,258.3476843814337,262.0932163456573,0,40,2050,2110
IMAGE 3.2,SSP5-baseline,R10LAM,peak: 2060,net-zero: 2110,315.8064338714601,319.6532793461248,0,13,2060,2110
IMAGE 3.2,SSP5-baseline,R10NAM,peak: 2070,net-zero: 2110,612.3471448198554,607.6443838573456,0,5,2070,2110
IMAGE 3.2,SSP5-baseline,R10PAO,peak: 2050,net-zero: 2110,133.156209263361,133.51155528936422,0,21,2050,2110
IMAGE 3.2,SSP5-baseline,R10SAS,peak: 2060,net-zero: 2110,763.37707216732,755.2112745030463,0,25,2060,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10AFRMEA,peak: 2030,net-zero: 2110,169.6201672807747,180.3968369407159,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10EASPAS,peak: 2020,net-zero: 2110,335.46023403123496,336.9869562322408,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10EUR,peak: 2030,net-zero: 2110,95.94218327974251,98.00740694570209,0,62,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10FSU,peak: 2030,net-zero: 2110,59.46976073903059,65.08183641929904,0,82,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10LAM,peak: 2030,net-zero: 2060,40.67397014007874,44.49936560434024,30.3145392077617,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10NAM,peak: 2020,net-zero: 2060,101.13524104816301,101.87908429520431,9.001877242555135,109,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10PAO,peak: 2020,net-zero: 2050,24.958119517914767,26.27540994419491,0.4808762078136351,129,2020,2050
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,R10SAS,peak: 2030,net-zero: 2110,141.22316291841202,146.72759386702418,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10AFRMEA,peak: 2030,net-zero: 2110,157.28221348880837,157.94469781855312,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10EASPAS,peak: 2020,net-zero: 2110,331.6901402504697,323.7681461163369,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10EUR,peak: 2030,net-zero: 2110,107.56102343266109,109.51981498455443,0,62,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10FSU,peak: 2020,net-zero: 2110,56.02154290086721,56.65141511903205,0,195,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10LAM,peak: 2030,net-zero: 2060,40.44334386072359,40.006120194978585,30.749405530782056,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10NAM,peak: 2020,net-zero: 2070,108.03639935668615,106.84438889636118,5.105657521186402,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10PAO,peak: 2020,net-zero: 2060,26.401613718075915,27.907436218187915,0.33119457442832817,134,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,R10SAS,peak: 2030,net-zero: 2110,159.81756018413049,165.81609929534022,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10AFRMEA,peak: 2030,net-zero: 2110,157.31749798239446,157.9264167969418,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10EASPAS,peak: 2020,net-zero: 2110,326.2914155740165,315.29512448379586,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10EUR,peak: 2020,net-zero: 2110,94.10774415800178,94.21148895719551,0,302,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10FSU,peak: 2020,net-zero: 2110,56.89611543226464,57.786463435295985,0,195,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10LAM,peak: 2030,net-zero: 2060,46.65906134964177,46.78505832745338,30.192743332759626,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10NAM,peak: 2020,net-zero: 2070,112.98400997771365,111.78472649660876,3.297509627436938,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10PAO,peak: 2020,net-zero: 2060,27.003882134959735,28.51915548444735,0.28777985237797316,134,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,R10SAS,peak: 2030,net-zero: 2110,163.03691012424076,169.3522681035505,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10AFRMEA,peak: 2030,net-zero: 2110,172.01625994137447,183.03611265505276,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10EASPAS,peak: 2020,net-zero: 2110,333.15453109434577,333.71735677015874,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10EUR,peak: 2020,net-zero: 2110,81.43843044983608,81.76667236383845,0,302,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10FSU,peak: 2030,net-zero: 2110,59.3809729135192,65.0221098888235,0,82,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10LAM,peak: 2030,net-zero: 2060,42.516258059939936,46.2435056614309,31.219692558930646,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10NAM,peak: 2020,net-zero: 2060,102.91444385206871,103.66073830222098,8.016699449851204,109,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10PAO,peak: 2020,net-zero: 2050,25.220657113881078,26.54286853020962,0.964649520745501,129,2020,2050
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,R10SAS,peak: 2030,net-zero: 2110,142.39517401788223,147.98605244196116,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10AFRMEA,peak: 2030,net-zero: 2080,158.964662289662,170.60393626131327,6.310480736308882,27,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10EASPAS,peak: 2020,net-zero: 2090,351.2107561340645,352.8099481580055,2.987053795466296,64,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10EUR,peak: 2030,net-zero: 2080,105.32217844442818,107.56716279923022,0.9518857247331203,3,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,net-zero: 2080,61.09128144522004,66.92822863834056,2.7687232372611192,17,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10LAM,peak: 2030,net-zero: 2060,57.31645068585598,61.57369345171407,47.3612003062841,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10NAM,peak: 2020,net-zero: 2070,129.41663236090815,130.22961088799462,25.998512807043447,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10PAO,peak: 2020,net-zero: 2060,31.382187497283777,32.79510133010728,2.8837229018194264,134,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10SAS,peak: 2030,net-zero: 2110,133.13545621768588,139.07979753440938,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10AFRMEA,peak: 2030,net-zero: 2080,148.11107315485228,148.81737959172136,7.421263578026882,27,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2020,net-zero: 2090,345.392431461108,337.110322475878,1.7652535951351511,64,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10EUR,peak: 2030,net-zero: 2090,117.17629505611349,119.29030982144273,0.2725495375709558,3,2030,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10FSU,peak: 2020,net-zero: 2080,57.3265602713606,57.986241194571534,2.0790811704192182,38,2020,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10LAM,peak: 2030,net-zero: 2060,51.348352297594786,50.88004607668381,47.19821011452654,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10NAM,peak: 2020,net-zero: 2070,134.63766709420204,133.3436182832345,23.438341652659044,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10PAO,peak: 2020,net-zero: 2070,33.6758683546822,35.30558258816314,2.427374745637707,74,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,R10SAS,peak: 2030,net-zero: 2110,153.53053067813326,159.92954410477506,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10AFRMEA,peak: 2030,net-zero: 2080,148.0244654950723,148.66753326836184,7.016806775090798,27,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2020,net-zero: 2090,339.05943396963187,327.5398322113238,1.729868713980375,64,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10EUR,peak: 2020,net-zero: 2090,104.63942180428238,104.75226985741332,0.26689423895652215,25,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10FSU,peak: 2020,net-zero: 2080,58.055449662564286,58.98435323880577,2.075929927897338,38,2020,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10LAM,peak: 2030,net-zero: 2060,57.2344857061201,57.36715102415826,46.67668851762783,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10NAM,peak: 2020,net-zero: 2070,140.72446818404202,139.4245346240623,21.618352307502214,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10PAO,peak: 2020,net-zero: 2070,34.035407332824285,35.6680453417243,2.253069726942489,74,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,R10SAS,peak: 2030,net-zero: 2110,157.2629710524735,164.01048198432173,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10AFRMEA,peak: 2030,net-zero: 2080,159.70970343096786,171.5864138390978,6.084466316297451,27,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10EASPAS,peak: 2020,net-zero: 2090,349.1946611792881,349.7842329451043,2.870913927996146,64,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10EUR,peak: 2020,net-zero: 2080,92.05962447386497,92.4207037346207,1.0162597158352107,37,2020,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,net-zero: 2080,61.32029666822308,67.1862148979443,2.780416328787825,17,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10LAM,peak: 2030,net-zero: 2060,57.999236698025584,62.096631070400186,47.278945911353595,53,2030,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10NAM,peak: 2020,net-zero: 2070,130.02590842797153,130.8396150400121,25.92466954544446,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10PAO,peak: 2020,net-zero: 2060,31.490468145123828,32.902832375145124,2.847648478300529,134,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10SAS,peak: 2030,net-zero: 2110,135.1767167503918,141.21006970282264,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10AFRMEA,peak: 2030,net-zero: 2110,203.81517357513383,215.37455786817395,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10EASPAS,peak: 2020,net-zero: 2110,381.0058669305876,382.60059563001283,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10EUR,peak: 2030,net-zero: 2110,118.3261602774496,120.55607667683324,0,62,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10FSU,peak: 2030,net-zero: 2110,68.70344542718026,74.51228912658881,0,82,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10LAM,peak: 2030,net-zero: 2070,56.423469515224504,60.64138303031897,28.83334593704049,44,2030,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10NAM,peak: 2020,net-zero: 2070,126.71908023386199,127.52623494879822,4.544148273416839,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10PAO,peak: 2020,net-zero: 2060,30.915276127883093,32.31805180936166,0.4215062841580428,134,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,R10SAS,peak: 2030,net-zero: 2110,164.56622435929472,170.47745510757147,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10AFRMEA,peak: 2030,net-zero: 2110,188.20615596593655,188.91111161778858,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10EASPAS,peak: 2020,net-zero: 2110,379.4957487016803,371.23493425078794,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10EUR,peak: 2030,net-zero: 2110,132.81773227383997,134.92945490463973,0,62,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10FSU,peak: 2020,net-zero: 2110,67.6432210395423,68.30271025954468,0,195,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10LAM,peak: 2030,net-zero: 2070,51.70017109642256,51.23330153931196,28.95830596813209,44,2030,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10NAM,peak: 2020,net-zero: 2070,135.80996766008045,134.51574975277498,8.39741550562891,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10PAO,peak: 2020,net-zero: 2070,33.38239332224539,35.00263867444167,0.060583583930450664,74,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,R10SAS,peak: 2030,net-zero: 2110,186.01566030888833,192.4078455005167,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10AFRMEA,peak: 2030,net-zero: 2110,187.5792433282108,188.22187023949922,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10EASPAS,peak: 2020,net-zero: 2110,376.43721650286636,364.90694106410285,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10EUR,peak: 2020,net-zero: 2110,119.9613544143,120.0739373519852,0,302,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10FSU,peak: 2020,net-zero: 2110,67.26463897178299,68.19263847263385,0,195,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10LAM,peak: 2030,net-zero: 2070,57.38611955683004,57.518783056603304,29.17413662163557,44,2030,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10NAM,peak: 2020,net-zero: 2070,140.8087300323617,139.51142637244018,7.053051105791604,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10PAO,peak: 2020,net-zero: 2070,34.14768109890923,35.77591889631074,0.03630231055606742,74,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,R10SAS,peak: 2030,net-zero: 2110,189.1425842654285,195.87887020712662,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10AFRMEA,peak: 2030,net-zero: 2110,204.4194439748166,216.2138092552472,0,142,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10EASPAS,peak: 2020,net-zero: 2110,379.68389199203597,380.2719274557469,0,315,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10EUR,peak: 2020,net-zero: 2110,104.54400072490748,104.90257807859855,0,302,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10FSU,peak: 2030,net-zero: 2110,68.98506194519511,74.84944994955768,0,82,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10LAM,peak: 2030,net-zero: 2070,57.302372726480066,61.36712357240648,28.538036954172362,44,2030,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10NAM,peak: 2020,net-zero: 2070,128.1535503118351,128.96263422910417,4.616406434704233,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10PAO,peak: 2020,net-zero: 2060,31.095070257358124,32.498875484039736,0.43698711375950483,134,2020,2060
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,R10SAS,peak: 2030,net-zero: 2110,165.8555895806567,171.8513196580552,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10AFRMEA,peak: 2030,net-zero: 2090,190.48524024616984,202.3989328174274,0.6276356047626896,18,2030,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10EASPAS,peak: 2020,net-zero: 2090,398.1430604629208,399.80001773530375,1.0910469640143887,64,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10EUR,peak: 2030,net-zero: 2090,124.71532471094481,127.03070629572936,0.07173193899893943,3,2030,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,net-zero: 2080,69.90692015447613,75.95236075290491,1.2015607402462465,17,2030,2080
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10LAM,peak: 2030,net-zero: 2070,66.59039428107751,71.0188658886046,43.59324757488463,44,2030,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10NAM,peak: 2020,net-zero: 2070,144.33350503067595,145.16894697062764,20.995691286863764,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10PAO,peak: 2020,net-zero: 2070,36.683304252639594,38.148086951752774,2.0479859138944665,74,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10SAS,peak: 2030,net-zero: 2110,158.4710532629906,164.67234553641654,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10AFRMEA,peak: 2030,net-zero: 2090,179.65645487475854,180.38424465023851,1.7732443320705746,18,2030,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10EASPAS,peak: 2020,net-zero: 2100,395.4767232396409,386.9719861117261,0.11660690292567452,9,2020,2100
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10EUR,peak: 2030,net-zero: 2110,139.01270201349016,141.1848805476997,0,62,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10FSU,peak: 2020,net-zero: 2090,66.95360241747392,67.63800215010967,0.45838841215720505,9,2020,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10LAM,peak: 2030,net-zero: 2070,58.68184453971658,58.194689898256456,41.80868543726104,44,2030,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10NAM,peak: 2020,net-zero: 2070,152.11890059877243,150.7976174441398,18.733111538592876,138,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10PAO,peak: 2020,net-zero: 2070,39.16699361797368,40.84499932018661,1.445119724383757,74,2020,2070
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,R10SAS,peak: 2030,net-zero: 2110,180.0795177260439,186.74019136161883,0,224,2030,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,R10AFRMEA,peak: 2030,net-zero: 2090,179.6249787697884,180.28780162152052,1.6815810024461277,18,2030,2090
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,R10EASPAS,peak: 2020,net-zero: 2100,395.5492592378556,383.5943122568349,0.1147849255376603,9,2020,2100
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,R10EUR,peak: 2020,net-zero: 2110,125.67038032521346,125.78640289492077,0,302,2020,2110
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,R10FSU,peak: 2020,net-zero: 2090,66.2666926110251,67.2209953355588,0.4630937536569742,9,2020,2090
