model,scen,r10,peakyearbin,netzeroyearbin,gtco2_cmltv,gtco2_orig_cmltv,gtco2_cdr_cmltv,modelledpaths,pkyearbin,nzyearbin
AIM/CGE 2.2,EN_INDCi2030_1000f,R10AFRMEA,peak: 2030,net-zero: 2070,132.1022253479446,139.23433874,7.433690980000001,32,2030,2070
AIM/CGE 2.2,EN_INDCi2030_1000f,R10EASPAS,peak: 2030,net-zero: 2070,395.5704089034623,414.7088442,32.67553038,20,2030,2070
AIM/CGE 2.2,EN_INDCi2030_1000f,R10EUR,peak: 2020,net-zero: 2070,104.74184867350989,104.6193103,6.6433735,65,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1000f,R10FSU,peak: 2030,net-zero: 2070,77.98109694475426,87.26350558,4.45371644,14,2030,2070
AIM/CGE 2.2,EN_INDCi2030_1000f,R10LAM,peak: 2020,net-zero: 2060,53.38653773291728,55.914752299999996,25.2118502,86,2020,2060
AIM/CGE 2.2,EN_INDCi2030_1000f,R10NAM,peak: 2020,net-zero: 2070,146.93936678606661,146.42625752,22.03430816,138,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1000f,R10PAO,peak: 2020,net-zero: 2070,40.06194383262487,40.7154799,8.843561000000001,74,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1000f,R10SAS,peak: 2030,net-zero: 2060,78.98706655499701,73.8050618,21.5137819,17,2030,2060
AIM/CGE 2.2,EN_INDCi2030_1200,R10AFRMEA,peak: 2030,net-zero: 2110,148.22169038460123,155.37329788,0,142,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1200,R10EASPAS,peak: 2030,net-zero: 2110,435.6554949645176,454.84592422,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1200,R10EUR,peak: 2020,net-zero: 2110,120.46317230385867,120.3403054,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1200,R10FSU,peak: 2030,net-zero: 2110,85.23889076640535,94.54506978,0,82,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1200,R10LAM,peak: 2020,net-zero: 2060,55.10026065217186,57.6368998,14.1411501,86,2020,2060
AIM/CGE 2.2,EN_INDCi2030_1200,R10NAM,peak: 2020,net-zero: 2110,155.51833257191626,155.00350486,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1200,R10PAO,peak: 2020,net-zero: 2110,43.396886619223395,44.0518165,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1200,R10SAS,peak: 2030,net-zero: 2060,80.55123765999772,75.3549052,8.5158916,17,2030,2060
AIM/CGE 2.2,EN_INDCi2030_1200f,R10AFRMEA,peak: 2030,net-zero: 2080,152.3715357657344,159.6125792,4.98479474,27,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,net-zero: 2080,448.18552197912885,467.66052343999996,26.20297162,15,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EUR,peak: 2020,net-zero: 2080,121.34267133503162,121.21815332,4.52894772,37,2020,2080
AIM/CGE 2.2,EN_INDCi2030_1200f,R10FSU,peak: 2030,net-zero: 2070,87.83925195613351,97.26367698,3.075621,14,2030,2070
AIM/CGE 2.2,EN_INDCi2030_1200f,R10LAM,peak: 2020,net-zero: 2070,62.98964229891825,65.56608786,20.54891876,41,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1200f,R10NAM,peak: 2020,net-zero: 2070,170.80652621065738,170.28385006,17.2291507,138,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1200f,R10PAO,peak: 2020,net-zero: 2070,45.91280029404092,46.57529254,6.746339000000001,74,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1200f,R10SAS,peak: 2030,net-zero: 2070,88.17715732443327,82.9063397,16.6429666,22,2030,2070
AIM/CGE 2.2,EN_INDCi2030_1400,R10AFRMEA,peak: 2030,net-zero: 2110,173.71394032188732,180.99652248,0,142,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1400,R10EASPAS,peak: 2030,net-zero: 2110,499.0867706319275,518.71375262,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1400,R10EUR,peak: 2020,net-zero: 2110,138.42408237378507,138.2988698,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1400,R10FSU,peak: 2030,net-zero: 2110,98.27748950903201,107.76147388,0,82,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1400,R10LAM,peak: 2020,net-zero: 2070,67.93381847181901,70.52959680000001,10.5411456,41,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1400,R10NAM,peak: 2020,net-zero: 2110,183.92695313234105,183.40115986,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1400,R10PAO,peak: 2020,net-zero: 2110,50.789338783711436,51.4551684,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1400,R10SAS,peak: 2030,net-zero: 2070,92.82983361422731,87.51661816,5.46782752,22,2030,2070
AIM/CGE 2.2,EN_INDCi2030_1400f,R10AFRMEA,peak: 2030,net-zero: 2080,181.414279487813,188.77506978,3.8255094,27,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,net-zero: 2080,506.039077685158,525.84626276,18.51076154,15,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EUR,peak: 2020,net-zero: 2080,139.58898110177034,139.46254,3.3244744,37,2020,2080
AIM/CGE 2.2,EN_INDCi2030_1400f,R10FSU,peak: 2030,net-zero: 2080,102.77983777141337,112.3705271,1.8796524200000002,17,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1400f,R10LAM,peak: 2020,net-zero: 2070,75.37638770195238,78.0043122,15.6814733,41,2020,2070
AIM/CGE 2.2,EN_INDCi2030_1400f,R10NAM,peak: 2020,net-zero: 2080,196.52889981064445,195.99746944,12.355225879999999,62,2020,2080
AIM/CGE 2.2,EN_INDCi2030_1400f,R10PAO,peak: 2020,net-zero: 2080,53.17052777762884,53.8433485,4.7516992,62,2020,2080
AIM/CGE 2.2,EN_INDCi2030_1400f,R10SAS,peak: 2030,net-zero: 2080,98.58304473004608,93.22060534,11.96989574,17,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1600,R10AFRMEA,peak: 2050,net-zero: 2110,199.64761762126417,207.06157318,0,42,2050,2110
AIM/CGE 2.2,EN_INDCi2030_1600,R10EASPAS,peak: 2030,net-zero: 2110,545.8100335360012,565.73253172,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1600,R10EUR,peak: 2020,net-zero: 2110,153.50581106869512,153.3786186,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1600,R10FSU,peak: 2030,net-zero: 2110,112.50300765121125,122.16579388,0,82,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1600,R10LAM,peak: 2050,net-zero: 2080,80.22708829072984,82.87586058,8.77075728,13,2050,2080
AIM/CGE 2.2,EN_INDCi2030_1600,R10NAM,peak: 2020,net-zero: 2110,208.88821573241188,208.35341926,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1600,R10PAO,peak: 2020,net-zero: 2110,57.60225064885345,58.2794468,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1600,R10SAS,peak: 2030,net-zero: 2080,102.26457643922292,96.87230242,4.12623252,17,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1600f,R10AFRMEA,peak: 2050,net-zero: 2090,204.3719980952873,211.84462557999998,0.13394812,3,2050,2090
AIM/CGE 2.2,EN_INDCi2030_1600f,R10EASPAS,peak: 2030,net-zero: 2110,551.6037036086667,571.62518182,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1600f,R10EUR,peak: 2020,net-zero: 2110,154.17330264713215,154.0452674,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1600f,R10FSU,peak: 2030,net-zero: 2110,115.51377057523709,125.25363208,0,82,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1600f,R10LAM,peak: 2050,net-zero: 2080,84.74959377597415,87.41904862,11.11798002,13,2050,2080
AIM/CGE 2.2,EN_INDCi2030_1600f,R10NAM,peak: 2020,net-zero: 2080,216.28866913281126,215.75002,5.17877074,62,2020,2080
AIM/CGE 2.2,EN_INDCi2030_1600f,R10PAO,peak: 2020,net-zero: 2080,59.008914474365824,59.69199056,0.7226777200000001,62,2020,2080
AIM/CGE 2.2,EN_INDCi2030_1600f,R10SAS,peak: 2030,net-zero: 2080,105.95810193729021,100.5417417,7.9713753,17,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1800,R10AFRMEA,peak: 2050,net-zero: 2110,227.117976834552,234.66917908,0,42,2050,2110
AIM/CGE 2.2,EN_INDCi2030_1800,R10EASPAS,peak: 2030,net-zero: 2110,605.0170934767511,625.20437012,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1800,R10EUR,peak: 2020,net-zero: 2110,170.9872570875945,170.8579721,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1800,R10FSU,peak: 2030,net-zero: 2110,126.9096472053869,136.75224427999999,0,82,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1800,R10LAM,peak: 2050,net-zero: 2080,92.24641948370135,94.9427568,5.079811500000001,13,2050,2080
AIM/CGE 2.2,EN_INDCi2030_1800,R10NAM,peak: 2020,net-zero: 2110,237.42547860677857,236.88111146,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1800,R10PAO,peak: 2020,net-zero: 2110,65.56051214719162,66.25440880000001,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1800,R10SAS,peak: 2030,net-zero: 2080,113.71387061296097,108.2592988,1.82135622,17,2030,2080
AIM/CGE 2.2,EN_INDCi2030_1800f,R10AFRMEA,peak: 2050,net-zero: 2110,227.117976834552,234.66917908,0,42,2050,2110
AIM/CGE 2.2,EN_INDCi2030_1800f,R10EASPAS,peak: 2030,net-zero: 2110,605.0170934767511,625.20437012,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1800f,R10EUR,peak: 2020,net-zero: 2110,170.9872570875945,170.8579721,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1800f,R10FSU,peak: 2030,net-zero: 2110,126.9096472053869,136.75224427999999,0,82,2030,2110
AIM/CGE 2.2,EN_INDCi2030_1800f,R10LAM,peak: 2050,net-zero: 2080,92.24641948370135,94.9427568,5.079811500000001,13,2050,2080
AIM/CGE 2.2,EN_INDCi2030_1800f,R10NAM,peak: 2020,net-zero: 2110,237.42547860677857,236.88111146,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1800f,R10PAO,peak: 2020,net-zero: 2110,65.56051214719162,66.25440880000001,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2030_1800f,R10SAS,peak: 2030,net-zero: 2080,113.71387061296097,108.2592988,1.82135622,17,2030,2080
AIM/CGE 2.2,EN_INDCi2030_800f,R10AFRMEA,peak: 2030,net-zero: 2060,112.60064466201852,119.64856517999999,7.75975554,12,2030,2060
AIM/CGE 2.2,EN_INDCi2030_800f,R10EASPAS,peak: 2030,net-zero: 2070,350.269530270329,369.20723982,31.105785400000002,20,2030,2070
AIM/CGE 2.2,EN_INDCi2030_800f,R10EUR,peak: 2020,net-zero: 2060,87.96618280346758,87.8451392,6.4217096,91,2020,2060
AIM/CGE 2.2,EN_INDCi2030_800f,R10FSU,peak: 2030,net-zero: 2060,69.79742292263252,78.99358058,4.9311882,5,2030,2060
AIM/CGE 2.2,EN_INDCi2030_800f,R10LAM,peak: 2020,net-zero: 2060,42.34087730682956,44.82882294,27.94935994,86,2020,2060
AIM/CGE 2.2,EN_INDCi2030_800f,R10NAM,peak: 2020,net-zero: 2060,122.50579723258797,121.99999474,25.09777038,109,2020,2060
AIM/CGE 2.2,EN_INDCi2030_800f,R10PAO,peak: 2020,net-zero: 2060,34.16687669290638,34.81364364,9.39589308,134,2020,2060
AIM/CGE 2.2,EN_INDCi2030_800f,R10SAS,peak: 2030,net-zero: 2060,71.18057181189414,66.0540734,24.3749001,17,2030,2060
AIM/CGE 2.2,EN_INDCi2030_900f,R10AFRMEA,peak: 2030,net-zero: 2070,122.35025713416205,129.42939898,7.9034213,32,2030,2070
AIM/CGE 2.2,EN_INDCi2030_900f,R10EASPAS,peak: 2030,net-zero: 2070,372.04644213579155,391.05141285999997,32.63371424,20,2030,2070
AIM/CGE 2.2,EN_INDCi2030_900f,R10EUR,peak: 2020,net-zero: 2070,96.09379868148368,95.97219494,6.68227004,65,2020,2070
AIM/CGE 2.2,EN_INDCi2030_900f,R10FSU,peak: 2030,net-zero: 2070,73.68167037905465,82.90331431999999,4.80432298,14,2030,2070
AIM/CGE 2.2,EN_INDCi2030_900f,R10LAM,peak: 2020,net-zero: 2060,48.19890078817475,50.7035028,26.3418878,86,2020,2060
AIM/CGE 2.2,EN_INDCi2030_900f,R10NAM,peak: 2020,net-zero: 2060,133.08143098775793,132.57339406,23.643115899999998,109,2020,2060
AIM/CGE 2.2,EN_INDCi2030_900f,R10PAO,peak: 2020,net-zero: 2060,37.11460873064907,37.7641106,9.29055182,134,2020,2060
AIM/CGE 2.2,EN_INDCi2030_900f,R10SAS,peak: 2030,net-zero: 2060,74.94843978998753,69.80340658,23.14334574,17,2030,2060
AIM/CGE 2.2,EN_INDCi2100,R10AFRMEA,peak: 2060,net-zero: 2110,395.2652952948602,403.32004678,0,30,2060,2110
AIM/CGE 2.2,EN_INDCi2100,R10EASPAS,peak: 2030,net-zero: 2110,757.9910807369222,779.56320202,0,74,2030,2110
AIM/CGE 2.2,EN_INDCi2100,R10EUR,peak: 2020,net-zero: 2110,125.48116845006834,125.3625075,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2100,R10FSU,peak: 2050,net-zero: 2110,255.6266757521294,266.40739928,0,40,2050,2110
AIM/CGE 2.2,EN_INDCi2100,R10LAM,peak: 2040,net-zero: 2110,130.2821889095851,133.0756854,0,19,2040,2110
AIM/CGE 2.2,EN_INDCi2100,R10NAM,peak: 2020,net-zero: 2110,167.06726368882016,166.57225506,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2100,R10PAO,peak: 2020,net-zero: 2110,47.40456340156328,48.0390489,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2100,R10SAS,peak: 2060,net-zero: 2110,297.0889267660888,290.4970948,0,25,2060,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10AFRMEA,peak: 2020,net-zero: 2110,125.25943813717696,127.18203566,0,161,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10EASPAS,peak: 2020,net-zero: 2110,361.9773358018825,358.63110674,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10EUR,peak: 2020,net-zero: 2110,118.0008947211923,116.71814038000001,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10FSU,peak: 2020,net-zero: 2110,66.88960528654708,70.9238639,0,195,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10LAM,peak: 2020,net-zero: 2060,49.490007798056205,50.08420458,14.6807726,86,2020,2060
AIM/CGE 2.2,EN_NPi2020_1000,R10NAM,peak: 2020,net-zero: 2110,150.1164745654279,147.22075818,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10PAO,peak: 2020,net-zero: 2110,42.64900316968511,42.78017124,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10SAS,peak: 2020,net-zero: 2060,56.29667585090156,48.14948706,10.138565,26,2020,2060
AIM/CGE 2.2,EN_NPi2020_1000f,R10AFRMEA,peak: 2040,net-zero: 2080,144.34975576108334,146.98264614000001,13.3905901,8,2040,2080
AIM/CGE 2.2,EN_NPi2020_1000f,R10EASPAS,peak: 2020,net-zero: 2080,394.749451396913,393.42557512,39.31309796,61,2020,2080
AIM/CGE 2.2,EN_NPi2020_1000f,R10EUR,peak: 2020,net-zero: 2080,124.82959644083364,123.88143748,8.772948099999999,37,2020,2080
AIM/CGE 2.2,EN_NPi2020_1000f,R10FSU,peak: 2020,net-zero: 2070,78.73304729830909,83.55816202,5.67227536,46,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10LAM,peak: 2020,net-zero: 2070,63.11896229037196,64.06225196,24.5636677,41,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10NAM,peak: 2020,net-zero: 2070,174.34814304735085,171.97672752,26.94068562,138,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10PAO,peak: 2020,net-zero: 2070,47.65369023116992,47.95884572,9.51344832,74,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10SAS,peak: 2020,net-zero: 2070,67.5174534757703,59.1996297,18.2285802,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1200,R10AFRMEA,peak: 2040,net-zero: 2110,149.72958436711883,152.25140884,0,47,2040,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10EASPAS,peak: 2020,net-zero: 2110,412.8387834938172,411.17443526,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10EUR,peak: 2020,net-zero: 2110,133.07369667555042,132.0695285,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10FSU,peak: 2020,net-zero: 2110,80.70398590701934,85.41128482,0,195,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10LAM,peak: 2020,net-zero: 2070,61.207759149922836,62.09628902,12.46315598,41,2020,2070
AIM/CGE 2.2,EN_NPi2020_1200,R10NAM,peak: 2020,net-zero: 2110,173.84413629561874,171.38275668,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10PAO,peak: 2020,net-zero: 2110,49.14440994312226,49.42172574,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10SAS,peak: 2020,net-zero: 2070,66.0617876965665,57.73969678,7.6723756000000005,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1200f,R10AFRMEA,peak: 2040,net-zero: 2080,163.67440470973187,166.81752424,6.806730379999999,8,2040,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10EASPAS,peak: 2020,net-zero: 2080,437.13308442038954,437.45995398,25.07435666,61,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10EUR,peak: 2020,net-zero: 2080,137.4807135898926,136.8027842,4.3760816,37,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10FSU,peak: 2020,net-zero: 2080,89.07601924295082,94.42026196,3.35355012,38,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10LAM,peak: 2040,net-zero: 2070,71.63855098475027,72.83915512,18.05841752,32,2040,2070
AIM/CGE 2.2,EN_NPi2020_1200f,R10NAM,peak: 2020,net-zero: 2080,192.83824655084183,190.91449242000002,14.6007406,62,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10PAO,peak: 2020,net-zero: 2080,52.86347637337916,53.302899860000004,5.8534442,62,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10SAS,peak: 2020,net-zero: 2070,75.06854484164188,66.75407134,14.19695,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1400,R10AFRMEA,peak: 2040,net-zero: 2110,176.5750799993858,179.78758908,0,47,2040,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10EASPAS,peak: 2020,net-zero: 2110,474.5415625578709,475.67121246,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10EUR,peak: 2020,net-zero: 2110,149.63034689630487,149.01353244,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10FSU,peak: 2020,net-zero: 2110,95.92095490549968,101.39473258,0,195,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10LAM,peak: 2040,net-zero: 2070,74.49850807124858,75.72908598,10.0619798,32,2040,2070
AIM/CGE 2.2,EN_NPi2020_1400,R10NAM,peak: 2020,net-zero: 2110,202.09865420100257,200.27594584000002,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10PAO,peak: 2020,net-zero: 2110,56.407751118472376,56.8888511,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10SAS,peak: 2020,net-zero: 2070,78.20305308442694,69.88113556,5.64784462,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1400f,R10AFRMEA,peak: 2040,net-zero: 2080,179.65189479513327,183.12304262,2.5954977,8,2040,2080
AIM/CGE 2.2,EN_NPi2020_1400f,R10EASPAS,peak: 2020,net-zero: 2090,478.00607115913994,480.05938404,5.60030766,64,2020,2090
AIM/CGE 2.2,EN_NPi2020_1400f,R10EUR,peak: 2020,net-zero: 2080,148.0235702249098,147.54860022,1.26387702,37,2020,2080
AIM/CGE 2.2,EN_NPi2020_1400f,R10FSU,peak: 2020,net-zero: 2080,97.7453743061092,103.47889466000001,1.2223807,38,2020,2080
AIM/CGE 2.2,EN_NPi2020_1400f,R10LAM,peak: 2040,net-zero: 2080,78.69343766062616,80.05156872,13.68026272,29,2040,2080
AIM/CGE 2.2,EN_NPi2020_1400f,R10NAM,peak: 2020,net-zero: 2080,207.7788659875717,206.19121394,7.43170178,62,2020,2080
AIM/CGE 2.2,EN_NPi2020_1400f,R10PAO,peak: 2020,net-zero: 2080,57.27282968199578,57.82543986,1.7432053,62,2020,2080
AIM/CGE 2.2,EN_NPi2020_1400f,R10SAS,peak: 2020,net-zero: 2080,82.66974122512222,74.35322000000001,10.7683174,13,2020,2080
AIM/CGE 2.2,EN_NPi2020_1600,R10AFRMEA,peak: 2040,net-zero: 2110,203.13163168162723,207.04502502,0,47,2040,2110
AIM/CGE 2.2,EN_NPi2020_1600,R10EASPAS,peak: 2020,net-zero: 2110,542.8562783857319,546.7357155,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600,R10EUR,peak: 2020,net-zero: 2110,165.95454478099754,165.74629926,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600,R10FSU,peak: 2040,net-zero: 2110,110.30350680645857,116.45321604,0,24,2040,2110
AIM/CGE 2.2,EN_NPi2020_1600,R10LAM,peak: 2040,net-zero: 2080,87.053209145495,88.63532632,6.9991942,29,2040,2080
AIM/CGE 2.2,EN_NPi2020_1600,R10NAM,peak: 2020,net-zero: 2110,229.25333082983897,228.14008306,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600,R10PAO,peak: 2020,net-zero: 2110,63.74958835932057,64.43275984,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600,R10SAS,peak: 2020,net-zero: 2080,92.8807893588538,84.59285268,3.40637246,13,2020,2080
AIM/CGE 2.2,EN_NPi2020_1600f,R10AFRMEA,peak: 2040,net-zero: 2110,202.19958558162722,206.11297892,0,47,2040,2110
AIM/CGE 2.2,EN_NPi2020_1600f,R10EASPAS,peak: 2020,net-zero: 2110,540.1833810857319,544.0628182,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600f,R10EUR,peak: 2020,net-zero: 2110,165.07232038099755,164.86407486000002,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600f,R10FSU,peak: 2040,net-zero: 2110,109.87547780645858,116.02518704,0,24,2040,2110
AIM/CGE 2.2,EN_NPi2020_1600f,R10LAM,peak: 2040,net-zero: 2080,87.053209145495,88.63532632,7.8750478,29,2040,2080
AIM/CGE 2.2,EN_NPi2020_1600f,R10NAM,peak: 2020,net-zero: 2110,227.675423429839,226.56217566,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600f,R10PAO,peak: 2020,net-zero: 2110,63.43858725932057,64.12175874,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1600f,R10SAS,peak: 2020,net-zero: 2080,92.8807893588538,84.59285268,4.24571076,13,2020,2080
AIM/CGE 2.2,EN_NPi2020_1800,R10AFRMEA,peak: 2040,net-zero: 2110,222.88649356541814,227.19192666,0,47,2040,2110
AIM/CGE 2.2,EN_NPi2020_1800,R10EASPAS,peak: 2020,net-zero: 2110,598.031941000164,603.67012948,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800,R10EUR,peak: 2020,net-zero: 2110,178.99080637151147,179.01887132000002,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800,R10FSU,peak: 2040,net-zero: 2110,120.51599707365465,127.05113896,0,24,2040,2110
AIM/CGE 2.2,EN_NPi2020_1800,R10LAM,peak: 2050,net-zero: 2080,93.9049904032134,95.68381346,1.6906918,13,2050,2080
AIM/CGE 2.2,EN_NPi2020_1800,R10NAM,peak: 2020,net-zero: 2110,250.20379663950465,249.5073177,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800,R10PAO,peak: 2020,net-zero: 2110,69.3512953224262,70.15197534,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800,R10SAS,peak: 2020,net-zero: 2090,102.72633504647419,94.4050151,0.03039146,4,2020,2090
AIM/CGE 2.2,EN_NPi2020_1800f,R10AFRMEA,peak: 2040,net-zero: 2110,222.88649356541814,227.19192666,0,47,2040,2110
AIM/CGE 2.2,EN_NPi2020_1800f,R10EASPAS,peak: 2020,net-zero: 2110,598.031941000164,603.67012948,0,315,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800f,R10EUR,peak: 2020,net-zero: 2110,178.99080637151147,179.01887132000002,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800f,R10FSU,peak: 2040,net-zero: 2110,120.51599707365465,127.05113896,0,24,2040,2110
AIM/CGE 2.2,EN_NPi2020_1800f,R10LAM,peak: 2050,net-zero: 2080,93.9049904032134,95.68381346,1.6906918,13,2050,2080
AIM/CGE 2.2,EN_NPi2020_1800f,R10NAM,peak: 2020,net-zero: 2110,250.20379663950465,249.5073177,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800f,R10PAO,peak: 2020,net-zero: 2110,69.3512953224262,70.15197534,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1800f,R10SAS,peak: 2020,net-zero: 2090,102.72633504647419,94.4050151,0.03039146,4,2020,2090
AIM/CGE 2.2,EN_NPi2020_300f,R10AFRMEA,peak: 2020,net-zero: 2060,73.12939010232569,74.65409552,29.0970001,25,2020,2060
AIM/CGE 2.2,EN_NPi2020_300f,R10EASPAS,peak: 2020,net-zero: 2060,223.49307190235226,220.07499610000002,79.66846509999999,50,2020,2060
AIM/CGE 2.2,EN_NPi2020_300f,R10EUR,peak: 2020,net-zero: 2060,69.92618043720002,68.69891266,19.574733300000002,91,2020,2060
AIM/CGE 2.2,EN_NPi2020_300f,R10FSU,peak: 2020,net-zero: 2060,41.22267801089395,44.598119659999995,13.21654962,82,2020,2060
AIM/CGE 2.2,EN_NPi2020_300f,R10LAM,peak: 2020,net-zero: 2050,29.661073804867844,30.09008376,40.98212816,113,2020,2050
AIM/CGE 2.2,EN_NPi2020_300f,R10NAM,peak: 2020,net-zero: 2060,93.32553082007212,90.69966184,56.13212518,109,2020,2060
AIM/CGE 2.2,EN_NPi2020_300f,R10PAO,peak: 2020,net-zero: 2060,27.3767127464834,27.45106038,21.305403599999998,134,2020,2060
AIM/CGE 2.2,EN_NPi2020_300f,R10SAS,peak: 2020,net-zero: 2050,37.863859061289844,30.872804040000002,33.34467512,19,2020,2050
AIM/CGE 2.2,EN_NPi2020_400f,R10AFRMEA,peak: 2020,net-zero: 2060,82.53054879738423,84.11549236,27.08022124,25,2020,2060
AIM/CGE 2.2,EN_NPi2020_400f,R10EASPAS,peak: 2020,net-zero: 2060,247.11429401332543,243.57307646,75.45791466,50,2020,2060
AIM/CGE 2.2,EN_NPi2020_400f,R10EUR,peak: 2020,net-zero: 2060,78.04019361463999,76.76794984,18.22878718,91,2020,2060
