r10,category,pf,ppp,ppp_pf,year,rcb
R10AFRMEA,1_PP1990,NA,NA,NA,1990,246.79277667969464
R10AFRMEA,1_PP1990,NA,NA,NA,1991,245.47958918069463
R10AFRMEA,1_PP1990,NA,NA,NA,1992,244.06176978069465
R10AFRMEA,1_PP1990,NA,NA,NA,1993,242.57738682369464
R10AFRMEA,1_PP1990,NA,NA,NA,1994,240.97453568069463
R10AFRMEA,1_PP1990,NA,NA,NA,1995,239.23938604569463
R10AFRMEA,1_PP1990,NA,NA,NA,1996,237.50559631269462
R10AFRMEA,1_PP1990,NA,NA,NA,1997,235.74278135269464
R10AFRMEA,1_PP1990,NA,NA,NA,1998,233.98405259069463
R10AFRMEA,1_PP1990,NA,NA,NA,1999,232.16690696369463
R10AFRMEA,1_PP1990,NA,NA,NA,2000,230.26833117569464
R10AFRMEA,1_PP1990,NA,NA,NA,2001,228.23161443969462
R10AFRMEA,1_PP1990,NA,NA,NA,2002,226.17351936369462
R10AFRMEA,1_PP1990,NA,NA,NA,2003,224.12456980069464
R10AFRMEA,1_PP1990,NA,NA,NA,2004,221.91243965869464
R10AFRMEA,1_PP1990,NA,NA,NA,2005,219.53601365869463
R10AFRMEA,1_PP1990,NA,NA,NA,2006,217.10072748669464
R10AFRMEA,1_PP1990,NA,NA,NA,2007,214.53890500769464
R10AFRMEA,1_PP1990,NA,NA,NA,2008,211.98074141769465
R10AFRMEA,1_PP1990,NA,NA,NA,2009,209.22766425369463
R10AFRMEA,1_PP1990,NA,NA,NA,2010,206.40395553569465
R10AFRMEA,1_PP1990,NA,NA,NA,2011,203.43372476169463
R10AFRMEA,1_PP1990,NA,NA,NA,2012,200.39910484669463
R10AFRMEA,1_PP1990,NA,NA,NA,2013,197.23125226569465
R10AFRMEA,1_PP1990,NA,NA,NA,2014,194.07974774169463
R10AFRMEA,1_PP1990,NA,NA,NA,2015,190.77207699069464
R10AFRMEA,1_PP1990,NA,NA,NA,2016,187.38773923669464
R10AFRMEA,1_PP1990,NA,NA,NA,2017,183.92432943969462
R10AFRMEA,1_PP1990,NA,NA,NA,2018,180.39620718769464
R10AFRMEA,1_PP1990,NA,NA,NA,2019,176.84856978969464
R10AFRMEA,1_PP1990,NA,NA,NA,2020,173.19470266569465
R10AFRMEA,2_PP1850,NA,NA,NA,1990,396.9700716160871
R10AFRMEA,2_PP1850,NA,NA,NA,1991,395.65688411708715
R10AFRMEA,2_PP1850,NA,NA,NA,1992,394.2390647170871
R10AFRMEA,2_PP1850,NA,NA,NA,1993,392.7546817600871
R10AFRMEA,2_PP1850,NA,NA,NA,1994,391.1518306170871
R10AFRMEA,2_PP1850,NA,NA,NA,1995,389.41668098208714
R10AFRMEA,2_PP1850,NA,NA,NA,1996,387.6828912490871
R10AFRMEA,2_PP1850,NA,NA,NA,1997,385.92007628908715
R10AFRMEA,2_PP1850,NA,NA,NA,1998,384.1613475270871
R10AFRMEA,2_PP1850,NA,NA,NA,1999,382.3442019000871
R10AFRMEA,2_PP1850,NA,NA,NA,2000,380.44562611208715
R10AFRMEA,2_PP1850,NA,NA,NA,2001,378.40890937608714
R10AFRMEA,2_PP1850,NA,NA,NA,2002,376.3508143000871
R10AFRMEA,2_PP1850,NA,NA,NA,2003,374.30186473708716
R10AFRMEA,2_PP1850,NA,NA,NA,2004,372.0897345950871
R10AFRMEA,2_PP1850,NA,NA,NA,2005,369.71330859508714
R10AFRMEA,2_PP1850,NA,NA,NA,2006,367.2780224230871
R10AFRMEA,2_PP1850,NA,NA,NA,2007,364.7161999440871
R10AFRMEA,2_PP1850,NA,NA,NA,2008,362.15803635408713
R10AFRMEA,2_PP1850,NA,NA,NA,2009,359.40495919008714
R10AFRMEA,2_PP1850,NA,NA,NA,2010,356.58125047208716
R10AFRMEA,2_PP1850,NA,NA,NA,2011,353.61101969808715
R10AFRMEA,2_PP1850,NA,NA,NA,2012,350.57639978308714
R10AFRMEA,2_PP1850,NA,NA,NA,2013,347.40854720208716
R10AFRMEA,2_PP1850,NA,NA,NA,2014,344.25704267808715
R10AFRMEA,2_PP1850,NA,NA,NA,2015,340.94937192708716
R10AFRMEA,2_PP1850,NA,NA,NA,2016,337.56503417308716
R10AFRMEA,2_PP1850,NA,NA,NA,2017,334.10162437608716
R10AFRMEA,2_PP1850,NA,NA,NA,2018,330.57350212408716
R10AFRMEA,2_PP1850,NA,NA,NA,2019,327.02586472608715
R10AFRMEA,2_PP1850,NA,NA,NA,2020,323.3719976020871
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1990,253.14737763068277
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1991,251.28781451326233
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1992,250.20309118257816
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1993,250.01679292646162
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1994,250.02130406895782
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1995,250.62328904212677
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1996,250.8143800332589
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1997,250.51105141086097
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1998,249.89469410033848
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),1999,248.82126720201666
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2000,247.66198030478776
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2001,246.00082620282498
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2002,244.58375359633226
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2003,243.01918437880116
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2004,241.33265590260626
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2005,239.39298462015975
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2006,237.24962291989806
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2007,234.82597165390084
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2008,232.54458407485322
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2009,229.82567930513173
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2010,227.1941014390362
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2011,224.62611250173447
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2012,222.0363513654787
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2013,219.12376948639027
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2014,216.1412160196334
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2015,212.97916170566396
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2016,209.8779548932854
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2017,206.8232636678528
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2018,203.80264987100716
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2019,200.74495265318726
R10AFRMEA,3_PP1990adjATP,1/asinh(x),MER,MER_1/asinh(x),2020,197.49729527131475
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1990,258.9830789992601
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1991,256.2050295728166
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1992,255.55008362241958
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1993,258.49954689470894
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1994,262.5366071779624
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1995,269.5880440616982
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1996,275.41270358997383
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1997,279.6401101406913
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1998,282.70092672413386
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1999,284.0570506985348
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2000,285.4823439231042
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2001,285.2317486132589
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2002,286.1180840418258
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2003,286.3874406976935
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2004,286.79593855379363
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2005,286.85327437936377
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2006,286.41828423667147
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2007,285.3728142640771
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2008,285.1199554918967
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2009,283.65875165428974
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2010,282.6333004494802
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2011,282.6810501772586
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2012,282.9205649301786
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2013,281.98671796734476
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2014,280.4981070406357
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2015,278.6824129631891
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2016,277.2316075734655
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2017,276.29520967288875
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2018,275.8060519573721
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2019,275.1225949318703
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),MER,MER_1/sqrt(x),2020,273.91921825948486
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1990,244.97615275789536
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1991,242.9325307470268
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1992,243.2711709653431
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1993,250.65894063218505
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1994,260.5111755973331
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1995,277.8678428728524
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1996,293.15809220409034
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1997,305.2170359548197
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1998,314.5854803518215
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,1999,319.98275447200933
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2000,326.46308259398234
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2001,328.43228605448905
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2002,333.74456096084737
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2003,337.61344644481164
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2004,342.27238084152475
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2005,346.57287841500215
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2006,349.92816075395245
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2007,352.12465907871297
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2008,356.0746953113679
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2009,357.02276170470293
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2010,358.5684036407253
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2011,363.61784020885784
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2012,369.13280393496296
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2013,371.1810764803051
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2014,371.51689699993364
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2015,371.1892725654124
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2016,371.4547468706641
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2017,373.28967146363624
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2018,376.35261291046777
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2019,378.64944449283587
R10AFRMEA,3_PP1990adjATP,1/x,MER,MER_1/x,2020,379.9260949753385
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1990,263.47808610727225
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1991,262.1769469624326
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1992,261.3959890436813
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1993,260.59576748174015
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1994,259.732525087586
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1995,258.8339427955814
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1996,257.9157191697914
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1997,256.8264640384129
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1998,255.54031998039702
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),1999,254.13403386345016
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2000,252.40883922078345
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2001,250.41810042744234
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2002,248.38290404889688
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2003,246.292888958363
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2004,243.9570960931447
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2005,241.31396526739115
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2006,238.31291082880892
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2007,235.33399093931044
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2008,232.50173683532532
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2009,229.57240189034988
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2010,226.67554619082784
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2011,223.64846109509108
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2012,220.5961226861543
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2013,217.48576488680877
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2014,214.39429814680645
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2015,211.12784837587068
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2016,207.83739250701709
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2017,204.4801689771367
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2018,201.13035419954227
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2019,197.74457199346983
R10AFRMEA,3_PP1990adjATP,1/asinh(x),PPP,PPP_1/asinh(x),2020,194.2258546451692
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1990,316.7075785148308
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1991,315.48501617993156
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1992,317.2485912482532
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1993,319.4525758262979
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1994,321.9560743258327
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1995,324.8850020873944
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1996,327.73098059609185
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1997,330.00417290769906
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1998,331.1678390785021
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),1999,331.9791058966535
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2000,331.40654312226707
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2001,329.94036513250643
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2002,328.3346854325521
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2003,326.3984888219446
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2004,323.84993808993255
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2005,320.4514329867171
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2006,315.5377828608142
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2007,311.44747249686026
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2008,308.2102857859182
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2009,305.3476486647404
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2010,302.94343249441636
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2011,300.5945137297138
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2012,298.4425355063812
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2013,296.49475192984016
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2014,294.46823622195626
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2015,292.07050737727633
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2016,289.75011344767677
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2017,287.32909126031467
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2018,285.24366565189655
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2019,283.04808603330594
R10AFRMEA,3_PP1990adjATP,1/sqrt(x),PPP,PPP_1/sqrt(x),2020,280.5490297214367
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1990,382.2418674042255
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1991,380.792128945597
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1992,387.0391046230818
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1993,395.0957968411267
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1994,404.2177948774512
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1995,414.78850620313426
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1996,424.9608682688938
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1997,434.14347082201573
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1998,440.455690764923
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,1999,446.35260713879467
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2000,448.42691773947644
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2001,447.9462850959913
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2002,447.1111947535148
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2003,445.3332889468323
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2004,442.12896767737834
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2005,437.0943398619919
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2006,428.6854814251722
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2007,423.20048707562125
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2008,420.07155224175125
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2009,418.30514951029994
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2010,417.8333187430406
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2011,417.8443411450475
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2012,418.4485778070324
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2013,419.54327567503054
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2014,420.23515702793225
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2015,419.9265931769306
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2016,419.6250057619839
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2017,418.89718623036106
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2018,419.13766149715036
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2019,419.16837748107645
R10AFRMEA,3_PP1990adjATP,1/x,PPP,PPP_1/x,2020,418.47981051753396
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1990,308.1384039353051
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1991,306.27884081788466
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1992,305.1941174872005
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1993,305.00781923108394
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1994,305.01233037358014
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1995,305.6143153467491
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1996,305.80540633788127
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1997,305.5020777154833
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1998,304.8857204049608
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),1999,303.812293506639
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2000,302.65300660941006
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2001,300.99185250744733
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2002,299.5747799009546
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2003,298.01021068342345
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2004,296.3236822072286
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2005,294.3840109247821
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2006,292.2406492245204
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2007,289.81699795852313
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2008,287.53561037947554
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2009,284.8167056097541
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2010,282.1851277436585
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2011,279.6171388063568
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2012,277.02737767010103
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2013,274.1147957910126
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2014,271.13224232425574
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2015,267.9701880102863
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2016,264.8689811979077
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2017,261.81428997247514
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2018,258.7936761756295
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2019,255.7359789578096
R10AFRMEA,4_PP1850adjATP,1/asinh(x),MER,MER_1/asinh(x),2020,252.48832157593708
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1990,313.9741053038824
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1991,311.19605587743894
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1992,310.5411099270419
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1993,313.49057319933127
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1994,317.5276334825848
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1995,324.5790703663206
R10AFRMEA,4_PP1850adjATP,1/sqrt(x),MER,MER_1/sqrt(x),1996,330.40372989459615
