r10,iso3c,iso3c_grp,end_target,cat_end_target,end_target_year,cat_end_target_year,end_target_year_comb,end_target_comb,end_target_status_comb,end_target_status,cat_end_target_status,end_target_text,terr_GtCO2,pp1990,gdpcurrmer,year,mtco2e
R10INDIA+,MDV,MDV,Net zero,,2030,,2030,GHG,In law,In law,,"In our updated NDC we have made ambitious plans to reduce 26% of our emissions by 2030. Furthermore, we
will strive to achieve net zero by 2030, if we receive adequate international support and assistance. To achieve
the emission reduction targets, we have set forth ambitious plans to increase our share of renewable energy
in the energy mix through various initiatives.",0.00195433333333333,0.03992533150066797,5609385433.592,2020,1.89270663405
R10INDIA+,NPL,NPL,Net zero,CO2,2045,2045,2045,GHG,In policy document,In policy document,N,"Nepal has made a commitment to achieving a net-zero emission by 2045.

In his address to the World Leaders Summit during the 26th Conference of Parties (COP26) of the UN Framework Convention on Climate Change (UNFCCC) in Glasgow, United Kingdom, on Monday, Nepal’s delegation head, Prime Minister Sher Bahadur Deuba made the announcement.",0.01358476953907245,5.322627632483031,34186180694.9285,2020,56.94881363633333
R10INDIA+,BGD,BGD,,,,,,,None,None,,,0.10086523396916486,24.49661966886971,351238397263.802,2020,243.16381639999997
R10INDIA+,BTN,BTN,,,,,,,None,None,,,0.00145968689005394,0.1200591073233815,2535655609.45889,2020,3.55118243349
R10INDIA+,PAK,PAK,,,,,,,None,None,,,0.20621120831024417,30.22395933499807,320909472926.461,2020,511.5352571733333
R10LATIN_AM,ARG,ARG,Net zero,UNCLEAR,2050,2050,2050,GHG,In policy document,In policy document,N,"In November 2022, Argentina submitted a long-term strategy (LTS) to the UNFCCC that includes a target to reach GHG neutrality by 2050 (Government of Argentina, 2022a).

https://climateactiontracker.org/countries/argentina/targets/",0.178641536111192,2.3097062731601925,447754686715.081,2020,367.67525088
R10LATIN_AM,BLZ,BLZ,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"Belize shifted from an action only commitments in the first NDC to a quantifiable reduction target of avoiding cumulative emissions across all sectors of 5,647 Kt CO2e between 2021 and 2030. The country commits to developing a long-term strategy aligned with achieving net-zero global emissions by 2050.",7.076666666666668e-4,0.04245646697752273,2416500000,2020,7.69794238207
R10LATIN_AM,BRA,BRA,Carbon neutral(ity),UNCLEAR,2050,2050,2050,GHG,In policy document,In policy document,N,"The Government of Brazil further reiterates its long-term objective to achieve climate neutrality by 2050. (2023 adjustment. This was first communicated in the 2020 first NDC - see below.)

https://www.eyeonesg.com/2022/03/brazil-launches-methane-zero-national-program-with-a-package-of-incentive-measures-to-biogas-and-biomethane/  Brazil The new package – called Federal Strategy of Incentive to the Sustainable Use of Biogas and Biomethane – includes the Methane Zero National Program and is aligned with the commitments made by Brazil in the context of COP26, the Global Methane Pledge and other domestic regulatory efforts, such as the National Policy on Waste Management.  However, there is much yet to discuss until the newly proposed mechanisms are effectively functional, producing results and aligned not only with the already implemented RenovaBio, but also with the prospective legal framework governing the Brazilian carbon credit markets, which is currently under analysis in the National Congress.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Brazil%20First/Updated%20-%20First%20NDC%20-%20%20FINAL%20-%20PDF.pdf",0.4738089752022147,21.7151695373856,1873288159000.64,2020,2228.20338302667
R10LATIN_AM,BRB,BRB,Carbon neutral(ity),,2030,,2030,GHG,In policy document,In policy document,,"The Government of Barbados has, therefore, set the aspirational goal to achieve a fossil fuel-free economy and to reduce GHG emissions across all sectors to as close to zero as possible by 2030.
",0.00166792856734234,-0.00394300198953577,5324250000,2020,1.4141356965333332
R10LATIN_AM,CHL,CHL,Carbon neutral(ity),GHG,2050,2050,2050,GHG,In law,In law,Y,"""Article 1.- Object. The purpose of this law is to face the challenges presented by climate change, move towards a development low in greenhouse gas emissions and other climate forcing, until reaching and maintaining the neutrality of greenhouse gas emissions by the year 2050. , adapt to climate change, reducing vulnerability and increasing resilience to the adverse effects of climate change, and comply with the international commitments assumed by the State of Chile on the matter.""

Artículo 1°.- Objeto. La presente ley tiene por objeto hacer frente a los desafíos que presenta el cambio climático, transitar hacia un desarrollo bajo en emisiones de gases de efecto invernadero y otros forzantes climáticos, hasta alcanzar y mantener la neutralidad de emisiones de gases de efecto invernadero al año 2050, adaptarse al cambio climático, reduciendo la vulnerabilidad y aumentando la resiliencia a los efectos adversos del cambio climático, y dar cumplimiento a los compromisos internacionales asumidos por el Estado de Chile en la materia",0.09204403811272524,1.098277391471962,278493308134.096,2020,119.11913393933332
R10LATIN_AM,COL,COL,Carbon neutral(ity),GHG,2050,2050,2050,GHG,In law,In law,Y,"ARTÍCULO 5. Metas en materia de mitigación. Las metas nacionales de mitigación de GEl a 2030, así como las acciones mínimas para lograrlo, comprenden las establecidas aquí y en las ""Actualizaciones de la Contribución Determinada a Nivel Nacional de Colombia (NDC)"" sometidas ante la CMNUCC, o cualquiera que lo actualice o sustituya. 1. Reducir en un cincuenta y uno por ciento (51 %) las emisiones de Gases de
Efecto Invernadero (GEl) con respecto al escenario de referencia a 2030 de
la I\lDC, lo que representa un máximo de emisiones país de 169.44 millones
de tC02eq en 2030.
2. Alcanzar la carbono neutralidad a 2050.
3. Establecer presupuestos de carbono para el período 2020-2030 a más tardar
en 2023.
4. Reducir las emisiones de carbono negro en un cuarenta por ciento (40%)
! respecto al 2014, lo que representa una emisión máxima de carbono negro
de 9.195 toneladas en 2030, excluyendo incendios forestales.
5. Reducir la deforestación neta de bosque natural a O hectáreas/año a 2030, a
partir de la implementación tanto de herramientas de política, como de
medidas cooperativas y de mercado",0.09456670343480691,5.986759967542808,323031701210.767,2020,255.60168192333327
R10LATIN_AM,CRI,CRI,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"'Costa Rica commits to becoming a decarbonized economy with net-zero emissions by 2050' (National Decarbonisation Plan, 2018).",0.00770398461351441,0.6418959535278912,64417670555.7821,2020,14.569830680666659
R10LATIN_AM,HTI,HTI,Net zero,,2050,,2050,GHG,Declaration / pledge,Declaration / pledge,,,0.00309372299239425,1.6339651790560632,15016090929.8744,2020,16.26824764826667
R10LATIN_AM,MEX,MEX,,NOTARGET,,2050,2050,NOTARGET,Assumed,None,No NZT,,0.4686629916019883,7.205493240850526,1269009571610.76,2020,864.2382775266669
R10LATIN_AM,PAN,PAN,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"La visión que orientó el proceso de actualización de la CDN1 es la resiliencia y reducción progresiva de emisiones de dióxido de carbono hacia la neutralidad en carbono
del país al 2050.",0.0133905127763782,0.43028516249571064,69721787532.9789,2020,22.274279722633327
R10LATIN_AM,PER,PER,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"Finalmente, es importante indicar que el Perú iniciará en el año 2021 el proceso de actualización de su
Estrategia Nacional ante el Cambio Climático con un
horizonte al año 2050. En ese sentido, ha iniciado la
generación participativa de dos referentes importantes con relación a la mitigación de GEI y la adaptación
al cambio climático a través de la elaboración, por un
lado, del Estudio Técnico para la Carbono Neutralidad
del Perú al 2050 y, por otro, del desarrollo del Plan Nacional de Adaptación, con horizontes temporales hacia
los años 2030 y 2050.",0.05840752124553573,3.8707326918154537,228325852220.761,2020,124.58530143833332
R10LATIN_AM,URY,URY,Net zero,,2050,,2050,GHG,In policy document,In policy document,,Climate Alliance,0.00649466568274175,0.36234787040157174,62048585618.505,2020,40.45571957666667
R10LATIN_AM,BHS,BHS,,,,,,,None,None,,,0.00245666666666666,0.00397592213078038,13058700000,2020,2.61684201646
R10LATIN_AM,BOL,BOL,,,,,,,None,None,,,0.02262156365936613,1.3953637111322439,40895322850.9407,2020,107.79049907199999
R10LATIN_AM,DOM,DOM,,,,,,,None,None,,,0.02839534411913283,1.164978476424333,88941371980.2651,2020,38.096375698
R10LATIN_AM,ECU,ECU,,,,,,,None,None,,,0.04009432874647969,1.7314559067494897,108108009000,2020,70.33765117466668
R10LATIN_AM,GRD,GRD,,,,,,,None,None,,,3.3e-4,0.01182498630954821,1213485185.18519,2020,0.3246526982193333
R10LATIN_AM,GTM,GTM,,,,,,,None,None,,,0.01951589822925842,2.4502624958193535,77172313916.4218,2020,51.927676042
R10LATIN_AM,GUY,GUY,,,,,,,None,None,,,0.00275778777397874,0.07041533312715764,5173760191.84652,2020,12.4192251357
R10LATIN_AM,HND,HND,,,,,,,None,None,,,0.01122695941433341,1.2464671029595804,25089937108.6681,2020,34.4167067843333
R10LATIN_AM,JAM,JAM,,,,,,,None,None,,,0.00782910864884008,0.17366184655153116,15830766372.2651,2020,7.5757678813
R10LATIN_AM,NIC,NIC,,,,,,,None,None,,,0.00522635334085113,0.8645045920395579,12699028889.666,2020,38.172933352333295
R10LATIN_AM,PRY,PRY,,,,,,,None,None,,,0.00814264435560015,0.9926943742670002,37925338460.1556,2020,96.7073738336667
R10LATIN_AM,SLV,SLV,,,,,,,None,None,,,0.0075551442657567,0.8129845630560104,26881140000,2020,8.71322490003333
R10LATIN_AM,SUR,SUR,,,,,,,None,None,,,0.00263771485321037,0.02751630153356724,4016040575.08796,2020,7.18895021918667
R10LATIN_AM,TTO,TTO,,,,,,,None,None,,,0.04081253527689543,-0.7246333718334113,23849557811.3959,2020,52.4233194748
R10MIDDLE_EAST,ARE,ARE,Net zero,UNCLEAR,2050,2050,2050,GHG,In policy document,In policy document,N,"""The UAE is committed to reducing economy-wide GHG emissions to as close to zero as possible by 2050, with any remaining emissions re-absorbed from the atmosphere."" [p. 44] 

LTS (2024) and the Third Update of Second Nationally Determined Contribution (NDC) ""is the first time the UAE has introduced long-term targets beyond 2030"" 
[p. 17]. 
",0.21971636619661591,-2.221001359666459,417989721742.682,2020,269.39445939893335
R10MIDDLE_EAST,BHR,BHR,Net zero,,2060,,2060,GHG,Declaration / pledge,Declaration / pledge,,,0.03761048587595346,-0.35587736349609544,38653318085.1064,2020,66.30487928306333
R10MIDDLE_EAST,KWT,KWT,Carbon neutral(ity),,2060,,2060,GHG,Declaration / pledge,Declaration / pledge,,"""Kuwait has pledged to reach carbon neutrality in the oil and gas sector by 2050 and in other sectors by 2060.""
",0.10897270576977988,-1.4248185269104972,136191752590.897,2020,137.02111790416666
R10MIDDLE_EAST,LBN,LBN,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"Joined Climate Ambition Alliance at COP26
https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf
",0.02568003489218519,0.2694276192845737,51605959131.3654,2020,27.4796117757
R10MIDDLE_EAST,OMN,OMN,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"As part of Royal attention to improve environment performance and alleviate the impact of climate change, the year 2050 has been set as a date for net zero carbon emissions. A national plan has been drafted to achieve this goal, along with the setting up of Oman Sustainability Centre to undertake the supervision and follow up of zero carbon emission plans and programmes. His Majesty the Sultan gave directives to all units of the State’s Administrative Apparatus to cooperate to ensure the success of this national plan.",0.05926484272309187,-0.5013319605490271,88060858257.4772,2020,105.5345520533
R10MIDDLE_EAST,SAU,SAU,Net zero,UNCLEAR,2060,2060,2060,GHG,In policy document,In policy document,N,"“We announce today the kingdom is aiming to reach net zero by 2060 through a circular carbon economy approach, in a way that’s compatible with the kingdom’s development plans and enables its economy to diversify,” Prince Mohammed said in a recorded message at the opening of the conference.
",0.7076398878050004,-6.389667742417777,838564705624.643,2020,749.8529052089999
R10MIDDLE_EAST,IRN,IRN,,NOTARGET,,No NetZero target,,,None,None,No NZT,,0.695172076659335,-0.01131860837487686,283649531542.631,2020,907.5266110700001
R10MIDDLE_EAST,IRQ,IRQ,,,,,,,None,None,,,0.1897444944705882,3.684018702720006,233636097800.338,2020,321.81446808566665
R10MIDDLE_EAST,ISR,ISR,,NOTARGET,,No NetZero target,,,None,None,N,,0.05870187796274487,-0.1842113113511945,402470513619.148,2020,73.08812735416666
R10MIDDLE_EAST,JOR,JOR,,,,,,,None,None,,,0.02474661043729941,0.8464613806368838,44503005774.6479,2020,29.568589698833332
R10MIDDLE_EAST,PSE,PSE,,,,,,,None,None,,,0.00326777905323037,0.6653488384862429,17133500000,2020,0.0439924266666667
R10MIDDLE_EAST,QAT,QAT,,,,,,,None,None,,,0.10109250661915826,-1.255339122672752,176371267689.082,2020,189.1196317156
R10NORTH_AM,CAN,CAN,Net zero,GHG,2050,2050,2050,GHG,In law,In law,Y,"The Government of Canada is committed to moving to net-zero emissions by 2050.

Canada passed the Canadian Net-Zero Emissions Accountability Act in June 2021 which enshrined its 2050 net zero target into law (Government of Canada, 2021e). Canada updated its long-term strategy in October 2022. The strategy explores a number of different scenarios capable of achieving net zero emissions in 2050, but does not set a particular pathway for the country to follow or outline the policies and measures needed to achieve its net zero target. While they are focused on reducing emissions domestically, Canada could also be looking to reduce emissions internationally through internationally transferred mitigation outcomes (ITMOs) and carbon credits, which Canada is working on its policy towards international carbon credits (Environment and Climate Change Canada, 2022a) Reliance on LULUCF and CDR could be as high as 45% of Canada’s emissions in 2020 (or 301 MtCO2e). Under all scenarios, Canada is still producing and exporting oil and gas in 2050.
https://climateactiontracker.org/countries/canada/targets/

",0.5790088155058057,-9.741251478277864,1743725183672.52,2020,757.1609144833333
R10NORTH_AM,USA,USA,Net zero,GHG,2050,2050,2050,GHG,In law,In law,N,Achieve target of a net-zero emissions economy by no later than 2050,5.265974874224973,-109.87960901185268,21380976119000,2020,5635.095412213334
R10PAC_OECD,AUS,AUS,Net zero,GHG,2050,2050,2050,GHG,In law,In law,Y,"10  Australia’s greenhouse gas emissions reduction targets

             (1)  Australia’s greenhouse gas emissions reduction targets are as follows:

                     (a)  reducing Australia’s net greenhouse gas emissions to 43% below 2005 levels by 2030:

                              (i)  implemented as a point target; and

                             (ii)  implemented as an emissions budget covering the period 2021‑2030;

                     (b)  reducing Australia’s net greenhouse gas emissions to zero by 2050.

Note:          The achievement of a target involves reducing Australia’s net greenhouse gas emissions to a level that is at or below the target. Accordingly, nothing in subsection (1) limits Australia’s ability to reduce its net greenhouse gas emissions beyond 43% below 2005 levels by 2030.",0.416113898346432,-6.385079324916102,1392218527563.26,2020,568.40599299
R10PAC_OECD,JPN,JPN,Carbon neutral(ity),GHG,2050,2050,2050,GHG,In law,In law,Y,'...longterm goal of achieving net-zero by 2050',1.1053437071997725,-16.45695475235994,5117993853016.51,2020,1078.7546923883333
R10PAC_OECD,NZL,NZL,Net zero,CO2,2050,2050,2050,GHG,In law,In law,Y,"From Climate Change Law: '[...]The target for emissions reduction (the 2050 target) requires that— (a) net accounting emissions of greenhouse gases in a calendar year, other than biogenic methane, are zero by the calendar year beginning on 1 January 2050 and for each subsequent calendar year... (b) emissions of biogenic methane in a calendar year—(i) are 10% less than 2017 emissions by the calendar year beginning on 1 January 2030; and (ii) are 24% to 47% less than 2017 emissions by the calendar year beginning on 1 January 2050 and for each subsequent calendar year.[...]' (https://www.legislation.govt.nz/act/public/2019/0061/latest/whole.html#LMS183771)

",0.03690577632712227,-0.19815559744067457,213091987153.092,2020,69.10864779518253
R10REF_ECON,ARM,ARM,Climate neutral,,2050,,2050,GHG,Declaration / pledge,Declaration / pledge,,"""For the long term, the RA Government has set a target to reduce GHG emissions to 2.07 t CO2 eq/capita by 2050"" (Long-term low GHG emissions development strategy of the Republic of Armenia, p.15)

""By Intended nationally determined contributions 2015 (INDC), the Government has set a long-term target for GHG emissions reduction until 2050, declaring the intention to achieve ecosystem climate neutrality. In 2021 the implementation period by the revised 2021-2030 NDC was fixed 2030 and mitigation target to 40% below 1990 levels was set at the same time ensuring that the 2015 long-term target set by the INDC is maintained.""
(Long-term low GHG emissions development strategy of the Republic of Armenia, p.15)
",0.00628868382046054,0.33920375651665435,13619290545.8131,2020,10.10424644226666
R10REF_ECON,GEO,GEO,Climate neutral,,2050,,2050,GHG,In policy document,In policy document,,"""For this reason, Georgia proclaims ‘climate neutrality’ as its goal and aims at achieving it by mid-century.""",0.01089451397575251,0.415913917040532,17470436258.5131,2020,9.076750411399999
R10REF_ECON,KAZ,KAZ,Carbon neutral(ity),UNCLEAR,2060,2060,2060,GHG,In policy document,In policy document,N,"В декабре 2020 года Казахстан объявил о новой цели – достижении углеродной нейтральности к 2060 году, подтвердив свои обязательства по Парижскому соглашению о предотвращении роста глобальной температуры более, чем на 1,5-2oC.
[In December 2020, Kazakhstan announced a new goal of achieving carbon neutrality by 2060, reaffirming its commitment to the Paris Agreement to prevent global temperatures from rising by more than 1.5-2oC.]",0.27549011803574475,-3.361083958750636,181667185041.48,2020,345.136570871
R10REF_ECON,RUS,RUS,Carbon neutral(ity),UNCLEAR,2060,2060,2060,GHG,In policy document,In policy document,Y,"Speech by Putin: ""I will add that in practice Russia will strive for carbon neutrality of its economy, and we set a specific benchmark here - no later than 2060."" (http://kremlin.ru/events/president/news/66916)       

The target then appears in the following document (http://kremlin.ru/acts/assignments/orders/67240).",1.706271841877405,-26.007679011795464,1693114993990.49,2020,2235.4309433500002
R10REF_ECON,UKR,UKR,Carbon neutral(ity),CO2,2060,2060,2060,GHG,In policy document,In policy document,N,"Ukraine has committed
itself to achieving the target of reducing GHG emissions of 65% by 2030, compared
to 1990 (including LULUCF), reaching carbon neutrality until 2060 as foreseen in the
National Economic Strategy until 2030, approved by the Decree of the Cabinet of
Ministers of Ukraine of March 3, 2021 # 179.",0.22210469403701663,-3.0237767343825697,153883045524.931,2020,290.02069591133335
R10REF_ECON,AZE,AZE,,,,,,,None,None,,,0.0377653611823268,0.5396403192559691,48174235294.1176,2020,65.476033493
R10REF_ECON,BLR,BLR,,,,,,,None,None,,,0.0621415375840875,-0.398024830015669,64410112583.362,2020,109.27261961800001
R10REF_ECON,KGZ,KGZ,,,,,,,None,None,,,0.00905289332987123,0.6867344108961216,8871019822.76098,2020,19.43216074383333
R10REF_ECON,MDA,MDA,,,,,,,None,None,,,0.00549900184765297,0.2772860365676693,11735774634.4239,2020,5.947734156266671
R10REF_ECON,TJK,TJK,,,,,,,None,None,,,0.00886322412396153,1.0914815643537026,8300813889.63698,2020,20.505887273
R10REF_ECON,TKM,TKM,,,,,,,None,None,,,0.06537218985244199,-0.4770665383421693,44220285714.2857,2020,124.73712815366667
R10REF_ECON,UZB,UZB,,,,,,,None,None,,,0.10850799476263596,1.367985934305385,60283503705.3907,2020,191.89578545599997
R10REST_ASIA,FJI,FJI,Net zero,,2050,,2050,GHG,In law,In law,,"An update to its existing Nationally Determined Contribution (NDC) pursuant to Article 4.11 of the Paris Agreement that includes:
 a reaffirmation of its 2030 target;
 a commitment to achieve net zero greenhouse gas emissions by 2050;
 up-front information to facilitate clarity, transparency and understanding;
 a commitment to enact its Climate Change Bill by 2021; and
 a commitment to operationalise its National Adaptation Plan.
Source: https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Fiji%20First/Republic%20of%20Fiji's%20Updated%20NDC%2020201.pdf

Climate Change Bill 2021 clauses 6(5) and 38(1)
Source: https://www.laws.gov.fj/LawsAsMade# (Act 43 of 2021)",0.00140907240665037,0.1165729068311704,5481692621.61125,2020,2.1479703438166666
R10REST_ASIA,IDN,IDN,,UNCLEAR,,2060,2060,UNCLEAR,Declaration / pledge,None,N,,0.6513796784814659,30.050205957472514,1119099871386.16,2020,1931.103418666667
R10REST_ASIA,KOR,KOR,Net zero,GHG,2050,2050,2050,GHG,In law,In law,Y,"The RoK announced its goal of reaching carbon neutrality by 2050 in Dec 2020. This target was written into law in the Carbon Neutrality Act, enacted Sept 2021.",0.646572497722767,-6.512428194259184,1651422932447.77,2020,641.5202655606666
R10REST_ASIA,MYS,MYS,Net zero,UNCLEAR,2050,2050,2050,GHG,In policy document,In policy document,N,""" This is also aligned to the target of Long-Term Low Emission Development Strategy (LT-LEDS) to achieve net-zero GHG emissions in 2050"". (National Energy Policy p24)

",0.2676889652783258,0.4984078097337994,365177744321.011,2020,462.96851493900004
R10REST_ASIA,PNG,PNG,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"To help reach carbon neutrality by 2050 there is a target to reduce annual emissions from deforestation and forest degradation by 10,000Gg of carbon dioxide equivalent emissions compared to 2015 levels.",0.00782282314183417,1.2039631612888533,24751069237.9977,2020,37.2355394951
R10REST_ASIA,SGP,SGP,Net zero,GHG,2050,2050,2050,GHG,In policy document,In policy document,N,"""Singapore will also aim to achieve net zero emissions by 2050"". [p. 22]",0.033803,-0.5092001069797423,376837488316.973,2020,61.86541162093332
R10REST_ASIA,SLB,SLB,Net zero,,2050,,2050,GHG,In policy document,In policy document,,"Solomon Islands will commit to reduce its emissions by 14% by 2025 below 2015 and by 33% below 2015 by 2030 compared to a business-as-usual projection (NDC, p.9: https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Report%202021%20Final%20Solomon%20Islands%20%281%29.pdf) 

If and when Paris Agreement addresses international assistance to access financial and technical resources, Solomon Islands can, with international assistance, contribute:
• a further 27% reduction in GHG emissions by 2025, and
• a further 45% reduction in GHG emissions by 2030, compared to BaU projection.

With appropriate international assistance, Solomon Islands can achieve net zero emissions by 2050.
BaU projections are based on fossil fuel consumption data for the period 1994-2010, with line of best fit extrapolation to 2030.

In LEDs (2024) Solomon Islands commits ""to maintain net zero emissions across all sectors by 2050 with equitable economic growth and resilience"" (p. 8).",2.933333333333333e-4,0.0975665881412798,1619154958.40233,2020,3.53717342700667
R10REST_ASIA,THA,THA,Net zero,CO2,2065,2050,2065,GHG,In policy document,In policy document,N,"Announced at COP26 World Leaders Summit, second update: 'Thailand will continue vigorous efforts in its challenge to meet the long-term goal of carbon neutrality by 2050 and net-zero greenhouse gas emission by 2065'",0.28207547542101546,5.249204798823061,543976695638.812,2020,424.60294186600004
R10REST_ASIA,VUT,VUT,Net zero,,2050,,2050,GHG,In policy document,In policy document,,https://cop25.mma.gob.cl/wp-content/uploads/2020/12/1312-Annex-Alliance-ENGLISH-VF-2012.pdf,1.65e-4,0.04414296634734711,936526267.622513,2020,0.31782520399667
R10REST_ASIA,BRN,BRN,,,,,,,None,None,,,0.01074056779627531,-0.12922485665104733,13469240162.5496,2020,17.74390145467667
R10REST_ASIA,PHL,PHL,,,,,,,None,None,,,0.14426490924949437,15.05013994143385,376823404772.837,2020,260.2305964303333
R10REST_ASIA,WSM,WSM,,,,,,,None,None,,,2.7133333333333333e-4,0.02497620281283414,912950619.371868,2020,0.3832439306066667
,ROW,ROW,,,,,,,None,None,,,1.9405403241335364,-9.170794579397104,2044485727265.1409,,
