iso3c,year,terr_GtCO2,pp2015,pp1990,pp1850,pp2015_atp_ppp_pf1,pp2015_atp_ppp_pf2,pp2015_atp_ppp_pf3,pp2015_atp_mer_pf1,pp2015_atp_mer_pf2,pp2015_atp_mer_pf3,pp1990_atp_ppp_pf1,pp1990_atp_ppp_pf2,pp1990_atp_ppp_pf3,pp1990_atp_mer_pf1,pp1990_atp_mer_pf2,pp1990_atp_mer_pf3,pp1850_atp_ppp_pf1,pp1850_atp_ppp_pf2,pp1850_atp_ppp_pf3,pp1850_atp_mer_pf1,pp1850_atp_mer_pf2,pp1850_atp_mer_pf3
SVK,2019,0.03380313179297982,0.1909787839667501,-0.34013702958837,-2.1629592566622033,-0.06460094697323099,0.03563102425459838,0.15493251133129776,-0.09769120145568205,-0.0037359295872399223,0.13831267607759457,-1.0020101609412635,-0.7383689623261627,-0.4315530639434121,-1.0928122004066183,-0.8426264773050867,-0.47409997973923534,-2.492941700467413,-2.229300501852312,-1.9224846034695615,-2.5837437399327676,-2.333558016831236,-1.9650315192653844
SVK,2020,0.031119257973911033,0.15717565217377027,-0.3739401613813499,-2.1967623884551832,-0.09773425298715023,0.00250258562462477,0.1214467095248617,-0.13076797197289255,-0.03647578048246172,0.10512663879036749,-1.0338826094982871,-0.7702630765996437,-0.4645003847493858,-1.1245485420936427,-0.8734615396154756,-0.5062494267897506,-2.5248141490244365,-2.2611946161257928,-1.9554319242755351,-2.615480081619792,-2.3643930791416246,-1.9971809663159
SVN,1991,0.01398354346222262,0.12774573625794225,0.31714773624043435,0.24690835551881266,0.014916285443777173,0.04809074096312718,0.10496822603579348,0.0056018508635298685,0.030379663851568383,0.09319732621304433,0.02418171856862364,0.110929566655867,0.2584739812828407,-4.5449879933004075e-4,0.06441264815298663,0.22788137926400617,0.04867155200548903,0.13541940009273237,0.282963814719706,0.02403533463753535,0.088902481589852,0.2523712127008716
SVN,1992,0.01389268616957056,0.12774573625794225,0.30316419277821177,0.23292481205659005,0.015725028030502203,0.0493907461452587,0.1055704781412621,0.0055850553280284146,0.030248656622272337,0.09308014837275756,0.012384197683780004,0.10042107199209864,0.2460865192272479,-0.014460509259631818,0.050142309942854305,0.2136436546995567,0.0368740311206454,0.12491090542896403,0.27057635266411323,0.010029324177233609,0.07463214337971967,0.23813348813642216
SVN,1993,0.014256592619236697,0.12774573625794225,0.2892715066086412,0.21903212588701948,0.016479657639547,0.05059028050355735,0.1061229198466819,0.005592765438321338,0.03027301964017631,0.0931129712950842,5.694752737073414e-4,0.08976734823614338,0.23366632321309055,-0.02830064311510587,0.03639646655565703,0.19990640619355676,0.025059308710572763,0.1142571816730088,0.25815615664995595,-0.0038108096782404413,0.06088629999252242,0.2243962396304222
SVN,1994,0.014646756873019478,0.12774573625794225,0.2750149139894045,0.20477553326778278,0.016939166138156346,0.05127419399681656,0.1064512480941653,0.005601933415791691,0.030263436840809163,0.09311335751059885,-0.012388244911036482,0.07740149989438663,0.22029999838529238,-0.04250005801083169,0.02219675488974894,0.18571840466685055,0.012101588525828905,0.10189133333125203,0.24478983182215766,-0.01801022457396631,0.04668658832661435,0.21020823810371594
SVN,1995,0.015365420095383052,0.12774573625794225,0.26036815711638506,0.1901287763947633,0.017159997488469515,0.051604061683137865,0.10663607919659084,0.0057126704481040794,0.03052408016179579,0.09333693938213766,-0.02636183941778148,0.06372236122277339,0.20617171017387306,-0.0568026690001838,0.008356972203770768,0.17174893780943984,-0.0018720059809160527,0.08821219465963867,0.2306615436107385,-0.032312835563318404,0.03284680564063616,0.19623877124630526
SVN,1996,0.01601105673043833,0.12774573625794225,0.24500273702100198,0.17476335629938025,0.017588626646844772,0.0522412023788468,0.10694733853729331,0.005937891033808874,0.03110203485490177,0.09382475636107579,-0.040512421693043005,0.050119953829276975,0.1916491033639293,-0.07152213995577134,-0.005372777266949055,0.1577405797604696,-0.01602258825617761,0.07460978726614234,0.21613893680079468,-0.047032306518905914,0.019117056169916352,0.18223041319733493
SVN,1997,0.016519036130689512,0.12774573625794225,0.22899168029056366,0.15875229956894193,0.017961721317012885,0.05278380546518349,0.10722102981794407,0.0061839953801574,0.03173048725958331,0.09434390727026468,-0.055465195425133396,0.03561142749519268,0.17637728928497243,-0.08683688426656105,-0.019631793635191047,0.1431505235171912,-0.030975361988268016,0.06010126093205807,0.20086712272183788,-0.062347050829695674,0.00485803980167436,0.1676403569540566
SVN,1998,0.016050715594006757,0.12774573625794225,0.21247264415987413,0.1422332634382524,0.01820064231197986,0.05313938322156111,0.10741988553303,0.006420732761661231,0.03233989756106076,0.09482315028547524,-0.07128503212487822,0.020099176814501435,0.16040045204226813,-0.10269069226698108,-0.03446494825481761,0.12793395721098408,-0.04679519868801282,0.04458901025136677,0.18489028547913358,-0.07820085883011565,-0.009975114817952185,0.15242379064784953
