iso3c,year,terr_GtCO2,lulucf_GtCO2_mean,lulucf_GtCO2_blue,lulucf_GtCO2_hc2023,lulucf_GtCO2_oscar
GBR,1904,0.4323073333333334,0.03179375222222222,0.03556696,0.030043823333333337,0.029770473333333332
GBR,1905,0.43799066666666664,0.03382337444444444,0.037674926666666664,0.032161836666666666,0.03163336
GBR,1906,0.4536803333333333,0.03244232444444444,0.036343963333333326,0.030663600000000003,0.030319409999999995
GBR,1907,0.47391300000000003,0.029980720000000002,0.03390966333333333,0.027833189999999997,0.02819930666666667
GBR,1908,0.4623006666666667,0.030120884444444444,0.034431576666666665,0.027872716666666665,0.028058360000000004
GBR,1909,0.4664256666666667,0.02966779444444444,0.03394739333333334,0.026669426666666666,0.02838656333333333
GBR,1910,0.470074,0.028780351111111106,0.03323488666666666,0.025971953333333332,0.027134213333333334
GBR,1911,0.481701,0.03169459333333333,0.03637032666666667,0.029206723333333334,0.029506730000000002
GBR,1912,0.4562176666666667,0.02712362888888889,0.031438146666666666,0.024332366666666667,0.025600373333333332
GBR,1913,0.49868499999999993,0.028377836666666666,0.03281747333333333,0.02571382,0.026602216666666668
GBR,1914,0.4835343333333333,0.028768104444444442,0.03316650333333333,0.026011809999999996,0.027126
GBR,1915,0.4898373333333334,0.02844557222222222,0.03253227999999999,0.025275176666666666,0.027529259999999996
GBR,1916,0.507441,0.026208832222222225,0.03049123,0.023081886666666666,0.02505338
GBR,1917,0.501534,0.02596243222222222,0.02987761333333334,0.023094426666666664,0.024915256666666663
GBR,1918,0.4671883333333333,0.024763420000000005,0.02758096,0.023180520000000003,0.023528780000000003
GBR,1919,0.45646333333333333,0.023372457777777775,0.024050253333333334,0.0229042,0.02316292
GBR,1920,0.4710933333333333,0.01886478,0.017548483333333333,0.020298776666666667,0.01874708
GBR,1921,0.32003766666666666,0.02143695888888889,0.019233280000000002,0.023999799999999998,0.02107779666666667
GBR,1922,0.42853433333333335,0.018510127777777777,0.014927916666666666,0.020952946666666666,0.01964952
GBR,1923,0.45522399999999996,0.01627693222222222,0.012148986666666665,0.018934226666666665,0.017747583333333334
GBR,1924,0.47632933333333327,0.014397765555555555,0.009929736666666666,0.017097556666666666,0.01616600333333333
GBR,1925,0.4499843333333333,0.014953534444444444,0.010248883333333333,0.017513026666666664,0.017098693333333335
GBR,1926,0.24655033333333332,0.014609332222222224,0.00999207,0.017094220000000004,0.01674170666666667
GBR,1927,0.46707466666666664,0.013242728888888888,0.008508683333333333,0.015239290000000003,0.015980213333333333
GBR,1928,0.43795821695538,0.013958376666666668,0.009461540000000001,0.015651093333333334,0.016762496666666668
GBR,1929,0.461009063412073,0.015046545555555554,0.010746376666666665,0.016275086666666664,0.018118173333333334
GBR,1930,0.44139466591970933,0.01296884111111111,0.009019303333333333,0.013813066666666665,0.016074153333333334
GBR,1931,0.4125124603149623,0.01224311,0.008629793333333333,0.012578793333333331,0.015520743333333333
GBR,1932,0.39618784782586164,0.012975746666666668,0.009893473333333335,0.012921553333333334,0.016112213333333333
GBR,1933,0.3924399195800527,0.014536072222222224,0.012025676666666667,0.014074866666666666,0.017507673333333335
GBR,1934,0.4235116484514447,0.013959195555555555,0.01192631,0.012960639999999999,0.01699063666666667
GBR,1935,0.429419192677167,0.013187496666666668,0.011517330000000001,0.011503030000000001,0.01654213
GBR,1936,0.4541262422222203,0.01239942,0.011231109999999999,0.010139983333333333,0.015827166666666666
GBR,1937,0.4684714708610274,0.012862092222222224,0.012214803333333335,0.010033393333333335,0.01633808
GBR,1938,0.4492667282957846,0.014071505555555558,0.014055396666666668,0.010770943333333335,0.017388176666666668
GBR,1939,0.45278566666666664,0.012867592222222222,0.013328516666666667,0.008957849999999998,0.01631641
GBR,1940,0.47548966666666664,0.013765241111111113,0.015546190000000001,0.008557743333333333,0.017191790000000002
GBR,1941,0.4699933154928147,0.014353154444444445,0.016992543333333335,0.008187153333333332,0.017879766666666665
GBR,1942,0.46924117325459364,0.014541046666666666,0.018029366666666664,0.007580283333333333,0.01801349
GBR,1943,0.4551513625252183,0.015319577777777779,0.01976538666666667,0.00777183,0.018421516666666665
GBR,1944,0.44234626519904335,0.015516783333333332,0.020654406666666666,0.007149156666666667,0.018746786666666664
GBR,1945,0.41792834698162895,0.01501446222222222,0.021033136666666664,0.00606694,0.01794331
GBR,1946,0.4364456352493453,0.01449327,0.021047143333333334,0.00466444,0.017768226666666668
GBR,1947,0.4616047260539954,0.015324723333333333,0.022591946666666668,0.0048317866666666666,0.018550436666666666
GBR,1948,0.47590933225721965,0.015359727777777776,0.02335930666666667,0.004268476666666667,0.018451399999999996
GBR,1949,0.4854617810498684,0.015980225555555557,0.0247214,0.00436194,0.018857336666666665
GBR,1950,0.5011565801789469,0.01338764777777778,0.020405660000000003,0.0023233466666666668,0.017433936666666667
GBR,1951,0.5456496472502314,0.012410872222222221,0.019612633333333334,0.0013275533333333334,0.01629243
GBR,1952,0.5290909009210036,0.013169554444444445,0.02076888,0.001762126666666667,0.016977656666666667
GBR,1953,0.5406039068241459,0.013179075555555553,0.021400279999999997,0.00152559,0.016611356666666667
GBR,1954,0.5534121771916027,0.012378544444444445,0.020864323333333334,7.241666666666667e-5,0.016198893333333336
GBR,1955,0.5773715537413524,0.013732681111111112,0.02277264,0.0010302233333333332,0.01739518
GBR,1956,0.5747415429921257,0.01361118,0.023094316666666666,4.0036333333333336e-4,0.01733886
GBR,1957,0.571129510524936,0.014176763333333333,0.02435957333333333,7.224433333333334e-4,0.017448273333333333
GBR,1958,0.5567207297637811,0.013251015555555556,0.023847486666666667,-5.764733333333332e-4,0.016482033333333333
GBR,1959,0.5470039530971144,0.01613216,0.02736888,0.0019383466666666666,0.01908925333333333
GBR,1960,0.5844450685564296,0.01356073888888889,0.02179840666666667,0.001083646666666667,0.017800163333333334
GBR,1961,0.589043196456693,0.014299853333333334,0.021980823333333333,0.0029088766666666667,0.01800986
GBR,1962,0.5933630353280851,0.01419729666666667,0.020800853333333334,0.0039039,0.017887136666666668
GBR,1963,0.6038248085039353,0.013462924444444446,0.019909926666666668,0.0033266566666666666,0.01715219
GBR,1964,0.6083083950982795,0.012460787777777779,0.01796586,0.0025360499999999998,0.016880453333333337
GBR,1965,0.6225643955118098,0.011348699999999998,0.01620949,0.0018124333333333336,0.016024176666666664
GBR,1966,0.618524502020997,0.010857464444444444,0.016097693333333333,0.0011117333333333335,0.015362966666666665
GBR,1967,0.5924879277364445,0.010121674444444445,0.013854683333333334,9.866633333333334e-4,0.015523676666666668
GBR,1968,0.6069297076209876,0.008830262222222223,0.012123246666666667,-5.760333333333333e-4,0.014943573333333333
GBR,1969,0.6288398855289064,0.005858758888888889,0.003976243333333333,-0.0014059099999999998,0.015005943333333334
GBR,1970,0.6530523422572198,0.006225608888888889,0.005298296666666666,-0.0018559200000000003,0.01523445
GBR,1971,0.660868848780371,0.0054430077777777785,0.004548463333333333,-0.00254859,0.01432915
GBR,1972,0.648497946492539,0.005107275555555555,0.0038633833333333333,-0.003020453333333334,0.014478896666666666
GBR,1973,0.6600571367992359,0.004629936666666667,0.0035230066666666667,-0.0034243,0.013791103333333334
GBR,1974,0.617632808100209,0.004164563333333334,0.0031834366666666667,-0.0044294799999999995,0.013739733333333334
GBR,1975,0.6036860924214817,0.004103574444444444,0.003405746666666667,-0.004566393333333333,0.01347137
GBR,1976,0.5989616000943117,0.003932047777777778,0.0033901633333333334,-0.005011893333333334,0.013417873333333333
GBR,1977,0.604801586410901,0.003154494444444444,0.003254533333333333,-0.006499240000000001,0.01270819
GBR,1978,0.6051536188394326,0.0030860744444444446,0.0034358866666666667,-0.006880976666666666,0.012703313333333334
GBR,1979,0.6449818402772874,0.0038034944444444445,0.005785376666666667,-0.007425916666666667,0.013051023333333333
GBR,1980,0.5794568379621341,0.002627948888888889,0.00257048,-0.007355773333333334,0.01266914
GBR,1981,0.5609624499322213,0.0024343244444444442,0.0023431833333333336,-0.007251786666666667,0.012211576666666666
GBR,1982,0.5486393787130484,0.0025559111111111113,0.0017009666666666667,-0.005798723333333333,0.01176549
GBR,1983,0.5458821411769,0.0033198611111111102,0.002850246666666667,-0.004697550000000001,0.011806886666666665
GBR,1984,0.5294932589604606,0.004534004444444444,0.005029053333333333,-0.0039806799999999995,0.01255364
GBR,1985,0.5600346229902821,0.00292274888888889,0.0025900233333333335,-0.005793956666666667,0.011972180000000002
GBR,1986,0.5689677692854577,0.0032067077777777776,0.0028364600000000003,-0.005514776666666666,0.012298439999999999
GBR,1987,0.5720836585564026,0.010269844444444445,0.021707693333333337,-0.005515693333333334,0.014617533333333333
GBR,1988,0.5707087932597039,0.005891147777777778,0.008346359999999999,-0.0056736899999999995,0.015000773333333333
GBR,1989,0.5819993726070151,0.00436062,0.005473343333333333,-0.005175316666666667,0.012783833333333335
GBR,1990,0.6023831749810196,0.0037145044444444448,0.0039010033333333333,-0.004395563333333333,0.011638073333333334
GBR,1991,0.6098562052283836,0.002178012222222222,0.0025388000000000003,-0.00660473,0.010599966666666665
GBR,1992,0.594278124533357,-0.002778636666666667,-0.009422856666666667,-0.008666863333333334,0.00975381
GBR,1993,0.58003437987671,-0.003130282222222222,-0.008114443333333332,-0.010626256666666669,0.009349853333333333
GBR,1994,0.5744346606944256,-0.002015798888888889,-0.003979176666666666,-0.011911936666666668,0.009843716666666667
GBR,1995,0.56657101038109,0.002233256666666666,0.007262676666666667,-0.012274680000000001,0.011711773333333333
GBR,1996,0.5871877217173146,0.005521767777777779,0.013409513333333335,-0.011956706666666667,0.015112496666666668
GBR,1997,0.5631176456164234,0.002793547777777777,0.006289323333333333,-0.012140663333333334,0.014231983333333333
GBR,1998,0.568957484913686,-0.0021623311111111103,-0.00498498,-0.012579966666666666,0.011077953333333333
GBR,1999,0.562058343766392,-0.0029208177777777793,-0.005653706666666668,-0.012779506666666668,0.009670759999999999
GBR,2000,0.5694478600728133,-4.4689333333333404e-4,6.420699999999999e-4,-0.014079633333333334,0.012096883333333332
GBR,2001,0.5783912215564964,-9.388744444444458e-4,-1.8164666666666666e-4,-0.015199653333333335,0.012564676666666665
GBR,2002,0.5606809679186062,-7.669688888888889e-4,0.0017347,-0.01627263,0.012237023333333333
GBR,2003,0.5720348077756033,3.968799999999999e-4,0.004322376666666667,-0.014919153333333334,0.011787416666666667
GBR,2004,0.5738471053113736,0.006199734444444444,0.006562159999999999,-0.003502876666666667,0.01553992
GBR,2005,0.570753463097224,0.02120180333333334,0.04339863000000001,-0.003014036666666667,0.023220816666666668
GBR,2006,0.5682589386622207,0.018325144444444445,0.02213893,0.0050972533333333335,0.02773925
GBR,2007,0.5599737299501509,0.013046647777777776,0.01774113,0.002688216666666667,0.018710596666666666
GBR,2008,0.5453290077823574,0.01044927888888889,0.010912623333333335,0.003663623333333333,0.01677159
GBR,2009,0.494467313772674,0.007948135555555555,0.007689146666666666,6.132133333333333e-4,0.015542046666666667
GBR,2010,0.5122771472139347,0.006959504444444445,0.006809036666666666,-2.0115333333333332e-4,0.01427063
GBR,2011,0.4700551733898571,0.0081246,0.010645946666666666,0.0010161433333333331,0.012711709999999998
GBR,2012,0.4878315624054767,0.010638735555555556,0.01695199,4.487266666666667e-4,0.014515489999999999
GBR,2013,0.47795887413439003,0.010290414444444444,0.015848836666666664,8.701e-5,0.014935396666666668
GBR,2014,0.43912644574825405,0.00934406,0.011876333333333332,2.793633333333333e-4,0.015876483333333333
GBR,2015,0.42276826132930406,0.012948307777777779,0.01974896,0.0013626433333333333,0.01773332
GBR,2016,0.3997208371693277,0.011952367777777778,0.01899216,-2.0133666666666668e-4,0.017066280000000003
GBR,2017,0.3876490677620404,0.008897484444444444,0.012327883333333334,-4.3725e-4,0.014801819999999999
GBR,2018,0.38000612315710003,0.010336137777777778,0.013790736666666668,0.0028858133333333333,0.014331863333333333
GBR,2019,0.3650187739332244,0.011117590000000002,0.013937696666666667,0.004299973333333333,0.0151151
GBR,2020,0.326500654215395,0.011786952222222223,0.015444110000000002,0.00455312,0.015363626666666666
GBR,2021,0.34771793653669525,0.011981896666666667,0.015433366666666667,0.004553156666666667,0.015959166666666667
GBR,2022,0.3188862828474312,0.012163396666666668,0.015942190000000002,0.004566026666666666,0.015981973333333333
GEO,1850,4.666743307687377e-7,0.005525128888888889,0.009168280000000001,0.0020048600000000002,0.005402246666666667
GEO,1851,0,0.005526033333333334,0.0091102,0.002045523333333333,0.005422376666666668
GEO,1852,0,0.005473685555555555,0.009019193333333331,0.0020174733333333337,0.00538439
GEO,1853,0,0.005397895555555555,0.008907836666666667,0.0019540399999999998,0.00533181
GEO,1854,0,0.00549494,0.008976623333333334,0.002056266666666666,0.00545193
GEO,1855,1.4150770029761712e-6,0.005426886666666668,0.008887633333333334,0.0019879933333333336,0.005405033333333333
GEO,1856,0,0.005370652222222223,0.008809570000000001,0.00193105,0.005371336666666667
GEO,1857,0,0.005458053333333333,0.008880006666666667,0.00201476,0.005479393333333333
GEO,1858,1.987129408434621e-6,0.005487081111111111,0.008897936666666667,0.002036796666666667,0.005526510000000001
GEO,1859,2.107561493794295e-6,0.005590187777777777,0.008994076666666666,0.002130626666666667,0.00564586
GEO,1860,2.784991973942464e-6,0.0054710577777777785,0.008874396666666668,0.00199375,0.005545026666666668
GEO,1861,3.5376925074404284e-6,0.005316629999999999,0.008695573333333333,0.00183711,0.005417206666666666
GEO,1862,3.1914502620313606e-6,0.005316642222222223,0.008675736666666668,0.00183898,0.00543521
GEO,1863,3.3419903687309553e-6,0.005348346666666666,0.008694803333333332,0.0018663699999999998,0.005483866666666667
GEO,1864,3.7484486568198634e-6,0.005316116666666666,0.008653993333333334,0.00182743,0.005466926666666667
GEO,1865,3.582854539450304e-6,0.005466816666666666,0.008799449999999999,0.00196999,0.00563101
GEO,1866,1.1320616023809363e-5,0.005473367777777779,0.00880308,0.00196779,0.005649233333333334
GEO,1867,1.299161120817483e-5,0.005469872222222223,0.00879802,0.00195514,0.005656456666666667
GEO,1868,1.0808779661030743e-5,0.0054634677777777784,0.00878251,0.0019436633333333334,0.00566423
GEO,1869,1.4662606392540334e-5,0.005442115555555555,0.008756769999999999,0.0019151733333333334,0.005654403333333334
GEO,1870,1.591208927814693e-5,0.005396587777777778,0.008655496666666667,0.0018971333333333334,0.005637133333333334
GEO,1871,2.148207322603188e-5,0.005384170000000001,0.008599726666666667,0.0019158699999999999,0.0056369133333333335
GEO,1872,2.2054125631490338e-5,0.005280391111111111,0.008471613333333333,0.0018281999999999999,0.00554136
GEO,1873,2.0699264671193974e-5,0.005271921111111111,0.008434873333333334,0.0018299233333333334,0.005550966666666666
GEO,1874,2.5125143808162014e-5,0.005336075555555556,0.008478910000000001,0.0018979033333333334,0.005631413333333333
GEO,1875,2.8918754496991733e-5,0.00533251888888889,0.008462116666666667,0.00189387,0.00564157
GEO,1876,3.590381544785284e-5,0.0053158844444444455,0.00843689,0.0018739966666666667,0.005636766666666667
GEO,1877,3.6641461970680857e-05,0.005344863333333334,0.008462116666666667,0.0018970599999999997,0.005675413333333334
GEO,1878,4.78868079411403e-5,0.005388154444444445,0.008502633333333334,0.0019338733333333334,0.0057279566666666665
GEO,1879,4.913629082674693e-5,0.005413405555555556,0.008518803333333335,0.0019558733333333335,0.00576554
GEO,1880,5.764180685527403e-5,0.005346146666666667,0.00834559,0.0019426733333333332,0.005750176666666667
GEO,1881,6.071282503194553e-5,0.00528169888888889,0.008231593333333334,0.00191488,0.005698623333333334
GEO,1882,6.394943732598704e-5,0.00522203,0.008144363333333333,0.0018764899999999998,0.005645236666666667
GEO,1883,7.278614158925304e-5,0.005180364444444445,0.00808137,0.001846276666666667,0.005613446666666667
GEO,1884,7.390013837883013e-5,0.005097876666666667,0.007982736666666667,0.0017707066666666667,0.005540186666666667
GEO,1885,8.049379505227207e-5,0.005184507777777778,0.008056876666666666,0.0018616033333333332,0.005635043333333333
GEO,1886,8.255619451405665e-5,0.005284253333333333,0.008139156666666666,0.0019676066666666665,0.005745996666666667
GEO,1887,8.735842391777343e-5,0.005240118888888888,0.008076713333333332,0.0019299133333333333,0.005713729999999999
GEO,1888,9.112192658526356e-5,0.005341856666666666,0.008167903333333334,0.0020341933333333337,0.005823473333333333
GEO,1889,9.840806774952376e-5,0.0052837522222222225,0.008092993333333335,0.0019816866666666666,0.0057765766666666675
GEO,1890,1.1144484098970824e-4,0.005017735555555556,0.007633926666666667,0.0018266966666666668,0.005592583333333334
GEO,1891,1.227052409708378e-4,0.004879172222222222,0.007403109999999999,0.0017671866666666668,0.00546722
GEO,1892,1.2988600406040857e-4,0.0047952544444444445,0.007252666666666666,0.0017400900000000001,0.005393006666666668
GEO,1893,1.5224120990529807e-4,0.004875798888888889,0.007278553333333334,0.0018591466666666666,0.005489696666666667
GEO,1894,1.5505630990058036e-4,0.004732297777777777,0.007093093333333333,0.0017435366666666665,0.005360263333333333
GEO,1895,1.7816421627896799e-4,0.004795425555555555,0.007122793333333333,0.0018281633333333334,0.0054353199999999996
GEO,1896,1.8137072055166936e-4,0.004709845555555556,0.007009896666666667,0.0017596333333333334,0.005360006666666666
GEO,1897,2.0970236863253257e-4,0.004734766666666667,0.0070077333333333335,0.0018013233333333334,0.005395243333333333
GEO,1898,2.3518880869677347e-4,0.004806584444444444,0.007059543333333333,0.0018861700000000002,0.0054740399999999995
GEO,1899,2.7283888938234166e-4,0.004725343333333333,0.006960689999999999,0.00181599,0.005399350000000001
GEO,1900,3.090738930649337e-4,0.004755532222222222,0.006841193333333333,0.0019323699999999999,0.005493033333333333
GEO,1901,3.173084369014014e-4,0.0047009600000000006,0.006673443333333334,0.0019211133333333333,0.005508323333333333
GEO,1902,3.0646954921903063e-4,0.004556371111111112,0.006499680000000001,0.0018666633333333333,0.00530277
GEO,1903,2.997855684815688e-4,0.004429235555555556,0.006312203333333334,0.0017646566666666666,0.005210846666666667
GEO,1904,3.3353666040361737e-4,0.004502593333333333,0.006361263333333334,0.0018846666666666667,0.00526185
GEO,1905,2.977231690197842e-4,0.004507237777777778,0.006314256666666666,0.00189717,0.005310286666666667
GEO,1906,3.395883726929408e-4,0.004527355555555556,0.006296803333333333,0.0019306833333333333,0.005354579999999999
GEO,1907,3.803696875978597e-4,0.004488171111111112,0.006264060000000001,0.00194986,0.005250593333333334
GEO,1908,3.827030592517036e-4,0.004545798888888889,0.00629486,0.0020353299999999997,0.005307206666666666
GEO,1909,4.039894303390257e-4,0.004616040000000001,0.0062838600000000005,0.0021044466666666666,0.005459813333333333
GEO,1910,3.961914528119863e-4,0.0038848700000000003,0.0049702033333333335,0.0017345533333333334,0.004949853333333334
GEO,1911,4.1076373514050974e-4,0.003552437777777778,0.0045079099999999995,0.0016511733333333333,0.004498230000000001
GEO,1912,4.6530441579777104e-4,0.0035095866666666666,0.004275113333333334,0.0016999033333333334,0.004553743333333333
GEO,1913,5.054685162652217e-4,0.003405868888888889,0.004057606666666666,0.00173283,0.00442717
GEO,1914,4.5619673934244666e-4,0.0033097288888888888,0.0038342699999999994,0.00174702,0.004347896666666667
GEO,1915,4.187273067849153e-4,0.0032372877777777777,0.0036491399999999995,0.0017840166666666668,0.0042787066666666665
GEO,1916,4.4629120032161127e-4,0.0032953433333333336,0.003611996666666667,0.00195382,0.004320213333333333
GEO,1917,4.10733627119167e-4,0.003207502222222222,0.00343706,0.0019633166666666664,0.00422213
GEO,1918,1.6380269009982679e-4,0.0032612799999999996,0.0034242633333333335,0.0021151533333333334,0.004244423333333333
GEO,1919,1.3991197516660135e-4,0.0032422011111111113,0.0033455033333333333,0.0021800900000000004,0.004201009999999999
GEO,1920,1.2758274042790464e-4,0.0030264544444444444,0.0027639333333333337,0.00227051,0.0040449200000000005
GEO,1921,1.3836141206759555e-4,0.002728635555555555,0.00226633,0.002132643333333333,0.0037869333333333333
GEO,1922,1.6874040559957347e-4,0.0027439377777777776,0.00210276,0.00224961,0.003879443333333333
GEO,1923,1.8639876011543563e-4,0.002691834444444444,0.0019139266666666668,0.0023057466666666663,0.0038558299999999998
GEO,1924,2.2207676540323892e-4,0.0024901311111111112,0.0016112433333333334,0.0022213766666666665,0.0036377733333333336
GEO,1925,2.191863953546069e-4,0.002486036666666667,0.0014990433333333334,0.0023095966666666664,0.0036494700000000006
GEO,1926,3.1757940909346046e-4,0.002313397777777778,0.00124344,0.0022352733333333335,0.00346148
GEO,1927,3.9483659185169095e-4,0.0023872322222222224,0.0012340166666666669,0.0023911433333333332,0.0035365366666666666
GEO,1928,4.3373793559688893e-4,0.0023019211111111114,0.0010917866666666667,0.00240075,0.0034132266666666664
GEO,1929,4.671303443727946e-4,0.0022631400000000003,9.732433333333333e-4,0.002423886666666667,0.0033922900000000005
GEO,1930,6.375650673974927e-4,0.0046905344444444445,0.00613833,0.0032577233333333333,0.0046755500000000005
GEO,1931,7.66637487417571e-4,0.005465765555555555,0.007812016666666666,0.0033141533333333334,0.005271126666666666
GEO,1932,8.62728637750254e-4,0.005824084444444444,0.008784966666666668,0.0032012933333333336,0.005485993333333333
GEO,1933,9.656554683915883e-4,0.006286255555555555,0.00977493,0.00328416,0.0057996766666666665
GEO,1934,0.0011670009418509569,0.006657505555555555,0.01057936,0.0032905766666666667,0.00610258
GEO,1935,0.0013191198206175844,0.00719065111111111,0.011451659999999999,0.0034957266666666665,0.0066245666666666665
GEO,1936,0.0015101912546300544,0.007395911111111111,0.012004483333333333,0.0034191300000000003,0.006764119999999999
GEO,1937,0.0015458836136357458,0.007516116666666666,0.012319523333333334,0.003269603333333333,0.006959223333333333
GEO,1938,0.0016317836823627975,0.007598702222222223,0.012471030000000001,0.003186553333333334,0.007138523333333335
GEO,1939,0.001651875664624871,0.007609616666666667,0.012558883333333335,0.0030184366666666665,0.00725153
GEO,1940,0.001980824464462752,0.0045804366666666665,0.005829413333333333,0.0019531233333333333,0.005958773333333333
GEO,1941,0.00173964829467583,0.0031043466666666668,0.0026368466666666667,0.0017296033333333333,0.00494659
GEO,1942,9.541081422513483e-4,0.0019419155555555556,6.383666666666667e-5,0.001509786666666667,0.004252123333333333
GEO,1943,9.957625897751253e-4,8.693788888888887e-4,-0.002284406666666667,0.0012511033333333333,0.0036414399999999997
GEO,1944,0.001444040919505173,-1.399077777777774e-4,-0.004489099999999999,0.00103532,0.003034056666666667
GEO,1945,0.001522734054601991,-0.0010094944444444442,-0.006444606666666666,9.4193e-4,0.0024741933333333336
GEO,1946,0.0017069357427730082,-0.0018155011111111107,-0.00828146,8.514733333333333e-4,0.0019834833333333335
GEO,1947,0.002053282357745036,-0.0026049833333333335,-0.010012493333333334,7.635466666666667e-4,0.0014339966666666666
GEO,1948,0.0021809855387793548,-0.003364961111111111,-0.011666746666666667,6.583133333333334e-4,9.1355e-4
GEO,1949,0.002478059397490996,-0.004062764444444444,-0.013184416666666665,6.011133333333333e-4,3.9501e-4
GEO,1950,0.0027580341709192288,-0.004558632222222222,-0.014119453333333334,5.224266666666667e-4,-7.887000000000001e-5
GEO,1951,0.0029860857570061356,-0.004999524444444444,-0.015122799999999999,6.3712e-4,-5.128933333333333e-4
GEO,1952,0.0031968845857700515,-0.005382275555555555,-0.016095896666666665,9.377499999999999e-4,-9.8868e-4
GEO,1953,0.003381025975564079,-0.005725084444444444,-0.017248696666666664,0.0013506533333333334,-0.00127721
GEO,1954,0.0036893107658347605,-0.00612733,-0.018499690000000003,0.00194568,-0.0018279799999999999
GEO,1955,0.004182842032144672,-0.006541015555555556,-0.01991176,0.0026423099999999997,-0.0023535966666666666
GEO,1956,0.004590631892976837,-0.0070016344444444436,-0.02173325,0.0033280133333333335,-0.0025996666666666664
GEO,1957,0.00502576621247712,-0.007673661111111111,-0.023639036666666665,0.004185573333333333,-0.0035675200000000002
GEO,1958,0.005368013756437127,-0.00849987111111111,-0.026031940000000003,0.00481536,-0.004283033333333333
GEO,1959,0.005644190789512073,-0.009652927777777777,-0.02945004333333333,0.005471363333333333,-0.004980103333333333
GEO,1960,0.005878047101012388,-0.009443707777777779,-0.02804013666666667,0.005875980000000001,-0.006166966666666667
GEO,1961,0.006068890011876193,-0.008058832222222222,-0.02514831,0.0063644899999999996,-0.005392676666666666
GEO,1962,0.0063783001157062735,-0.008144778888888891,-0.024985950000000003,0.006103203333333333,-0.00555159
GEO,1963,0.006849144508406603,-0.008013463333333332,-0.02425001333333333,0.00589666,-0.005687036666666667
GEO,1964,0.007292114097907944,-0.007697298888888889,-0.023257373333333334,0.005739030000000001,-0.005573553333333333
GEO,1965,0.007739366751296473,-0.00749771,-0.022384193333333333,0.00551562,-0.0056245566666666665
GEO,1966,0.008176114961994467,-0.0075713,-0.021537670000000002,0.0050751066666666666,-0.006251336666666667
GEO,1967,0.00855701749917685,-0.0070833400000000005,-0.020566590000000003,0.004784376666666667,-0.005467806666666667
GEO,1968,0.008805556707900737,-0.006875171111111112,-0.019521040000000003,0.004446126666666667,-0.0055506
GEO,1969,0.009176408834079778,-0.006672685555555555,-0.018794856666666665,0.004083750000000001,-0.0053069499999999995
GEO,1970,0.009646593699652508,-0.006027767777777777,-0.01668685333333333,0.0037884733333333337,-0.005184923333333333
GEO,1971,0.010248497487241642,-0.006137278888888888,-0.016764366666666666,0.0033504900000000002,-0.00499796
GEO,1972,0.010790166626990078,-0.006104926666666667,-0.01628858,0.003000213333333333,-0.0050264133333333336
GEO,1973,0.01125490257936968,-0.005889644444444443,-0.015458886666666664,0.00275671,-0.004966756666666667
GEO,1974,0.011693422526808843,-0.005835891111111112,-0.014995566666666666,0.0025084766666666667,-0.0050205833333333335
GEO,1975,0.012299517154130213,-0.0057106622222222216,-0.014327793333333332,0.00228932,-0.005093513333333333
GEO,1976,0.012771423863035493,-0.005393483333333333,-0.013647626666666668,0.0021754333333333336,-0.004708256666666666
GEO,1977,0.013204663264979155,-0.005365494444444445,-0.013257456666666669,0.001964563333333333,-0.004803590000000001
GEO,1978,0.013659864643203717,-0.005147547777777778,-0.012675446666666666,0.0019443599999999998,-0.004711556666666667
GEO,1979,0.013770886280305112,-0.005019190000000001,-0.012088193333333335,0.001888003333333333,-0.00485738
GEO,1980,0.014306247659423756,-0.004131844444444444,-0.010089456666666665,0.0019443233333333333,-0.0042504
GEO,1981,0.0140448569729193,-0.0043544111111111115,-0.010575986666666667,0.0018242399999999998,-0.004311486666666666
GEO,1982,0.01430919741208397,-0.004180855555555555,-0.010240816666666666,0.0018257066666666664,-0.004127456666666666
GEO,1983,0.014514470149073182,-0.00405823,-0.00986469,0.0018784333333333335,-0.004188433333333333
GEO,1984,0.014645114349578608,-0.003875776666666666,-0.009401333333333333,0.0018947866666666666,-0.0041207833333333325
GEO,1985,0.01578546723373235,-0.003721275555555556,-0.009005223333333335,0.0018666266666666667,-0.0040252299999999994
GEO,1986,0.015586457526208727,-0.0036402788888888885,-0.008599323333333334,0.0017762066666666668,-0.00409772
GEO,1987,0.015739661141799283,-0.0034587422222222227,-0.008249963333333334,0.0017153033333333332,-0.003841566666666667
GEO,1988,0.01633086480369201,-0.0035826022222222222,-0.008165043333333333,0.0013230800000000001,-0.0039058433333333327
GEO,1989,0.016207938282352702,-0.0036170322222222225,-0.007937893333333335,0.00113905,-0.004052253333333333
GEO,1990,0.015959992948377057,-0.003535766666666667,-0.007603676666666666,9.731333333333335e-4,-0.003976756666666667
GEO,1991,0.015883709348686267,-0.0034186288888888882,-0.0070186599999999995,7.512266666666667e-4,-0.0039884533333333335
GEO,1992,0.015288034064017951,-0.003621603333333333,-0.007817443333333333,6.813766666666667e-4,-0.003728743333333333
GEO,1993,0.009922916467554383,-0.0037598855555555553,-0.007668136666666666,4.796366666666667e-4,-0.004091156666666667
GEO,1994,0.006072260634837943,-0.0041163833333333335,-0.008390616666666666,3.299266666666667e-4,-0.00428846
