model,scen,r10,peakyearbin,pkyearbin,netzeroyearbin,nzyearbin,category,ppp_pf,rcb2100_gtco2_cmltv,gtco2_cdr_cmltv
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-104.54081608202932,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-112.24074311461558,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-122.37427605296206,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-105.6060187166654,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-117.02144691847587,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-129.43832289588215,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-156.8694178054305,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-164.56934483801678,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-174.70287777636324,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-157.93462044006657,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-169.35004864187704,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_D,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-181.76692461928332,1.7735189896062016
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-113.68211782604546,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-179.74130541604995,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-115.64856394788055,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-123.3484909804668,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-133.4820239188133,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-116.71376658251663,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-128.1291947843271,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-140.54607076173335,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-167.97716567128174,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-175.67709270386797,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-185.81062564221446,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-169.04236830591782,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-180.4577965077283,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LI,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-192.87467248513454,0.7157753521800041
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-113.39211182933926,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-179.45129941934374,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-115.35855795117436,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-123.05848498376061,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-133.19201792210708,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-116.42376058581044,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-127.83918878762091,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-140.25606476502716,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-167.68715967457553,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-175.38708670716179,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-185.52061964550825,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-168.7523623092116,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-180.16779051102208,0.16580088106095792
IMAGE 3.2,SSP2_SPA2_26I_LIRE,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-192.58466648842835,0.16580088106095792
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-91.58663231425454,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-157.64581990425904,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-93.55307843608963,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-101.2530054686759,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-111.38653840702236,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-94.61828107072571,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-106.03370927253619,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-118.45058524994243,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-145.8816801594908,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-153.58160719207706,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-163.71514013042355,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-146.94688279412688,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-158.36231099593735,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-170.77918697334363,2.7687232372611192
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-91.81564753725758,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-157.8748351272621,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-93.78209365909268,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-101.48202069167893,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-111.6155536300254,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-94.84729629372876,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-106.26272449553923,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-118.67960047294548,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-146.11069538249384,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-153.8106224150801,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-163.9441553534266,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-147.17589801712992,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-158.5913262189404,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-171.00820219634664,2.780416328787825
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-100.40227102351062,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-166.4614586135151,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-102.36871714534573,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-110.06864417793197,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-120.20217711627845,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-103.4339197799818,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-114.84934798179228,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-127.26622395919853,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-154.6973188687469,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-162.39724590133315,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-172.5307788396796,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-155.76252150338297,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-167.17794970519344,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-179.59482568259972,1.2015607402462465
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-100.93337126207457,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-166.99255885207907,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-102.89981738390966,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-110.59974441649592,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-120.7332773548424,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-103.96502001854574,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-115.38044822035621,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-127.79732419776248,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-155.22841910731086,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-162.9283461398971,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-173.06187907824358,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-156.29362174194694,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-167.7090499437574,1.0751684300812796
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-180.12592592116366,1.0751684300812796
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-94.02133713359805,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-160.08052472360254,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-95.98778325543316,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-103.6877102880194,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-113.82124322636588,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-97.05298589006924,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-108.46841409187971,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-120.88529006928596,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-148.31638497883432,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-156.01631201142058,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-166.14984494976704,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-149.3815876134704,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-160.79701581528087,2.5101916779902442
WITCH 5.0,CO_2Deg2030,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-173.21389179268715,2.5101916779902442
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-95.08505822073202,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-161.14424581073652,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-97.05150434256711,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-104.75143137515337,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-114.88496431349985,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-98.1167069772032,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-109.53213517901366,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-121.94901115641993,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-149.38010606596828,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-157.08003309855457,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-167.21356603690103,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-150.44530870060436,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-161.86073690241483,1.6390341687039416
WITCH 5.0,EN_INDCi2030_600f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-174.2776128798211,1.6390341687039416
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-98.57479740632897,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-164.63398499633348,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-100.54124352816407,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-108.24117056075032,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-118.3747034990968,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-101.60644616280015,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-113.02187436461062,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-125.43875034201687,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-152.86984525156524,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-160.5697722841515,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-170.703305222498,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-153.93504788620132,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-165.3504760880118,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f,R10FSU,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-177.76735206541804,0.5592870812266088
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-101.38195399210082,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-167.44114158210533,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-103.34840011393592,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-111.04832714652217,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-121.18186008486865,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-104.413602748572,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-115.82903095038247,0.14892815428317027
WITCH 5.0,EN_INDCi2030_700f_NDCp,R10FSU,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-128.24590692778872,0.14892815428317027
