model,scen,r10,peakyearbin,pkyearbin,netzeroyearbin,nzyearbin,category,ppp_pf,rcb2100_gtco2_cmltv,gtco2_cdr_cmltv
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/asinh(x),-53.04246724142189,14.76151628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/sqrt(x),-97.61020884708523,14.76151628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/x,-178.60655952628628,14.76151628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/asinh(x),-49.69380469106869,14.76151628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/sqrt(x),-82.5876461914902,14.76151628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/x,-154.59864390499484,14.76151628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,1_PP1990,NA,-230.32341655065434,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,2_PP1850,NA,-115.28777502843164,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,MER_1/asinh(x),-238.36374318312824,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,MER_1/sqrt(x),-282.93148478879164,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,MER_1/x,-363.9278354679926,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,PPP_1/asinh(x),-235.01508063277504,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,PPP_1/sqrt(x),-267.9089221331966,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,PPP_1/x,-339.9199198467012,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/asinh(x),-55.16923332339434,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/sqrt(x),-99.73697492905768,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/x,-180.73332560825872,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/asinh(x),-51.82057077304114,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/sqrt(x),-84.71441227346264,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/x,-156.7254099869673,14.49830465
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,1_PP1990,NA,-123.65607824019347,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,2_PP1850,NA,-8.620436717970762,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,MER_1/asinh(x),-131.69640487266736,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,MER_1/sqrt(x),-176.26414647833073,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,MER_1/x,-257.26049715753174,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,PPP_1/asinh(x),-128.34774232231416,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,PPP_1/sqrt(x),-161.2415838227357,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,3_PP1990adjATP,PPP_1/x,-233.25258153624034,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/asinh(x),51.49810498706654,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/sqrt(x),6.930363381403197,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,MER_1/x,-74.06598729779785,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/asinh(x),54.84676753741974,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/sqrt(x),21.952926036998235,0.6788294499999996
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,R10EASPAS,peak: 2030,2030,net-zero: 2070,2070,4_PP1850adjATP,PPP_1/x,-50.058071676506415,0.6788294499999996
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-355.794550024553,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-240.75890850233029,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-363.8348766570269,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-408.4026182626902,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-489.39896894189127,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-360.4862141066737,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-393.3800556070952,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-465.3910533205999,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-180.64036679729298,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-225.20810840295633,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-306.20445908215737,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-177.2917042469398,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-210.1855457473613,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1200f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-282.19654346086594,26.20297162
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-413.6481057305822,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-298.6124642083595,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-421.68843236305605,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-466.2561739687194,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-547.2525246479204,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-418.33976981270285,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-451.23361131312436,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-523.2446090266291,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-238.49392250332215,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-283.0616641089855,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-364.05801478818654,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-235.14525995296896,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-268.03910145339046,18.51076154
AIM/CGE 2.2,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-340.0500991668951,18.51076154
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-341.12488550261116,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-226.0892439803885,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-349.1652121350851,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-393.7329537407485,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-474.72930441994947,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-345.8165495847319,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-378.71039108515345,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-450.72138879865804,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-165.9707022753512,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-210.53844388101453,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-291.5347945602156,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-162.622039724998,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-195.5158812254195,29.438724071592564
IMAGE 3.0,EN_INDCi2030_1400f,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-267.52687893892414,29.438724071592564
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-307.8631786738774,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-192.8275371516547,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-315.9035053063513,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-360.47124691201464,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-441.4675975912157,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-312.5548427559981,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-345.4486842564196,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-417.4596819699243,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-132.7089954466174,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-177.27673705228074,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-258.2730877314818,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-129.3603328962642,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-162.2541743966857,0.0032476015537977188
IMAGE 3.2,SSP1_SPA1_26I_LI,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-234.26517211019035,0.0032476015537977188
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-258.99045680882625,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-143.95481528660358,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-267.0307834413002,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-311.5985250469636,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-392.59487572616456,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-263.682120890947,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-296.57596239136853,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-368.58696010487313,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-83.83627358156627,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-128.40401518722962,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-209.40036586643066,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-80.48761103121308,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-113.38145253163458,9.91926453
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-185.39245024513923,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-258.99045680882625,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-143.95481528660358,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-267.0307834413002,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-311.5985250469636,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-392.59487572616456,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-263.682120890947,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-296.57596239136853,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-368.58696010487313,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-83.83627358156627,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-128.40401518722962,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-209.40036586643066,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-80.48761103121308,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-113.38145253163458,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-185.39245024513923,9.91926453
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,1_PP1990,NA,-226.705231435689,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,2_PP1850,NA,-111.6695899134663,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/asinh(x),-234.7455580681629,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/sqrt(x),-279.31329967382624,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,MER_1/x,-360.3096503530273,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/asinh(x),-231.3968955178097,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/sqrt(x),-264.2907370182312,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,3_PP1990adjATP,PPP_1/x,-336.3017347317359,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/asinh(x),-51.551048208428995,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/sqrt(x),-96.11878981409234,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,MER_1/x,-177.11514049329338,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/asinh(x),-48.2023856580758,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/sqrt(x),-81.0962271584973,3.975954769999999
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,R10EASPAS,peak: 2030,2030,net-zero: 2080,2080,4_PP1850adjATP,PPP_1/x,-153.10722487200195,3.975954769999999
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,1_PP1990,NA,-324.75021432950473,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,2_PP1850,NA,-209.71457280728205,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,3_PP1990adjATP,MER_1/asinh(x),-332.79054096197865,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,3_PP1990adjATP,MER_1/sqrt(x),-377.35828256764205,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,3_PP1990adjATP,MER_1/x,-458.35463324684304,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,3_PP1990adjATP,PPP_1/asinh(x),-329.44187841162545,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,3_PP1990adjATP,PPP_1/sqrt(x),-362.335719912047,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,3_PP1990adjATP,PPP_1/x,-434.3467176255516,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,4_PP1850adjATP,MER_1/asinh(x),-149.59603110224475,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,4_PP1850adjATP,MER_1/sqrt(x),-194.1637727079081,4.750928482776414
IMAGE 3.0,EN_INDCi2030_1400,R10EASPAS,peak: 2030,2030,net-zero: 2090,2090,4_PP1850adjATP,MER_1/x,-275.16012338710914,4.750928482776414
