model,case,aggregate,quantile,year,gmt
MESSAGEix-GLOBIOM,A,Max,0.1,1990,0.49856
MESSAGEix-GLOBIOM,A,Max,0.1,1991,0.4953
MESSAGEix-GLOBIOM,A,Max,0.1,1992,0.38984
MESSAGEix-GLOBIOM,A,Max,0.1,1993,0.3043
MESSAGEix-GLOBIOM,A,Max,0.1,1994,0.3383
MESSAGEix-GLOBIOM,A,Max,0.1,1995,0.41346
MESSAGEix-GLOBIOM,A,Max,0.1,1996,0.48376
MESSAGEix-GLOBIOM,A,Max,0.1,1997,0.54462
MESSAGEix-GLOBIOM,A,Max,0.1,1998,0.5989
MESSAGEix-GLOBIOM,A,Max,0.1,1999,0.6479400000000001
MESSAGEix-GLOBIOM,A,Max,0.1,2000,0.69316
MESSAGEix-GLOBIOM,A,Max,0.1,2001,0.73178
MESSAGEix-GLOBIOM,A,Max,0.1,2002,0.76002
MESSAGEix-GLOBIOM,A,Max,0.1,2003,0.77982
MESSAGEix-GLOBIOM,A,Max,0.1,2004,0.792
MESSAGEix-GLOBIOM,A,Max,0.1,2005,0.80016
MESSAGEix-GLOBIOM,A,Max,0.1,2006,0.8069200000000001
MESSAGEix-GLOBIOM,A,Max,0.1,2007,0.81512
MESSAGEix-GLOBIOM,A,Max,0.1,2008,0.82814
MESSAGEix-GLOBIOM,A,Max,0.1,2009,0.8437
MESSAGEix-GLOBIOM,A,Max,0.1,2010,0.86408
MESSAGEix-GLOBIOM,A,Max,0.1,2011,0.8871
MESSAGEix-GLOBIOM,A,Max,0.1,2012,0.91134
MESSAGEix-GLOBIOM,A,Max,0.1,2013,0.9374
MESSAGEix-GLOBIOM,A,Max,0.1,2014,0.96216
MESSAGEix-GLOBIOM,A,Max,0.1,2015,0.9812
MESSAGEix-GLOBIOM,A,Max,0.1,2016,0.99776
MESSAGEix-GLOBIOM,A,Max,0.1,2017,1.01356
MESSAGEix-GLOBIOM,A,Max,0.1,2018,1.03332
MESSAGEix-GLOBIOM,A,Max,0.1,2019,1.05258
MESSAGEix-GLOBIOM,A,Max,0.1,2020,1.07432
MESSAGEix-GLOBIOM,A,Max,0.1,2021,1.09472
MESSAGEix-GLOBIOM,A,Max,0.1,2022,1.11172
MESSAGEix-GLOBIOM,A,Max,0.1,2023,1.12796
MESSAGEix-GLOBIOM,A,Max,0.1,2024,1.14354
MESSAGEix-GLOBIOM,A,Max,0.1,2025,1.15808
MESSAGEix-GLOBIOM,A,Max,0.1,2026,1.17502
MESSAGEix-GLOBIOM,A,Max,0.1,2027,1.18962
MESSAGEix-GLOBIOM,A,Max,0.1,2028,1.2044
MESSAGEix-GLOBIOM,A,Max,0.1,2029,1.21998
MESSAGEix-GLOBIOM,A,Max,0.1,2030,1.2364
MESSAGEix-GLOBIOM,A,Max,0.1,2031,1.2541
MESSAGEix-GLOBIOM,A,Max,0.1,2032,1.27164
MESSAGEix-GLOBIOM,A,Max,0.1,2033,1.2886
MESSAGEix-GLOBIOM,A,Max,0.1,2034,1.30548
MESSAGEix-GLOBIOM,A,Max,0.1,2035,1.3231
MESSAGEix-GLOBIOM,A,Max,0.1,2036,1.33988
MESSAGEix-GLOBIOM,A,Max,0.1,2037,1.35774
MESSAGEix-GLOBIOM,A,Max,0.1,2038,1.37504
MESSAGEix-GLOBIOM,A,Max,0.1,2039,1.39204
MESSAGEix-GLOBIOM,A,Max,0.1,2040,1.41
MESSAGEix-GLOBIOM,A,Max,0.1,2041,1.4278
MESSAGEix-GLOBIOM,A,Max,0.1,2042,1.44472
MESSAGEix-GLOBIOM,A,Max,0.1,2043,1.46188
MESSAGEix-GLOBIOM,A,Max,0.1,2044,1.47882
MESSAGEix-GLOBIOM,A,Max,0.1,2045,1.49466
MESSAGEix-GLOBIOM,A,Max,0.1,2046,1.51098
MESSAGEix-GLOBIOM,A,Max,0.1,2047,1.5284
MESSAGEix-GLOBIOM,A,Max,0.1,2048,1.54442
MESSAGEix-GLOBIOM,A,Max,0.1,2049,1.56164
MESSAGEix-GLOBIOM,A,Max,0.1,2050,1.57834
MESSAGEix-GLOBIOM,A,Max,0.1,2051,1.595
MESSAGEix-GLOBIOM,A,Max,0.1,2052,1.6119
MESSAGEix-GLOBIOM,A,Max,0.1,2053,1.62848
MESSAGEix-GLOBIOM,A,Max,0.1,2054,1.6447
MESSAGEix-GLOBIOM,A,Max,0.1,2055,1.6607
MESSAGEix-GLOBIOM,A,Max,0.1,2056,1.67778
MESSAGEix-GLOBIOM,A,Max,0.1,2057,1.69648
MESSAGEix-GLOBIOM,A,Max,0.1,2058,1.71572
MESSAGEix-GLOBIOM,A,Max,0.1,2059,1.73486
MESSAGEix-GLOBIOM,A,Max,0.1,2060,1.7526000000000002
MESSAGEix-GLOBIOM,A,Max,0.1,2061,1.7721
MESSAGEix-GLOBIOM,A,Max,0.1,2062,1.7913
MESSAGEix-GLOBIOM,A,Max,0.1,2063,1.81162
MESSAGEix-GLOBIOM,A,Max,0.1,2064,1.82952
MESSAGEix-GLOBIOM,A,Max,0.1,2065,1.8492
MESSAGEix-GLOBIOM,A,Max,0.1,2066,1.86824
MESSAGEix-GLOBIOM,A,Max,0.1,2067,1.88756
MESSAGEix-GLOBIOM,A,Max,0.1,2068,1.90714
MESSAGEix-GLOBIOM,A,Max,0.1,2069,1.92632
MESSAGEix-GLOBIOM,A,Max,0.1,2070,1.94566
MESSAGEix-GLOBIOM,A,Max,0.1,2071,1.96604
MESSAGEix-GLOBIOM,A,Max,0.1,2072,1.98568
MESSAGEix-GLOBIOM,A,Max,0.1,2073,2.00604
MESSAGEix-GLOBIOM,A,Max,0.1,2074,2.0263
MESSAGEix-GLOBIOM,A,Max,0.1,2075,2.04762
MESSAGEix-GLOBIOM,A,Max,0.1,2076,2.06928
MESSAGEix-GLOBIOM,A,Max,0.1,2077,2.09144
MESSAGEix-GLOBIOM,A,Max,0.1,2078,2.11288
MESSAGEix-GLOBIOM,A,Max,0.1,2079,2.13414
MESSAGEix-GLOBIOM,A,Max,0.1,2080,2.15562
MESSAGEix-GLOBIOM,A,Max,0.1,2081,2.1772400000000003
MESSAGEix-GLOBIOM,A,Max,0.1,2082,2.1986
MESSAGEix-GLOBIOM,A,Max,0.1,2083,2.21812
MESSAGEix-GLOBIOM,A,Max,0.1,2084,2.23706
MESSAGEix-GLOBIOM,A,Max,0.1,2085,2.25762
MESSAGEix-GLOBIOM,A,Max,0.1,2086,2.2785200000000003
MESSAGEix-GLOBIOM,A,Max,0.1,2087,2.29772
MESSAGEix-GLOBIOM,A,Max,0.1,2088,2.31656
MESSAGEix-GLOBIOM,A,Max,0.1,2089,2.33558
MESSAGEix-GLOBIOM,A,Max,0.1,2090,2.35514
MESSAGEix-GLOBIOM,A,Max,0.1,2091,2.37648
MESSAGEix-GLOBIOM,A,Max,0.1,2092,2.39876
MESSAGEix-GLOBIOM,A,Max,0.1,2093,2.42304
MESSAGEix-GLOBIOM,A,Max,0.1,2094,2.4478
MESSAGEix-GLOBIOM,A,Max,0.1,2095,2.4739
MESSAGEix-GLOBIOM,A,Max,0.1,2096,2.4998
MESSAGEix-GLOBIOM,A,Max,0.1,2097,2.52522
MESSAGEix-GLOBIOM,A,Max,0.1,2098,2.55216
MESSAGEix-GLOBIOM,A,Max,0.1,2099,2.57948
MESSAGEix-GLOBIOM,A,Max,0.1,2100,2.60856
MESSAGEix-GLOBIOM,A,Max,0.167,1990,0.5192412
MESSAGEix-GLOBIOM,A,Max,0.167,1991,0.5156412
MESSAGEix-GLOBIOM,A,Max,0.167,1992,0.4130412
MESSAGEix-GLOBIOM,A,Max,0.167,1993,0.3257412
MESSAGEix-GLOBIOM,A,Max,0.167,1994,0.3608412
MESSAGEix-GLOBIOM,A,Max,0.167,1995,0.4343884
MESSAGEix-GLOBIOM,A,Max,0.167,1996,0.5054
MESSAGEix-GLOBIOM,A,Max,0.167,1997,0.5669411999999999
MESSAGEix-GLOBIOM,A,Max,0.167,1998,0.6217412
MESSAGEix-GLOBIOM,A,Max,0.167,1999,0.6732824000000001
MESSAGEix-GLOBIOM,A,Max,0.167,2000,0.7188
MESSAGEix-GLOBIOM,A,Max,0.167,2001,0.7553411999999999
MESSAGEix-GLOBIOM,A,Max,0.167,2002,0.7840824000000001
MESSAGEix-GLOBIOM,A,Max,0.167,2003,0.8051
MESSAGEix-GLOBIOM,A,Max,0.167,2004,0.8179236
MESSAGEix-GLOBIOM,A,Max,0.167,2005,0.8273236
MESSAGEix-GLOBIOM,A,Max,0.167,2006,0.8378
MESSAGEix-GLOBIOM,A,Max,0.167,2007,0.8494824000000001
MESSAGEix-GLOBIOM,A,Max,0.167,2008,0.8631648
MESSAGEix-GLOBIOM,A,Max,0.167,2009,0.8803236
MESSAGEix-GLOBIOM,A,Max,0.167,2010,0.9000412
MESSAGEix-GLOBIOM,A,Max,0.167,2011,0.9230412
MESSAGEix-GLOBIOM,A,Max,0.167,2012,0.9469412
MESSAGEix-GLOBIOM,A,Max,0.167,2013,0.9749824
MESSAGEix-GLOBIOM,A,Max,0.167,2014,1.0006
MESSAGEix-GLOBIOM,A,Max,0.167,2015,1.0199412
MESSAGEix-GLOBIOM,A,Max,0.167,2016,1.0378412
MESSAGEix-GLOBIOM,A,Max,0.167,2017,1.0566236
MESSAGEix-GLOBIOM,A,Max,0.167,2018,1.0775
MESSAGEix-GLOBIOM,A,Max,0.167,2019,1.0985236
MESSAGEix-GLOBIOM,A,Max,0.167,2020,1.1186236
MESSAGEix-GLOBIOM,A,Max,0.167,2021,1.1370412
MESSAGEix-GLOBIOM,A,Max,0.167,2022,1.1553
MESSAGEix-GLOBIOM,A,Max,0.167,2023,1.173106
MESSAGEix-GLOBIOM,A,Max,0.167,2024,1.1904472
MESSAGEix-GLOBIOM,A,Max,0.167,2025,1.2075412
MESSAGEix-GLOBIOM,A,Max,0.167,2026,1.2234884
MESSAGEix-GLOBIOM,A,Max,0.167,2027,1.2389236
MESSAGEix-GLOBIOM,A,Max,0.167,2028,1.2544708
MESSAGEix-GLOBIOM,A,Max,0.167,2029,1.2704412
MESSAGEix-GLOBIOM,A,Max,0.167,2030,1.2869236
MESSAGEix-GLOBIOM,A,Max,0.167,2031,1.3043
MESSAGEix-GLOBIOM,A,Max,0.167,2032,1.3216824
MESSAGEix-GLOBIOM,A,Max,0.167,2033,1.3401824
MESSAGEix-GLOBIOM,A,Max,0.167,2034,1.3588824
MESSAGEix-GLOBIOM,A,Max,0.167,2035,1.3770824
MESSAGEix-GLOBIOM,A,Max,0.167,2036,1.3945412
MESSAGEix-GLOBIOM,A,Max,0.167,2037,1.4124648000000002
MESSAGEix-GLOBIOM,A,Max,0.167,2038,1.4315824
MESSAGEix-GLOBIOM,A,Max,0.167,2039,1.4500824
MESSAGEix-GLOBIOM,A,Max,0.167,2040,1.4686236
MESSAGEix-GLOBIOM,A,Max,0.167,2041,1.487
MESSAGEix-GLOBIOM,A,Max,0.167,2042,1.5046824
MESSAGEix-GLOBIOM,A,Max,0.167,2043,1.521806
MESSAGEix-GLOBIOM,A,Max,0.167,2044,1.5393296
MESSAGEix-GLOBIOM,A,Max,0.167,2045,1.5578707999999999
MESSAGEix-GLOBIOM,A,Max,0.167,2046,1.5752648
MESSAGEix-GLOBIOM,A,Max,0.167,2047,1.5920884
MESSAGEix-GLOBIOM,A,Max,0.167,2048,1.6102236
MESSAGEix-GLOBIOM,A,Max,0.167,2049,1.6280412
MESSAGEix-GLOBIOM,A,Max,0.167,2050,1.6456412
MESSAGEix-GLOBIOM,A,Max,0.167,2051,1.6630412
MESSAGEix-GLOBIOM,A,Max,0.167,2052,1.6809824
MESSAGEix-GLOBIOM,A,Max,0.167,2053,1.6997648
MESSAGEix-GLOBIOM,A,Max,0.167,2054,1.7175412
MESSAGEix-GLOBIOM,A,Max,0.167,2055,1.7359
MESSAGEix-GLOBIOM,A,Max,0.167,2056,1.7549236
MESSAGEix-GLOBIOM,A,Max,0.167,2057,1.7734236
MESSAGEix-GLOBIOM,A,Max,0.167,2058,1.7917
MESSAGEix-GLOBIOM,A,Max,0.167,2059,1.8104236
MESSAGEix-GLOBIOM,A,Max,0.167,2060,1.8308416
MESSAGEix-GLOBIOM,A,Max,0.167,2061,1.8515824
MESSAGEix-GLOBIOM,A,Max,0.167,2062,1.8704236
MESSAGEix-GLOBIOM,A,Max,0.167,2063,1.8910412
MESSAGEix-GLOBIOM,A,Max,0.167,2064,1.9129648
MESSAGEix-GLOBIOM,A,Max,0.167,2065,1.9354884
MESSAGEix-GLOBIOM,A,Max,0.167,2066,1.9574412
MESSAGEix-GLOBIOM,A,Max,0.167,2067,1.9789412
MESSAGEix-GLOBIOM,A,Max,0.167,2068,2.0012
MESSAGEix-GLOBIOM,A,Max,0.167,2069,2.0233236
MESSAGEix-GLOBIOM,A,Max,0.167,2070,2.0463824
MESSAGEix-GLOBIOM,A,Max,0.167,2071,2.0679884
MESSAGEix-GLOBIOM,A,Max,0.167,2072,2.0899296
MESSAGEix-GLOBIOM,A,Max,0.167,2073,2.1133412000000003
MESSAGEix-GLOBIOM,A,Max,0.167,2074,2.1369768
MESSAGEix-GLOBIOM,A,Max,0.167,2075,2.1594824000000004
MESSAGEix-GLOBIOM,A,Max,0.167,2076,2.1825
MESSAGEix-GLOBIOM,A,Max,0.167,2077,2.2061
MESSAGEix-GLOBIOM,A,Max,0.167,2078,2.2293648
MESSAGEix-GLOBIOM,A,Max,0.167,2079,2.2525824
MESSAGEix-GLOBIOM,A,Max,0.167,2080,2.2764236
MESSAGEix-GLOBIOM,A,Max,0.167,2081,2.3002236
MESSAGEix-GLOBIOM,A,Max,0.167,2082,2.3229824000000003
MESSAGEix-GLOBIOM,A,Max,0.167,2083,2.3448059999999997
MESSAGEix-GLOBIOM,A,Max,0.167,2084,2.3661824
MESSAGEix-GLOBIOM,A,Max,0.167,2085,2.3855472
MESSAGEix-GLOBIOM,A,Max,0.167,2086,2.4062004
MESSAGEix-GLOBIOM,A,Max,0.167,2087,2.4270236
MESSAGEix-GLOBIOM,A,Max,0.167,2088,2.4482356
MESSAGEix-GLOBIOM,A,Max,0.167,2089,2.4696236000000003
MESSAGEix-GLOBIOM,A,Max,0.167,2090,2.4900236
MESSAGEix-GLOBIOM,A,Max,0.167,2091,2.5119412
MESSAGEix-GLOBIOM,A,Max,0.167,2092,2.5364592
MESSAGEix-GLOBIOM,A,Max,0.167,2093,2.5624824
MESSAGEix-GLOBIOM,A,Max,0.167,2094,2.5887059999999997
MESSAGEix-GLOBIOM,A,Max,0.167,2095,2.6176236
MESSAGEix-GLOBIOM,A,Max,0.167,2096,2.6479532
MESSAGEix-GLOBIOM,A,Max,0.167,2097,2.6769179999999997
MESSAGEix-GLOBIOM,A,Max,0.167,2098,2.7076824
MESSAGEix-GLOBIOM,A,Max,0.167,2099,2.7376768
MESSAGEix-GLOBIOM,A,Max,0.167,2100,2.7688824000000003
MESSAGEix-GLOBIOM,A,Max,0.2,1990,0.5283
MESSAGEix-GLOBIOM,A,Max,0.2,1991,0.52602
MESSAGEix-GLOBIOM,A,Max,0.2,1992,0.4232
MESSAGEix-GLOBIOM,A,Max,0.2,1993,0.33672
MESSAGEix-GLOBIOM,A,Max,0.2,1994,0.36974
MESSAGEix-GLOBIOM,A,Max,0.2,1995,0.44412
MESSAGEix-GLOBIOM,A,Max,0.2,1996,0.51444
MESSAGEix-GLOBIOM,A,Max,0.2,1997,0.57642
MESSAGEix-GLOBIOM,A,Max,0.2,1998,0.6328
MESSAGEix-GLOBIOM,A,Max,0.2,1999,0.68232
MESSAGEix-GLOBIOM,A,Max,0.2,2000,0.72874
MESSAGEix-GLOBIOM,A,Max,0.2,2001,0.76514
MESSAGEix-GLOBIOM,A,Max,0.2,2002,0.7941
MESSAGEix-GLOBIOM,A,Max,0.2,2003,0.81638
MESSAGEix-GLOBIOM,A,Max,0.2,2004,0.83104
MESSAGEix-GLOBIOM,A,Max,0.2,2005,0.8409800000000001
MESSAGEix-GLOBIOM,A,Max,0.2,2006,0.84922
MESSAGEix-GLOBIOM,A,Max,0.2,2007,0.8598
MESSAGEix-GLOBIOM,A,Max,0.2,2008,0.8746200000000001
MESSAGEix-GLOBIOM,A,Max,0.2,2009,0.89052
MESSAGEix-GLOBIOM,A,Max,0.2,2010,0.9115
MESSAGEix-GLOBIOM,A,Max,0.2,2011,0.93534
MESSAGEix-GLOBIOM,A,Max,0.2,2012,0.96018
MESSAGEix-GLOBIOM,A,Max,0.2,2013,0.987
MESSAGEix-GLOBIOM,A,Max,0.2,2014,1.0130599999999998
MESSAGEix-GLOBIOM,A,Max,0.2,2015,1.03434
MESSAGEix-GLOBIOM,A,Max,0.2,2016,1.05232
MESSAGEix-GLOBIOM,A,Max,0.2,2017,1.07054
MESSAGEix-GLOBIOM,A,Max,0.2,2018,1.0929
MESSAGEix-GLOBIOM,A,Max,0.2,2019,1.11422
MESSAGEix-GLOBIOM,A,Max,0.2,2020,1.13472
MESSAGEix-GLOBIOM,A,Max,0.2,2021,1.1547
MESSAGEix-GLOBIOM,A,Max,0.2,2022,1.1733
MESSAGEix-GLOBIOM,A,Max,0.2,2023,1.19072
MESSAGEix-GLOBIOM,A,Max,0.2,2024,1.2084199999999998
MESSAGEix-GLOBIOM,A,Max,0.2,2025,1.22482
MESSAGEix-GLOBIOM,A,Max,0.2,2026,1.24084
MESSAGEix-GLOBIOM,A,Max,0.2,2027,1.2575
MESSAGEix-GLOBIOM,A,Max,0.2,2028,1.2733200000000002
MESSAGEix-GLOBIOM,A,Max,0.2,2029,1.2891199999999998
MESSAGEix-GLOBIOM,A,Max,0.2,2030,1.3058
MESSAGEix-GLOBIOM,A,Max,0.2,2031,1.3233199999999998
MESSAGEix-GLOBIOM,A,Max,0.2,2032,1.3417
MESSAGEix-GLOBIOM,A,Max,0.2,2033,1.3609
MESSAGEix-GLOBIOM,A,Max,0.2,2034,1.37994
MESSAGEix-GLOBIOM,A,Max,0.2,2035,1.39892
MESSAGEix-GLOBIOM,A,Max,0.2,2036,1.41656
MESSAGEix-GLOBIOM,A,Max,0.2,2037,1.43582
MESSAGEix-GLOBIOM,A,Max,0.2,2038,1.4544
MESSAGEix-GLOBIOM,A,Max,0.2,2039,1.47212
MESSAGEix-GLOBIOM,A,Max,0.2,2040,1.4901199999999999
MESSAGEix-GLOBIOM,A,Max,0.2,2041,1.5091
MESSAGEix-GLOBIOM,A,Max,0.2,2042,1.52724
MESSAGEix-GLOBIOM,A,Max,0.2,2043,1.54542
MESSAGEix-GLOBIOM,A,Max,0.2,2044,1.56456
MESSAGEix-GLOBIOM,A,Max,0.2,2045,1.58258
MESSAGEix-GLOBIOM,A,Max,0.2,2046,1.60096
MESSAGEix-GLOBIOM,A,Max,0.2,2047,1.61924
MESSAGEix-GLOBIOM,A,Max,0.2,2048,1.6375
MESSAGEix-GLOBIOM,A,Max,0.2,2049,1.65528
MESSAGEix-GLOBIOM,A,Max,0.2,2050,1.67424
MESSAGEix-GLOBIOM,A,Max,0.2,2051,1.69196
MESSAGEix-GLOBIOM,A,Max,0.2,2052,1.71128
MESSAGEix-GLOBIOM,A,Max,0.2,2053,1.73044
MESSAGEix-GLOBIOM,A,Max,0.2,2054,1.74952
MESSAGEix-GLOBIOM,A,Max,0.2,2055,1.7672800000000002
MESSAGEix-GLOBIOM,A,Max,0.2,2056,1.78618
MESSAGEix-GLOBIOM,A,Max,0.2,2057,1.80508
MESSAGEix-GLOBIOM,A,Max,0.2,2058,1.8245
MESSAGEix-GLOBIOM,A,Max,0.2,2059,1.84356
MESSAGEix-GLOBIOM,A,Max,0.2,2060,1.86322
MESSAGEix-GLOBIOM,A,Max,0.2,2061,1.88384
MESSAGEix-GLOBIOM,A,Max,0.2,2062,1.90554
MESSAGEix-GLOBIOM,A,Max,0.2,2063,1.92806
MESSAGEix-GLOBIOM,A,Max,0.2,2064,1.94972
MESSAGEix-GLOBIOM,A,Max,0.2,2065,1.97176
MESSAGEix-GLOBIOM,A,Max,0.2,2066,1.99394
MESSAGEix-GLOBIOM,A,Max,0.2,2067,2.0168
MESSAGEix-GLOBIOM,A,Max,0.2,2068,2.0387
MESSAGEix-GLOBIOM,A,Max,0.2,2069,2.06088
MESSAGEix-GLOBIOM,A,Max,0.2,2070,2.0838799999999997
MESSAGEix-GLOBIOM,A,Max,0.2,2071,2.10704
MESSAGEix-GLOBIOM,A,Max,0.2,2072,2.1294
MESSAGEix-GLOBIOM,A,Max,0.2,2073,2.1528600000000004
MESSAGEix-GLOBIOM,A,Max,0.2,2074,2.1783200000000003
MESSAGEix-GLOBIOM,A,Max,0.2,2075,2.2008
MESSAGEix-GLOBIOM,A,Max,0.2,2076,2.22486
MESSAGEix-GLOBIOM,A,Max,0.2,2077,2.24892
MESSAGEix-GLOBIOM,A,Max,0.2,2078,2.2731
MESSAGEix-GLOBIOM,A,Max,0.2,2079,2.29734
MESSAGEix-GLOBIOM,A,Max,0.2,2080,2.3210200000000003
MESSAGEix-GLOBIOM,A,Max,0.2,2081,2.34584
MESSAGEix-GLOBIOM,A,Max,0.2,2082,2.36986
MESSAGEix-GLOBIOM,A,Max,0.2,2083,2.39164
MESSAGEix-GLOBIOM,A,Max,0.2,2084,2.41394
MESSAGEix-GLOBIOM,A,Max,0.2,2085,2.43406
MESSAGEix-GLOBIOM,A,Max,0.2,2086,2.4561200000000003
MESSAGEix-GLOBIOM,A,Max,0.2,2087,2.47778
MESSAGEix-GLOBIOM,A,Max,0.2,2088,2.49642
MESSAGEix-GLOBIOM,A,Max,0.2,2089,2.51738
MESSAGEix-GLOBIOM,A,Max,0.2,2090,2.5407200000000003
MESSAGEix-GLOBIOM,A,Max,0.2,2091,2.56294
MESSAGEix-GLOBIOM,A,Max,0.2,2092,2.58764
MESSAGEix-GLOBIOM,A,Max,0.2,2093,2.6128799999999996
MESSAGEix-GLOBIOM,A,Max,0.2,2094,2.64114
MESSAGEix-GLOBIOM,A,Max,0.2,2095,2.6672
MESSAGEix-GLOBIOM,A,Max,0.2,2096,2.69804
MESSAGEix-GLOBIOM,A,Max,0.2,2097,2.72936
MESSAGEix-GLOBIOM,A,Max,0.2,2098,2.76104
MESSAGEix-GLOBIOM,A,Max,0.2,2099,2.7914399999999997
MESSAGEix-GLOBIOM,A,Max,0.2,2100,2.8228
MESSAGEix-GLOBIOM,A,Max,0.3,1990,0.5538399999999999
MESSAGEix-GLOBIOM,A,Max,0.3,1991,0.5508799999999999
MESSAGEix-GLOBIOM,A,Max,0.3,1992,0.44708
MESSAGEix-GLOBIOM,A,Max,0.3,1993,0.36496
MESSAGEix-GLOBIOM,A,Max,0.3,1994,0.39596
MESSAGEix-GLOBIOM,A,Max,0.3,1995,0.46988
MESSAGEix-GLOBIOM,A,Max,0.3,1996,0.5405399999999999
MESSAGEix-GLOBIOM,A,Max,0.3,1997,0.60146
MESSAGEix-GLOBIOM,A,Max,0.3,1998,0.6563
MESSAGEix-GLOBIOM,A,Max,0.3,1999,0.70718
MESSAGEix-GLOBIOM,A,Max,0.3,2000,0.75408
MESSAGEix-GLOBIOM,A,Max,0.3,2001,0.79306
MESSAGEix-GLOBIOM,A,Max,0.3,2002,0.82518
MESSAGEix-GLOBIOM,A,Max,0.3,2003,0.8481
MESSAGEix-GLOBIOM,A,Max,0.3,2004,0.86408
MESSAGEix-GLOBIOM,A,Max,0.3,2005,0.8746
MESSAGEix-GLOBIOM,A,Max,0.3,2006,0.88418
MESSAGEix-GLOBIOM,A,Max,0.3,2007,0.8954799999999999
MESSAGEix-GLOBIOM,A,Max,0.3,2008,0.90992
MESSAGEix-GLOBIOM,A,Max,0.3,2009,0.92628
MESSAGEix-GLOBIOM,A,Max,0.3,2010,0.94798
MESSAGEix-GLOBIOM,A,Max,0.3,2011,0.97356
MESSAGEix-GLOBIOM,A,Max,0.3,2012,1.00008
MESSAGEix-GLOBIOM,A,Max,0.3,2013,1.02806
MESSAGEix-GLOBIOM,A,Max,0.3,2014,1.05464
MESSAGEix-GLOBIOM,A,Max,0.3,2015,1.0746
MESSAGEix-GLOBIOM,A,Max,0.3,2016,1.09358
MESSAGEix-GLOBIOM,A,Max,0.3,2017,1.11522
MESSAGEix-GLOBIOM,A,Max,0.3,2018,1.13818
MESSAGEix-GLOBIOM,A,Max,0.3,2019,1.16306
MESSAGEix-GLOBIOM,A,Max,0.3,2020,1.1832
MESSAGEix-GLOBIOM,A,Max,0.3,2021,1.20494
MESSAGEix-GLOBIOM,A,Max,0.3,2022,1.2250800000000002
MESSAGEix-GLOBIOM,A,Max,0.3,2023,1.24326
MESSAGEix-GLOBIOM,A,Max,0.3,2024,1.2609
MESSAGEix-GLOBIOM,A,Max,0.3,2025,1.2792
MESSAGEix-GLOBIOM,A,Max,0.3,2026,1.29752
MESSAGEix-GLOBIOM,A,Max,0.3,2027,1.31388
MESSAGEix-GLOBIOM,A,Max,0.3,2028,1.3304
MESSAGEix-GLOBIOM,A,Max,0.3,2029,1.34706
MESSAGEix-GLOBIOM,A,Max,0.3,2030,1.36474
MESSAGEix-GLOBIOM,A,Max,0.3,2031,1.3844800000000002
MESSAGEix-GLOBIOM,A,Max,0.3,2032,1.4043800000000002
MESSAGEix-GLOBIOM,A,Max,0.3,2033,1.4245
MESSAGEix-GLOBIOM,A,Max,0.3,2034,1.4444
MESSAGEix-GLOBIOM,A,Max,0.3,2035,1.46408
MESSAGEix-GLOBIOM,A,Max,0.3,2036,1.48376
MESSAGEix-GLOBIOM,A,Max,0.3,2037,1.50258
MESSAGEix-GLOBIOM,A,Max,0.3,2038,1.52208
MESSAGEix-GLOBIOM,A,Max,0.3,2039,1.54246
MESSAGEix-GLOBIOM,A,Max,0.3,2040,1.56258
MESSAGEix-GLOBIOM,A,Max,0.3,2041,1.5817
MESSAGEix-GLOBIOM,A,Max,0.3,2042,1.6005
MESSAGEix-GLOBIOM,A,Max,0.3,2043,1.62006
MESSAGEix-GLOBIOM,A,Max,0.3,2044,1.63888
MESSAGEix-GLOBIOM,A,Max,0.3,2045,1.6584
MESSAGEix-GLOBIOM,A,Max,0.3,2046,1.6785800000000002
MESSAGEix-GLOBIOM,A,Max,0.3,2047,1.69736
MESSAGEix-GLOBIOM,A,Max,0.3,2048,1.71678
MESSAGEix-GLOBIOM,A,Max,0.3,2049,1.73598
MESSAGEix-GLOBIOM,A,Max,0.3,2050,1.75484
MESSAGEix-GLOBIOM,A,Max,0.3,2051,1.77418
MESSAGEix-GLOBIOM,A,Max,0.3,2052,1.7934800000000002
MESSAGEix-GLOBIOM,A,Max,0.3,2053,1.81296
MESSAGEix-GLOBIOM,A,Max,0.3,2054,1.83248
MESSAGEix-GLOBIOM,A,Max,0.3,2055,1.85274
MESSAGEix-GLOBIOM,A,Max,0.3,2056,1.87266
MESSAGEix-GLOBIOM,A,Max,0.3,2057,1.8922
MESSAGEix-GLOBIOM,A,Max,0.3,2058,1.91344
MESSAGEix-GLOBIOM,A,Max,0.3,2059,1.93368
MESSAGEix-GLOBIOM,A,Max,0.3,2060,1.95486
MESSAGEix-GLOBIOM,A,Max,0.3,2061,1.9768
MESSAGEix-GLOBIOM,A,Max,0.3,2062,1.99848
MESSAGEix-GLOBIOM,A,Max,0.3,2063,2.0212
MESSAGEix-GLOBIOM,A,Max,0.3,2064,2.04462
MESSAGEix-GLOBIOM,A,Max,0.3,2065,2.06824
MESSAGEix-GLOBIOM,A,Max,0.3,2066,2.09178
MESSAGEix-GLOBIOM,A,Max,0.3,2067,2.1155
MESSAGEix-GLOBIOM,A,Max,0.3,2068,2.1402799999999997
MESSAGEix-GLOBIOM,A,Max,0.3,2069,2.16514
MESSAGEix-GLOBIOM,A,Max,0.3,2070,2.19
MESSAGEix-GLOBIOM,A,Max,0.3,2071,2.21378
