model,case,aggregate,quantile,year,gmt
MESSAGEix-GLOBIOM,A,Median,0.7,2009,1.05066
MESSAGEix-GLOBIOM,A,Median,0.7,2010,1.07414
MESSAGEix-GLOBIOM,A,Median,0.7,2011,1.10072
MESSAGEix-GLOBIOM,A,Median,0.7,2012,1.13068
MESSAGEix-GLOBIOM,A,Median,0.7,2013,1.16182
MESSAGEix-GLOBIOM,A,Median,0.7,2014,1.1925199999999998
MESSAGEix-GLOBIOM,A,Median,0.7,2015,1.21886
MESSAGEix-GLOBIOM,A,Median,0.7,2016,1.24224
MESSAGEix-GLOBIOM,A,Median,0.7,2017,1.26814
MESSAGEix-GLOBIOM,A,Median,0.7,2018,1.2958
MESSAGEix-GLOBIOM,A,Median,0.7,2019,1.32412
MESSAGEix-GLOBIOM,A,Median,0.7,2020,1.3512799999999998
MESSAGEix-GLOBIOM,A,Median,0.7,2021,1.3772
MESSAGEix-GLOBIOM,A,Median,0.7,2022,1.40326
MESSAGEix-GLOBIOM,A,Median,0.7,2023,1.4280799999999998
MESSAGEix-GLOBIOM,A,Median,0.7,2024,1.45044
MESSAGEix-GLOBIOM,A,Median,0.7,2025,1.4743799999999998
MESSAGEix-GLOBIOM,A,Median,0.7,2026,1.49732
MESSAGEix-GLOBIOM,A,Median,0.7,2027,1.51948
MESSAGEix-GLOBIOM,A,Median,0.7,2028,1.54142
MESSAGEix-GLOBIOM,A,Median,0.7,2029,1.5633199999999998
MESSAGEix-GLOBIOM,A,Median,0.7,2030,1.586
MESSAGEix-GLOBIOM,A,Median,0.7,2031,1.60924
MESSAGEix-GLOBIOM,A,Median,0.7,2032,1.63246
MESSAGEix-GLOBIOM,A,Median,0.7,2033,1.65572
MESSAGEix-GLOBIOM,A,Median,0.7,2034,1.67934
MESSAGEix-GLOBIOM,A,Median,0.7,2035,1.7019
MESSAGEix-GLOBIOM,A,Median,0.7,2036,1.72516
MESSAGEix-GLOBIOM,A,Median,0.7,2037,1.7496
MESSAGEix-GLOBIOM,A,Median,0.7,2038,1.77224
MESSAGEix-GLOBIOM,A,Median,0.7,2039,1.79434
MESSAGEix-GLOBIOM,A,Median,0.7,2040,1.81682
MESSAGEix-GLOBIOM,A,Median,0.7,2041,1.83892
MESSAGEix-GLOBIOM,A,Median,0.7,2042,1.86094
MESSAGEix-GLOBIOM,A,Median,0.7,2043,1.8824
MESSAGEix-GLOBIOM,A,Median,0.7,2044,1.90486
MESSAGEix-GLOBIOM,A,Median,0.7,2045,1.92604
MESSAGEix-GLOBIOM,A,Median,0.7,2046,1.9469
MESSAGEix-GLOBIOM,A,Median,0.7,2047,1.96874
MESSAGEix-GLOBIOM,A,Median,0.7,2048,1.9901
MESSAGEix-GLOBIOM,A,Median,0.7,2049,2.01124
MESSAGEix-GLOBIOM,A,Median,0.7,2050,2.0319399999999996
MESSAGEix-GLOBIOM,A,Median,0.7,2051,2.05304
MESSAGEix-GLOBIOM,A,Median,0.7,2052,2.0743799999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2053,2.09596
MESSAGEix-GLOBIOM,A,Median,0.7,2054,2.1176399999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2055,2.1382399999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2056,2.16016
MESSAGEix-GLOBIOM,A,Median,0.7,2057,2.18234
MESSAGEix-GLOBIOM,A,Median,0.7,2058,2.2021200000000003
MESSAGEix-GLOBIOM,A,Median,0.7,2059,2.22456
MESSAGEix-GLOBIOM,A,Median,0.7,2060,2.24772
MESSAGEix-GLOBIOM,A,Median,0.7,2061,2.27138
MESSAGEix-GLOBIOM,A,Median,0.7,2062,2.2954999999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2063,2.3186799999999996
MESSAGEix-GLOBIOM,A,Median,0.7,2064,2.3419399999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2065,2.36544
MESSAGEix-GLOBIOM,A,Median,0.7,2066,2.3905399999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2067,2.4157200000000003
MESSAGEix-GLOBIOM,A,Median,0.7,2068,2.44116
MESSAGEix-GLOBIOM,A,Median,0.7,2069,2.46732
MESSAGEix-GLOBIOM,A,Median,0.7,2070,2.49382
MESSAGEix-GLOBIOM,A,Median,0.7,2071,2.52042
MESSAGEix-GLOBIOM,A,Median,0.7,2072,2.54636
MESSAGEix-GLOBIOM,A,Median,0.7,2073,2.57132
MESSAGEix-GLOBIOM,A,Median,0.7,2074,2.5973599999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2075,2.6231599999999995
MESSAGEix-GLOBIOM,A,Median,0.7,2076,2.651419999999999
MESSAGEix-GLOBIOM,A,Median,0.7,2077,2.67922
MESSAGEix-GLOBIOM,A,Median,0.7,2078,2.706
MESSAGEix-GLOBIOM,A,Median,0.7,2079,2.73478
MESSAGEix-GLOBIOM,A,Median,0.7,2080,2.7640999999999996
MESSAGEix-GLOBIOM,A,Median,0.7,2081,2.7921399999999994
MESSAGEix-GLOBIOM,A,Median,0.7,2082,2.8196999999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2083,2.8471599999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2084,2.87424
MESSAGEix-GLOBIOM,A,Median,0.7,2085,2.90044
MESSAGEix-GLOBIOM,A,Median,0.7,2086,2.9262200000000003
MESSAGEix-GLOBIOM,A,Median,0.7,2087,2.95148
MESSAGEix-GLOBIOM,A,Median,0.7,2088,2.9769
MESSAGEix-GLOBIOM,A,Median,0.7,2089,3.00194
MESSAGEix-GLOBIOM,A,Median,0.7,2090,3.02628
MESSAGEix-GLOBIOM,A,Median,0.7,2091,3.0532
MESSAGEix-GLOBIOM,A,Median,0.7,2092,3.07992
MESSAGEix-GLOBIOM,A,Median,0.7,2093,3.1084799999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2094,3.1389399999999994
MESSAGEix-GLOBIOM,A,Median,0.7,2095,3.1717999999999997
MESSAGEix-GLOBIOM,A,Median,0.7,2096,3.20584
MESSAGEix-GLOBIOM,A,Median,0.7,2097,3.2417
MESSAGEix-GLOBIOM,A,Median,0.7,2098,3.275
MESSAGEix-GLOBIOM,A,Median,0.7,2099,3.3114799999999995
MESSAGEix-GLOBIOM,A,Median,0.7,2100,3.3494599999999997
MESSAGEix-GLOBIOM,A,Median,0.8,1990,0.6683
MESSAGEix-GLOBIOM,A,Median,0.8,1991,0.66708
MESSAGEix-GLOBIOM,A,Median,0.8,1992,0.56868
MESSAGEix-GLOBIOM,A,Median,0.8,1993,0.4922800000000001
MESSAGEix-GLOBIOM,A,Median,0.8,1994,0.5220400000000001
MESSAGEix-GLOBIOM,A,Median,0.8,1995,0.59116
MESSAGEix-GLOBIOM,A,Median,0.8,1996,0.6607
MESSAGEix-GLOBIOM,A,Median,0.8,1997,0.7226400000000001
MESSAGEix-GLOBIOM,A,Median,0.8,1998,0.7797
MESSAGEix-GLOBIOM,A,Median,0.8,1999,0.8308
MESSAGEix-GLOBIOM,A,Median,0.8,2000,0.8785600000000001
MESSAGEix-GLOBIOM,A,Median,0.8,2001,0.92036
MESSAGEix-GLOBIOM,A,Median,0.8,2002,0.95578
MESSAGEix-GLOBIOM,A,Median,0.8,2003,0.98148
MESSAGEix-GLOBIOM,A,Median,0.8,2004,1.00218
MESSAGEix-GLOBIOM,A,Median,0.8,2005,1.017
MESSAGEix-GLOBIOM,A,Median,0.8,2006,1.0299
MESSAGEix-GLOBIOM,A,Median,0.8,2007,1.0432
MESSAGEix-GLOBIOM,A,Median,0.8,2008,1.06038
MESSAGEix-GLOBIOM,A,Median,0.8,2009,1.08076
MESSAGEix-GLOBIOM,A,Median,0.8,2010,1.10554
MESSAGEix-GLOBIOM,A,Median,0.8,2011,1.13298
MESSAGEix-GLOBIOM,A,Median,0.8,2012,1.1633
MESSAGEix-GLOBIOM,A,Median,0.8,2013,1.19758
MESSAGEix-GLOBIOM,A,Median,0.8,2014,1.231
MESSAGEix-GLOBIOM,A,Median,0.8,2015,1.25914
MESSAGEix-GLOBIOM,A,Median,0.8,2016,1.28608
MESSAGEix-GLOBIOM,A,Median,0.8,2017,1.31386
MESSAGEix-GLOBIOM,A,Median,0.8,2018,1.3425
MESSAGEix-GLOBIOM,A,Median,0.8,2019,1.37076
MESSAGEix-GLOBIOM,A,Median,0.8,2020,1.3985800000000002
MESSAGEix-GLOBIOM,A,Median,0.8,2021,1.4276199999999999
MESSAGEix-GLOBIOM,A,Median,0.8,2022,1.45544
MESSAGEix-GLOBIOM,A,Median,0.8,2023,1.48232
MESSAGEix-GLOBIOM,A,Median,0.8,2024,1.5080600000000002
MESSAGEix-GLOBIOM,A,Median,0.8,2025,1.53126
MESSAGEix-GLOBIOM,A,Median,0.8,2026,1.5555
MESSAGEix-GLOBIOM,A,Median,0.8,2027,1.58114
MESSAGEix-GLOBIOM,A,Median,0.8,2028,1.60436
MESSAGEix-GLOBIOM,A,Median,0.8,2029,1.62902
MESSAGEix-GLOBIOM,A,Median,0.8,2030,1.65412
MESSAGEix-GLOBIOM,A,Median,0.8,2031,1.67918
MESSAGEix-GLOBIOM,A,Median,0.8,2032,1.70372
MESSAGEix-GLOBIOM,A,Median,0.8,2033,1.7291800000000002
MESSAGEix-GLOBIOM,A,Median,0.8,2034,1.7541
MESSAGEix-GLOBIOM,A,Median,0.8,2035,1.77828
MESSAGEix-GLOBIOM,A,Median,0.8,2036,1.80248
MESSAGEix-GLOBIOM,A,Median,0.8,2037,1.8281
MESSAGEix-GLOBIOM,A,Median,0.8,2038,1.85298
MESSAGEix-GLOBIOM,A,Median,0.8,2039,1.8783600000000005
MESSAGEix-GLOBIOM,A,Median,0.8,2040,1.90258
MESSAGEix-GLOBIOM,A,Median,0.8,2041,1.92614
MESSAGEix-GLOBIOM,A,Median,0.8,2042,1.95156
MESSAGEix-GLOBIOM,A,Median,0.8,2043,1.97568
MESSAGEix-GLOBIOM,A,Median,0.8,2044,1.99832
MESSAGEix-GLOBIOM,A,Median,0.8,2045,2.0225000000000004
MESSAGEix-GLOBIOM,A,Median,0.8,2046,2.04456
MESSAGEix-GLOBIOM,A,Median,0.8,2047,2.06748
MESSAGEix-GLOBIOM,A,Median,0.8,2048,2.0903
MESSAGEix-GLOBIOM,A,Median,0.8,2049,2.11476
MESSAGEix-GLOBIOM,A,Median,0.8,2050,2.1368799999999997
MESSAGEix-GLOBIOM,A,Median,0.8,2051,2.16066
MESSAGEix-GLOBIOM,A,Median,0.8,2052,2.185
MESSAGEix-GLOBIOM,A,Median,0.8,2053,2.20908
MESSAGEix-GLOBIOM,A,Median,0.8,2054,2.231
MESSAGEix-GLOBIOM,A,Median,0.8,2055,2.2540400000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2056,2.27816
MESSAGEix-GLOBIOM,A,Median,0.8,2057,2.3005400000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2058,2.3245400000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2059,2.3485400000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2060,2.3735800000000005
MESSAGEix-GLOBIOM,A,Median,0.8,2061,2.39788
MESSAGEix-GLOBIOM,A,Median,0.8,2062,2.4222
MESSAGEix-GLOBIOM,A,Median,0.8,2063,2.4473
MESSAGEix-GLOBIOM,A,Median,0.8,2064,2.47138
MESSAGEix-GLOBIOM,A,Median,0.8,2065,2.4969
MESSAGEix-GLOBIOM,A,Median,0.8,2066,2.52246
MESSAGEix-GLOBIOM,A,Median,0.8,2067,2.54978
MESSAGEix-GLOBIOM,A,Median,0.8,2068,2.57758
MESSAGEix-GLOBIOM,A,Median,0.8,2069,2.6065000000000005
MESSAGEix-GLOBIOM,A,Median,0.8,2070,2.6336200000000005
MESSAGEix-GLOBIOM,A,Median,0.8,2071,2.66266
MESSAGEix-GLOBIOM,A,Median,0.8,2072,2.6907000000000005
MESSAGEix-GLOBIOM,A,Median,0.8,2073,2.71778
MESSAGEix-GLOBIOM,A,Median,0.8,2074,2.74866
MESSAGEix-GLOBIOM,A,Median,0.8,2075,2.77768
MESSAGEix-GLOBIOM,A,Median,0.8,2076,2.8052200000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2077,2.83524
MESSAGEix-GLOBIOM,A,Median,0.8,2078,2.86442
MESSAGEix-GLOBIOM,A,Median,0.8,2079,2.894660000000001
MESSAGEix-GLOBIOM,A,Median,0.8,2080,2.9252000000000007
MESSAGEix-GLOBIOM,A,Median,0.8,2081,2.954420000000001
MESSAGEix-GLOBIOM,A,Median,0.8,2082,2.9819400000000007
MESSAGEix-GLOBIOM,A,Median,0.8,2083,3.00918
MESSAGEix-GLOBIOM,A,Median,0.8,2084,3.0370000000000004
MESSAGEix-GLOBIOM,A,Median,0.8,2085,3.06728
MESSAGEix-GLOBIOM,A,Median,0.8,2086,3.09498
MESSAGEix-GLOBIOM,A,Median,0.8,2087,3.1178000000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2088,3.1430400000000005
MESSAGEix-GLOBIOM,A,Median,0.8,2089,3.1696600000000004
MESSAGEix-GLOBIOM,A,Median,0.8,2090,3.1973800000000003
MESSAGEix-GLOBIOM,A,Median,0.8,2091,3.22262
MESSAGEix-GLOBIOM,A,Median,0.8,2092,3.2512800000000004
MESSAGEix-GLOBIOM,A,Median,0.8,2093,3.2834800000000004
MESSAGEix-GLOBIOM,A,Median,0.8,2094,3.3154800000000004
MESSAGEix-GLOBIOM,A,Median,0.8,2095,3.35098
MESSAGEix-GLOBIOM,A,Median,0.8,2096,3.38792
MESSAGEix-GLOBIOM,A,Median,0.8,2097,3.42692
MESSAGEix-GLOBIOM,A,Median,0.8,2098,3.46518
MESSAGEix-GLOBIOM,A,Median,0.8,2099,3.50592
MESSAGEix-GLOBIOM,A,Median,0.8,2100,3.5471000000000004
MESSAGEix-GLOBIOM,A,Median,0.833,1990,0.6784176
MESSAGEix-GLOBIOM,A,Median,0.833,1991,0.6773
MESSAGEix-GLOBIOM,A,Median,0.833,1992,0.5793176
MESSAGEix-GLOBIOM,A,Median,0.833,1993,0.5037764
MESSAGEix-GLOBIOM,A,Median,0.833,1994,0.5337588
MESSAGEix-GLOBIOM,A,Median,0.833,1995,0.6032588
MESSAGEix-GLOBIOM,A,Median,0.833,1996,0.6715764
MESSAGEix-GLOBIOM,A,Median,0.833,1997,0.7324588000000001
MESSAGEix-GLOBIOM,A,Median,0.833,1998,0.7890764
MESSAGEix-GLOBIOM,A,Median,0.833,1999,0.8422
MESSAGEix-GLOBIOM,A,Median,0.833,2000,0.8900764
MESSAGEix-GLOBIOM,A,Median,0.833,2001,0.9312176
MESSAGEix-GLOBIOM,A,Median,0.833,2002,0.9661352
MESSAGEix-GLOBIOM,A,Median,0.833,2003,0.9933588
MESSAGEix-GLOBIOM,A,Median,0.833,2004,1.0126176
MESSAGEix-GLOBIOM,A,Median,0.833,2005,1.0271
MESSAGEix-GLOBIOM,A,Median,0.833,2006,1.0405704
MESSAGEix-GLOBIOM,A,Median,0.833,2007,1.0550351999999998
MESSAGEix-GLOBIOM,A,Median,0.833,2008,1.0732764
MESSAGEix-GLOBIOM,A,Median,0.833,2009,1.0950588
MESSAGEix-GLOBIOM,A,Median,0.833,2010,1.1183588
MESSAGEix-GLOBIOM,A,Median,0.833,2011,1.1474
MESSAGEix-GLOBIOM,A,Median,0.833,2012,1.1779588
MESSAGEix-GLOBIOM,A,Median,0.833,2013,1.2099588
MESSAGEix-GLOBIOM,A,Median,0.833,2014,1.2469
MESSAGEix-GLOBIOM,A,Median,0.833,2015,1.2751352
MESSAGEix-GLOBIOM,A,Median,0.833,2016,1.3022588
MESSAGEix-GLOBIOM,A,Median,0.833,2017,1.3297588
MESSAGEix-GLOBIOM,A,Median,0.833,2018,1.3614292
MESSAGEix-GLOBIOM,A,Median,0.833,2019,1.3899764
MESSAGEix-GLOBIOM,A,Median,0.833,2020,1.4208764
MESSAGEix-GLOBIOM,A,Median,0.833,2021,1.4510352
MESSAGEix-GLOBIOM,A,Median,0.833,2022,1.4801292
MESSAGEix-GLOBIOM,A,Median,0.833,2023,1.5067115999999998
MESSAGEix-GLOBIOM,A,Median,0.833,2024,1.5333176
MESSAGEix-GLOBIOM,A,Median,0.833,2025,1.5594056
MESSAGEix-GLOBIOM,A,Median,0.833,2026,1.5827
MESSAGEix-GLOBIOM,A,Median,0.833,2027,1.6076
MESSAGEix-GLOBIOM,A,Median,0.833,2028,1.6312704
MESSAGEix-GLOBIOM,A,Median,0.833,2029,1.6541176
MESSAGEix-GLOBIOM,A,Median,0.833,2030,1.6803176
MESSAGEix-GLOBIOM,A,Median,0.833,2031,1.7052352
MESSAGEix-GLOBIOM,A,Median,0.833,2032,1.7318764
MESSAGEix-GLOBIOM,A,Median,0.833,2033,1.7577764
MESSAGEix-GLOBIOM,A,Median,0.833,2034,1.7846116
MESSAGEix-GLOBIOM,A,Median,0.833,2035,1.8123176
MESSAGEix-GLOBIOM,A,Median,0.833,2036,1.838
MESSAGEix-GLOBIOM,A,Median,0.833,2037,1.8652
MESSAGEix-GLOBIOM,A,Median,0.833,2038,1.8917176
MESSAGEix-GLOBIOM,A,Median,0.833,2039,1.917694
MESSAGEix-GLOBIOM,A,Median,0.833,2040,1.943688
MESSAGEix-GLOBIOM,A,Median,0.833,2041,1.9698
MESSAGEix-GLOBIOM,A,Median,0.833,2042,1.9950292
MESSAGEix-GLOBIOM,A,Median,0.833,2043,2.0184468
MESSAGEix-GLOBIOM,A,Median,0.833,2044,2.041788
MESSAGEix-GLOBIOM,A,Median,0.833,2045,2.0662176
MESSAGEix-GLOBIOM,A,Median,0.833,2046,2.0904352
MESSAGEix-GLOBIOM,A,Median,0.833,2047,2.1153176
MESSAGEix-GLOBIOM,A,Median,0.833,2048,2.1380352
MESSAGEix-GLOBIOM,A,Median,0.833,2049,2.1612704
MESSAGEix-GLOBIOM,A,Median,0.833,2050,2.1849588
MESSAGEix-GLOBIOM,A,Median,0.833,2051,2.2081588
MESSAGEix-GLOBIOM,A,Median,0.833,2052,2.232288
MESSAGEix-GLOBIOM,A,Median,0.833,2053,2.2544764
MESSAGEix-GLOBIOM,A,Median,0.833,2054,2.2782588
MESSAGEix-GLOBIOM,A,Median,0.833,2055,2.3007588
MESSAGEix-GLOBIOM,A,Median,0.833,2056,2.3242176
MESSAGEix-GLOBIOM,A,Median,0.833,2057,2.3484116
MESSAGEix-GLOBIOM,A,Median,0.833,2058,2.373394
MESSAGEix-GLOBIOM,A,Median,0.833,2059,2.3984764
MESSAGEix-GLOBIOM,A,Median,0.833,2060,2.4245175999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2061,2.4504756
MESSAGEix-GLOBIOM,A,Median,0.833,2062,2.478894
MESSAGEix-GLOBIOM,A,Median,0.833,2063,2.5049116
MESSAGEix-GLOBIOM,A,Median,0.833,2064,2.5310352000000003
MESSAGEix-GLOBIOM,A,Median,0.833,2065,2.5587764
MESSAGEix-GLOBIOM,A,Median,0.833,2066,2.5873176
MESSAGEix-GLOBIOM,A,Median,0.833,2067,2.6159292
MESSAGEix-GLOBIOM,A,Median,0.833,2068,2.6442704
MESSAGEix-GLOBIOM,A,Median,0.833,2069,2.6721588
MESSAGEix-GLOBIOM,A,Median,0.833,2070,2.7015352
MESSAGEix-GLOBIOM,A,Median,0.833,2071,2.7306
MESSAGEix-GLOBIOM,A,Median,0.833,2072,2.7586764
MESSAGEix-GLOBIOM,A,Median,0.833,2073,2.7864176
MESSAGEix-GLOBIOM,A,Median,0.833,2074,2.815794
MESSAGEix-GLOBIOM,A,Median,0.833,2075,2.8453056
MESSAGEix-GLOBIOM,A,Median,0.833,2076,2.8754588
MESSAGEix-GLOBIOM,A,Median,0.833,2077,2.9055764
MESSAGEix-GLOBIOM,A,Median,0.833,2078,2.9351116
MESSAGEix-GLOBIOM,A,Median,0.833,2079,2.9672172
MESSAGEix-GLOBIOM,A,Median,0.833,2080,2.9991931999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2081,3.0324052
MESSAGEix-GLOBIOM,A,Median,0.833,2082,3.0619175999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2083,3.0897588
MESSAGEix-GLOBIOM,A,Median,0.833,2084,3.1176644
MESSAGEix-GLOBIOM,A,Median,0.833,2085,3.1444175999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2086,3.1718463999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2087,3.2011112
MESSAGEix-GLOBIOM,A,Median,0.833,2088,3.2319056
MESSAGEix-GLOBIOM,A,Median,0.833,2089,3.2601468
MESSAGEix-GLOBIOM,A,Median,0.833,2090,3.2873588
MESSAGEix-GLOBIOM,A,Median,0.833,2091,3.3158764
MESSAGEix-GLOBIOM,A,Median,0.833,2092,3.3462468
MESSAGEix-GLOBIOM,A,Median,0.833,2093,3.380094
MESSAGEix-GLOBIOM,A,Median,0.833,2094,3.4146175999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2095,3.450688
MESSAGEix-GLOBIOM,A,Median,0.833,2096,3.4869231999999997
MESSAGEix-GLOBIOM,A,Median,0.833,2097,3.5250408
MESSAGEix-GLOBIOM,A,Median,0.833,2098,3.5659996
MESSAGEix-GLOBIOM,A,Median,0.833,2099,3.6086644
MESSAGEix-GLOBIOM,A,Median,0.833,2100,3.6501644
MESSAGEix-GLOBIOM,A,Median,0.9,1990,0.70042
MESSAGEix-GLOBIOM,A,Median,0.9,1991,0.6982400000000001
MESSAGEix-GLOBIOM,A,Median,0.9,1992,0.605
MESSAGEix-GLOBIOM,A,Median,0.9,1993,0.53064
MESSAGEix-GLOBIOM,A,Median,0.9,1994,0.55858
MESSAGEix-GLOBIOM,A,Median,0.9,1995,0.62682
MESSAGEix-GLOBIOM,A,Median,0.9,1996,0.69428
MESSAGEix-GLOBIOM,A,Median,0.9,1997,0.7538
MESSAGEix-GLOBIOM,A,Median,0.9,1998,0.80842
MESSAGEix-GLOBIOM,A,Median,0.9,1999,0.8605400000000001
MESSAGEix-GLOBIOM,A,Median,0.9,2000,0.9097
MESSAGEix-GLOBIOM,A,Median,0.9,2001,0.95344
MESSAGEix-GLOBIOM,A,Median,0.9,2002,0.99034
MESSAGEix-GLOBIOM,A,Median,0.9,2003,1.01864
MESSAGEix-GLOBIOM,A,Median,0.9,2004,1.03908
MESSAGEix-GLOBIOM,A,Median,0.9,2005,1.0545
MESSAGEix-GLOBIOM,A,Median,0.9,2006,1.06724
MESSAGEix-GLOBIOM,A,Median,0.9,2007,1.08276
MESSAGEix-GLOBIOM,A,Median,0.9,2008,1.10304
MESSAGEix-GLOBIOM,A,Median,0.9,2009,1.12458
MESSAGEix-GLOBIOM,A,Median,0.9,2010,1.14962
MESSAGEix-GLOBIOM,A,Median,0.9,2011,1.17936
MESSAGEix-GLOBIOM,A,Median,0.9,2012,1.2102
MESSAGEix-GLOBIOM,A,Median,0.9,2013,1.24442
MESSAGEix-GLOBIOM,A,Median,0.9,2014,1.27984
MESSAGEix-GLOBIOM,A,Median,0.9,2015,1.31014
MESSAGEix-GLOBIOM,A,Median,0.9,2016,1.33876
MESSAGEix-GLOBIOM,A,Median,0.9,2017,1.36966
MESSAGEix-GLOBIOM,A,Median,0.9,2018,1.4025200000000002
MESSAGEix-GLOBIOM,A,Median,0.9,2019,1.43414
MESSAGEix-GLOBIOM,A,Median,0.9,2020,1.4651200000000002
MESSAGEix-GLOBIOM,A,Median,0.9,2021,1.49794
MESSAGEix-GLOBIOM,A,Median,0.9,2022,1.5288
MESSAGEix-GLOBIOM,A,Median,0.9,2023,1.55814
MESSAGEix-GLOBIOM,A,Median,0.9,2024,1.58818
MESSAGEix-GLOBIOM,A,Median,0.9,2025,1.61578
MESSAGEix-GLOBIOM,A,Median,0.9,2026,1.64364
MESSAGEix-GLOBIOM,A,Median,0.9,2027,1.67052
MESSAGEix-GLOBIOM,A,Median,0.9,2028,1.69904
MESSAGEix-GLOBIOM,A,Median,0.9,2029,1.72566
MESSAGEix-GLOBIOM,A,Median,0.9,2030,1.75258
MESSAGEix-GLOBIOM,A,Median,0.9,2031,1.7793
MESSAGEix-GLOBIOM,A,Median,0.9,2032,1.8074
MESSAGEix-GLOBIOM,A,Median,0.9,2033,1.83608
MESSAGEix-GLOBIOM,A,Median,0.9,2034,1.86482
MESSAGEix-GLOBIOM,A,Median,0.9,2035,1.8934
MESSAGEix-GLOBIOM,A,Median,0.9,2036,1.92252
MESSAGEix-GLOBIOM,A,Median,0.9,2037,1.95162
MESSAGEix-GLOBIOM,A,Median,0.9,2038,1.98038
MESSAGEix-GLOBIOM,A,Median,0.9,2039,2.0077000000000003
MESSAGEix-GLOBIOM,A,Median,0.9,2040,2.0366
MESSAGEix-GLOBIOM,A,Median,0.9,2041,2.06436
MESSAGEix-GLOBIOM,A,Median,0.9,2042,2.0910800000000003
MESSAGEix-GLOBIOM,A,Median,0.9,2043,2.11978
MESSAGEix-GLOBIOM,A,Median,0.9,2044,2.14598
MESSAGEix-GLOBIOM,A,Median,0.9,2045,2.17234
MESSAGEix-GLOBIOM,A,Median,0.9,2046,2.19958
MESSAGEix-GLOBIOM,A,Median,0.9,2047,2.22522
MESSAGEix-GLOBIOM,A,Median,0.9,2048,2.25332
MESSAGEix-GLOBIOM,A,Median,0.9,2049,2.28022
MESSAGEix-GLOBIOM,A,Median,0.9,2050,2.30704
MESSAGEix-GLOBIOM,A,Median,0.9,2051,2.3342199999999997
MESSAGEix-GLOBIOM,A,Median,0.9,2052,2.36048
MESSAGEix-GLOBIOM,A,Median,0.9,2053,2.3854800000000003
MESSAGEix-GLOBIOM,A,Median,0.9,2054,2.41204
MESSAGEix-GLOBIOM,A,Median,0.9,2055,2.43818
MESSAGEix-GLOBIOM,A,Median,0.9,2056,2.46448
MESSAGEix-GLOBIOM,A,Median,0.9,2057,2.4922
MESSAGEix-GLOBIOM,A,Median,0.9,2058,2.51952
MESSAGEix-GLOBIOM,A,Median,0.9,2059,2.54618
MESSAGEix-GLOBIOM,A,Median,0.9,2060,2.57418
MESSAGEix-GLOBIOM,A,Median,0.9,2061,2.6019400000000004
MESSAGEix-GLOBIOM,A,Median,0.9,2062,2.63116
MESSAGEix-GLOBIOM,A,Median,0.9,2063,2.66092
MESSAGEix-GLOBIOM,A,Median,0.9,2064,2.6884400000000004
MESSAGEix-GLOBIOM,A,Median,0.9,2065,2.7155
MESSAGEix-GLOBIOM,A,Median,0.9,2066,2.74478
MESSAGEix-GLOBIOM,A,Median,0.9,2067,2.7729600000000003
MESSAGEix-GLOBIOM,A,Median,0.9,2068,2.80264
MESSAGEix-GLOBIOM,A,Median,0.9,2069,2.83054
MESSAGEix-GLOBIOM,A,Median,0.9,2070,2.8612200000000003
MESSAGEix-GLOBIOM,A,Median,0.9,2071,2.8934000000000006
MESSAGEix-GLOBIOM,A,Median,0.9,2072,2.9265400000000006
MESSAGEix-GLOBIOM,A,Median,0.9,2073,2.9593200000000004
MESSAGEix-GLOBIOM,A,Median,0.9,2074,2.9918
MESSAGEix-GLOBIOM,A,Median,0.9,2075,3.0225000000000004
MESSAGEix-GLOBIOM,A,Median,0.9,2076,3.0528800000000005
MESSAGEix-GLOBIOM,A,Median,0.9,2077,3.0852000000000004
MESSAGEix-GLOBIOM,A,Median,0.9,2078,3.11864
MESSAGEix-GLOBIOM,A,Median,0.9,2079,3.15212
MESSAGEix-GLOBIOM,A,Median,0.9,2080,3.18716
MESSAGEix-GLOBIOM,A,Median,0.9,2081,3.22196
MESSAGEix-GLOBIOM,A,Median,0.9,2082,3.2532600000000005
MESSAGEix-GLOBIOM,A,Median,0.9,2083,3.2841800000000005
MESSAGEix-GLOBIOM,A,Median,0.9,2084,3.315560000000001
MESSAGEix-GLOBIOM,A,Median,0.9,2085,3.3462400000000008
