iso3c,year,gtco2,pp1990,pp1850,pp1990_atp_ppp_pf1,pp1990_atp_ppp_pf2,pp1990_atp_ppp_pf3,pp1990_atp_mer_pf1,pp1990_atp_mer_pf2,pp1990_atp_mer_pf3,pp1850_atp_ppp_pf1,pp1850_atp_ppp_pf2,pp1850_atp_ppp_pf3,pp1850_atp_mer_pf1,pp1850_atp_mer_pf2,pp1850_atp_mer_pf3
ABW,2004,0.002616096,0.0024773648723008905,-0.01691602376908775,-0.015385018443602207,-0.011466202319694838,-0.0016974160365947413,-0.01577770049142976,-0.01241080031939274,-0.002806318899974354,-0.037298902380035574,-0.033380086256128205,-0.023611299973028112,-0.037691584427863134,-0.034324684255826104,-0.024720202836407724
ABW,2005,0.0027186880000000004,-1.387311276991078e-4,-0.01953211976908775,-0.017960849523750703,-0.01399575287959771,-0.00426173439367546,-0.018384786821219083,-0.014997227532102246,-0.005382434349885997,-0.039874733460184074,-0.035909636816031085,-0.02617561833010883,-0.040298670757652456,-0.036911111468535616,-0.027296318286319367
ABW,2006,0.0027150240000000003,-0.002857419127699108,-0.02225080776908775,-0.020633247975480183,-0.016619501164351073,-0.006923444162382051,-0.021088870596994467,-0.017668967282603833,-0.008046102032263738,-0.042547131911913554,-0.03853338510078444,-0.02883732809881542,-0.043002754533427834,-0.03958285121903721,-0.029959985968697107
ABW,2007,0.00282128,-0.005572443127699108,-0.02496583176908775,-0.023305756694845053,-0.019245553464691114,-0.009583948830943432,-0.023783513208986324,-0.020319278687798134,-0.01069115741718956,-0.045219640631278424,-0.04115943740112448,-0.031497832767376804,-0.04569739714541969,-0.042233162624231504,-0.03260504135362293
ABW,2008,0.0026564,-0.008393723127699107,-0.027787111769087748,-0.026080630665707122,-0.021968534823853355,-0.012345740204283388,-0.026576407884143657,-0.023053308778372365,-0.013423050981635496,-0.04799451460214049,-0.04388241876028673,-0.03425962414071676,-0.04849029182057703,-0.04496719271480573,-0.035336934918068864
ABW,2009,0.002627088,-0.011050123127699107,-0.030443511769087748,-0.02869346567822499,-0.024531944796824495,-0.014945660825915271,-0.0292000533920042,-0.025611887177785966,-0.01598226886316513,-0.05060734961465836,-0.046445828733257866,-0.03685954476234864,-0.051113937328437574,-0.04752577111421934,-0.0378961527995985
ABW,2010,0.002506176,-0.013677211127699106,-0.033070599769087744,-0.03126806007220296,-0.02704866510836955,-0.017509814331847628,-0.03178745910925681,-0.028129311522561606,-0.018513257454307597,-0.05318194400863633,-0.04896254904480292,-0.039423698268281,-0.05370134304569018,-0.05004319545899497,-0.04042714139074097
ABW,2011,0.002498848,-0.016183387127699105,-0.03557677576908774,-0.033708539866810223,-0.029419400444463752,-0.019940752180645394,-0.03424286759313872,-0.03049548285781998,-0.02090367089572841,-0.055622423803243594,-0.051333284380897126,-0.041854636117078764,-0.056156751529572085,-0.05240936679425334,-0.04281755483216178
ABW,2012,0.001348352,-0.018682235127699103,-0.03807562376908774,-0.03613953292183689,-0.03178052013759768,-0.022364006106664912,-0.03668833083632697,-0.032849674998719505,-0.023284777505657862,-0.05805341685827026,-0.05369440407403106,-0.044277890043098275,-0.05860221477276034,-0.054763558935152876,-0.04519866144209123
ABW,2013,8.610400000000001e-4,-0.0200305871276991,-0.03942397576908774,-0.037419418953055054,-0.032992014103488176,-0.023638910241226555,-0.037983700454019775,-0.03405918884255136,-0.024524407948805695,-0.059333302889488425,-0.05490589803992155,-0.04555279417765992,-0.059897584390453146,-0.05597307277898473,-0.04643829188523907
ABW,2014,8.72032e-4,-0.0208916271276991,-0.040285015769087745,-0.03822641775392845,-0.03374722523549649,-0.024442613100336692,-0.0387953612591383,-0.03479363135081112,-0.025288133351046016,-0.06014030169036182,-0.05566110917192986,-0.04635649703677006,-0.06070924519557167,-0.05670751528724449,-0.047202017287479386
ABW,2015,8.976800000000001e-4,-0.021763659127699102,-0.04115704776908774,-0.03903458909035724,-0.03449883393157236,-0.025252693985640312,-0.039618283873663396,-0.03554458723196366,-0.026070051329501305,-0.06094847302679061,-0.05641271786800573,-0.04716657792207368,-0.061532167810096766,-0.05745847116839702,-0.047983935265934675
ABW,2016,8.83024e-4,-0.0226613391276991,-0.04205472776908774,-0.03986760118471931,-0.0352782011757699,-0.026091364143189414,-0.04047531977836992,-0.03634688681609862,-0.02689778780822765,-0.06178148512115268,-0.057192085112203264,-0.04800524807962278,-0.06238920371480329,-0.05826077075253199,-0.04881167174466103
ABW,2017,8.903520000000001e-4,-0.023544363127699103,-0.04293775176908775,-0.04067689236089433,-0.03603023089318433,-0.026911545515964953,-0.0413185695402418,-0.037139774138326795,-0.02771680391989386,-0.06259077629732769,-0.0579441148296177,-0.048825429452398324,-0.06323245347667517,-0.059053658074760165,-0.04963068785632723
ABW,2018,8.72032e-4,-0.0244347151276991,-0.043828103769087745,-0.04149031948052861,-0.03678497162926386,-0.027737957537416785,-0.04216800006818026,-0.037938357510429684,-0.028542888941686217,-0.06340420341696199,-0.058698855565697226,-0.049651841473850156,-0.06408188400461363,-0.05985224144686305,-0.05045677287811959
ABW,2019,8.903520000000001e-4,-0.025306747127699102,-0.04470013576908774,-0.04229014460718204,-0.03753306304188044,-0.028552163296553183,-0.04300264425149868,-0.03872763069860438,-0.029356497923656827,-0.06420402854361541,-0.05944694697831381,-0.050466047232986554,-0.06491652818793206,-0.06064151463503775,-0.0512703818600902
ABW,2020,8.903520000000001e-4,-0.0261970991276991,-0.04559048776908774,-0.04310545446279001,-0.038298132829996945,-0.029385393695742192,-0.04385682637966684,-0.03953984314625438,-0.030192843954917642,-0.06501933839922339,-0.060212016766430315,-0.051299277632175566,-0.06577071031610021,-0.06145372708268776,-0.05210672789135101
AGO,1990,0.005089864,4.511526688089507,7.754337600779867,3.6185356694450626,4.430240546397917,4.563893576527116,2.2677049480223785,3.632838363829322,4.354796642307604,4.920748389705511,5.732453266658365,5.8661062967875655,3.569917668282827,4.935051084089771,5.657009362568052
AGO,1991,0.005064054,4.506436824089507,7.749247736779867,3.5529626724576704,4.386299148968635,4.549537082691519,2.2526480952356898,3.6242608433302523,4.352237073063288,4.8551753927181185,5.6885118692290835,5.851749802951969,3.5548608154961383,4.926473563590701,5.654449793323738
AGO,1992,0.005164449000000001,4.501372770089507,7.744183682779867,3.6563411255388165,4.452307877636482,4.561892049224215,2.168768519079926,3.5481399080305027,4.324908420290796,4.958553845799265,5.7545205978969305,5.864104769484665,3.4709812393403747,4.850352628290951,5.627121140551244
AGO,1993,0.0057483890000000004,4.496208321089507,7.739019233779867,3.6042732487750326,4.4241439799748585,4.551649422118402,2.046892110926679,3.4446272137529177,4.288467231473754,4.906485969035481,5.726356700235308,5.853862142378851,3.349104831187128,4.746839934013367,5.590679951734203
AGO,1994,0.011353248000000002,4.490459932089507,7.7332708447798675,3.719980010178286,4.499241859274481,4.565500983056137,2.133763227596948,3.5101974562425853,4.306406528746115,5.022192730438735,5.801454579534929,5.867713703316586,3.4359759478573966,4.812410176503034,5.608619249006563
AGO,1995,0.01261665,4.479106684089507,7.721917596779868,3.776463291292735,4.537804995146017,4.5665260607056215,2.514485056632941,3.799466725270982,4.3909986359833475,5.078676011553185,5.840017715406466,5.868738780966069,3.81669777689339,5.101679445531431,5.693211356243795
AGO,1996,0.015248957,4.4664900340895075,7.709300946779868,3.9166304026198016,4.625361347796355,4.577777190191204,2.847594956436012,4.033397207383961,4.454348174081879,5.218843122880251,5.927574068056803,5.879989910451653,4.149807676696461,5.335609927644409,5.756560894342328
AGO,1997,0.015884249,4.451241077089507,7.694051989779867,3.9337148377423294,4.639686756720286,4.570009460867311,3.106199981581503,4.20318128322609,4.494076989802454,5.2359275580027775,5.941899476980735,5.87222218112776,4.408412701841951,5.505394003486539,5.796289710062902
AGO,1998,0.016513293999999998,4.435356828089507,7.678167740779867,3.954148073463101,4.652905494943609,4.56122975850719,3.339895172985517,4.351419810075964,4.52560024473911,5.256360793723549,5.955118215204057,5.863442478767639,4.642107893245965,5.653632530336412,5.827812964999559
AGO,1999,0.017261278,4.418843534089507,7.661654446779867,3.958457598894998,4.654622132116113,4.5491118355354905,3.583130619530028,4.499962362145257,4.555543223690158,5.260670319155446,5.956834852376562,5.85132455579594,4.885343339790476,5.8021750824057055,5.857755943950607
AGO,2000,0.015995108,4.401582256089507,7.644393168779867,4.009590360966221,4.678699563749522,4.54102179731766,3.8320524996665744,4.646212817471503,4.583248751467208,5.311803081226669,5.980912284009969,5.843234517578108,5.134265219927023,5.948425537731953,5.885461471727657
AGO,2001,0.015908461000000002,4.385587148089507,7.628398060779867,4.146565484406481,4.74970913351523,4.5441967385387585,3.9294324741505875,4.7108460500269205,4.586319373320759,5.4487782046669295,6.051921853775679,5.846409458799207,5.231645194411036,6.013058770287368,5.888532093581207
AGO,2002,0.016080002,4.3696786870895075,7.612489599779868,4.26473499625961,4.808229093830087,4.544300149738808,4.093439074447132,4.792725741109804,4.595806701770571,5.566947716520058,6.110441814090536,5.846512869999256,5.395651794707581,6.094938461370253,5.89801942203102
AGO,2003,0.017484428000000003,4.353598685089507,7.596409597779867,4.360293327954334,4.851571354125605,4.540512909400783,4.039434372129145,4.754409272977791,4.572834332072952,5.662506048214782,6.153784074386055,5.842725629661231,5.341647092389595,6.056621993238241,5.8750470523334
AGO,2004,0.017015687,4.336114257089507,7.578925169779867,4.452299485257641,4.889211227313659,4.533903070813879,3.9727071816277792,4.710231204522942,4.547358670247327,5.75451220551809,6.191423947574108,5.836115791074327,5.274919901888229,6.01244392478339,5.849571390507776
AGO,2005,0.015386819,4.319098570089507,7.561909482779868,4.510436025385278,4.9066696602050115,4.522914013044275,3.8451919238653667,4.631089235898672,4.51289140358152,5.812648745645728,6.208882380465461,5.825126733304723,5.147404644125816,5.933301956159122,5.815104123841968
AGO,2006,0.017144839000000002,4.303711751089507,7.546522663779867,4.496874126034385,4.882641777978583,4.503632039462506,3.55474861951459,4.452842575790588,4.452859528698766,5.799086846294834,6.184854498239033,5.805844759722955,4.856961339775039,5.755055296051037,5.755072248959215
AGO,2007,0.017587937,4.286566912089507,7.529377824779867,4.368470810850952,4.799976733659132,4.4706983874924315,3.19657194971495,4.225025744096749,4.37779635684696,5.6706835311114,6.10218945391958,5.772911107752879,4.498784669975398,5.527238464357199,5.680009077107408
AGO,2008,0.018750156,4.268978975089507,7.511789887779867,4.235540797446383,4.716579145352118,4.437495131887907,2.903809494106543,4.030433815640238,4.311203774911442,5.537753517706832,6.018791865612568,5.739707852148355,4.206022214366992,5.332646535900688,5.613416495171889
AGO,2009,0.020668330999999998,4.250228819089507,7.493039731779867,4.041238418923521,4.5997373192659445,4.396429123628809,2.5912653138690294,3.812406746736052,4.237263133984016,5.343451139183969,5.901950039526394,5.698641843889257,3.893478034129478,5.114619466996501,5.539475854244465
AGO,2010,0.022983321,4.229560488089507,7.472371400779867,4.03158213305772,4.585718062521831,4.376167960930569,2.5085056680364257,3.747344296973188,4.204114226247851,5.333794853318168,5.88793078278228,5.678380681191016,3.8107183882968747,5.049557017233637,5.506326946508301
AGO,2011,0.023397031,4.206577167089507,7.449388079779867,3.930313514734433,4.51912909105573,4.342633998175496,2.437179578274633,3.6925479611771004,4.172557382963297,5.232526234994882,5.821341811316179,5.644846718435945,3.7393922985350816,4.994760681437549,5.474770103223745
