model,scen,r10,peakyearbin,netzeroyearbin,terr_GtCO2_cmltv,terr_GtCO2_orig_cmltv,terr_GtCO2_cdr_cmltv,modelledpaths,pkyearbin,nzyearbin
AIM/CGE 2.2,EN_INDCi2030_900f,R10PAC_OECD,peak: 2020,net-zero: 2060,37.12748069121315,37.76411060000001,9.29055182,134,2020,2060
AIM/CGE 2.2,EN_INDCi2030_900f,R10REF_ECON,peak: 2030,net-zero: 2070,73.70576282428344,82.90331432000002,4.80432298,14,2030,2070
AIM/CGE 2.2,EN_INDCi2030_900f,R10REST_ASIA,peak: 2030,net-zero: 2060,75.87989578213441,88.36283618000002,14.835583,21,2030,2060
AIM/CGE 2.2,EN_INDCi2100,R10AFRICA,peak: 2060,net-zero: 2110,140.96535072732755,145.11267368,0,23,2060,2110
AIM/CGE 2.2,EN_INDCi2100,R10CHINA+,peak: 2030,net-zero: 2110,604.38788828585,612.7295481400002,0,78,2030,2110
AIM/CGE 2.2,EN_INDCi2100,R10EUROPE,peak: 2020,net-zero: 2110,125.48486357694951,125.36250749999999,0,302,2020,2110
AIM/CGE 2.2,EN_INDCi2100,R10INDIA+,peak: 2060,net-zero: 2110,297.130063752122,290.49709480000007,0,25,2060,2110
AIM/CGE 2.2,EN_INDCi2100,R10LATIN_AM,peak: 2050,net-zero: 2110,129.17204124049232,133.07568539999997,0,23,2050,2110
AIM/CGE 2.2,EN_INDCi2100,R10MIDDLE_EAST,peak: 2060,net-zero: 2110,254.67117345774753,258.2073731,0,36,2060,2110
AIM/CGE 2.2,EN_INDCi2100,R10NORTH_AM,peak: 2020,net-zero: 2110,167.11504352853018,166.5722550599999,0,262,2020,2110
AIM/CGE 2.2,EN_INDCi2100,R10PAC_OECD,peak: 2020,net-zero: 2110,47.41713776462478,48.03904889999997,0,249,2020,2110
AIM/CGE 2.2,EN_INDCi2100,R10REF_ECON,peak: 2050,net-zero: 2110,255.65484144501283,266.40739928,0,40,2050,2110
AIM/CGE 2.2,EN_INDCi2100,R10REST_ASIA,peak: 2040,net-zero: 2110,153.58414637356535,166.83365388000001,0,49,2040,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10AFRICA,peak: 2020,net-zero: 2110,56.306217492964265,57.595386980000015,0,55,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10CHINA+,peak: 2020,net-zero: 2110,284.06076020341044,273.9892792,0,333,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10EUROPE,peak: 2020,net-zero: 2110,118.00461826336074,116.71814037999998,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10INDIA+,peak: 2020,net-zero: 2060,56.319799694441386,48.14948706,10.138565,26,2020,2060
AIM/CGE 2.2,EN_NPi2020_1000,R10LATIN_AM,peak: 2020,net-zero: 2060,48.577566941212616,50.08420458,14.680772600000001,78,2020,2060
AIM/CGE 2.2,EN_NPi2020_1000,R10MIDDLE_EAST,peak: 2020,net-zero: 2110,69.21471770698722,69.58664868000004,0,147,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10NORTH_AM,peak: 2020,net-zero: 2110,150.16458203773811,147.22075817999996,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10PAC_OECD,peak: 2020,net-zero: 2110,42.661524735468916,42.780171240000016,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10REF_ECON,peak: 2020,net-zero: 2110,66.90936872794066,70.92386389999999,0,195,2020,2110
AIM/CGE 2.2,EN_NPi2020_1000,R10REST_ASIA,peak: 2040,net-zero: 2070,75.58932799001362,84.08827354000003,0.045537100000000004,13,2040,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10AFRICA,peak: 2040,net-zero: 2080,62.983001157393694,64.61646814000004,5.362055300000001,3,2040,2080
AIM/CGE 2.2,EN_NPi2020_1000f,R10CHINA+,peak: 2020,net-zero: 2080,298.4013231448876,289.471336,26.009285560000002,72,2020,2080
AIM/CGE 2.2,EN_NPi2020_1000f,R10EUROPE,peak: 2020,net-zero: 2080,124.83351302659693,123.88143748,8.772948099999999,37,2020,2080
AIM/CGE 2.2,EN_NPi2020_1000f,R10INDIA+,peak: 2020,net-zero: 2070,67.54225596984826,59.199629699999996,18.228580200000003,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10LATIN_AM,peak: 2020,net-zero: 2070,62.13046535728795,64.06225196000003,24.563667699999996,37,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10MIDDLE_EAST,peak: 2040,net-zero: 2070,81.84364427012777,82.55038219999999,8.29993676,1,2040,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10NORTH_AM,peak: 2020,net-zero: 2070,174.39900193199944,171.97672752,26.940685620000007,138,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10PAC_OECD,peak: 2020,net-zero: 2070,47.66696989584994,47.95884571999999,9.51344832,74,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10REF_ECON,peak: 2020,net-zero: 2070,78.75467950988225,83.55816202000003,5.67227536,46,2020,2070
AIM/CGE 2.2,EN_NPi2020_1000f,R10REST_ASIA,peak: 2040,net-zero: 2070,94.76597944826794,104.13521712000004,13.498866800000002,13,2040,2070
AIM/CGE 2.2,EN_NPi2020_1200,R10AFRICA,peak: 2040,net-zero: 2110,66.17112019126338,67.75219664000001,0,8,2040,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10CHINA+,peak: 2020,net-zero: 2110,317.47925469572465,308.32297705999997,0,333,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10EUROPE,peak: 2020,net-zero: 2110,133.0775889135525,132.06952850000005,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10INDIA+,peak: 2020,net-zero: 2070,66.08640893908216,57.73969678000001,7.6723756000000005,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1200,R10LATIN_AM,peak: 2020,net-zero: 2070,60.22845876557862,62.09628902,12.463155980000003,37,2020,2070
AIM/CGE 2.2,EN_NPi2020_1200,R10MIDDLE_EAST,peak: 2020,net-zero: 2110,83.8461568410807,84.49921220000003,0,147,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10NORTH_AM,peak: 2020,net-zero: 2110,173.89464293912374,171.38275667999991,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10PAC_OECD,peak: 2020,net-zero: 2110,49.15759180682699,49.42172573999999,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10REF_ECON,peak: 2020,net-zero: 2110,80.72537035462686,85.41128481999996,0,195,2020,2110
AIM/CGE 2.2,EN_NPi2020_1200,R10REST_ASIA,peak: 2040,net-zero: 2110,93.60703657211769,102.85145820000005,0,49,2040,2110
AIM/CGE 2.2,EN_NPi2020_1200f,R10AFRICA,peak: 2040,net-zero: 2080,71.45754382375317,73.33355125999998,2.3373221,3,2040,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10CHINA+,peak: 2020,net-zero: 2080,327.758932012416,319.9066403999999,17.556639380000004,72,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10EUROPE,peak: 2020,net-zero: 2080,137.48472709776587,136.80278420000002,4.376081599999999,37,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10INDIA+,peak: 2020,net-zero: 2070,75.09428364070736,66.75407134,14.19695,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1200f,R10LATIN_AM,peak: 2040,net-zero: 2070,70.61341276802099,72.83915511999999,18.058417520000003,33,2040,2070
AIM/CGE 2.2,EN_NPi2020_1200f,R10MIDDLE_EAST,peak: 2040,net-zero: 2080,92.72991422200272,93.68734294000001,4.7410278,2,2040,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10NORTH_AM,peak: 2020,net-zero: 2080,192.89051890504885,190.91449241999996,14.600740600000002,62,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10PAC_OECD,peak: 2020,net-zero: 2080,52.877148559846866,53.30289985999999,5.853444199999999,62,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10REF_ECON,peak: 2020,net-zero: 2080,89.09861160669756,94.42026196000002,3.35355012,38,2020,2080
AIM/CGE 2.2,EN_NPi2020_1200f,R10REST_ASIA,peak: 2050,net-zero: 2080,107.82066150139936,117.73946559999999,7.728338199999999,5,2050,2080
AIM/CGE 2.2,EN_NPi2020_1400,R10AFRICA,peak: 2040,net-zero: 2090,76.87141201288588,78.79509529999999,0.01972290000000001,2,2040,2090
AIM/CGE 2.2,EN_NPi2020_1400,R10CHINA+,peak: 2020,net-zero: 2110,358.6773469130924,351.3697226600001,0,333,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10EUROPE,peak: 2020,net-zero: 2110,149.63437976090296,149.01353243999992,0,302,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10INDIA+,peak: 2020,net-zero: 2070,78.22928158774326,69.88113555999999,5.647844620000001,28,2020,2070
AIM/CGE 2.2,EN_NPi2020_1400,R10LATIN_AM,peak: 2040,net-zero: 2070,73.46761301261368,75.72908597999998,10.0619798,33,2040,2070
AIM/CGE 2.2,EN_NPi2020_1400,R10MIDDLE_EAST,peak: 2040,net-zero: 2110,99.90238118607002,100.88001487999999,0,108,2040,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10NORTH_AM,peak: 2020,net-zero: 2110,202.15121171640695,200.27594583999996,0,262,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10PAC_OECD,peak: 2020,net-zero: 2110,56.42152947177137,56.88885109999999,0,249,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10REF_ECON,peak: 2020,net-zero: 2110,95.94378070178765,101.39473258000002,0,195,2020,2110
AIM/CGE 2.2,EN_NPi2020_1400,R10REST_ASIA,peak: 2050,net-zero: 2110,114.21789506002634,124.30148979999997,0,74,2050,2110
AIM/CGE 2.2,EN_NPi2020_1400f,R10AFRICA,peak: 2040,net-zero: 2090,78.54519672007635,80.59204288,0.8634593000000002,2,2040,2090
