r10,iso3c,year,pop,gdpcurrmer,gdpcurrppp,terr_GtCO2,lulucf_GtCO2_mean,lulucf_GtCO2_blue,lulucf_GtCO2_hc2023,lulucf_GtCO2_oscar
R10AFRICA,AGO,1850,2418020,NA,NA,0,0.0052462544444444445,0.008902923333333333,5.440600000000001e-4,0.00629178
R10AFRICA,AGO,1851,2445639,NA,NA,0,0.00525283,0.008909156666666666,4.493133333333333e-4,0.00640002
R10AFRICA,AGO,1852,2469804,NA,NA,0,0.005371471111111111,0.009035473333333334,5.379366666666666e-4,0.006541003333333333
R10AFRICA,AGO,1853,2490423,NA,NA,0,0.0054175000000000004,0.00907929,5.751166666666666e-4,0.006598093333333334
R10AFRICA,AGO,1854,2511209,NA,NA,0,0.00532235,0.008974276666666666,4.811033333333333e-4,0.00651167
R10AFRICA,AGO,1855,2532163,NA,NA,0,0.005326688888888889,0.008963936666666667,4.922500000000001e-4,0.006523879999999999
R10AFRICA,AGO,1856,2553287,NA,NA,0,0.005438228888888889,0.00905817,6.140566666666667e-4,0.00664246
R10AFRICA,AGO,1857,2574582,NA,NA,0,0.005413588888888888,0.009014536666666666,6.020299999999999e-4,0.006624199999999999
R10AFRICA,AGO,1858,2596050,NA,NA,0,0.005352942222222223,0.008934126666666667,5.555366666666667e-4,0.006569163333333333
R10AFRICA,AGO,1859,2617734,NA,NA,0,0.0052908044444444444,0.008937096666666667,4.652266666666667e-4,0.0064700899999999995
R10AFRICA,AGO,1860,2639636,NA,NA,0,0.00559196,0.009493476666666665,5.384866666666667e-4,0.006743916666666667
R10AFRICA,AGO,1861,2661759,NA,NA,0,0.005613898888888889,0.009588076666666667,4.041033333333333e-4,0.006849516666666666
R10AFRICA,AGO,1862,2684105,NA,NA,0,0.00586872,0.01011725,4.8279000000000003e-4,0.00700612
R10AFRICA,AGO,1863,2706676,NA,NA,0,0.005988497777777778,0.010132173333333334,6.359833333333334e-4,0.007197336666666666
R10AFRICA,AGO,1864,2729431,NA,NA,0,0.0060560622222222225,0.010184606666666667,7.012866666666667e-4,0.0072822933333333345
R10AFRICA,AGO,1865,2752372,NA,NA,0,0.006006171111111111,0.010134116666666667,6.428033333333333e-4,0.007241593333333333
R10AFRICA,AGO,1866,2775501,NA,NA,0,0.005965935555555556,0.010094333333333334,5.949533333333333e-4,0.00720852
R10AFRICA,AGO,1867,2798819,NA,NA,0,0.005904971111111111,0.010037279999999999,0.00052594666666666665,0.007151686666666666
R10AFRICA,AGO,1868,2822327,NA,NA,0,0.00592196,0.010052166666666666,5.387066666666667e-4,0.0071750066666666674
R10AFRICA,AGO,1869,2844907,NA,NA,0,0.005791194444444444,0.00991188,4.0820999999999994e-4,0.007053493333333333
R10AFRICA,AGO,1870,2866541,NA,NA,0,0.005990172222222223,0.010402076666666668,3.2251999999999997e-4,0.0072459199999999994
R10AFRICA,AGO,1871,2887214,NA,NA,0,0.006201543333333334,0.010683896666666668,3.3487666666666665e-4,0.007585856666666667
R10AFRICA,AGO,1872,2906908,NA,NA,0,0.006486541111111111,0.011040443333333334,5.301633333333333e-4,0.007889016666666667
R10AFRICA,AGO,1873,2925605,NA,NA,0,0.006566987777777778,0.011171893333333332,5.536666666666666e-4,0.007975403333333334
R10AFRICA,AGO,1874,2944418,NA,NA,0,0.0066282822222222225,0.01126752,5.743466666666666e-4,0.00804298
R10AFRICA,AGO,1875,2963345,NA,NA,0,0.006804563333333334,0.011701323333333333,5.992066666666668e-4,0.008113160000000001
R10AFRICA,AGO,1876,2982389,NA,NA,0,0.006767896666666667,0.011519053333333334,6.183466666666667e-4,0.00816629
R10AFRICA,AGO,1877,3001550,NA,NA,0,0.0065502066666666674,0.011269023333333334,4.052766666666667e-4,0.00797632
R10AFRICA,AGO,1878,3020828,NA,NA,0,0.006732158888888888,0.011438899999999998,5.811666666666667e-4,0.008176409999999999
R10AFRICA,AGO,1879,3040210,NA,NA,0,0.006754867777777777,0.011456206666666666,5.952833333333333e-4,0.008213113333333332
R10AFRICA,AGO,1880,3059698,NA,NA,0,0.007208190000000001,0.012543080000000002,5.357e-4,0.008545790000000001
R10AFRICA,AGO,1881,3079292,NA,NA,0,0.007474585555555556,0.012890606666666669,5.3174e-4,0.00900141
R10AFRICA,AGO,1882,3098992,NA,NA,0,0.007667806666666666,0.013184013333333333,5.957233333333334e-4,0.009223683333333333
R10AFRICA,AGO,1883,3118798,NA,NA,0,0.007681972222222223,0.013274616666666668,5.229033333333333e-4,0.009248396666666667
R10AFRICA,AGO,1884,3138726,NA,NA,0,0.00790631111111111,0.01355552,6.809366666666667e-4,0.009482476666666665
R10AFRICA,AGO,1885,3158775,NA,NA,0,0.00782907888888889,0.01351262,5.544e-4,0.009420216666666667
R10AFRICA,AGO,1886,3178946,NA,NA,0,0.007734112222222221,0.013440936666666665,4.195766666666667e-4,0.009341823333333332
R10AFRICA,AGO,1887,3199240,NA,NA,0,0.007749634444444445,0.013473166666666666,4.0084e-4,0.009374896666666667
R10AFRICA,AGO,1888,3219658,NA,NA,0,0.007896276666666667,0.013633546666666668,5.165233333333333e-4,0.00953876
R10AFRICA,AGO,1889,3233687,NA,NA,0,0.007916504444444444,0.0136554,5.1425e-4,0.009579863333333334
R10AFRICA,AGO,1890,3241303,NA,NA,0,0.008739988888888888,0.01513798,7.206833333333332e-4,0.010361303333333334
R10AFRICA,AGO,1891,3242479,NA,NA,0,0.009141513333333334,0.015814003333333333,6.4691e-4,0.010963626666666665
R10AFRICA,AGO,1892,3237188,NA,NA,0,0.00939934111111111,0.016253233333333332,6.830266666666666e-4,0.011261763333333334
R10AFRICA,AGO,1893,3225405,NA,NA,0,0.009430202222222224,0.016373536666666667,5.867033333333333e-4,0.011330366666666668
R10AFRICA,AGO,1894,3213659,NA,NA,0,0.009414386666666667,0.016375186666666666,5.118299999999999e-4,0.011356143333333334
R10AFRICA,AGO,1895,3201949,NA,NA,0,0.009469802222222221,0.016467,5.077233333333334e-4,0.011434683333333332
R10AFRICA,AGO,1896,3190277,NA,NA,0,0.009565196666666666,0.01658657,5.508066666666667e-4,0.011558213333333333
R10AFRICA,AGO,1897,3178642,NA,NA,0,0.009637992222222223,0.01666676,5.850166666666666e-4,0.011662200000000001
R10AFRICA,AGO,1898,3167043,NA,NA,0,0.009688311111111111,0.016707863333333333,6.1281e-4,0.011744260000000003
R10AFRICA,AGO,1899,3153583,NA,NA,0,0.009814493333333332,0.01692324333333333,6.755833333333333e-4,0.011844653333333333
R10AFRICA,AGO,1900,3138277,NA,NA,0,0.010858136666666667,0.018892573333333336,8.416466666666667e-4,0.01284019
R10AFRICA,AGO,1901,3121144,NA,NA,0,0.0116061,0.019847776666666664,0.0010257866666666666,0.013944736666666666
R10AFRICA,AGO,1902,3102199,NA,NA,0,0.012012684444444444,0.020437999999999998,0.0011467133333333335,0.014453339999999999
R10AFRICA,AGO,1903,3081459,NA,NA,0,0.012308376666666667,0.0208021,0.0012753766666666667,0.014847653333333334
R10AFRICA,AGO,1904,3060853,NA,NA,0,0.01253643111111111,0.021158573333333333,0.0015131600000000002,0.014937559999999999
R10AFRICA,AGO,1905,3040379,NA,NA,0,0.012899039999999999,0.02162061,0.00177738,0.01529913
R10AFRICA,AGO,1906,3020037,NA,NA,0,0.013182363333333332,0.021700286666666666,0.0019777266666666667,0.015869076666666666
R10AFRICA,AGO,1907,2999825,NA,NA,0,0.013224297777777777,0.021722616666666666,0.0020917233333333334,0.015858553333333334
R10AFRICA,AGO,1908,2979744,NA,NA,0,0.013492294444444445,0.021893629999999997,0.0023709399999999998,0.016212313333333336
R10AFRICA,AGO,1909,2962141,NA,NA,0,0.013851444444444444,0.021993290000000002,0.0025959633333333333,0.016965079999999997
R10AFRICA,AGO,1910,2946996,NA,NA,0,0.01547343111111111,0.02536798,0.00283261,0.01821970333333333
R10AFRICA,AGO,1911,2934290,NA,NA,0,0.01656441111111111,0.026936836666666665,0.0030173,0.019739096666666667
R10AFRICA,AGO,1912,2924003,NA,NA,0,0.01759030777777778,0.028327126666666667,0.0032577233333333333,0.021186073333333333
R10AFRICA,AGO,1913,2916116,NA,NA,0,0.017748463333333336,0.02875964666666667,0.0034383433333333335,0.0210474
R10AFRICA,AGO,1914,2908245,NA,NA,0,0.018178208888888887,0.029702749999999997,0.0037026000000000003,0.021129276666666665
R10AFRICA,AGO,1915,2900390,NA,NA,0,0.018383163333333334,0.029746603333333337,0.0038332066666666668,0.02156968
R10AFRICA,AGO,1916,2892552,NA,NA,0,0.01920400777777778,0.03080678333333333,0.004071063333333334,0.02273417666666667
R10AFRICA,AGO,1917,2884730,NA,NA,0,0.01927858777777778,0.030939003333333336,0.0042886800000000004,0.022608080000000003
R10AFRICA,AGO,1918,2873191,NA,NA,0,0.019645205555555555,0.031418053333333334,0.004461636666666666,0.023055926666666667
R10AFRICA,AGO,1919,2872529,NA,NA,0,0.019830555555555556,0.03178684666666667,0.004466953333333332,0.023237866666666666
R10AFRICA,AGO,1920,2882863,NA,NA,0,0.023058175555555557,0.03799147,0.004833619999999999,0.026349436666666667
R10AFRICA,AGO,1921,2904314,NA,NA,0,0.025024425555555556,0.040524696666666665,0.004889096666666667,0.029659483333333337
R10AFRICA,AGO,1922,2937004,NA,NA,0,0.026052827777777777,0.04235630666666666,0.005122443333333333,0.030679733333333334
R10AFRICA,AGO,1923,2981059,NA,NA,0,0.02708899111111111,0.043344179999999996,0.005228666666666666,0.03269412666666667
R10AFRICA,AGO,1924,3025775,NA,NA,0,0.027680277777777776,0.04477839666666666,0.005405986666666666,0.03285645
R10AFRICA,AGO,1925,3071162,NA,NA,0,0.027980223333333328,0.044945303333333325,0.005578246666666666,0.033417119999999995
R10AFRICA,AGO,1926,3117230,NA,NA,0,0.028542078888888888,0.045664776666666664,0.005756336666666666,0.03420512333333334
R10AFRICA,AGO,1927,3163988,NA,NA,0,0.02891070111111111,0.04662540666666666,0.0058372599999999995,0.03426943666666667
R10AFRICA,AGO,1928,3211448,NA,NA,0,0.029105340000000004,0.04661011666666667,0.006116513333333334,0.034589390000000005
R10AFRICA,AGO,1929,3258958,NA,NA,0,0.029595414444444447,0.047336300000000005,0.0061898100000000005,0.03526013333333334
R10AFRICA,AGO,1930,3306510,NA,NA,0,0.03653486222222223,0.06225750666666667,0.0064835833333333325,0.04086349666666667
R10AFRICA,AGO,1931,3354095,NA,NA,0,0.04214197777777778,0.07015594666666666,0.0066746900000000005,0.04959529666666666
R10AFRICA,AGO,1932,3401704,NA,NA,0,0.04412394555555556,0.07444077666666667,0.006767603333333334,0.05116345666666667
R10AFRICA,AGO,1933,3449328,NA,NA,0,0.04635242333333334,0.07825917,0.006719753333333333,0.054078346666666666
R10AFRICA,AGO,1934,3497619,NA,NA,0,0.04771829333333333,0.07970812666666666,0.007013013333333333,0.05643374
R10AFRICA,AGO,1935,3546586,NA,NA,0,0.048247613333333335,0.08105119,0.00705584,0.05663581
R10AFRICA,AGO,1936,3596238,NA,NA,0,0.049133638888888886,0.083061,0.007055693333333333,0.057284223333333335
R10AFRICA,AGO,1937,3646585,NA,NA,0,0.05039243,0.08425116333333334,0.007139586666666666,0.05978654
R10AFRICA,AGO,1938,3697637,NA,NA,0,0.05035676555555555,0.08406453,0.007292303333333333,0.05971346333333333
R10AFRICA,AGO,1939,3752445,NA,NA,0,0.051325303333333336,0.08614081666666668,0.0074185100000000006,0.060416583333333336
R10AFRICA,AGO,1940,3811116,NA,NA,0,0.08515225888888889,0.15904874333333333,0.007850223333333333,0.08855781
R10AFRICA,AGO,1941,3873759,NA,NA,0,0.10655475111111111,0.19156445,0.007856199999999999,0.12024360333333332
R10AFRICA,AGO,1942,3940488,NA,NA,0,0.11761324666666667,0.21309280666666666,0.007971736666666668,0.13177519666666668
R10AFRICA,AGO,1943,4011417,NA,NA,0,0.12444672777777778,0.22730656666666668,0.008129366666666665,0.13790425
R10AFRICA,AGO,1944,4083622,NA,NA,0,0.13079073333333333,0.23673880999999997,0.008206806666666667,0.14742658333333336
R10AFRICA,AGO,1945,4157127,NA,NA,0,0.13430133444444445,0.24475260333333332,0.00816684,0.14998456
R10AFRICA,AGO,1946,4231956,NA,NA,0,0.13671521111111112,0.25094685,0.008340016666666667,0.1508587666666667
R10AFRICA,AGO,1947,4308131,NA,NA,0,0.14055175444444445,0.25558771333333336,0.008286593333333335,0.1577809566666667
R10AFRICA,AGO,1948,4385677,NA,NA,0,0.1423399877777778,0.26110076666666665,0.008340823333333334,0.15757837333333335
R10AFRICA,AGO,1949,4465620,NA,NA,0,0.14406245333333334,0.26240140666666667,0.00832194,0.16146401333333332
R10AFRICA,AGO,1950,4478186,NA,NA,1.8699999999999996e-4,0.13691186666666666,0.24453692999999999,0.008302213333333332,0.15789645666666663
R10AFRICA,AGO,1951,4569744,NA,NA,2.4933333333333334e-4,0.13103791555555552,0.23441784666666662,0.008446569999999999,0.15024933
R10AFRICA,AGO,1952,4663968,NA,NA,3.116666666666667e-4,0.12723964000000001,0.2273241666666667,0.008605226666666667,0.14578952666666667
R10AFRICA,AGO,1953,4758721,NA,NA,2.7488104986876633e-4,0.12597401666666666,0.22571266666666667,0.008581063333333333,0.14362832
R10AFRICA,AGO,1954,4850457,NA,NA,3.4815676673228364e-4,0.12557575555555556,0.22207067666666663,0.008525073333333332,0.14613151666666668
R10AFRICA,AGO,1955,4938121,NA,NA,4.1403595800524836e-4,0.12451231222222223,0.22105966666666665,0.008543773333333332,0.1439334966666667
R10AFRICA,AGO,1956,5022111,NA,NA,5.019764829396313e-4,0.12209700555555555,0.21691413333333331,0.008575526666666666,0.14080135666666668
R10AFRICA,AGO,1957,5104334,NA,NA,6.191313910761172e-4,0.12114494333333334,0.21144258666666668,0.008398609999999999,0.14359363333333333
R10AFRICA,AGO,1958,5185843,NA,NA,5.933160367454063e-4,0.11842943444444444,0.21101883,0.008579229999999998,0.13569024333333335
R10AFRICA,AGO,1959,5269954,NA,NA,6.1904217847769e-4,0.11989574666666666,0.20957647333333332,0.008532186666666667,0.14157858
R10AFRICA,AGO,1960,5357201,NA,NA,5.4935010689889e-4,0.12302775222222222,0.21417432666666664,0.008777816666666667,0.14613111333333334
R10AFRICA,AGO,1961,5441328,NA,NA,4.5403710133794093e-4,0.08961129222222222,0.14240614666666668,0.008177546666666667,0.11825018333333334
R10AFRICA,AGO,1962,5521405,NA,NA,0.00117998482094537,0.06579213666666667,0.10929229666666668,0.008034436666666667,0.08004967666666667
R10AFRICA,AGO,1963,5599831,NA,NA,0.0011505601574803162,0.05734444222222222,0.09519942666666667,0.008010273333333331,0.06882362666666667
R10AFRICA,AGO,1964,5673208,NA,NA,0.0012238042782152221,0.04898810888888889,0.07973016333333333,0.007734796666666667,0.059499366666666664
R10AFRICA,AGO,1965,5736588,NA,NA,0.0011870186614173213,0.04386096,0.06760948333333333,0.007682803333333333,0.05629059333333333
R10AFRICA,AGO,1966,5787056,NA,NA,0.0015535961154855642,0.041166216666666665,0.06055778666666666,0.007478643333333333,0.05546222
R10AFRICA,AGO,1967,5827502,NA,NA,9.925366404199474e-4,0.03852874666666666,0.05471917,0.007481136666666667,0.05338593333333333
R10AFRICA,AGO,1968,5868201,NA,NA,0.0016707537566119327,0.03748924666666667,0.05506501,0.007032923333333333,0.05036980666666667
R10AFRICA,AGO,1969,5928387,NA,NA,0.0027851182776066027,0.033981823333333334,0.04708161333333333,0.0062819166666666666,0.048581940000000004
R10AFRICA,AGO,1970,6029702,NA,NA,0.0035805211986270104,0.029872932222222225,0.04240848333333334,0.005399606666666667,0.04181070666666667
R10AFRICA,AGO,1971,6177053,NA,NA,0.0034078611974255094,0.02736377111111111,0.03835656,0.004495443333333333,0.03923931
R10AFRICA,AGO,1972,6364736,NA,NA,0.00450380769807738,0.02468313222222222,0.03474005333333333,0.00323466,0.03607468333333333
R10AFRICA,AGO,1973,6578237,NA,NA,0.00487721089238845,0.023350103333333334,0.03395718333333333,0.0019918433333333332,0.034101283333333336
R10AFRICA,AGO,1974,6802495,NA,NA,0.004869939337102584,0.02190987333333333,0.03293396333333333,0.0010271066666666666,0.03176854999999999
R10AFRICA,AGO,1975,7032728,NA,NA,0.004412020026246727,0.020118498888888888,0.030723806666666666,2.5754666666666663e-4,0.02937414333333333
R10AFRICA,AGO,1976,7266788,NA,NA,0.0032824295294032147,0.018826414444444443,0.028396353333333332,-8.455333333333332e-5,0.028167443333333333
R10AFRICA,AGO,1977,7511898,NA,NA,0.0035300782976515725,0.019357127777777778,0.03140287333333333,-2.664566666666667e-4,0.026934966666666667
R10AFRICA,AGO,1978,7771595,NA,NA,0.005403738086795033,0.018226156666666667,0.03011521333333333,-4.881066666666666e-4,0.02505136333333333
R10AFRICA,AGO,1979,8043223,NA,NA,0.005493186057983947,0.016876969999999998,0.027385563333333335,-8.630966666666667e-4,0.02410844333333333
R10AFRICA,AGO,1980,8330053,NA,NA,0.005338233987641023,0.017481835555555554,0.03157810333333333,-9.043100000000001e-4,0.021771713333333335
R10AFRICA,AGO,1981,8631461,NA,NA,0.005270607185412947,0.015888473333333333,0.028558310000000003,-0.0010648366666666667,0.020171946666666666
R10AFRICA,AGO,1982,8947154,NA,NA,0.004638552064911966,0.01466194888888889,0.02579324,-0.0012389666666666665,0.019431573333333337
R10AFRICA,AGO,1983,9276704,NA,NA,0.005104247005225647,0.013921062222222221,0.024816806666666667,-0.0012312666666666667,0.018177646666666665
R10AFRICA,AGO,1984,9617709,NA,NA,0.004989475652210793,0.013211757777777777,0.022782173333333332,-7.136800000000001e-4,0.017566779999999997
R10AFRICA,AGO,1985,9970631,NA,NA,0.004679517527511677,0.013826132222222223,0.024019380000000003,2.0148333333333332e-4,0.01725753333333333
R10AFRICA,AGO,1986,10332577,NA,NA,0.004637212020420321,0.013211097777777778,0.02023571,0.0015177799999999998,0.017879803333333333
R10AFRICA,AGO,1987,10694060,NA,NA,0.005790239846662297,0.013335312222222222,0.01934636,0.00328482,0.017374756666666668
R10AFRICA,AGO,1988,11060263,NA,NA,0.005052980628784367,0.013397877777777779,0.02127194666666667,0.0015013166666666667,0.01742037
R10AFRICA,AGO,1989,11439505,NA,NA,0.004926332529243987,0.014413837777777777,0.021302343333333335,0.0047709933333333334,0.017168176666666663
R10AFRICA,AGO,1990,11828643,11229515599.3048,38839000563.364,0.005093568348134236,0.019284992222222224,0.025152050000000002,0.008877806666666667,0.02382512
R10AFRICA,AGO,1991,12228698,12704558516.5916,40550517457.1324,0.005067740039731857,0.02226048,0.026476706666666662,0.012943736666666665,0.027360996666666665
R10AFRICA,AGO,1992,12632509,15114352005.3033,39053200831.9435,0.005168207242503617,0.02211015888888889,0.024760890000000004,0.017137413333333334,0.024432173333333335
R10AFRICA,AGO,1993,13038277,11051939101.56,30390584820.8692,0.0057525724116741835,0.02396196,0.020990896666666665,0.023891266666666668,0.027003716666666667
R10AFRICA,AGO,1994,13462032,3390500000,31455215608.227,0.01136151100628225,0.027141571111111113,0.02349468,0.02603483666666667,0.03189519666666667
R10AFRICA,AGO,1995,13912258,5561222222.22222,36931943525.4287,0.012625832885834704,0.028204195555555558,0.024005960000000003,0.026143553333333333,0.03446307333333334
R10AFRICA,AGO,1996,14383352,7526963963.96396,42701857933.6702,0.015260054940528713,0.028508761111111114,0.024456043333333337,0.025743703333333333,0.03532653666666667
R10AFRICA,AGO,1997,14871148,7648377412.83277,46598046522.4368,0.015895810046869793,0.03096963222222222,0.02788294666666667,0.02549052,0.039535429999999996
R10AFRICA,AGO,1998,15366866,6506229607.29432,49332296061.9181,0.016525312436374978,0.030669613333333335,0.023274276666666666,0.025268136666666666,0.04346642666666667
R10AFRICA,AGO,1999,15870759,6152922942.98032,51121804409.3445,0.01727384063986295,0.035113075555555553,0.022161186666666666,0.034386146666666666,0.04879189333333333
R10AFRICA,AGO,2000,16394067,9129594818.60749,53876764896.3585,0.01600674882166448,0.042858261111111115,0.028589916666666666,0.04522943333333333,0.05475543333333334
R10AFRICA,AGO,2001,16941584,8936079252.77131,57406983085.6472,0.015920039622328856,0.0560672811111111,0.046465759999999995,0.05785442666666666,0.06388165666666666
R10AFRICA,AGO,2002,17516140,15285592487.4237,66266055980.3041,0.016091704687349318,0.06942102444444445,0.05634225666666667,0.07158550666666666,0.08033531000000001
R10AFRICA,AGO,2003,18124346,17812704626.2324,69594829726.1744,0.01749715310953896,0.07767214888888888,0.05074860999999999,0.08648915,0.09577868666666665
R10AFRICA,AGO,2004,18771128,23552057820.4599,79291855044.371,0.01702807109137292,0.08017154444444445,0.04667542,0.09211059,0.10172862333333335
R10AFRICA,AGO,2005,19450962,36970901025.2032,94069250792.273,0.015398017173913805,0.08242505333333333,0.04754680333333334,0.09574121333333334,0.10398714333333334
R10AFRICA,AGO,2006,20162338,52381025105.2177,108170250181.419,0.01715731718465468,0.08517982,0.04960263,0.09709098666666667,0.10884584333333333
R10AFRICA,AGO,2007,20909692,65266415706.9741,126666092621.188,0.01760073798614861,0.10364983444444445,0.09102547666666667,0.10109227333333336,0.11883175333333332
R10AFRICA,AGO,2008,21691524,88538664888.1983,143527785548.898,0.018763802767325952,0.12823328222222222,0.13632893999999998,0.10703858000000001,0.14133232666666665
R10AFRICA,AGO,2009,22507674,70307196477.0815,145654989374.478,0.020683373849559667,0.13753161888888887,0.14251588999999998,0.11538523333333332,0.1546937333333333
R10AFRICA,AGO,2010,23364196,81699526880.8079,153909425849.431,0.02300004807136656,0.14749018777777778,0.15661898999999999,0.12264219000000001,0.16320938333333335
R10AFRICA,AGO,2011,24259120,109436566876.419,162538811659.181,0.023414059327876432,0.13838606222222222,0.12262590999999999,0.12835889,0.1641733866666667
R10AFRICA,AGO,2012,25188298,124998210652.243,185178296910.381,0.02595983973381759,0.13187342666666665,0.10785093,0.12979053999999998,0.15797880999999997
R10AFRICA,AGO,2013,26147012,133401582620.494,197839278641.871,0.02572845266405022,0.12512926555555556,0.09289056333333333,0.12709975666666667,0.15539747666666667
R10AFRICA,AGO,2014,27128340,137244439121.374,217021998765.783,0.02478575109213379,0.11763816777777777,0.07964033,0.12169487,0.15157930333333333
R10AFRICA,AGO,2015,28127724,87219300384.5072,200475818990.044,0.02604930273558767,0.11833570222222223,0.08603089,0.11521407333333333,0.15376214333333335
R10AFRICA,AGO,2016,29154742,49840491178.1518,199721223732.138,0.02401016812726459,0.11456436444444444,0.07734408000000001,0.11002955333333334,0.15631946
R10AFRICA,AGO,2017,30208634,68972769395.6274,211424030475.15,0.022633487771515942,0.11216020444444445,0.07689990000000001,0.10552347666666667,0.15405723666666668
R10AFRICA,AGO,2018,31273538,77792944471.9494,229965233516.952,0.02145005783743955,0.10520902333333335,0.05896484000000001,0.10716870999999999,0.14949352000000002
R10AFRICA,AGO,2019,32353592,69309110145.7687,243736138717.595,0.019236162502694464,0.10214542555555556,0.04887934333333334,0.110715,0.14684193333333334
R10AFRICA,AGO,2020,31721533,NA,NA,0.016776987182778605,0.10088125666666668,0.043679276666666676,0.11360910000000002,0.14535539333333336
R10AFRICA,AGO,2021,31089475,NA,NA,0.01751845583834471,0.10064682222222221,0.041800696666666665,0.11596742666666665,0.1441723433333333
R10AFRICA,AGO,2022,30457416,NA,NA,0.01608196395636435,0.09822604000000001,0.03721963666666667,0.11365203666666666,0.1438064466666667
R10AFRICA,AGO,2023,29825358,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2024,29193299,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2025,28561240,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2026,29220024,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2027,29878807,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2028,30537591,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2029,31196374,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2030,31855157,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2031,32493082,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2032,33131006,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2033,33768930,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2034,34406854,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2035,35044778,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2036,35668582,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2037,36292386,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2038,36916190,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2039,37539994,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2040,38163798,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2041,38760045,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2042,39356293,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2043,39952540,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2044,40548787,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2045,41145035,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2046,41711259,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2047,42277483,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2048,42843707,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2049,43409932,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2050,43976156,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2051,44464127,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2052,44952099,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2053,45440070,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2054,45928042,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2055,46416013,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2056,46903985,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2057,47391956,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2058,47879928,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2059,48367899,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2060,48855870,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2061,49230064,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2062,49604257,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2063,49978451,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2064,50352645,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2065,50726838,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2066,51101032,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2067,51475225,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2068,51849419,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2069,52223612,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2070,52597806,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2071,52852202,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2072,53106599,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2073,53360995,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2074,53615392,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2075,53869788,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2076,54124185,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2077,54378581,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2078,54632977,NA,NA,NA,NA,NA,NA,NA
R10AFRICA,AGO,2079,54887374,NA,NA,NA,NA,NA,NA,NA
