Model,Scenario,Region,Variable,Unit,Quantile,Reference_Period_End_Year,Reference_Period_Start_Year,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Surface Air Temperature Change,K,0.1,1900,1850,-0.036585953,-0.01617923,-0.004947825,0.00056066,0.001606694,-0.00197548,-0.020747882,-0.038012883,-0.035296282,-0.022374799,-0.007941998,0.004063881,-0.041666791,-0.114168929,-0.127604516,-0.108389062,-0.107874326,-0.127667627,-0.125633677,-0.097618254,-0.072538297,-0.054186865,-0.034760538,-0.018154148,-0.008176403,-0.003614565,-0.001849282,-0.002051195,0.000600419,0.008681148,0.019491359,0.029698919,0.036171675,-0.071764312,-0.423617694,-0.65475405,-0.622190888,-0.529529303,-0.42434501,-0.326198008,-0.238686567,-0.167216063,-0.112110074,-0.071322671,-0.041897549,-0.022399698,-0.018556162,-0.030135317,-0.04152477,-0.040871768,-0.033461103,-0.023129352,-0.011696327,-0.000802712,0.00880011,0.01567457,0.019574844,0.020622979,0.019778338,-0.222490431,-0.580887656,-0.649476366,-0.559566734,-0.450724762,-0.356107241,-0.508125592,-0.937456816,-1.128754993,-1.016654763,-0.839589173,-0.6794406,-0.548168833,-0.447677576,-0.391039197,-0.34607663,-0.288394736,-0.226451909,-0.169809596,-0.120452691,-0.081612127,-0.051587142,-0.180711164,-0.411244008,-0.457228237,-0.397487073,-0.442862534,-0.539654856,-0.512343568,-0.423379043,-0.32759769,-0.246513281,-0.183455075,-0.136273939,-0.098805106,-0.070259708,-0.048885203,-0.0411369,-0.040920024,-0.032603222,-0.019602517,-0.006200784,0.004755688,0.012788233,0.009584503,-0.004627582,-0.010228787,-0.007004616,-0.014021264,-0.018157679,-0.007586961,0.005417195,0.012312943,-0.03289178,-0.091590133,-0.086403528,-0.058002678,-0.030441531,-0.009279107,0.005519075,0.018043643,0.028708213,0.03754099,0.044516366,0.036972044,0.02663406,0.026666435,0.027240929,0.029757903,0.034225997,0.037441209,0.038478048,0.0394828,0.043926598,0.011505202,-0.155295439,-0.278337309,-0.254276586,-0.204337766,-0.156977301,-0.110514386,-0.081306788,-0.074469337,-0.062012774,-0.032129135,-0.000891548,0.022844729,0.040842631,0.052363464,0.058928594,0.061663768,0.061896823,0.061164915,0.04868698,-0.013995933,-0.070696764,-0.062401989,-0.031732223,-0.014904647,-0.005487404,0.011191999,0.02592813,0.036128412,0.012303796,-0.03328766,-0.044098836,-0.022786147,0.00697561,0.032082949,0.053090066,0.07200903,0.084222938,0.093947753,0.096714077,0.09135624,0.093549049,0.101415968,0.110099962,0.119479936,0.124761117,0.115187633,0.112308131,0.124281764,0.126721968,0.128524986,0.136790542,0.145019025,0.154282808,0.162886396,0.170004408,0.176571736,0.178262342,0.177480399,0.174651531,0.170367132,0.168888507,0.174845556,0.186349484,0.197259492,0.206476603,0.21359939,0.215451941,0.212948998,0.209312284,0.206646684,0.205594743,0.207578615,0.211784427,0.219139396,0.229443303,0.237753243,0.241616028,0.236069948,0.215256598,0.138319018,0.047334442,0.013155708,0.033685928,0.060020577,0.078472169,0.106075223,0.133657267,0.148238947,0.160028075,0.180820776,0.19848991,0.19683535,0.201892745,0.226755893,0.260358142,0.295319273,0.323297811,0.346957861,0.348063606,0.308392776,0.284997909,0.30512266,0.338356947,0.371661965,0.409101479,0.454247935,0.496353944,0.489071302,0.381489955,0.298330255,0.331407703,0.404171564,0.477823027,0.535176653,0.580412513,0.632121962,0.685662284,0.730090577,0.7621496,0.7803447,0.791858363,0.800741783,0.805125627,0.811548893,0.824110296,0.841713358,0.8607092,0.880939891,0.903332783,0.928858039,0.953713269,0.976128517,1.000405368,1.025190233,1.049720044,1.070866521,1.091914386,1.112171696,1.132363858,1.152846859,1.170495977,1.186351571,1.199354982,1.213096011,1.221424226,1.229164064,1.237643001,1.243760266,1.248243132,1.250642569,1.251578034,1.253456425,1.252536572,1.252255158,1.248660459,1.247501405,1.245197544,1.242265838,1.240227476,1.237516011,1.234452793,1.230159931,1.225462604,1.221316304,1.216986543,1.213139415,1.210220424,1.207489527,1.204555517,1.20094397,1.198016375,1.195017132,1.191844677,1.188810105,1.186266821,1.184516187,1.182576013,1.179799186,1.177512854,1.175121025,1.172632678,1.170672981,1.169273355,1.167377412,1.165222228,1.163846042,1.163521259,1.162334984,1.161011459,1.159910072,1.159096772,1.157708136,1.156545215,1.155596638,1.155051009,1.154020349,1.153295102,1.152884052,1.152193939,1.151601264,1.151080401,1.150495342,1.149048187,1.148050789,1.147064715,1.146138394,1.145256107,1.144167982,1.142794083,1.141429249,1.140041454,1.139438899,1.138896937,1.137813866,1.13641355,1.135266985,1.133964666
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Surface Air Temperature Change,K,0.167,1900,1850,-0.029455057,-0.008852572,0.003760401,0.009154929,0.009774481,0.005099758,-0.013208876,-0.030620715,-0.02789166,-0.014887269,-0.000113658,0.011931549,-0.03356423,-0.105166834,-0.11933766,-0.100818992,-0.100215831,-0.120105335,-0.118169126,-0.089473359,-0.063821477,-0.045855458,-0.026907384,-0.009789154,-3.93E-05,0.004631334,0.005016478,0.004876191,0.007590713,0.015694782,0.026966933,0.037801435,0.044064272,-0.06213568,-0.396792712,-0.621628785,-0.595378078,-0.50529663,-0.403052214,-0.306172771,-0.220693668,-0.151228019,-0.096890075,-0.055719868,-0.028723146,-0.012276903,-0.009213589,-0.023281379,-0.035450517,-0.035062141,-0.027658378,-0.017236057,-0.005788022,0.005352672,0.014880669,0.021876646,0.026302713,0.028162295,0.027073542,-0.205632642,-0.548556924,-0.619485221,-0.537674501,-0.432559487,-0.337191134,-0.486049066,-0.90107762,-1.079885826,-0.96554133,-0.790657229,-0.630216844,-0.506464487,-0.413710302,-0.357424164,-0.316618938,-0.259349035,-0.198500324,-0.143633818,-0.098794122,-0.064360178,-0.036504872,-0.170653788,-0.392355753,-0.435960206,-0.378598343,-0.421736085,-0.513347877,-0.485275039,-0.39452163,-0.302728781,-0.22514371,-0.163094406,-0.116203926,-0.082128697,-0.056995355,-0.037956933,-0.033244873,-0.034577917,-0.027675201,-0.015369379,-0.002694827,0.008187899,0.016601181,0.01306468,-0.001540326,-0.007423509,-0.004155305,-0.011266642,-0.015793834,-0.005576816,0.007507539,0.014930961,-0.029515429,-0.08482959,-0.082176385,-0.055530927,-0.028863567,-0.008389586,0.007025681,0.019854611,0.030879817,0.040021125,0.047543268,0.040084378,0.029721068,0.029546583,0.03014719,0.032858541,0.037329327,0.041116744,0.042226803,0.043006297,0.047412076,0.01497349,-0.142141179,-0.261391043,-0.241181047,-0.193625393,-0.147761471,-0.101450169,-0.074062233,-0.06769939,-0.055446317,-0.025955204,0.005285528,0.029123569,0.046224715,0.056983481,0.063256287,0.066155384,0.06664379,0.066474871,0.054347774,-0.006162296,-0.061859928,-0.05464221,-0.023050162,-0.006656436,0.002962154,0.019632796,0.034454661,0.043879776,0.021615606,-0.023167509,-0.033317364,-0.011628644,0.017395346,0.042908819,0.064161198,0.082255687,0.09476676,0.104302815,0.106032823,0.100772332,0.103213534,0.110939475,0.120792589,0.130326431,0.13523132,0.125655212,0.122481787,0.134712302,0.137053779,0.137692012,0.146724525,0.155488056,0.164693402,0.173230225,0.180604952,0.187143422,0.189035026,0.188062295,0.185562706,0.182529349,0.181165098,0.187141577,0.197957669,0.209160505,0.219181359,0.226337013,0.228190804,0.225147613,0.222312721,0.219908168,0.219159611,0.220810452,0.225643873,0.234112345,0.244261792,0.253141341,0.258022064,0.253018946,0.231373415,0.154903486,0.06707521,0.032059665,0.051186131,0.078749272,0.096572223,0.125644888,0.153504186,0.168032102,0.179299485,0.200637923,0.219031914,0.218589262,0.223016154,0.247817445,0.280849823,0.315029272,0.34354747,0.367071862,0.367809734,0.324821352,0.300481895,0.322077068,0.354742129,0.388410353,0.428456771,0.47280332,0.51486904,0.507643192,0.403526553,0.320331177,0.353303192,0.427438196,0.500354579,0.558874724,0.603176444,0.653962306,0.709024226,0.755083582,0.788138829,0.805749059,0.820160929,0.82968494,0.835867802,0.843579401,0.858212437,0.876014318,0.89662789,0.918613222,0.941198805,0.96659312,0.991469128,1.015483838,1.041684908,1.067209715,1.092416782,1.115737874,1.137052472,1.157590406,1.179038598,1.198766841,1.218178942,1.235342131,1.250403875,1.263383481,1.273159497,1.284591775,1.293898477,1.300834806,1.306025212,1.310416517,1.311954827,1.314181561,1.314676647,1.313286356,1.311275494,1.309245443,1.306438231,1.302787135,1.298009815,1.29347664,1.289027325,1.286120351,1.281883142,1.277495555,1.273403349,1.269903351,1.266916863,1.263608689,1.260694402,1.257869599,1.254107853,1.250681267,1.247198763,1.243989929,1.241022624,1.238700289,1.236447639,1.234327653,1.231827266,1.23029455,1.22756993,1.225407728,1.224144403,1.222304075,1.220715764,1.219950022,1.219019888,1.218136964,1.217432167,1.215944081,1.214794061,1.213516796,1.212087559,1.211640107,1.210572352,1.209049771,1.207611996,1.206718118,1.205138129,1.203696655,1.202493033,1.200863923,1.200709145,1.200082678,1.198366566,1.197649689,1.196803055,1.195511344,1.19463674,1.193586946,1.192669102,1.191768583,1.190561234,1.190121802,1.189864857,1.189233561,1.188360721
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Surface Air Temperature Change,K,0.2,1900,1850,-0.02633682,-0.00553185,0.006956972,0.012671882,0.012933499,0.008959997,-0.00937844,-0.027472551,-0.02456691,-0.011614158,0.003238036,0.015897814,-0.030630109,-0.10150272,-0.115908687,-0.098191063,-0.097614085,-0.11673982,-0.114979933,-0.086666386,-0.061184466,-0.042601045,-0.022910933,-0.006837805,0.003673575,0.007682611,0.008682542,0.008694802,0.011070518,0.019545009,0.030603878,0.04113722,0.047997067,-0.058080142,-0.387978461,-0.610536611,-0.584482299,-0.495431109,-0.394808914,-0.296913042,-0.213280771,-0.143521995,-0.089643555,-0.050145502,-0.024304213,-0.00781861,-0.005637602,-0.020463715,-0.03295148,-0.032338467,-0.025198231,-0.015023691,-0.003240641,0.008147926,0.01819534,0.025299805,0.029463978,0.031214812,0.030079512,-0.198687912,-0.537032744,-0.612592348,-0.529413738,-0.423274856,-0.327329339,-0.476710042,-0.886228382,-1.061604968,-0.948568235,-0.772392229,-0.613324242,-0.48840662,-0.394470504,-0.341663273,-0.303178087,-0.246881679,-0.189821919,-0.136196779,-0.091926162,-0.057723,-0.031897833,-0.166989905,-0.384379634,-0.428936761,-0.37101593,-0.413724915,-0.503771542,-0.476290271,-0.384720458,-0.293415499,-0.216010037,-0.155688005,-0.110177068,-0.077069367,-0.052123924,-0.034528876,-0.02972249,-0.032073134,-0.025843027,-0.013847988,-0.00127705,0.009530975,0.01814266,0.01445313,-0.00039107,-0.006175926,-0.003071112,-0.010162796,-0.014855166,-0.00485367,0.008455638,0.015683368,-0.028106096,-0.082846668,-0.080632018,-0.05461828,-0.02842038,-0.007925289,0.007542856,0.020685229,0.031744458,0.041167979,0.048768656,0.041267356,0.030875373,0.030570746,0.031154154,0.033881858,0.03860412,0.042496298,0.043479768,0.044372848,0.04882512,0.016002204,-0.136882575,-0.255213778,-0.236070294,-0.190309615,-0.143982235,-0.098792908,-0.071077911,-0.064415836,-0.052371203,-0.023203822,0.007230801,0.031152073,0.048167128,0.058987684,0.064938061,0.067798038,0.068415085,0.068454463,0.056475931,-0.003323222,-0.058241278,-0.051641883,-0.020768093,-0.003863696,0.006193852,0.023499785,0.037389884,0.047846827,0.02524413,-0.019614359,-0.029861149,-0.007643882,0.021929334,0.046999756,0.068189546,0.085777608,0.098066312,0.10805202,0.109721618,0.104227548,0.107007369,0.115644574,0.12474779,0.134020822,0.138847351,0.12943033,0.126197384,0.13821601,0.140077334,0.141805031,0.150353627,0.159138385,0.168312535,0.177227036,0.184831939,0.191431381,0.193361008,0.192928242,0.190378237,0.187686712,0.186520165,0.192294258,0.202996256,0.214195419,0.224266271,0.231421713,0.233651043,0.231381938,0.227764313,0.225564092,0.225183038,0.226735817,0.2314448,0.239286265,0.249776186,0.25885476,0.263570198,0.258999998,0.237874725,0.161978119,0.073007106,0.039037339,0.058748231,0.086650954,0.106055139,0.134126072,0.162447197,0.176874338,0.188663785,0.210303236,0.22809009,0.227234722,0.230797992,0.256158305,0.288289904,0.323006376,0.350998079,0.375098326,0.376227576,0.336137534,0.310954259,0.331331973,0.365068352,0.398421957,0.436291559,0.482821424,0.524377409,0.515535133,0.413032968,0.330382998,0.361740578,0.435937511,0.509977282,0.565810717,0.612208797,0.664418307,0.719586003,0.765967461,0.798774174,0.818386043,0.831007681,0.84303445,0.84954395,0.857296374,0.872604349,0.890765628,0.910365877,0.931428386,0.954348809,0.980893841,1.006630463,1.031173833,1.056753803,1.082781341,1.107586544,1.130854759,1.153825788,1.174368821,1.194668986,1.215413811,1.235490459,1.252136416,1.268508167,1.282184469,1.293551019,1.303098557,1.31382174,1.321025616,1.327104652,1.330281612,1.332729341,1.335351288,1.335964844,1.335623605,1.332748635,1.329777744,1.327989171,1.325522879,1.321333476,1.317395433,1.313328983,1.307850936,1.305095206,1.300761145,1.296246182,1.293133947,1.290815493,1.287525671,1.283746538,1.280094849,1.27661483,1.274080694,1.271667722,1.269653023,1.266098006,1.263427248,1.260980281,1.258831999,1.256869553,1.255272468,1.253818971,1.252429434,1.251249918,1.249530466,1.248828528,1.247885529,1.24666391,1.245246225,1.244651455,1.243184,1.243061132,1.242194013,1.241415787,1.240295369,1.239223336,1.23799528,1.235893591,1.233660763,1.232510594,1.232309045,1.230804861,1.229387938,1.22813251,1.226647516,1.225695657,1.224886156,1.223506733,1.223154894,1.223008884,1.222725,1.222141971,1.222156516,1.22185501,1.220127387,1.218976623,1.218448991,1.217830304
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Surface Air Temperature Change,K,0.3,1900,1850,-0.017900846,0.003243989,0.016340857,0.02218939,0.022920354,0.018718733,-0.000273148,-0.018429047,-0.015769855,-0.002282701,0.012725959,0.025305386,-0.021533892,-0.092575006,-0.107657991,-0.08994226,-0.089415561,-0.109027108,-0.106811038,-0.078528253,-0.052576266,-0.033897984,-0.014393931,0.00256626,0.012360643,0.016646249,0.018080818,0.018101258,0.020892965,0.029328812,0.040730392,0.051686939,0.058365887,-0.048518589,-0.362633763,-0.57870857,-0.55840806,-0.472467057,-0.373181972,-0.27498807,-0.1905547,-0.125053502,-0.074507437,-0.03660659,-0.011582123,0.002992865,0.003410032,-0.012527494,-0.025581645,-0.02558183,-0.017716059,-0.007309833,0.00409337,0.015798304,0.026528646,0.0343762,0.038687139,0.04044097,0.039421595,-0.185292285,-0.506857981,-0.582707341,-0.504280812,-0.400064796,-0.306504782,-0.452640261,-0.844601029,-1.012314496,-0.898126474,-0.726182822,-0.570270275,-0.448618102,-0.359821143,-0.308444239,-0.272325032,-0.219264978,-0.165255934,-0.114955675,-0.074505221,-0.041971196,-0.019097024,-0.157474369,-0.367775052,-0.409109742,-0.352116307,-0.392683284,-0.478505205,-0.451060013,-0.36171021,-0.27108098,-0.195786757,-0.137804501,-0.094974031,-0.064246161,-0.041525722,-0.025568293,-0.023730817,-0.027520616,-0.021752121,-0.009925569,0.002500281,0.013371708,0.021677898,0.018073998,0.003291312,-0.002772281,7.73E-05,-0.007051561,-0.012066759,-0.002259656,0.011023124,0.018629215,-0.024623213,-0.077554687,-0.076214227,-0.051647861,-0.026878855,-0.006516726,0.009083071,0.022798017,0.034198633,0.043791756,0.052068612,0.044395927,0.03394304,0.033642338,0.033976915,0.036643061,0.041513646,0.045636043,0.046827038,0.047722391,0.052353873,0.019641139,-0.126023833,-0.241549013,-0.22434473,-0.179720853,-0.135045158,-0.090366133,-0.063309291,-0.057261895,-0.045739203,-0.016480951,0.013428218,0.037062112,0.053128705,0.063208283,0.069421974,0.072359917,0.073248195,0.073641752,0.061934268,0.003268098,-0.050617426,-0.044221915,-0.015364465,0.002265846,0.012858501,0.031045273,0.046129752,0.056599254,0.032843191,-0.011391636,-0.021905183,0.000534453,0.031282203,0.057145183,0.078083139,0.095941045,0.108433044,0.117240113,0.117704626,0.112172293,0.11486922,0.123524413,0.133383563,0.143005039,0.148659795,0.139634016,0.136109551,0.148105458,0.149455231,0.150381608,0.159230124,0.167941496,0.177881857,0.187383177,0.195729066,0.202655137,0.205268537,0.20490363,0.202274849,0.199656795,0.198753171,0.204537203,0.215243505,0.2266019,0.236898741,0.245122796,0.247753439,0.244914175,0.241644349,0.239691112,0.238791993,0.240619754,0.245686285,0.254435657,0.266077733,0.27562885,0.280404768,0.276441564,0.256180055,0.180566941,0.090086905,0.05669229,0.077501173,0.106059429,0.125284676,0.155040411,0.182650246,0.197464453,0.209542916,0.231563159,0.249606562,0.248212737,0.252337641,0.277330035,0.310944102,0.345655587,0.374086674,0.397874374,0.39686138,0.358595353,0.334903035,0.355859238,0.388455644,0.421997606,0.462119854,0.506752016,0.550412334,0.543677779,0.438253901,0.358138672,0.389403238,0.460555187,0.535081512,0.593567794,0.640313315,0.692072232,0.74617846,0.793523364,0.828759961,0.84827819,0.86351014,0.874799942,0.880867595,0.889990366,0.905540701,0.923873677,0.944229764,0.967975895,0.992020073,1.020138454,1.046902669,1.072603527,1.098579883,1.123848455,1.150906611,1.175580478,1.198923002,1.222531611,1.245016047,1.266704437,1.285563357,1.304542489,1.32044181,1.335557291,1.347204817,1.357490778,1.368022674,1.377011881,1.384319462,1.389538967,1.393547718,1.397061541,1.397350484,1.397181995,1.396520796,1.395100046,1.392767681,1.390505666,1.387079991,1.383053564,1.379822804,1.376543668,1.372198756,1.368026194,1.365324983,1.360801279,1.35782192,1.355380456,1.352428615,1.349679933,1.345815002,1.342089434,1.340173881,1.336626832,1.333080927,1.330360606,1.328467905,1.326241623,1.324466717,1.322546027,1.320997185,1.319941409,1.318040317,1.315221925,1.314057813,1.312482794,1.31110328,1.309932677,1.309109487,1.307236933,1.306236259,1.304922809,1.304049398,1.302734302,1.301782685,1.300555339,1.300017863,1.29921842,1.297992515,1.296645359,1.295476107,1.295359854,1.294726275,1.293886499,1.292963918,1.291034257,1.289249494,1.288231616,1.287248342,1.286339947,1.28546545,1.284150737,1.283315651,1.282885565,1.282071208,1.282636135,1.281822028
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Surface Air Temperature Change,K,0.33,1900,1850,-0.015675352,0.005859983,0.018379079,0.024385194,0.025374446,0.021643012,0.002475526,-0.016090577,-0.013614575,-0.000176404,0.01535655,0.028164464,-0.019006548,-0.089810882,-0.105273239,-0.087661926,-0.087745413,-0.107046159,-0.1047137,-0.076108046,-0.050193648,-0.031496566,-0.011880189,0.004978933,0.014787487,0.019104862,0.020454099,0.020653546,0.02329398,0.031736093,0.043703969,0.054680439,0.061713844,-0.045766513,-0.356115825,-0.570588988,-0.552239723,-0.46555664,-0.365639492,-0.268785608,-0.18624094,-0.1199944,-0.070011378,-0.033207605,-0.008797779,0.005179768,0.005795983,-0.010476347,-0.023898163,-0.023250452,-0.015752355,-0.005274374,0.006341645,0.018040314,0.028641239,0.036221191,0.04070497,0.04283721,0.041526905,-0.181976958,-0.499472958,-0.575944472,-0.497519761,-0.394007218,-0.301131412,-0.447184428,-0.832255277,-0.996686038,-0.884299866,-0.712154073,-0.560322914,-0.438361227,-0.349873124,-0.300204033,-0.265123136,-0.212585458,-0.158740259,-0.109571589,-0.069633628,-0.038536722,-0.015791751,-0.155042111,-0.362227028,-0.40374712,-0.347111541,-0.387293049,-0.471369809,-0.443976851,-0.355418004,-0.26566183,-0.19058822,-0.133070285,-0.0905877,-0.060255721,-0.038568633,-0.023494137,-0.021906746,-0.026269882,-0.020689126,-0.008908555,0.003520726,0.014363699,0.022728454,0.018889951,0.004259011,-0.002085232,0.000923009,-0.006310574,-0.011262823,-0.001504805,0.011813826,0.019332001,-0.023672842,-0.07619937,-0.075161256,-0.050997822,-0.026421868,-0.006105739,0.009616545,0.02331728,0.034890329,0.044624949,0.053023407,0.045415684,0.034508663,0.034271948,0.034739425,0.037474378,0.042320585,0.046457457,0.047835198,0.048597542,0.053226368,0.020674775,-0.123306111,-0.237563529,-0.22034164,-0.176933869,-0.132213188,-0.088053766,-0.061295115,-0.055232793,-0.043650491,-0.014809673,0.015506243,0.038504011,0.054223642,0.064028281,0.070446744,0.073714714,0.07449718,0.075021144,0.063260154,0.004783442,-0.048578836,-0.042534791,-0.013616261,0.00376872,0.014342189,0.032744071,0.047885783,0.058542275,0.034843499,-0.009690644,-0.019715176,0.002574522,0.033578887,0.059317495,0.080565012,0.098446885,0.110691882,0.119629555,0.120028844,0.114210435,0.11710657,0.125727706,0.135693949,0.145600453,0.150902815,0.141624236,0.138533332,0.150369544,0.151809243,0.152726603,0.161715887,0.17069785,0.180304191,0.189774228,0.198305817,0.205321627,0.208042638,0.2076599,0.205758507,0.203030814,0.202222207,0.207782395,0.218884311,0.230345474,0.240162001,0.248340841,0.251047904,0.248659366,0.245764061,0.243596875,0.24311362,0.245262519,0.249773438,0.258612626,0.270613956,0.280342247,0.28555198,0.28151002,0.261467991,0.184435185,0.095162198,0.061216378,0.082329583,0.110950504,0.129873795,0.159885166,0.188433703,0.204029527,0.215684964,0.238525715,0.256516526,0.255713025,0.25981639,0.284317909,0.317526389,0.353081326,0.381243454,0.404557203,0.404215891,0.365508932,0.341045004,0.362233213,0.39510155,0.428725688,0.468451931,0.515132506,0.55764932,0.551015205,0.444488883,0.365093053,0.394992554,0.466802627,0.541173832,0.599330586,0.646880535,0.699257603,0.753301222,0.800339581,0.835959117,0.856707814,0.871597621,0.883518739,0.891417491,0.900011543,0.915786764,0.934256679,0.955777142,0.978775976,1.003185589,1.030833336,1.058793149,1.083767881,1.110935793,1.137679928,1.163551623,1.189259625,1.211373242,1.234979348,1.257220141,1.278708386,1.301138763,1.319127962,1.335797982,1.350897107,1.363162018,1.373952374,1.385390379,1.394895163,1.402796159,1.407724717,1.41135295,1.414020859,1.415868354,1.41570984,1.415347061,1.413079395,1.409852763,1.405702936,1.402081694,1.398599147,1.395848102,1.392078327,1.388403433,1.385973193,1.382841477,1.379268188,1.376000392,1.372613526,1.369980542,1.366647281,1.363982581,1.360857726,1.357726841,1.354964336,1.352520799,1.350031962,1.347600371,1.344708061,1.342849172,1.341624196,1.339048957,1.337671944,1.336513022,1.33438058,1.333194331,1.332211848,1.330558608,1.329047464,1.327712296,1.326744077,1.325602011,1.323831529,1.322875577,1.321761591,1.321237202,1.320738943,1.319932772,1.318223009,1.317171089,1.316021094,1.315220264,1.314412843,1.313397252,1.312837024,1.310976945,1.310545213,1.309728878,1.309677521,1.308111893,1.306510097,1.30524422,1.304421978,1.303520369,1.302663417,1.302077162,1.301486592,1.300793292
