model,scenario,quantile,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.1,-0.0111,-0.0002,0.007860000000000002,0.004,-0.009939999999999997,-0.014839999999999997,-0.011139999999999997,-0.0176,-0.0213,-0.0106,0.0034,0.0109,-0.0343,-0.09233999999999999,-0.08774,-0.0597,-0.032,-0.0112,0.0038,0.0163,0.0268,0.03486,0.0406,0.0319,0.0214,0.0208,0.0213,0.023360000000000002,0.0276,0.0315,0.0334,0.03506,0.0402,0.008360000000000003,-0.1587,-0.28124,-0.25745999999999997,-0.20834,-0.16033999999999998,-0.1112,-0.0798,-0.071,-0.0574,-0.02794,0.003960000000000003,0.0293,0.04786,0.05976,0.06726,0.0718,0.07466,0.0759,0.0646,0.0035200000000000045,-0.053,-0.0431,-0.011139999999999997,0.0089,0.0217,0.03936,0.05532,0.0665,0.04456,0.0012600000000000022,-0.006539999999999997,0.017460000000000003,0.05016,0.0794,0.10306,0.12072000000000001,0.1318,0.1382,0.1344,0.1274,0.13026000000000001,0.1372,0.1451,0.15356,0.1583,0.14902,0.14606,0.15406,0.14796,0.14162,0.1465,0.15436,0.16546,0.17616,0.18326,0.1886,0.1919,0.19366,0.19356,0.19266,0.19306,0.19592,0.20166,0.20976,0.2197,0.22716,0.2315,0.23074,0.22678,0.2227,0.2189,0.21746000000000001,0.221,0.22976,0.2393,0.24476,0.24606,0.2441,0.2266,0.15166000000000002,0.0631,0.02924000000000001,0.0493,0.07296,0.0869,0.10856,0.13226000000000002,0.14300000000000002,0.15392,0.17870000000000003,0.1984,0.19842,0.20364000000000002,0.23156000000000002,0.26752000000000004,0.30336,0.334,0.3585,0.3587,0.318,0.29112,0.31034,0.34152,0.3733,0.41186,0.45636,0.49856,0.4953,0.38984,0.3043,0.3383,0.41346,0.48376,0.54462,0.5989,0.6479400000000001,0.69316,0.73178,0.76002,0.77982,0.792,0.80016,0.8069200000000001,0.81512,0.82814,0.8437,0.86408,0.8879,0.91374,0.9435,0.97286,0.99642,1.0147,1.03644,1.0581,1.08062,1.10288,1.12236,1.14062,1.15622,1.17196,1.18686,1.19914,1.2135,1.22536,1.23946,1.2534800000000001,1.26814,1.28254,1.2990199999999998,1.31556,1.3323,1.3492,1.36662,1.38364,1.40024,1.41838,1.4338199999999999,1.45126,1.46858,1.48444,1.50176,1.51798,1.53186,1.54876,1.5657800000000002,1.58352,1.60156,1.61744,1.63512,1.6519599999999999,1.6679599999999999,1.6842199999999998,1.70184,1.71922,1.7386,1.75748,1.77608,1.7949,1.8156,1.8355199999999998,1.8551199999999999,1.87554,1.8965,1.91806,1.9401599999999999,1.96246,1.9834,2.00522,2.0269000000000004,2.04884,2.0716200000000002,2.0942600000000002,2.1159600000000003,2.13774,2.15882,2.18006,2.20172,2.22466,2.24616,2.26908,2.29164,2.3137,2.3359199999999998,2.3581600000000003,2.38054,2.40206,2.42508,2.4481,2.47316,2.49824,2.52424,2.5514,2.57858,2.6074,2.6359399999999997,2.66418
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.167,-0.0062,0.004941199999999998,0.0123,0.008341199999999998,-0.0061,-0.0114,-0.007858800000000003,-0.0145,-0.0187,-0.0078,0.006,0.0135,-0.0305,-0.0855,-0.0834,-0.057,-0.0304,-0.0102,0.0053,0.0183412,0.029,0.0374,0.0434412,0.0349412,0.0244,0.0237,0.0237,0.0263,0.0309,0.0349,0.037,0.0385,0.0436,0.0115,-0.1458,-0.2648,-0.2441,-0.1972,-0.14985880000000001,-0.1012588,-0.0716588,-0.0638,-0.051,-0.021158800000000002,0.011341199999999997,0.0363,0.0538,0.0652,0.0723,0.0772,0.0801,0.0819412,0.0704,0.0106,-0.044176400000000005,-0.0351,-0.0027588000000000022,0.0161,0.0286,0.0476412,0.0633,0.075,0.0526,0.009841199999999998,0.0029411999999999975,0.0273412,0.0591412,0.0878,0.1117412,0.1295,0.1409412,0.14754119999999998,0.1436,0.137,0.1398412,0.1471412,0.1553,0.1642412,0.1695,0.16058240000000001,0.1569,0.16508240000000002,0.15944119999999998,0.1534412,0.1589,0.1671,0.1778,0.1887,0.1964,0.2022648,0.20604119999999998,0.2073,0.2078,0.2073,0.2076412,0.2104412,0.2163,0.2248412,0.2353824,0.2437412,0.24784119999999998,0.2468824,0.2437884,0.2396,0.2358824,0.23524119999999998,0.2393412,0.2478,0.2575412,0.2629,0.2646412,0.2613236,0.2439,0.17,0.0824412,0.0479,0.0669824,0.0915236,0.1054412,0.1293236,0.15220599999999998,0.1642,0.1753824,0.1981412,0.2179236,0.2172,0.2230412,0.2505,0.2873824,0.3241,0.35508239999999996,0.3799,0.3797412,0.3366,0.3080236,0.3270236,0.3593412,0.3938,0.432,0.4779824,0.5192412,0.5156412,0.4130412,0.3257412,0.36084120000000003,0.4343884,0.5054,0.5669411999999999,0.6217412,0.6732824000000001,0.7188,0.7553411999999999,0.7840824000000001,0.8051,0.8179236,0.8273236,0.8378,0.8494824000000001,0.8631648,0.8803236,0.9000412,0.9242,0.9500411999999999,0.9799824,1.0096824,1.035,1.0564236,1.0783412,1.1012412,1.1231883999999999,1.1453472,1.1660823999999999,1.1839823999999999,1.2015296,1.2170648000000002,1.2328472,1.2483236,1.2616824,1.2748412,1.2889236,1.3039648000000001,1.3204,1.3376412,1.3544824,1.3715823999999999,1.3886412000000001,1.4068648000000001,1.4240472,1.4416,1.4584236,1.4747648,1.4928824,1.5095472,1.5270472,1.5436648000000002,1.5610412,1.5794412,1.5978236,1.6147,1.6311708,1.6495944,1.6662824,1.6844236,1.7020823999999999,1.7207824,1.7389412,1.7582532,1.7777412000000001,1.7984824,1.8172356,1.837606,1.8578412,1.8792,1.9003236,1.9221823999999998,1.944718,1.9674356,1.9897,2.012312,2.0351236,2.0578824,2.0813648,2.104306,2.1282884,2.1513296,2.1751768,2.198918,2.2222824,2.2465236,2.2714,2.2968648,2.3215648,2.3462412,2.3704412,2.3934472,2.4155767999999997,2.4387768,2.4607532,2.4837651999999997,2.506712,2.5282708,2.5521708000000003,2.5788767999999997,2.606424,2.6346532,2.6642767999999997,2.6932236,2.7229,2.753712,2.7848884000000003,2.815406
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.2,-0.0041,0.006620000000000004,0.0146,0.009920000000000005,-0.0047,-0.0101,-0.0066,-0.0132,-0.0176,-0.0069,0.007,0.0148,-0.029,-0.0837,-0.0819,-0.056,-0.0298,-0.009679999999999996,0.0058,0.0191,0.0298,0.0385,0.04442000000000001,0.0363,0.025420000000000005,0.0247,0.0247,0.0273,0.0318,0.03602,0.0382,0.0399,0.045,0.0128,-0.1405,-0.25877999999999995,-0.23928,-0.19368,-0.14538,-0.0984,-0.06848,-0.0603,-0.0479,-0.0183,0.013820000000000004,0.0394,0.0563,0.06742000000000001,0.0745,0.0792,0.08182,0.08392000000000001,0.0725,0.013820000000000004,-0.0405,-0.0325,-0.00047999999999999546,0.0187,0.0315,0.05022000000000001,0.06622,0.0785,0.0558,0.013520000000000004,0.0062,0.030320000000000007,0.062220000000000004,0.09062,0.11512,0.1326,0.1443,0.1512,0.14762,0.14122,0.1443,0.15172,0.16012,0.1691,0.174,0.16504000000000002,0.1621,0.16992000000000002,0.16426000000000002,0.15802,0.16392,0.1719,0.18224,0.19342,0.2017,0.20752,0.2113,0.21252000000000001,0.21332,0.2131,0.2129,0.21652,0.2227,0.2309,0.2413,0.24882,0.25352,0.2534,0.24972,0.24612,0.24232,0.2409,0.245,0.25436000000000003,0.2642,0.26962,0.27104,0.26812,0.2524,0.1778,0.08882000000000001,0.054920000000000004,0.07506000000000002,0.09922,0.1135,0.1364,0.15992,0.1716,0.1826,0.20712,0.22732,0.22552,0.23032,0.25842000000000004,0.2948,0.33154,0.36244,0.3872,0.3874,0.34642,0.31904,0.33728,0.3698,0.4017,0.4414,0.4865,0.5283,0.52602,0.4232,0.33672,0.36974,0.44412,0.51444,0.57642,0.6328,0.68232,0.72874,0.76514,0.7941,0.81638,0.83104,0.8409800000000001,0.84922,0.8598,0.8746200000000001,0.89052,0.9115,0.9363600000000001,0.9632,0.99392,1.0245,1.0498800000000001,1.07152,1.0939200000000002,1.11714,1.14102,1.1645,1.1856,1.20372,1.2224,1.2372800000000002,1.2521200000000001,1.26762,1.28124,1.2958800000000001,1.31084,1.3264200000000002,1.3414199999999998,1.3586,1.37652,1.3946,1.41114,1.42826,1.44702,1.46412,1.4815800000000001,1.4987,1.51618,1.5348199999999999,1.5522,1.56962,1.58672,1.60392,1.6223400000000001,1.6406,1.65846,1.67756,1.6969,1.71396,1.73168,1.75054,1.7685,1.7889199999999998,1.80752,1.82716,1.8468,1.86812,1.8904,1.91222,1.9339199999999999,1.9567400000000001,1.9791200000000002,2.00234,2.02486,2.04786,2.0711399999999998,2.09506,2.11894,2.1428399999999996,2.1669199999999997,2.19198,2.2159,2.24088,2.2665,2.29142,2.31656,2.34216,2.3658,2.3891999999999998,2.41296,2.43622,2.45932,2.48298,2.5074199999999998,2.5295400000000003,2.55204,2.57496,2.60082,2.628,2.6564400000000004,2.68614,2.71512,2.74456,2.77412,2.80436,2.83568,2.8676600000000003
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.3,0.0013799999999999954,0.0118,0.0191,0.014579999999999996,-0.0005,-0.006220000000000004,-0.0032,-0.0099,-0.0144,-0.0042,0.0097,0.0177,-0.0252,-0.07812000000000001,-0.0776,-0.0533,-0.0283,-0.0083,0.007579999999999996,0.021179999999999994,0.0324,0.04137999999999999,0.0481,0.0391,0.0284,0.0275,0.0273,0.0299,0.0345,0.039,0.0414,0.0431,0.0483,0.0159,-0.1299,-0.24464000000000002,-0.2271,-0.1818,-0.1357,-0.0891,-0.06012000000000001,-0.052320000000000005,-0.04002000000000001,-0.010620000000000004,0.021379999999999993,0.0457,0.0623,0.073,0.0798,0.0846,0.0876,0.0896,0.0785,0.0203,-0.0324,-0.0251,0.006,0.0253,0.0383,0.056679999999999994,0.073,0.085,0.062,0.0214,0.013779999999999995,0.0376,0.0695,0.0989,0.123,0.1411,0.1528,0.16024,0.1566,0.15018,0.15348,0.16168,0.1702,0.179,0.1845,0.17568,0.1723,0.18078,0.1754,0.1695,0.17518,0.183,0.19388,0.20578,0.2144,0.2207,0.2247,0.2267,0.22728,0.2272,0.2272,0.23058,0.2368,0.2458,0.25658,0.2652,0.2699,0.2695,0.26588,0.26277999999999996,0.25948,0.2591,0.26324,0.27177999999999997,0.2823,0.289,0.2918,0.28918,0.2723,0.19827999999999998,0.1094,0.07558,0.0946,0.12047999999999999,0.1352,0.15878,0.1828,0.19478,0.20654,0.23146,0.2511,0.2493,0.25484,0.28247999999999995,0.31816,0.35536,0.3868,0.4116,0.40981999999999996,0.36828,0.34148,0.3623,0.39268,0.42638,0.46676,0.51228,0.5538399999999999,0.5508799999999999,0.44708,0.36496,0.39596,0.46987999999999996,0.5405399999999999,0.60146,0.6563,0.70718,0.75408,0.79306,0.82518,0.8481,0.86408,0.8746,0.88418,0.8954799999999999,0.90992,0.92628,0.9479799999999999,0.9739,1.0027599999999999,1.03484,1.0657,1.0919800000000002,1.1148,1.13826,1.1625800000000002,1.1868,1.20988,1.233,1.25294,1.27206,1.289,1.306,1.3212,1.33658,1.3513,1.36626,1.38472,1.40176,1.41896,1.4368800000000002,1.456,1.47396,1.49392,1.5123199999999999,1.5307,1.5510599999999999,1.56966,1.58786,1.6056599999999999,1.625,1.64318,1.6628800000000001,1.68204,1.6994,1.71956,1.73934,1.75846,1.7774,1.79648,1.8155000000000001,1.8351199999999999,1.8558000000000001,1.8763800000000002,1.8966,1.9174,1.9393,1.96026,1.98314,2.00622,2.02818,2.05284,2.0754799999999998,2.09982,2.1245,2.14818,2.17246,2.1967,2.22248,2.2478,2.2736,2.2990600000000003,2.32498,2.35086,2.37806,2.4051799999999997,2.43134,2.4563,2.4840999999999998,2.50952,2.5335799999999997,2.5562799999999997,2.57938,2.6031400000000002,2.62844,2.6539800000000002,2.67778,2.70216,2.72928,2.75748,2.78608,2.81568,2.8468,2.87792,2.9104,2.94346,2.9769799999999997,3.01074
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.33,0.0025,0.013,0.0206,0.015888,0.0005879999999999995,-0.0052,-0.0021,-0.009,-0.0136,-0.0034,0.0106,0.018587999999999997,-0.0242,-0.07681199999999999,-0.0766,-0.0526,-0.0279,-0.007912,0.007988,0.0217,0.0331,0.0422,0.0489,0.0401,0.0291,0.0284,0.028,0.030688,0.035388,0.0399,0.0421,0.044,0.0492,0.017,-0.1278,-0.24091200000000002,-0.223612,-0.17911200000000002,-0.133112,-0.086812,-0.058,-0.0504,-0.0377,-0.008312,0.0227,0.047,0.0636,0.0742,0.081488,0.086,0.0893,0.0911,0.0799,0.0223,-0.03,-0.0233,0.0075,0.027187999999999997,0.0397,0.0585,0.0751,0.087,0.063888,0.0231,0.015788,0.0391,0.0714,0.1008,0.1249,0.1433,0.155388,0.1627,0.1588,0.1526,0.1559,0.163988,0.1728,0.1823,0.187488,0.1788,0.1753,0.18398799999999998,0.17818799999999999,0.1724,0.178,0.186388,0.19738799999999998,0.2084,0.217388,0.22436399999999998,0.2284,0.2306,0.2312,0.2308,0.2314,0.2349,0.24118799999999999,0.249988,0.260476,0.2693,0.2742,0.273988,0.27088799999999996,0.267588,0.263888,0.26278799999999997,0.267188,0.2767,0.287288,0.2936,0.2961,0.29397599999999996,0.2777,0.20318799999999998,0.1158,0.081888,0.100588,0.125488,0.1414,0.165976,0.189688,0.201988,0.213188,0.2368,0.2568,0.254564,0.2596,0.2886,0.3243,0.3627,0.394188,0.4182,0.418088,0.3752,0.348776,0.3682,0.400288,0.432588,0.4729,0.518128,0.560588,0.5587,0.454764,0.3729,0.403288,0.476276,0.5468,0.609,0.6651,0.7144,0.761688,0.8007,0.832,0.854988,0.872576,0.883428,0.8926,0.9045,0.919388,0.9377,0.958676,0.9842879999999999,1.0114640000000001,1.0440880000000001,1.0757640000000002,1.103188,1.125988,1.1499759999999999,1.174828,1.198828,1.223076,1.244952,1.265692,1.285568,1.303176,1.320464,1.337064,1.3541880000000002,1.369592,1.385588,1.400852,1.418192,1.435916,1.453516,1.471852,1.4907759999999999,1.509952,1.530264,1.5488,1.5698,1.588176,1.6066880000000001,1.6252,1.6442,1.6638,1.6826400000000001,1.7007,1.719416,1.7382,1.756476,1.7747,1.7931519999999999,1.81304,1.832792,1.8535,1.874676,1.894752,1.91544,1.937568,1.95994,1.982692,2.0046280000000003,2.027092,2.049852,2.073776,2.098328,2.1225639999999997,2.1476,2.174032,2.1985,2.223316,2.247876,2.2736039999999997,2.2993639999999997,2.326516,2.3531280000000003,2.379988,2.40728,2.433804,2.460952,2.487588,2.51556,2.5413,2.566564,2.589016,2.613092,2.637752,2.6627680000000002,2.6877880000000003,2.7130639999999997,2.738188,2.765352,2.7944,2.82444,2.8553,2.886288,2.9181880000000002,2.950888,2.9840880000000003,3.0177,3.051688
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.4,0.0057,0.0159,0.0233,0.0183,0.003,-0.0028,0.0001,-0.006859999999999991,-0.0116,-0.0018599999999999908,0.0124,0.0204,-0.0221,-0.0736,-0.0741,-0.0509,-0.027,-0.0072,0.0091,0.0229,0.0347,0.044,0.0508,0.042,0.031,0.0299,0.02984000000000001,0.0323,0.0371,0.042,0.0443,0.0459,0.0513,0.0191,-0.12176,-0.2315,-0.21625999999999998,-0.1726,-0.1271,-0.08156,-0.05265999999999999,-0.045,-0.0333,-0.0046,0.026540000000000008,0.0508,0.06704000000000002,0.0772,0.08454,0.0896,0.09254000000000001,0.0945,0.0832,0.0257,-0.0256,-0.0197,0.0111,0.0308,0.0436,0.0631,0.0794,0.0915,0.068,0.02684000000000001,0.0196,0.04334000000000001,0.07584,0.1054,0.12984,0.14804,0.16004000000000002,0.1673,0.16394,0.1573,0.161,0.1692,0.178,0.1875,0.1934,0.1849,0.1817,0.19024000000000002,0.18474000000000002,0.17884,0.1844,0.193,0.20434000000000002,0.21624000000000002,0.225,0.23124,0.2357,0.2383,0.2394,0.2394,0.23984000000000003,0.2436,0.2501,0.2589,0.26944,0.2782,0.2833,0.28374,0.28094,0.2776,0.2742,0.27344,0.2777,0.2877,0.29858,0.30574,0.3087,0.30663999999999997,0.28974,0.216,0.12984,0.0959,0.1134,0.13892000000000004,0.15474000000000002,0.17914000000000002,0.20448000000000002,0.2164,0.22794,0.2525,0.2715,0.27033999999999997,0.27524,0.30388000000000004,0.33974,0.37674,0.40864,0.43324,0.4328,0.3908,0.3633,0.38234,0.41466000000000003,0.4473,0.48724,0.5328,0.5764400000000001,0.5745,0.4683,0.38874,0.4205,0.49174,0.5623,0.62414,0.67938,0.7315,0.7778,0.81784,0.85172,0.8758,0.8927400000000001,0.9048400000000001,0.91482,0.92618,0.9418,0.95892,0.98028,1.00648,1.03514,1.0683200000000002,1.10088,1.12944,1.1528800000000001,1.1781,1.2034,1.2306,1.2552800000000002,1.27774,1.29854,1.31884,1.33774,1.35494,1.3709,1.38788,1.40304,1.41838,1.43544,1.4534200000000002,1.4735800000000001,1.4926,1.5109000000000001,1.5295400000000001,1.54996,1.56884,1.58762,1.6065,1.6271,1.64782,1.66824,1.687,1.7057,1.7269400000000001,1.7488000000000001,1.7684,1.78728,1.8084200000000001,1.82938,1.8497400000000002,1.87118,1.89114,1.9118600000000001,1.93418,1.9557200000000001,1.9774800000000001,1.9996200000000002,2.022,2.04432,2.06758,2.09068,2.11464,2.1388,2.16428,2.18858,2.21286,2.23908,2.26534,2.2908,2.31762,2.3449,2.37234,2.40054,2.42894,2.45714,2.48504,2.51396,2.54164,2.56928,2.59686,2.62408,2.65068,2.67558,2.7023,2.72838,2.75496,2.78166,2.80774,2.834,2.86246,2.8924,2.92218,2.95414,2.98596,3.01914,3.05342,3.08922,3.12488,3.16114
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.5,0.01,0.0202,0.0275,0.0225,0.0072,0.0009,0.0038,-0.0036,-0.0086,0.001,0.0151,0.023,-0.0192,-0.0697,-0.0704,-0.0491,-0.0256,-0.006,0.0104,0.0249,0.0368,0.0465,0.0534,0.0445,0.0338,0.0328,0.0324,0.0349,0.0397,0.0446,0.0471,0.0488,0.0541,0.0215,-0.1147,-0.2201,-0.2065,-0.1632,-0.1187,-0.0733,-0.0454,-0.0391,-0.0278,0.0008,0.0318,0.0554,0.0711,0.0813,0.0879,0.0931,0.0967,0.0991,0.0878,0.0304,-0.0205,-0.0143,0.0158,0.0357,0.0489,0.0683,0.0847,0.0964,0.0729,0.032,0.0259,0.0494,0.0819,0.1112,0.1363,0.1544,0.1667,0.1744,0.1712,0.165,0.1686,0.1769,0.1863,0.1964,0.2027,0.1939,0.1907,0.1994,0.1943,0.1877,0.1934,0.2019,0.2137,0.2265,0.2358,0.243,0.2478,0.25,0.2512,0.2509,0.2514,0.255,0.2616,0.271,0.2819,0.2912,0.2969,0.2969,0.294,0.2914,0.2885,0.2878,0.2928,0.3036,0.3147,0.3224,0.3253,0.3235,0.3063,0.2316,0.1465,0.1128,0.131,0.1573,0.1736,0.1984,0.2238,0.2359,0.2483,0.2725,0.2928,0.2907,0.2961,0.324,0.3598,0.3959,0.4273,0.4512,0.4514,0.4099,0.3826,0.4011,0.4326,0.4663,0.5068,0.5516,0.5963,0.5937,0.4937,0.4145,0.4442,0.5167,0.5857,0.6475,0.7026,0.7542,0.8017,0.8437,0.8779,0.9044,0.9211,0.9345,0.9449,0.9571,0.9743,0.9919,1.0141,1.0404,1.0688,1.1026,1.136,1.1651,1.1899,1.215,1.2424,1.2682,1.2939,1.3199,1.3422,1.3621,1.3806,1.3988,1.4159,1.4322,1.4476,1.4655,1.4834,1.5035,1.5236,1.545,1.5654,1.5864,1.6086,1.6305,1.6513,1.6719,1.6921,1.7124,1.7344,1.7572,1.7776,1.7998,1.8228,1.8451,1.8649,1.8858,1.9081,1.9303,1.9521,1.9746,1.9975,2.02,2.0429,2.0656,2.0901,2.1139,2.138,2.163,2.1894,2.2148,2.2409,2.2667,2.2926,2.3194,2.3465,2.3738,2.4008,2.4277,2.456,2.4848,2.5131,2.5417,2.5704,2.6002,2.6313,2.6619,2.6928,2.7225,2.7515,2.7785,2.8051,2.8315,2.8592,2.8861,2.9142,2.9408,2.9678,2.993,3.0237,3.0556,3.0887,3.1252,3.1627,3.1982,3.2332,3.2709,3.3081
Current_policies,Max_Harmonized_KyotoFromPrice_incrate2_MESSAGEix-GLOBIOM_1-1_EN_NPi.csv,0.6,0.0146,0.02465999999999999,0.0321,0.0268,0.011159999999999991,0.0047,0.0073,0.0,-0.0055,0.0037,0.0181,0.0262,-0.0167,-0.0661,-0.06764,-0.0471,-0.02414000000000001,-0.0047,0.011859999999999992,0.0267,0.0391,0.0491,0.0565,0.0475,0.03605999999999999,0.0351,0.035,0.0379,0.04285999999999999,0.0478,0.0505,0.0522,0.0577,0.0244,-0.10714000000000001,-0.2097,-0.1965,-0.15484,-0.11094000000000001,-0.06624000000000001,-0.0385,-0.0326,-0.02124000000000001,0.006559999999999991,0.0365,0.059759999999999994,0.07536,0.0849,0.0915,0.0965,0.1004,0.1032,0.09205999999999999,0.0347,-0.0151,-0.0089,0.0203,0.04,0.0535,0.0725,0.0898,0.1022,0.0786,0.0381,0.0315,0.0546,0.087,0.1171,0.14206,0.1611,0.1734,0.18136,0.1784,0.172,0.1757,0.1843,0.19396,0.2041,0.2104,0.2018,0.199,0.20795999999999998,0.20256,0.1972,0.203,0.2116,0.22337999999999997,0.23606,0.24561999999999998,0.2529,0.2579,0.2605,0.26142,0.2614,0.26198,0.2661,0.27262,0.2823,0.2936,0.30326000000000003,0.30886,0.30906,0.3063,0.3038,0.30128,0.3005,0.3057,0.31626,0.3283,0.33592,0.33936,0.3378,0.3211,0.24825999999999998,0.16316,0.1303,0.14856,0.17526,0.1915,0.21636,0.2419,0.2553,0.26752,0.2916,0.3109,0.30866,0.3143,0.3426,0.37906,0.41631999999999997,0.44706,0.47141999999999995,0.46956,0.42906,0.4033,0.42253999999999997,0.45483999999999997,0.48846,0.52896,0.5758,0.6191,0.61646,0.5182,0.43818,0.46981999999999996,0.5405399999999999,0.6091,0.6696,0.72582,0.77882,0.82702,0.8675,0.90226,0.928,0.94766,0.96114,0.9739,0.98776,1.00436,1.0224,1.0443,1.06986,1.1,1.1346,1.1694,1.1993,1.22356,1.2503,1.27772,1.3051599999999999,1.33006,1.35602,1.38016,1.40264,1.42458,1.4429,1.46086,1.4814,1.49956,1.5187199999999998,1.5389599999999999,1.5596,1.5809199999999999,1.60316,1.6239999999999999,1.64612,1.66736,1.69034,1.71172,1.73492,1.7587199999999998,1.78116,1.80476,1.82778,1.84976,1.87222,1.8952799999999999,1.91646,1.93776,1.96098,1.9831999999999999,2.0053199999999998,2.0297199999999997,2.0546,2.07926,2.1039,2.12852,2.1539800000000002,2.18026,2.2062399999999998,2.23276,2.2597199999999997,2.2875199999999998,2.31488,2.3432,2.37102,2.3995800000000003,2.42882,2.45656,2.48612,2.5156,2.54494,2.57472,2.60444,2.63596,2.66796,2.6984399999999997,2.72962,2.7602800000000003,2.7914399999999997,2.8222,2.8528800000000003,2.88434,2.91448,2.9429,2.9696800000000003,2.9980800000000003,3.0262599999999997,3.05414,3.0823799999999997,3.11116,3.14084,3.17326,3.2068,3.24152,3.27666,3.3136,3.35304,3.3917599999999997,3.4307399999999997,3.46878
