Model,Scenario,Region,Variable,Unit,2015,2019,2020,2030,2040,2050,2060,2070,2080,2090,2100
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|CH4,Mt CH4/yr,29.74687533,30.57792476,30.21454766,24.84111152,16.7615536,12.09496591,11.71326973,11.37115708,11.19857697,11.05808919,10.79790332
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|CO2|AFOLU,Mt CO2/yr,11.22937214,10.27233134,10.03307114,-5.210437439,29.26270942,35.7056908,-21.60983697,-29.97312514,-37.87742493,-37.57391942,-30.00042209
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5961.410698,5837.487004,5804.464386,5092.977026,3010.797199,1166.833032,514.69461,405.2661728,440.3932561,420.7362518,333.9197917
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|F-Gases,Mt CO2-equiv/yr,218.5325912,220.9213774,221.5238738,48.6029531,20.38253488,25.26049496,23.5426736,24.32032614,21.96362512,20.14652222,20.63941958
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|N2O,kt N2O/yr,1166.897466,1192.707486,1199.813453,1219.387268,1186.713913,1119.133838,1102.557258,1088.584871,1054.782779,1018.469733,986.4609965
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|CH4,Mt CH4/yr,8.383889319,8.002120064,7.965699681,2.686117064,1.227244456,0.682615864,0.64934672,0.622636268,0.583349457,0.547642826,0.514295569
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|CO2|AFOLU,Mt CO2/yr,-3.224,-2.7232,-2.598,-0.81066669,-0.72045772,-1.225484824,-1.532044044,-1.593218707,-1.036125546,-0.762515332,-0.697236041
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1731.372646,1646.917972,1609.649153,1170.354661,548.2424642,175.9514928,68.01909694,42.93753654,36.09765773,24.97855731,11.45198361
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|F-Gases,Mt CO2-equiv/yr,14.48408272,14.67332631,14.8720119,3.605232714,1.392986172,4.938990764,4.413875221,4.257177878,3.52049318,2.952439882,2.800165763
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|N2O,kt N2O/yr,288.5660937,288.015104,284.6415399,158.6675635,99.49579023,68.34509203,65.9375879,62.10174144,58.98698549,56.66841534,53.49744441
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|CH4,Mt CH4/yr,25.29448185,26.46132591,26.08072288,24.21702944,16.37964464,13.07010657,11.14012621,10.246608,9.658748622,9.051567643,8.589816448
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|CO2|AFOLU,Mt CO2/yr,-25.1416,-22.59064,-21.9529,-4.27236927,12.23129443,72.2811149,191.882413,166.8900515,94.2531714,35.69077108,14.09735104
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2486.12406,2554.344162,2555.397015,2412.667906,1468.649744,559.0697374,219.2721862,201.9160939,196.7491538,148.3914532,108.978153
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|F-Gases,Mt CO2-equiv/yr,67.35192248,69.42633116,72.19468849,21.71792808,9.904084655,9.497032586,8.834592932,9.213559684,8.589918212,8.229397293,8.635819341
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|N2O,kt N2O/yr,498.2890601,519.8793456,515.1797513,567.7544793,597.1186268,613.9540637,600.3177799,584.2410667,564.7250172,549.9935703,533.198305
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|CH4,Mt CH4/yr,33.03995247,35.43352119,34.95904985,42.70787421,34.42522897,30.53115765,29.48500366,28.20063424,26.56827825,24.44242636,23.03272594
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|CO2|AFOLU,Mt CO2/yr,898.0305129,842.6484298,828.802909,8.073406437,-54.09327298,-37.55981992,-99.71034465,-59.76465667,-76.51479081,-68.34843279,-62.93469344
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1540.161412,1895.424337,1939.300573,2706.903178,2175.412462,1250.97336,723.2937719,770.5617416,1077.801497,1295.625878,1290.042587
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,26.72266811,28.14222807,29.23019127,7.824673888,4.397869221,9.059709554,9.491642552,11.11945338,11.56923122,12.31441114,13.96884879
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|N2O,kt N2O/yr,622.1289983,659.260999,671.4593645,963.7506854,1181.14106,1496.843167,1562.480472,1552.328044,1536.524819,1484.759303,1429.484246
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|CH4,Mt CH4/yr,48.34667512,51.26694883,51.3003386,54.51889496,56.41993113,56.25221161,62.41910116,64.37368487,66.05800781,64.00232334,62.33072463
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|CO2|AFOLU,Mt CO2/yr,1661.10393,1851.540825,1899.150048,87.64408147,-133.4529116,-61.36747629,355.6413349,474.9936162,342.9092804,159.3079855,64.38754288
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1402.728636,1542.556547,1574.175381,2023.111102,2132.925433,2100.198362,2939.001455,3801.848412,4816.451163,5614.155564,5904.360799
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|F-Gases,Mt CO2-equiv/yr,32.489317,37.8589444,39.49763347,12.84325339,18.26730612,25.93234954,22.79127001,16.37658388,26.34891218,39.87983218,66.25597244
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|N2O,kt N2O/yr,1083.894496,1172.18942,1195.585064,1518.105782,1895.981701,2433.777259,2755.332106,3044.305176,3146.063986,3111.870968,3085.23881
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|CH4,Mt CH4/yr,71.39241731,71.92921571,69.60000726,45.92457907,38.14697609,27.97080716,23.77370329,20.01955215,17.36202154,14.60000055,12.36573223
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|CO2|AFOLU,Mt CO2/yr,-10.55161741,16.65669104,23.45876816,-155.1788975,-79.39644844,-49.04919277,-71.39454764,-97.30297216,-132.0415692,-171.9348072,-186.4581096
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,12108.61966,13030.59674,13202.26614,11770.8528,8865.983426,6787.950134,5190.668594,3842.760717,2904.615672,2055.266817,1371.609797
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|F-Gases,Mt CO2-equiv/yr,617.9365677,780.1023214,824.7551415,244.716758,278.0005931,294.2250126,168.2905398,86.67302418,68.02934212,58.00147679,53.70435237
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|N2O,kt N2O/yr,1648.865664,1566.115668,1582.740059,1834.893143,2177.044525,2368.084873,2163.401012,1925.346655,1717.839397,1486.943641,1304.320095
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|CH4,Mt CH4/yr,28.94879145,28.05435629,28.04233764,23.13318169,19.98178466,16.4781917,15.94382008,14.98712078,14.39238605,13.76212277,12.66019048
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|CO2|AFOLU,Mt CO2/yr,-11.89519502,-7.623773333,-6.55591791,-46.98963925,-41.52713855,-33.5483618,-17.95372757,-14.15543255,-11.19820929,-4.654887963,3.787996216
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,4341.540826,4160.873241,4106.312452,3379.513693,2240.996925,1322.870345,1129.979784,970.2109094,741.402618,477.5009395,273.915147
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|F-Gases,Mt CO2-equiv/yr,42.60832966,48.10623996,47.65594811,12.17008884,12.70734286,39.48025264,23.24070225,11.41100801,12.07567735,12.42309356,13.59965647
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|N2O,kt N2O/yr,1214.246294,1208.60344,1266.965902,1045.795857,936.629307,853.1359396,839.2281208,811.7373684,785.6457897,745.4597433,695.4546222
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|CH4,Mt CH4/yr,45.62749372,47.65268416,48.70258139,49.60853167,52.43277761,48.25633723,48.14314426,45.38185948,43.71893258,40.264205,35.92823864
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|CO2|AFOLU,Mt CO2/yr,113.3924328,133.6932233,138.7684209,3.075921188,-71.58556741,-50.94425415,-42.39153265,-46.16744293,-52.21858727,-43.275066,-19.57387119
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2601.667772,3028.781175,3151.456591,4229.129674,3879.059874,3735.709514,4372.300931,5111.70381,6004.169778,6388.743957,6161.355415
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|F-Gases,Mt CO2-equiv/yr,51.45803615,59.11679172,61.19524647,18.6579263,29.35414133,36.97384803,28.67060956,16.95068138,20.42355619,23.24879111,27.56070349
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|N2O,kt N2O/yr,1185.266435,1280.076217,1303.240468,1524.573289,1759.373133,1812.773688,1869.371636,1838.013993,1759.350186,1661.011526,1581.334474
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CH4,Mt CH4/yr,50.02191991,50.843477,50.33483676,51.25732358,47.70838682,43.59053854,41.495023,37.33867611,34.45682921,30.81298868,28.34720955
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CO2|AFOLU,Mt CO2/yr,885.5911363,489.7505157,414.7936646,261.2818906,140.9733152,192.6951313,96.35124852,59.29929204,40.7215751,2.240337791,-22.63521707
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1913.515073,1803.358329,1817.812428,2295.151262,2242.733149,1800.272292,1610.612526,1763.248309,1769.029444,1642.507694,1398.631644
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|F-Gases,Mt CO2-equiv/yr,7.606846001,8.391016233,8.729054825,3.000536375,5.065889357,40.59368069,26.95740921,14.29215448,17.53715464,16.78603393,17.77497146
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|N2O,kt N2O/yr,1568.872142,1627.806267,1634.899911,1831.177329,1842.436338,1856.082018,1853.638178,1798.520295,1718.649078,1605.831548,1513.942304
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|CH4,Mt CH4/yr,24.90879503,28.99523788,28.6784896,29.54750973,31.05829882,26.76679538,23.17386011,20.89500424,19.38226684,16.95768518,14.26389675
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|CO2|AFOLU,Mt CO2/yr,-1.094972139,-0.615602985,-0.495760697,2.000842567,7.704567544,22.86951321,32.86179482,28.15570026,17.87763993,9.635214049,4.640551932
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2157.074167,2271.110425,2306.434153,3125.361839,3226.872103,3120.675477,3242.467666,2977.625088,2802.044579,2642.916653,2348.982627
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|F-Gases,Mt CO2-equiv/yr,58.50980995,67.73666608,71.06606705,22.87068314,27.90983042,29.86861931,20.09476377,10.87163677,12.6966004,14.31151878,16.96499391
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|N2O,kt N2O/yr,208.6637182,224.3690433,229.0846104,358.7749407,543.7854335,859.6136068,878.4629966,865.4402061,840.2508513,804.3796447,770.8069592
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10NORTH_AM,Emissions|CH4,Mt CH4/yr,29.74687533,30.57792476,30.21454766,24.84111152,21.25465555,17.90938342,17.15985411,15.82746781,15.67191843,15.26399484,14.39596065
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10NORTH_AM,Emissions|CO2|AFOLU,Mt CO2/yr,11.22937214,10.27233134,10.03307114,-5.210437439,29.34040313,42.18767438,-9.33665036,-27.05513151,-40.3539935,-41.43971718,-30.39227585
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10NORTH_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5961.410698,5837.487004,5804.464386,5092.977026,4112.817985,3034.55073,2678.197868,2439.594333,2257.963607,1920.55515,1479.132709
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10NORTH_AM,Emissions|F-Gases,Mt CO2-equiv/yr,218.5325912,220.9213774,221.5238738,48.6029531,51.82989515,98.3341696,54.54387827,24.8694967,24.34042034,22.73645226,23.08799343
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10NORTH_AM,Emissions|N2O,kt N2O/yr,1166.897466,1192.707486,1199.813453,1219.387268,1280.12797,1340.237198,1321.721971,1307.230539,1277.109752,1229.61165,1178.99722
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10PAC_OECD,Emissions|CH4,Mt CH4/yr,8.383889319,8.002120064,7.965699681,2.686117064,1.556219598,1.010770045,0.951288175,0.866644918,0.816372038,0.755936864,0.685668186
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10PAC_OECD,Emissions|CO2|AFOLU,Mt CO2/yr,-3.224,-2.7232,-2.598,-0.81066669,-0.592895517,-0.67604863,-0.406368782,-0.284859601,-0.451697071,-0.431159326,-0.556873347
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10PAC_OECD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1731.372646,1646.917972,1609.649153,1170.354661,748.9117726,457.5922317,353.9353179,258.4725246,185.0782144,114.0208305,50.72776146
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10PAC_OECD,Emissions|F-Gases,Mt CO2-equiv/yr,14.48408272,14.67332631,14.8720119,3.605232714,3.542166254,19.2265257,10.22610587,4.353308034,3.901463594,3.331989893,3.13236564
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10PAC_OECD,Emissions|N2O,kt N2O/yr,288.5660937,288.015104,284.6415399,158.6675635,107.3277583,81.84779294,79.04456481,74.57507,71.42025441,68.41650904,63.93900872
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REF_ECON,Emissions|CH4,Mt CH4/yr,25.29448185,26.46132591,26.08072288,24.21702944,20.77037209,19.35330382,16.32020307,14.26221247,13.51699604,12.49429982,11.45209917
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REF_ECON,Emissions|CO2|AFOLU,Mt CO2/yr,-25.1416,-22.59064,-21.9529,-4.27236927,11.73655765,40.91446372,44.24618723,12.22704144,14.76433487,22.11075424,-0.049231434
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REF_ECON,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2486.12406,2554.344162,2555.397015,2412.667906,2006.209214,1453.957364,1140.976203,1215.481063,1008.763016,677.3696546,482.7301486
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REF_ECON,Emissions|F-Gases,Mt CO2-equiv/yr,67.35192248,69.42633116,72.19468849,21.71792808,25.18468248,36.97009162,20.46806448,9.421608527,9.519476809,9.287324961,9.660336591
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REF_ECON,Emissions|N2O,kt N2O/yr,498.2890601,519.8793456,515.1797513,567.7544793,644.1217612,735.2508217,719.6480668,701.5877082,683.7576808,664.0143341,637.2672834
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REST_ASIA,Emissions|CH4,Mt CH4/yr,33.03995247,35.43352119,34.95904985,42.70787421,43.65325564,45.20841257,43.19531376,39.2523494,37.18114281,33.73901796,30.7076482
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REST_ASIA,Emissions|CO2|AFOLU,Mt CO2/yr,898.0305129,842.6484298,828.802909,8.073406437,-53.70810212,-37.30866226,-40.7999859,-40.19713055,-40.22463592,-40.23768027,-51.37640098
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REST_ASIA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1540.161412,1895.424337,1939.300573,2706.903178,2971.663287,3253.372179,3763.637311,4638.576284,5526.053186,5914.206208,5714.378824
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REST_ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,26.72266811,28.14222807,29.23019127,7.824673888,11.18315764,35.26767853,21.99032296,11.37053868,12.82119638,13.89748652,15.6260542
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10REST_ASIA,Emissions|N2O,kt N2O/yr,622.1289983,659.260999,671.4593645,963.7506854,1274.116442,1792.569239,1873.068046,1864.117976,1860.393315,1792.569065,1708.489194
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10AFRICA,Emissions|CH4,Mt CH4/yr,48.34667512,51.26694883,51.3003386,54.51889496,43.04505543,37.56255001,42.34852991,45.68771231,46.61964542,45.4353292,45.96136683
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10AFRICA,Emissions|CO2|AFOLU,Mt CO2/yr,1661.10393,1851.540825,1899.150048,87.64408147,-133.8750313,-66.9966026,-86.37841972,-48.76243324,-23.29797426,-19.78795611,-7.016350649
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10AFRICA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1402.728636,1542.556547,1574.175381,2023.111102,1488.975199,590.2162307,133.9132435,91.3802711,54.92615554,167.6248206,173.2767512
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10AFRICA,Emissions|F-Gases,Mt CO2-equiv/yr,32.489317,37.8589444,39.49763347,12.84325339,7.183769197,6.66161099,9.837353851,16.01495462,23.7759916,35.33708408,59.22926214
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10AFRICA,Emissions|N2O,kt N2O/yr,1083.894496,1172.18942,1195.585064,1518.105782,1725.697928,2031.068968,2306.138882,2536.510793,2598.739005,2570.999992,2576.340946
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10CHINA+,Emissions|CH4,Mt CH4/yr,71.39241731,71.92921571,69.60000726,45.92457907,29.10387637,18.67757395,16.12937973,14.20840738,12.25303812,10.36455861,9.118231158
NDC case - conditional,Median|Harmonized|KyotoFromPrice_prescribed_REMIND-MAgPIE 2.1-4.2_EN_NPi|nz_all_GHG|cert_allconf_0.1,R10CHINA+,Emissions|CO2|AFOLU,Mt CO2/yr,-10.55161741,16.65669104,23.45876816,-155.1788975,-76.01098562,-28.71301746,-63.80561564,-105.0345059,-171.0473581,-222.0851053,-237.2084673
